province,district,PC_number,PS_number,Eng-Qutbuddin Hilal,Dr. Abdullah Abdullah,Zalmai Rassoul,Abdul Rahim Wardak,Quayum Karzai,Prof-Abdo Rabe Rasool Sayyaf,Dr. Mohammad Ashraf Ghani Ahmadzai,Mohammad Daoud Sultanzoy,Mohd. Shafiq Gul Agha Sherzai,Mohammad Nadir Naeem,Hedayat Amin Arsala,Total
KABUL,Bagrami,104454,3,0,244,3,0,0,4,38,3,0,0,0,292
KABUL,Bagrami,104454,4,0,292,11,0,0,0,17,1,1,0,0,322
KABUL,Bagrami,104455,1,7,76,15,0,0,9,471,0,1,0,1,580
KABUL,Bagrami,104455,2,22,68,23,0,4,15,437,0,0,0,0,569
KABUL,Bagrami,104455,3,1,54,6,0,0,1,125,1,0,1,0,189
KABUL,Bagrami,104455,4,0,29,10,1,1,8,104,1,0,3,0,157
KABUL,Bagrami,104456,1,16,189,27,1,1,31,310,2,1,0,1,579
KABUL,Bagrami,104456,2,10,169,40,0,3,35,321,5,1,1,0,585
KABUL,Bagrami,104456,3,25,174,32,1,1,21,305,4,1,2,2,568
KABUL,Bagrami,104456,4,7,139,40,1,3,23,237,0,0,2,0,452
KABUL,Bagrami,104456,5,7,130,11,0,1,33,201,3,0,0,0,386
KABUL,Bagrami,104457,1,23,354,12,0,1,19,128,1,0,0,1,539
KABUL,Bagrami,104457,2,30,346,12,0,0,43,140,0,1,1,0,573
KABUL,Bagrami,104457,3,6,144,6,0,0,11,33,0,0,0,0,200
KABUL,Bagrami,104458,1,39,109,22,0,1,38,368,2,2,0,1,582
KABUL,Bagrami,104458,2,31,121,24,0,1,39,359,1,2,0,3,581
KABUL,Bagrami,104458,3,7,57,17,0,0,18,156,1,2,1,0,259
KABUL,Bagrami,104459,1,36,73,23,1,2,88,304,0,1,1,1,530
KABUL,Bagrami,104459,2,32,112,34,0,2,112,288,0,1,0,1,582
KABUL,Bagrami,104459,3,5,32,3,1,1,35,41,1,1,0,0,120
KABUL,Bagrami,104459,4,2,49,8,0,0,22,29,1,1,0,0,112
KABUL,Bagrami,104460,1,8,17,1,0,0,14,234,0,0,0,0,274
KABUL,Bagrami,104460,2,4,19,3,0,1,11,189,0,0,0,0,227
KABUL,Bagrami,104460,3,0,1,22,0,0,18,140,0,0,0,0,181
KABUL,Bagrami,104461,1,14,10,1,1,0,11,548,0,1,0,1,587
KABUL,Bagrami,104461,2,2,6,8,0,1,14,560,1,1,1,0,594
KABUL,Bagrami,104462,1,19,117,17,1,1,111,208,0,5,1,1,481
KABUL,Bagrami,104462,2,16,101,19,0,1,55,203,0,0,0,0,395
KABUL,Bagrami,104462,3,10,89,11,0,0,76,172,0,0,1,1,360
KABUL,Bagrami,104462,4,9,55,7,0,0,47,158,0,0,0,0,276
KABUL,Bagrami,104538,1,50,57,15,0,0,157,284,1,0,0,0,564
KABUL,Bagrami,104538,2,45,48,8,0,0,107,242,0,0,0,0,450
KABUL,Bagrami,104538,3,4,14,1,0,0,99,45,0,0,0,37,200
KABUL,Bagrami,104539,1,19,231,7,1,0,78,249,2,3,1,1,592
KABUL,Bagrami,104539,2,40,120,3,0,0,52,239,1,1,0,0,456
KABUL,Bagrami,104539,3,9,79,2,0,0,53,204,0,0,0,0,347
KABUL,Bagrami,104540,1,31,22,25,0,0,29,472,0,0,0,0,579
KABUL,Bagrami,104540,2,23,25,20,0,2,11,409,0,2,1,1,494
KABUL,Bagrami,104540,3,3,9,5,0,1,2,206,1,3,0,0,230
KABUL,Deh Sabz,105330,1,32,49,13,0,0,13,418,1,4,2,0,532
KABUL,Deh Sabz,105330,2,33,35,10,1,0,14,275,0,3,0,0,371
KABUL,Deh Sabz,105330,3,21,44,16,0,0,13,289,0,1,0,0,384
KABUL,Deh Sabz,105330,4,5,8,8,0,1,1,189,0,1,0,0,213
KABUL,Deh Sabz,105330,5,8,8,4,0,0,0,129,0,1,0,0,150
KABUL,Deh Sabz,105330,6,0,0,0,0,0,0,0,0,0,0,0,0
KABUL,Deh Sabz,105463,1,5,271,14,0,0,34,38,0,0,0,0,362
KABUL,Deh Sabz,105463,2,4,191,9,0,0,37,24,1,0,0,0,266
KABUL,Deh Sabz,105463,3,3,104,5,0,0,24,16,0,0,0,1,153
KABUL,Deh Sabz,105463,4,7,134,6,0,0,14,23,0,0,0,0,184
KABUL,Deh Sabz,105463,5,0,94,5,0,1,11,1,2,0,0,0,114
KABUL,Deh Sabz,105463,6,0,74,9,1,7,4,12,1,0,0,0,108
KABUL,Deh Sabz,105463,7,0,105,22,0,0,3,2,2,0,0,0,134
KABUL,Deh Sabz,105464,1,10,192,16,0,0,26,58,1,0,0,0,303
KABUL,Deh Sabz,105464,2,9,142,19,0,0,22,63,2,0,0,0,257
KABUL,Deh Sabz,105464,3,5,142,17,0,0,37,55,1,0,0,0,257
KABUL,Deh Sabz,105464,4,0,21,0,0,0,0,6,0,2,0,0,29
KABUL,Deh Sabz,105464,5,0,27,0,0,0,6,10,0,1,0,0,44
KABUL,Deh Sabz,105464,6,0,38,1,0,0,0,1,0,0,0,0,40
KABUL,Deh Sabz,105465,1,29,43,6,1,1,17,207,0,1,2,0,307
KABUL,Deh Sabz,105465,2,24,14,3,0,2,6,239,0,0,0,0,288
KABUL,Deh Sabz,105465,3,0,19,0,0,0,1,27,0,0,0,0,47
KABUL,Deh Sabz,105465,4,2,6,0,0,0,0,25,1,0,1,0,35
KABUL,Deh Sabz,105466,1,37,354,17,0,0,41,63,2,1,0,0,515
KABUL,Deh Sabz,105466,2,21,430,15,0,0,45,78,0,0,0,1,590
KABUL,Deh Sabz,105466,3,25,335,18,0,0,10,34,2,0,1,0,425
KABUL,Deh Sabz,105467,1,39,51,22,0,2,41,227,0,4,0,1,387
KABUL,Deh Sabz,105467,2,31,22,12,0,2,62,190,0,5,1,0,325
KABUL,Deh Sabz,105467,3,0,21,1,0,0,2,8,0,0,0,0,32
KABUL,Deh Sabz,105467,4,0,29,0,0,0,4,11,0,0,0,0,44
KABUL,Deh Sabz,105468,1,5,266,7,0,0,28,270,0,1,0,0,577
KABUL,Deh Sabz,105468,2,0,65,2,0,0,6,80,1,1,0,0,155
KABUL,Deh Sabz,105468,3,16,89,16,0,1,13,438,1,0,1,1,576
KABUL,Deh Sabz,105468,4,2,30,4,0,1,0,75,0,0,0,0,112
KABUL,Deh Sabz,105468,5,0,28,2,0,0,2,69,0,0,0,0,101
KABUL,Deh Sabz,105468,6,2,3,4,0,1,0,75,0,0,0,0,85
KABUL,Deh Sabz,105468,7,0,34,2,0,0,0,66,0,0,0,0,102
KABUL,Deh Sabz,105468,8,2,276,19,0,0,37,251,0,0,0,0,585
KABUL,Deh Sabz,105468,9,8,136,6,0,3,1,140,0,1,0,0,295
KABUL,Deh Sabz,105469,1,18,63,19,0,1,9,469,0,0,0,2,581
KABUL,Deh Sabz,105469,2,19,72,11,0,1,12,410,0,0,0,5,530
KABUL,Deh Sabz,105469,3,1,113,4,0,2,4,191,1,2,0,3,321
KABUL,Deh Sabz,105470,1,7,23,6,0,0,16,289,0,0,0,0,341
KABUL,Deh Sabz,105470,2,16,23,14,0,0,22,385,0,4,0,0,464
KABUL,Deh Sabz,105470,3,1,15,2,0,0,13,58,1,2,0,0,92
KABUL,Deh Sabz,105470,4,3,7,2,0,0,22,45,0,1,2,0,82
KABUL,Deh Sabz,105471,1,8,11,3,0,0,6,84,1,0,0,1,114
KABUL,Deh Sabz,105471,2,9,14,2,0,0,6,78,0,0,1,4,114
KABUL,Deh Sabz,105471,3,7,16,7,0,2,13,98,0,1,0,1,145
KABUL,Deh Sabz,105471,4,0,5,0,0,0,11,22,0,0,1,0,39
KABUL,Deh Sabz,105471,5,0,0,13,0,0,2,10,0,0,1,0,26
KABUL,Deh Sabz,105472,1,8,87,10,0,0,27,107,0,1,0,1,241
KABUL,Deh Sabz,105472,2,0,19,2,0,0,42,53,0,2,0,1,119
KABUL,Deh Sabz,105474,1,22,26,16,0,0,4,244,0,2,0,0,314
KABUL,Deh Sabz,105474,2,9,27,16,0,0,4,232,0,2,0,0,290
KABUL,Deh Sabz,105474,3,0,0,1,0,0,0,3,0,0,0,0,4
KABUL,Deh Sabz,105474,4,0,2,1,0,0,0,1,0,0,0,0,4
KABUL,Deh Sabz,105475,1,2,13,37,0,0,0,19,0,0,0,1,72
KABUL,Deh Sabz,105475,2,2,9,26,0,0,3,33,0,0,0,1,74
KABUL,Deh Sabz,105475,3,0,1,30,0,0,0,5,0,0,0,0,36
KABUL,Deh Sabz,105475,4,0,2,30,0,0,0,1,0,0,0,0,33
KABUL,Deh Sabz,105533,1,7,23,13,0,0,7,157,0,0,0,0,207
KABUL,Deh Sabz,105533,2,16,20,16,0,0,24,200,1,2,1,0,280
KABUL,Deh Sabz,105533,3,0,1,0,0,0,0,13,0,0,0,0,14
KABUL,Deh Sabz,105541,1,2,17,9,0,1,4,46,0,1,0,1,81
KABUL,Deh Sabz,105541,2,0,7,0,0,0,0,4,0,0,0,0,11
KABUL,Deh Sabz,105541,3,7,9,3,1,0,3,37,0,0,1,0,61
KABUL,Shakardara,106386,1,8,194,10,0,0,134,19,0,1,0,0,366
KABUL,Shakardara,106386,2,5,160,7,0,0,172,25,1,0,1,0,371
KABUL,Shakardara,106387,1,5,346,1,0,0,54,18,0,0,0,0,424
KABUL,Shakardara,106387,2,6,318,2,0,0,42,12,0,0,0,0,380
KABUL,Shakardara,106387,3,4,294,7,0,0,54,22,3,1,0,1,386
KABUL,Shakardara,106387,4,2,54,0,0,0,12,16,0,0,0,0,84
KABUL,Shakardara,106387,5,0,97,0,0,0,8,0,0,0,0,0,105
KABUL,Shakardara,106388,1,17,27,63,0,0,100,206,2,4,0,1,420
KABUL,Shakardara,106388,2,22,40,53,0,0,95,198,2,3,0,3,416
KABUL,Shakardara,106388,3,24,23,35,0,0,99,178,0,2,0,0,361
KABUL,Shakardara,106388,4,0,5,1,0,0,14,21,0,0,0,0,41
KABUL,Shakardara,106388,5,0,6,3,0,0,5,19,0,0,0,0,33
KABUL,Shakardara,106388,6,0,5,2,0,0,7,14,0,0,0,0,28
KABUL,Shakardara,106389,1,16,57,10,1,2,64,184,1,2,1,2,340
KABUL,Shakardara,106389,2,8,50,15,0,2,59,143,1,0,1,1,280
KABUL,Shakardara,106389,3,6,32,6,0,0,38,91,1,0,0,0,174
KABUL,Shakardara,106389,4,0,27,7,1,1,49,47,2,0,0,0,134
KABUL,Shakardara,106390,1,5,99,7,0,0,57,11,0,0,0,0,179
KABUL,Shakardara,106390,2,9,106,6,0,0,39,4,1,0,0,1,166
KABUL,Shakardara,106390,3,8,115,5,0,0,25,7,0,0,0,0,160
KABUL,Shakardara,106390,4,4,42,9,0,0,8,0,1,0,0,0,64
KABUL,Shakardara,106390,5,2,59,2,0,0,17,4,0,0,0,0,84
KABUL,Shakardara,106391,1,44,165,12,0,0,160,146,2,0,0,0,529
KABUL,Shakardara,106391,3,14,72,11,0,4,76,68,0,1,0,2,248
KABUL,Shakardara,106391,4,35,74,3,0,0,56,76,0,1,4,0,249
KABUL,Shakardara,106392,1,9,108,5,0,0,58,76,1,1,0,0,258
KABUL,Shakardara,106392,2,10,105,6,0,0,45,74,0,0,0,0,240
KABUL,Shakardara,106392,3,5,116,10,0,0,44,7,1,1,0,0,184
KABUL,Shakardara,106392,4,0,25,0,0,0,2,13,1,0,0,0,41
KABUL,Shakardara,106392,5,0,25,2,0,0,14,12,0,0,0,0,53
KABUL,Shakardara,106393,1,2,179,4,1,0,31,11,0,0,1,0,229
KABUL,Shakardara,106393,2,0,157,8,0,0,31,19,0,1,0,0,216
KABUL,Shakardara,106393,3,3,117,4,0,0,25,14,0,0,0,0,163
KABUL,Shakardara,106393,4,0,91,4,0,0,9,3,0,1,0,0,108
KABUL,Shakardara,106393,5,0,66,1,1,0,14,4,0,0,0,0,86
KABUL,Shakardara,106393,6,0,114,6,0,0,7,5,0,0,0,0,132
KABUL,Shakardara,106394,1,13,57,18,0,0,50,108,0,1,1,1,249
KABUL,Shakardara,106394,2,3,71,11,0,0,62,94,1,0,0,0,242
KABUL,Shakardara,106394,3,6,55,22,0,0,50,71,0,0,0,1,205
KABUL,Shakardara,106394,4,6,63,12,0,0,39,68,0,0,1,1,190
KABUL,Shakardara,106394,5,30,24,15,0,0,12,14,0,0,0,0,95
KABUL,Shakardara,106394,6,5,10,7,0,0,15,7,0,0,0,1,45
KABUL,Shakardara,106394,7,1,6,8,0,0,4,22,0,0,0,0,41
KABUL,Shakardara,106395,1,10,316,4,0,0,126,32,3,0,0,0,491
KABUL,Shakardara,106395,2,5,279,10,0,0,140,32,2,2,0,0,470
KABUL,Shakardara,106395,3,4,300,13,0,0,99,40,3,0,0,0,459
KABUL,Shakardara,106395,4,1,114,4,0,0,39,19,0,0,0,1,178
KABUL,Shakardara,106395,5,3,102,5,0,0,14,10,0,0,0,0,134
KABUL,Shakardara,106395,6,1,110,0,1,0,39,13,0,0,1,0,165
KABUL,Shakardara,106396,1,12,151,48,0,0,110,65,1,1,0,1,389
KABUL,Shakardara,106396,2,9,187,32,0,0,123,34,0,0,0,0,385
KABUL,Shakardara,106396,3,8,193,25,0,2,146,70,0,1,3,0,448
KABUL,Shakardara,106396,4,8,202,16,0,0,143,58,1,0,0,0,428
KABUL,Shakardara,106396,5,0,163,5,0,0,103,41,0,1,2,1,316
KABUL,Shakardara,106397,1,8,299,6,0,0,68,36,2,0,0,2,421
KABUL,Shakardara,106397,2,4,262,8,0,0,70,17,0,0,0,1,362
KABUL,Shakardara,106397,3,4,289,8,0,0,59,18,2,0,0,0,380
KABUL,Shakardara,106397,4,6,441,10,0,0,105,16,0,0,0,1,579
KABUL,Shakardara,106397,5,1,216,3,0,0,13,3,0,2,0,0,238
KABUL,Shakardara,106397,6,2,126,3,0,0,24,10,1,0,0,0,166
KABUL,Shakardara,106397,7,0,88,1,0,0,7,8,0,0,0,0,104
KABUL,Shakardara,106542,1,2,72,5,0,1,37,19,1,0,0,2,139
KABUL,Shakardara,106542,2,2,62,1,0,0,27,37,0,0,0,0,129
KABUL,Shakardara,106542,3,0,4,0,0,0,16,0,0,0,0,0,20
KABUL,Shakardara,106543,1,1,5,3,0,0,2,74,0,0,0,0,85
KABUL,Shakardara,106543,2,0,3,9,0,0,2,77,0,0,0,0,91
KABUL,Shakardara,106543,3,0,0,0,0,0,0,142,0,0,0,0,142
KABUL,Musayi,107431,1,10,11,18,0,2,6,255,0,0,0,1,303
KABUL,Musayi,107431,2,0,0,0,0,0,0,0,0,0,0,0,0
KABUL,Musayi,107432,1,72,0,58,0,0,4,169,0,0,1,0,304
KABUL,Musayi,107432,2,79,0,145,1,4,0,30,0,0,0,0,259
KABUL,Musayi,107432,3,8,22,11,0,0,7,58,0,0,2,0,108
KABUL,Musayi,107433,1,14,7,7,0,0,9,137,0,0,0,0,174
KABUL,Musayi,107433,2,21,11,12,0,0,20,140,0,0,0,0,204
KABUL,Musayi,107433,3,0,0,0,0,0,0,6,0,0,0,0,6
KABUL,Musayi,107433,4,0,0,0,0,0,0,11,0,0,0,0,11
KABUL,Musayi,107434,1,22,12,13,0,0,23,296,0,0,0,0,366
KABUL,Musayi,107434,2,4,0,11,0,0,0,28,0,0,2,0,45
KABUL,Musayi,107435,1,1,7,12,0,1,1,3,0,0,0,0,25
KABUL,Musayi,107435,3,18,37,8,0,0,57,245,0,1,0,1,367
KABUL,Musayi,107436,1,10,5,22,0,0,12,103,0,0,0,0,152
KABUL,Musayi,107436,2,12,10,19,0,0,23,137,0,0,0,0,201
KABUL,Musayi,107436,3,0,0,0,0,0,0,5,0,0,0,0,5
KABUL,Musayi,107437,1,16,6,16,0,0,5,207,0,1,0,0,251
KABUL,Musayi,107437,2,9,15,17,0,0,0,159,2,0,1,0,203
KABUL,Musayi,107437,3,0,2,0,0,0,0,1,0,1,0,0,4
KABUL,Musayi,107438,1,9,9,8,0,0,25,217,0,2,0,1,271
KABUL,Musayi,107438,2,4,8,6,0,1,21,177,0,1,1,0,219
KABUL,Musayi,107438,3,4,10,165,2,4,66,87,1,4,3,2,348
KABUL,Mir Bacha Kot,108333,1,0,191,2,0,0,10,14,1,1,0,0,219
KABUL,Mir Bacha Kot,108333,2,0,172,3,0,0,3,8,0,0,0,0,186
KABUL,Mir Bacha Kot,108333,3,0,62,0,0,0,1,5,2,0,0,0,70
KABUL,Mir Bacha Kot,108333,4,0,64,0,0,0,0,7,0,0,0,0,71
KABUL,Mir Bacha Kot,108334,1,2,402,3,0,0,14,20,1,0,0,0,442
KABUL,Mir Bacha Kot,108334,2,0,122,3,0,0,4,25,1,0,0,1,156
KABUL,Mir Bacha Kot,108335,1,2,38,1,0,0,1,8,0,0,0,0,50
KABUL,Mir Bacha Kot,108335,2,52,143,18,0,0,46,108,1,1,0,1,370
KABUL,Mir Bacha Kot,108336,1,1,358,8,0,0,6,6,1,0,0,0,380
KABUL,Mir Bacha Kot,108336,2,0,308,1,0,0,0,9,0,0,0,0,318
KABUL,Mir Bacha Kot,108336,4,0,43,3,0,0,1,2,1,0,0,0,50
KABUL,Mir Bacha Kot,108337,1,5,392,3,0,0,19,23,0,0,0,0,442
KABUL,Mir Bacha Kot,108337,2,3,371,5,0,0,15,29,0,0,0,1,424
KABUL,Mir Bacha Kot,108337,3,2,205,0,0,0,1,1,0,0,0,0,209
KABUL,Mir Bacha Kot,108337,4,0,217,1,0,0,1,5,1,0,0,0,225
KABUL,Mir Bacha Kot,108339,1,23,482,38,0,0,24,3,3,0,0,0,573
KABUL,Mir Bacha Kot,108339,2,19,472,54,0,0,31,9,1,0,0,1,587
KABUL,Mir Bacha Kot,108339,3,0,53,3,0,0,0,3,0,0,0,0,59
KABUL,Mir Bacha Kot,108339,4,3,78,4,0,0,7,3,1,0,0,0,96
KABUL,Mir Bacha Kot,108340,1,1,433,10,0,0,9,18,0,0,0,1,472
KABUL,Mir Bacha Kot,108340,2,3,504,4,0,0,10,31,0,0,0,0,552
KABUL,Mir Bacha Kot,108340,3,0,220,0,0,0,3,19,1,1,0,0,244
KABUL,Mir Bacha Kot,108340,4,0,168,0,0,0,0,4,0,0,0,0,172
KABUL,Mir Bacha Kot,108341,1,4,417,6,1,0,17,28,2,0,0,0,475
KABUL,Mir Bacha Kot,108341,2,6,495,16,0,0,32,28,0,0,0,0,577
KABUL,Mir Bacha Kot,108341,3,0,195,7,0,0,2,8,0,0,0,0,212
KABUL,Mir Bacha Kot,108341,4,1,197,4,0,0,5,12,0,0,0,0,219
KABUL,Mir Bacha Kot,108342,1,0,314,4,0,0,6,5,0,0,0,1,330
KABUL,Mir Bacha Kot,108342,2,0,258,3,1,0,8,1,0,0,0,0,271
KABUL,Mir Bacha Kot,108342,3,0,307,1,0,0,5,3,0,0,0,0,316
KABUL,Mir Bacha Kot,108342,4,0,98,4,0,2,0,19,1,0,0,0,124
KABUL,Mir Bacha Kot,108342,5,0,94,5,0,0,0,1,0,0,0,0,100
KABUL,Mir Bacha Kot,108343,1,2,78,1,0,0,2,2,0,0,0,0,85
KABUL,Mir Bacha Kot,108343,2,2,65,1,0,0,5,4,0,0,0,0,77
KABUL,Mir Bacha Kot,108343,3,0,45,1,0,0,0,6,0,0,1,0,53
KABUL,Mir Bacha Kot,108344,1,4,154,10,0,0,12,5,4,0,0,0,189
KABUL,Mir Bacha Kot,108344,2,0,165,4,0,0,11,12,0,0,0,0,192
KABUL,Mir Bacha Kot,108344,3,0,100,4,0,0,2,16,0,0,0,0,122
KABUL,Khak-e-Jabbar,109439,1,4,28,1,0,0,15,50,0,0,0,0,98
KABUL,Khak-e-Jabbar,109439,2,0,29,7,0,0,46,118,2,4,0,1,207
KABUL,Khak-e-Jabbar,109440,1,3,9,1,0,0,8,85,0,0,0,1,107
KABUL,Khak-e-Jabbar,109440,2,0,2,0,0,0,9,178,0,0,0,0,189
KABUL,Khak-e-Jabbar,109441,1,22,23,0,0,0,130,413,0,0,0,0,588
KABUL,Khak-e-Jabbar,109441,2,49,1,0,0,0,115,384,0,1,0,0,550
KABUL,Khak-e-Jabbar,109442,1,7,50,0,0,0,110,210,0,0,0,0,377
KABUL,Khak-e-Jabbar,109442,2,4,45,8,0,0,101,256,0,0,0,1,415
KABUL,Khak-e-Jabbar,109442,3,0,12,0,0,0,224,339,0,0,0,0,575
KABUL,Khak-e-Jabbar,109443,1,2,12,1,0,0,11,73,0,1,0,0,100
KABUL,Khak-e-Jabbar,109443,2,2,3,1,0,0,18,42,0,1,0,0,67
KABUL,Khak-e-Jabbar,109444,1,8,150,1,0,0,26,9,0,1,0,0,195
KABUL,Khak-e-Jabbar,109444,2,7,164,1,0,0,34,20,0,0,0,0,226
KABUL,Khak-e-Jabbar,109444,3,8,197,8,0,0,0,10,0,0,0,0,223
KABUL,Khak-e-Jabbar,109445,2,14,21,3,0,0,12,172,0,0,0,0,222
KABUL,Khak-e-Jabbar,109445,3,15,61,0,0,0,5,180,0,1,0,0,262
KABUL,Khak-e-Jabbar,109445,4,6,4,0,0,0,14,87,0,0,0,0,111
KABUL,Khak-e-Jabbar,109446,1,3,24,0,0,2,16,199,1,1,0,0,246
KABUL,Khak-e-Jabbar,109446,2,2,11,0,0,0,32,531,1,1,0,1,579
KABUL,Khak-e-Jabbar,109447,1,21,109,3,0,0,24,224,1,1,0,1,384
KABUL,Khak-e-Jabbar,109447,2,9,346,0,0,0,12,203,0,0,0,0,570
KABUL,Kalakan,110352,1,10,354,12,0,0,108,17,0,1,1,0,503
KABUL,Kalakan,110352,2,5,343,10,0,0,123,21,3,1,0,1,507
KABUL,Kalakan,110352,3,11,308,9,0,0,113,25,5,2,0,0,473
KABUL,Kalakan,110352,4,2,193,7,0,0,94,20,1,0,1,0,318
KABUL,Kalakan,110352,5,0,285,2,0,0,44,2,0,0,0,0,333
KABUL,Kalakan,110353,1,0,266,0,0,0,46,1,0,0,0,0,313
KABUL,Kalakan,110353,2,4,374,3,0,0,29,74,2,2,0,2,490
KABUL,Kalakan,110354,1,10,190,4,0,0,27,9,0,0,0,0,240
KABUL,Kalakan,110354,2,20,218,5,0,0,25,8,2,0,0,0,278
KABUL,Kalakan,110354,3,12,114,0,0,0,3,0,0,1,0,0,130
KABUL,Kalakan,110354,4,6,80,0,0,0,8,2,0,1,0,0,97
KABUL,Kalakan,110355,1,13,201,12,0,0,57,39,2,0,0,0,324
KABUL,Kalakan,110355,2,3,20,7,0,0,39,54,1,1,0,0,125
KABUL,Kalakan,110355,3,9,237,21,0,0,69,26,2,1,0,1,366
KABUL,Kalakan,110355,4,4,104,6,0,0,7,9,0,0,0,0,130
KABUL,Kalakan,110356,1,9,217,9,0,0,41,13,1,0,0,0,290
KABUL,Kalakan,110356,2,10,219,3,0,0,36,13,1,0,0,0,282
KABUL,Kalakan,110356,3,0,263,0,0,0,24,11,0,0,0,0,298
KABUL,Kalakan,110357,1,14,152,7,0,0,60,103,3,1,0,0,340
KABUL,Kalakan,110357,2,12,115,3,0,0,65,125,1,0,0,1,322
KABUL,Kalakan,110357,3,0,50,0,0,0,10,9,0,0,0,0,69
KABUL,Kalakan,110358,1,3,230,2,1,0,12,6,2,0,0,0,256
KABUL,Kalakan,110358,2,0,83,2,0,1,4,4,0,0,0,0,94
KABUL,Kalakan,110544,1,5,83,6,0,0,85,36,2,0,0,0,217
KABUL,Kalakan,110544,2,0,55,2,0,0,31,12,0,0,0,0,100
KABUL,Kalakan,110544,3,0,24,0,0,0,10,3,2,0,0,0,39
KABUL,Guldara,111381,1,9,18,9,0,1,67,123,1,0,5,3,236
KABUL,Guldara,111381,2,33,26,5,0,0,47,109,1,2,0,4,227
KABUL,Guldara,111381,3,0,7,1,0,0,0,2,0,0,0,0,10
KABUL,Guldara,111381,4,0,12,0,0,0,0,1,0,0,0,0,13
KABUL,Guldara,111382,1,3,61,0,0,0,16,10,0,0,0,0,90
KABUL,Guldara,111382,2,5,91,2,0,0,18,13,0,0,0,0,129
KABUL,Guldara,111382,3,1,69,2,0,0,4,2,0,0,0,0,78
KABUL,Guldara,111383,1,6,290,4,1,0,22,10,0,0,0,0,333
KABUL,Guldara,111383,2,7,234,5,1,0,24,11,0,0,0,0,282
KABUL,Guldara,111383,3,6,209,0,0,0,16,4,0,0,0,0,235
KABUL,Guldara,111383,4,4,125,2,0,1,7,0,0,0,0,0,139
KABUL,Guldara,111383,5,1,173,0,0,0,11,1,0,0,0,1,187
KABUL,Guldara,111384,1,5,140,11,0,0,30,5,0,1,0,0,192
KABUL,Guldara,111384,2,7,130,3,0,0,23,7,0,0,0,0,170
KABUL,Guldara,111384,3,4,89,8,1,0,22,4,0,0,1,1,130
KABUL,Guldara,111384,4,12,166,0,0,0,13,2,1,0,0,0,194
KABUL,Guldara,111384,5,7,84,5,0,0,5,0,1,1,0,1,104
KABUL,Guldara,111385,1,0,92,7,0,0,3,6,1,0,0,1,110
KABUL,Guldara,111385,2,1,106,5,0,0,5,6,0,0,0,0,123
KABUL,Guldara,111385,3,0,51,4,0,0,0,1,1,0,0,0,57
KABUL,Guldara,111385,4,0,52,11,0,0,2,0,0,0,0,0,65
KABUL,Guldara,111545,1,14,28,6,0,0,33,55,0,1,0,2,139
KABUL,Guldara,111545,2,13,46,1,0,0,28,73,0,1,0,0,162
KABUL,Guldara,111545,3,3,46,0,0,0,4,31,1,0,0,0,85
KABUL,Farza,112345,1,17,224,17,0,0,89,45,0,0,0,0,392
KABUL,Farza,112345,2,17,210,10,0,2,71,33,1,1,1,0,346
KABUL,Farza,112345,3,9,164,3,0,2,32,14,2,1,1,1,229
KABUL,Farza,112345,4,8,122,16,3,0,25,6,3,1,1,0,185
KABUL,Farza,112346,1,17,94,16,0,0,93,94,0,0,0,1,315
KABUL,Farza,112346,2,13,68,4,1,0,100,87,1,2,0,0,276
KABUL,Farza,112346,3,12,94,5,0,0,99,105,1,0,0,0,316
KABUL,Farza,112347,1,112,143,32,0,1,133,134,1,1,0,0,557
KABUL,Farza,112347,2,41,120,23,0,2,82,71,0,2,8,3,352
KABUL,Farza,112348,1,6,35,5,0,0,44,139,1,1,2,1,234
KABUL,Farza,112348,2,0,9,4,0,2,23,101,0,0,0,0,139
KABUL,Farza,112349,1,8,41,27,0,0,72,119,0,4,0,2,273
KABUL,Farza,112349,2,11,26,29,0,1,68,109,1,10,0,0,255
KABUL,Farza,112349,3,5,36,7,0,0,35,38,0,3,1,0,125
KABUL,Farza,112349,4,6,40,8,0,0,40,62,0,6,1,0,163
KABUL,Farza,112350,1,24,368,12,0,1,84,30,1,0,1,0,521
KABUL,Farza,112350,2,2,141,1,0,0,32,4,0,0,0,0,180
KABUL,Farza,112351,1,10,36,8,0,2,90,159,0,2,2,2,311
KABUL,Farza,112351,2,4,26,20,0,1,108,114,0,0,0,3,276
KABUL,Farza,112351,3,0,63,5,0,2,14,55,0,0,0,0,139
KABUL,Farza,112546,1,22,60,23,0,1,51,71,0,0,1,0,229
KABUL,Farza,112546,2,10,62,15,0,0,31,63,0,0,1,0,182
KABUL,Farza,112546,3,2,70,9,0,1,20,36,0,0,3,0,141
KABUL,Estalef,113374,1,3,410,10,0,0,129,8,0,1,1,0,562
KABUL,Estalef,113374,2,2,44,3,0,0,6,1,0,0,0,1,57
KABUL,Estalef,113375,1,10,346,8,0,0,72,4,0,0,0,0,440
KABUL,Estalef,113375,2,4,197,8,0,0,15,1,0,0,0,0,225
KABUL,Estalef,113376,1,49,380,9,0,0,78,55,0,1,0,3,575
KABUL,Estalef,113376,2,37,285,13,0,0,59,22,0,1,0,1,418
KABUL,Estalef,113376,3,15,144,2,0,0,17,1,0,0,0,0,179
KABUL,Estalef,113376,4,29,92,3,0,0,26,2,0,0,0,1,153
KABUL,Estalef,113377,1,6,165,1,0,0,17,4,1,0,0,0,194
