province,district,PC_number,PS_number,Eng-Qutbuddin Hilal,Dr. Abdullah Abdullah,Zalmai Rassoul,Abdul Rahim Wardak,Quayum Karzai,Prof-Abdo Rabe Rasool Sayyaf,Dr. Mohammad Ashraf Ghani Ahmadzai,Mohammad Daoud Sultanzoy,Mohd. Shafiq Gul Agha Sherzai,Mohammad Nadir Naeem,Hedayat Amin Arsala,Total
KABUL,Kabul,101130,6,1,62,18,0,0,5,55,2,0,0,0,143
KABUL,Kabul,101130,7,1,124,25,0,0,5,80,1,1,0,0,237
KABUL,Kabul,101130,8,0,81,13,0,0,5,60,4,0,0,0,163
KABUL,Kabul,101130,9,0,71,11,0,0,0,58,0,0,0,1,141
KABUL,Kabul,101131,1,2,195,14,0,0,14,97,0,0,0,1,323
KABUL,Kabul,101131,2,0,163,17,0,1,9,92,0,0,2,2,286
KABUL,Kabul,101131,3,0,226,13,0,0,8,111,1,1,1,1,362
KABUL,Kabul,101131,4,2,224,14,0,0,7,102,1,1,0,0,351
KABUL,Kabul,101131,5,6,231,10,0,1,24,147,0,0,0,1,420
KABUL,Kabul,101131,6,3,292,26,0,0,35,178,1,0,0,0,535
KABUL,Kabul,101132,1,36,223,56,0,0,36,213,4,4,0,0,572
KABUL,Kabul,101132,2,7,231,58,0,0,28,250,1,1,0,0,576
KABUL,Kabul,101132,3,13,230,58,0,0,23,220,2,1,0,1,548
KABUL,Kabul,101132,4,10,207,73,0,0,33,156,8,1,1,1,490
KABUL,Kabul,101132,5,0,116,52,0,0,1,67,1,1,0,2,240
KABUL,Kabul,101132,6,1,70,14,0,0,1,53,2,0,0,0,141
KABUL,Kabul,101132,7,0,30,10,0,0,0,22,0,0,0,1,63
KABUL,Kabul,101133,1,13,158,41,0,0,39,248,1,2,2,1,505
KABUL,Kabul,101133,2,14,168,52,0,1,35,307,7,2,0,0,586
KABUL,Kabul,101133,3,1,181,28,0,2,13,207,6,2,0,0,440
KABUL,Kabul,101134,1,35,171,37,0,0,91,71,3,1,0,1,410
KABUL,Kabul,101134,2,24,156,28,0,0,80,84,3,0,0,0,375
KABUL,Kabul,101134,3,22,126,18,0,2,64,78,2,1,0,0,313
KABUL,Kabul,101134,4,19,143,24,0,0,88,63,0,1,0,1,339
KABUL,Kabul,101134,5,4,47,7,0,0,5,25,0,0,1,0,89
KABUL,Kabul,101134,6,2,31,7,0,0,11,19,0,0,0,0,70
KABUL,Kabul,101134,7,4,42,14,0,0,12,15,1,0,0,0,88
KABUL,Kabul,101135,1,13,213,52,0,0,39,238,1,2,0,1,559
KABUL,Kabul,101135,2,25,196,43,0,0,32,271,0,0,0,1,568
KABUL,Kabul,101135,3,1,59,16,0,0,1,49,0,1,0,0,127
KABUL,Kabul,101135,4,4,62,12,0,1,3,58,3,3,0,0,146
KABUL,Kabul,101135,5,1,84,15,0,0,5,48,0,1,0,0,154
KABUL,Kabul,101136,1,12,96,26,0,0,13,418,3,1,0,2,571
KABUL,Kabul,101136,2,13,106,36,0,1,12,408,3,2,1,1,583
KABUL,Kabul,101136,3,3,107,23,0,1,8,373,1,0,1,0,517
KABUL,Kabul,101137,1,5,78,14,0,0,15,36,0,0,0,0,148
KABUL,Kabul,101137,2,2,51,12,0,0,17,23,0,0,0,1,106
KABUL,Kabul,101137,3,3,29,4,0,0,4,10,1,0,0,0,51
KABUL,Kabul,101137,4,14,65,17,0,0,20,32,3,1,0,0,152
KABUL,Kabul,101137,5,1,25,5,0,0,4,9,3,0,0,0,47
KABUL,Kabul,101138,1,2,147,21,1,0,17,79,1,1,0,0,269
KABUL,Kabul,101138,2,2,124,24,0,0,9,94,2,0,0,0,255
KABUL,Kabul,101138,3,7,114,15,0,2,5,57,1,2,0,0,203
KABUL,Kabul,101138,4,0,48,12,0,0,1,12,1,0,0,0,74
KABUL,Kabul,101138,5,0,60,8,0,0,1,13,0,1,1,1,85
KABUL,Kabul,101138,6,0,38,4,0,0,0,10,0,0,0,0,52
KABUL,Kabul,101138,7,0,15,2,0,0,0,14,1,0,0,0,32
KABUL,Kabul,101139,1,4,286,10,0,0,21,80,1,2,0,0,404
KABUL,Kabul,101139,2,9,269,19,0,0,20,121,1,4,0,1,444
KABUL,Kabul,101139,3,5,195,11,0,0,16,68,0,2,0,0,297
KABUL,Kabul,101139,4,7,208,19,0,0,15,84,0,0,1,1,335
KABUL,Kabul,101139,5,1,171,4,0,0,0,72,3,0,0,1,252
KABUL,Kabul,101139,6,1,159,16,0,0,3,27,1,1,1,2,211
KABUL,Kabul,101140,1,7,233,50,0,1,28,180,4,0,0,1,504
KABUL,Kabul,101140,2,12,171,33,0,0,24,136,3,0,0,1,380
KABUL,Kabul,101140,3,4,169,35,0,0,25,124,4,1,1,0,363
KABUL,Kabul,101140,4,2,100,18,0,0,7,65,2,0,0,0,194
KABUL,Kabul,101140,5,1,101,22,0,0,4,66,1,0,0,0,195
KABUL,Kabul,101140,6,2,68,7,0,1,2,41,2,0,0,0,123
KABUL,Kabul,101141,1,10,303,57,0,0,37,162,2,0,1,3,575
KABUL,Kabul,101141,2,20,291,42,0,1,47,170,3,1,0,1,576
KABUL,Kabul,101141,3,0,62,21,2,1,2,40,1,0,0,0,129
KABUL,Kabul,101141,4,0,89,18,0,0,1,43,1,0,0,1,153
KABUL,Kabul,101142,1,32,215,30,0,1,54,248,1,4,1,0,586
KABUL,Kabul,101142,2,17,156,30,0,0,31,223,2,2,0,2,463
KABUL,Kabul,101142,3,3,65,10,0,0,2,50,1,1,0,0,132
KABUL,Kabul,101143,1,6,239,72,0,0,37,224,2,3,0,2,585
KABUL,Kabul,101143,2,17,261,53,0,4,29,217,1,1,0,0,583
KABUL,Kabul,101143,3,13,236,60,1,0,28,210,5,2,0,0,555
KABUL,Kabul,101143,4,2,157,41,1,0,4,100,2,1,1,0,309
KABUL,Kabul,101143,5,1,149,43,0,0,1,94,3,1,1,0,293
KABUL,Kabul,101143,6,4,125,35,0,0,0,103,0,0,0,0,267
KABUL,Kabul,101143,7,2,12,9,0,0,2,17,1,0,0,0,43
KABUL,Kabul,101144,1,13,261,42,0,1,56,125,0,3,0,2,503
KABUL,Kabul,101144,2,18,267,47,0,0,57,137,3,4,0,0,533
KABUL,Kabul,101144,3,11,258,32,1,0,68,132,3,2,1,0,508
KABUL,Kabul,101144,4,10,334,50,0,0,16,86,4,0,0,2,502
KABUL,Kabul,101145,1,7,234,76,0,0,23,154,1,2,0,1,498
KABUL,Kabul,101145,2,1,306,56,0,0,3,114,5,1,0,0,486
KABUL,Kabul,101145,3,6,226,51,0,0,20,123,3,3,4,1,437
KABUL,Kabul,101145,4,7,234,47,0,0,21,133,2,2,0,0,446
KABUL,Kabul,101146,1,11,73,14,0,0,12,203,1,0,0,0,314
KABUL,Kabul,101146,2,16,121,18,0,0,18,296,0,1,0,0,470
KABUL,Kabul,101146,3,19,132,28,0,1,15,278,0,3,0,0,476
KABUL,Kabul,101146,4,0,40,6,0,0,0,29,1,1,0,1,78
KABUL,Kabul,101146,5,4,40,11,0,0,0,64,0,0,0,0,119
KABUL,Kabul,101146,6,1,58,5,0,1,4,42,4,0,0,0,115
KABUL,Kabul,101147,1,14,119,21,0,0,34,385,1,1,3,1,579
KABUL,Kabul,101147,2,10,117,19,1,2,28,379,4,2,3,2,567
KABUL,Kabul,101147,3,19,121,21,1,2,21,382,3,1,2,1,574
KABUL,Kabul,101147,4,0,66,15,0,0,6,207,0,0,0,0,294
KABUL,Kabul,101147,5,3,67,25,0,1,6,107,3,2,3,1,218
KABUL,Kabul,101147,6,5,60,9,0,2,2,57,4,1,0,2,142
KABUL,Kabul,101147,7,4,69,0,0,0,9,49,2,0,1,0,134
KABUL,Kabul,101147,8,1,45,12,0,0,7,44,2,0,0,0,111
KABUL,Kabul,101148,1,7,133,13,0,0,7,178,1,0,3,0,342
KABUL,Kabul,101148,2,11,98,14,0,0,2,136,0,0,1,1,263
KABUL,Kabul,101148,3,4,107,8,0,1,8,120,3,1,0,0,252
KABUL,Kabul,101148,4,0,48,4,0,0,2,139,1,0,0,0,194
KABUL,Kabul,101148,5,2,36,5,1,2,1,95,0,0,0,2,144
KABUL,Kabul,101148,6,1,27,6,0,1,0,69,1,0,1,0,106
KABUL,Kabul,101149,1,6,59,14,0,0,12,248,0,3,0,1,343
KABUL,Kabul,101149,2,4,64,9,0,0,20,238,2,2,0,0,339
KABUL,Kabul,101149,3,8,87,20,0,0,21,278,0,2,0,0,416
KABUL,Kabul,101149,4,3,74,6,0,0,32,179,1,0,0,1,296
KABUL,Kabul,101149,5,7,45,6,0,0,13,91,1,1,1,1,166
KABUL,Kabul,101150,1,6,123,25,0,0,16,186,2,2,0,0,360
KABUL,Kabul,101150,2,3,139,27,0,0,24,172,1,0,0,0,366
KABUL,Kabul,101150,3,4,162,17,0,0,9,176,4,2,0,1,375
KABUL,Kabul,101150,4,1,62,14,0,0,3,71,0,2,0,1,154
KABUL,Kabul,101150,5,0,82,13,0,1,8,88,1,0,1,0,194
KABUL,Kabul,101150,6,0,115,35,0,1,4,136,1,0,2,0,294
KABUL,Kabul,101151,1,17,46,34,0,1,19,410,2,3,1,1,534
KABUL,Kabul,101151,2,10,35,11,0,0,8,258,1,3,1,0,327
KABUL,Kabul,101151,3,18,45,16,1,0,19,398,5,3,0,1,506
KABUL,Kabul,101151,4,9,26,15,0,4,9,325,0,1,2,0,391
KABUL,Kabul,101151,5,1,52,5,0,0,1,138,2,3,1,1,204
KABUL,Kabul,101151,6,0,28,5,0,0,6,189,0,1,0,0,229
KABUL,Kabul,101151,7,4,38,16,0,1,4,158,1,1,0,0,223
KABUL,Kabul,101152,1,13,147,20,0,1,15,294,0,2,0,1,493
KABUL,Kabul,101152,2,8,150,10,0,0,18,308,2,1,1,1,499
KABUL,Kabul,101152,3,10,137,23,0,2,14,267,0,1,1,2,457
KABUL,Kabul,101152,4,12,112,7,1,1,10,312,0,3,1,2,461
KABUL,Kabul,101152,5,2,147,24,0,2,10,336,3,2,0,2,528
KABUL,Kabul,101153,1,14,132,31,0,0,25,329,4,3,0,1,539
KABUL,Kabul,101153,2,5,89,19,0,0,8,207,0,3,1,0,332
KABUL,Kabul,101153,3,12,122,19,0,1,9,349,3,2,0,1,518
KABUL,Kabul,101153,5,1,33,15,0,0,4,103,0,0,0,0,156
KABUL,Kabul,101154,1,9,109,15,0,0,11,221,1,1,0,1,368
KABUL,Kabul,101154,2,18,136,22,0,0,9,256,1,0,0,0,442
KABUL,Kabul,101154,3,7,87,20,0,0,7,188,1,1,0,0,311
KABUL,Kabul,101154,4,5,66,25,0,0,3,182,2,0,1,1,285
KABUL,Kabul,101154,5,1,90,20,0,0,3,156,1,0,0,0,271
KABUL,Kabul,101155,1,26,128,31,1,0,20,344,0,2,0,0,552
KABUL,Kabul,101155,2,21,117,12,1,3,16,233,0,2,0,2,407
KABUL,Kabul,101155,3,28,119,20,0,1,11,328,2,4,1,3,517
KABUL,Kabul,101155,4,12,88,16,0,1,5,175,2,1,0,0,300
KABUL,Kabul,101155,5,5,73,14,0,0,6,176,3,0,0,0,277
KABUL,Kabul,101155,6,0,77,33,0,0,5,157,1,1,0,3,277
KABUL,Kabul,101156,1,4,144,20,0,0,15,158,4,0,0,1,346
KABUL,Kabul,101156,2,4,94,14,0,0,9,138,0,1,0,1,261
KABUL,Kabul,101156,3,8,121,16,0,0,3,144,2,0,0,0,294
KABUL,Kabul,101156,4,1,97,15,0,0,3,70,0,0,0,0,186
KABUL,Kabul,101156,5,1,39,8,0,0,0,65,1,0,0,0,114
KABUL,Kabul,101156,6,1,46,7,0,0,2,39,1,0,0,0,96
KABUL,Kabul,101157,1,6,113,26,0,2,14,266,1,1,1,0,430
KABUL,Kabul,101157,2,6,100,15,0,0,10,246,0,2,0,1,380
KABUL,Kabul,101157,3,9,102,24,0,1,9,239,1,2,0,1,388
KABUL,Kabul,101157,4,1,82,11,0,0,1,172,0,8,0,1,276
KABUL,Kabul,101158,1,13,58,7,0,0,13,222,1,1,1,0,316
KABUL,Kabul,101158,2,16,80,31,0,1,14,303,0,0,1,0,446
KABUL,Kabul,101158,3,11,75,17,0,0,13,302,2,4,0,0,424
KABUL,Kabul,101158,4,0,35,13,0,1,0,121,1,0,0,0,171
KABUL,Kabul,101158,5,0,51,9,0,0,1,183,1,0,1,0,246
KABUL,Kabul,101159,1,17,158,4,0,1,11,203,3,1,0,0,398
KABUL,Kabul,101159,2,12,135,3,0,1,17,200,1,1,0,0,370
KABUL,Kabul,101159,3,10,144,3,0,2,19,216,1,1,1,1,398
KABUL,Kabul,101159,4,6,140,5,0,2,7,86,0,0,0,1,247
KABUL,Kabul,101159,5,10,102,1,0,0,2,47,1,0,0,0,163
KABUL,Kabul,101160,1,4,8,1,0,0,3,161,0,0,0,0,177
KABUL,Kabul,101160,2,10,22,2,0,2,10,158,1,1,0,0,206
KABUL,Kabul,101160,3,4,18,5,0,0,5,116,0,0,0,0,148
KABUL,Kabul,101160,4,2,11,0,0,1,0,77,0,0,0,0,91
KABUL,Kabul,101160,5,0,3,0,0,0,4,83,0,0,0,0,90
KABUL,Kabul,101161,1,3,21,2,0,0,2,115,0,0,0,0,143
KABUL,Kabul,101161,2,6,12,3,1,0,6,108,0,0,0,1,137
KABUL,Kabul,101161,3,1,8,0,1,0,3,92,1,0,0,0,106
KABUL,Kabul,101161,4,1,7,0,0,1,2,84,0,0,0,1,96
KABUL,Kabul,101161,5,1,10,2,0,0,0,70,0,0,0,0,83
KABUL,Kabul,101162,1,11,45,14,0,1,6,283,0,2,0,0,362
KABUL,Kabul,101162,2,8,35,6,0,2,7,205,3,1,0,0,267
KABUL,Kabul,101162,3,4,36,13,0,0,5,189,1,0,1,2,251
KABUL,Kabul,101162,4,1,13,8,0,0,3,87,1,1,1,0,115
KABUL,Kabul,101162,5,0,31,7,0,0,2,65,0,0,0,0,105
KABUL,Kabul,101163,1,14,75,17,1,0,25,128,0,1,1,0,262
KABUL,Kabul,101163,2,7,68,7,0,0,9,122,1,0,3,0,217
KABUL,Kabul,101163,3,12,33,8,0,0,2,116,0,2,0,0,173
KABUL,Kabul,101163,4,2,109,3,0,0,6,75,1,1,1,0,198
KABUL,Kabul,101164,1,16,169,23,0,0,3,168,1,1,0,0,381
KABUL,Kabul,101164,2,14,155,27,0,1,2,166,0,0,0,2,367
KABUL,Kabul,101164,3,11,177,16,0,1,2,177,1,0,0,0,385
KABUL,Kabul,101164,4,0,280,28,0,1,0,78,2,0,0,0,389
KABUL,Kabul,101164,5,0,143,25,0,0,1,103,4,0,1,0,277
KABUL,Kabul,101165,1,0,27,3,0,0,4,72,0,0,0,0,106
KABUL,Kabul,101165,2,4,31,6,0,0,4,77,0,1,0,0,123
KABUL,Kabul,101165,3,1,35,8,0,0,2,95,1,1,1,0,144
