Province,District,PollingCenter,provId,distId,PC Code,psId,TotalVoters,TotalMale,TotalFemale,Kochi,Gender,PS #,voters
BADAKHSHAN,DARAYIM,al-Numan Madrasa,17,1707,1707108,1707108-03,1732,1171,561,1,M,03,385
BADAKHSHAN,DARAYIM,al-Numan Madrasa,17,1707,1707108,1707108-04,1732,1171,561,1,F,04,281
BADAKHSHAN,DARAYIM,al-Numan Madrasa,17,1707,1707108,1707108-05,1732,1171,561,1,F,05,280
BADAKHSHAN,DARAYIM,Madina High School,17,1707,1707109,1707109-01,1666,953,713,0,M,01,400
BADAKHSHAN,DARAYIM,Madina High School,17,1707,1707109,1707109-02,1666,953,713,0,M,02,277
BADAKHSHAN,DARAYIM,Madina High School,17,1707,1707109,1707109-03,1666,953,713,0,M,03,276
BADAKHSHAN,DARAYIM,Madina High School,17,1707,1707109,1707109-04,1666,953,713,0,F,04,357
BADAKHSHAN,DARAYIM,Madina High School,17,1707,1707109,1707109-05,1666,953,713,0,F,05,356
BADAKHSHAN,DARAYIM,Qarya Chapa Jami Mosque,17,1707,1707110,1707110-01,1700,800,900,1,M,01,400
BADAKHSHAN,DARAYIM,Qarya Chapa Jami Mosque,17,1707,1707110,1707110-02,1700,800,900,1,M,02,400
BADAKHSHAN,DARAYIM,Qarya Chapa Jami Mosque,17,1707,1707110,1707110-03,1700,800,900,1,F,03,400
BADAKHSHAN,DARAYIM,Qarya Chapa Jami Mosque,17,1707,1707110,1707110-04,1700,800,900,1,F,04,250
BADAKHSHAN,DARAYIM,Qarya Chapa Jami Mosque,17,1707,1707110,1707110-05,1700,800,900,1,F,05,250
BADAKHSHAN,DARAYIM,Shahr-i-Sadat Girls High School,17,1707,1707111,1707111-01,1784,782,1002,0,M,01,391
BADAKHSHAN,DARAYIM,Shahr-i-Sadat Girls High School,17,1707,1707111,1707111-02,1784,782,1002,0,M,02,391
BADAKHSHAN,DARAYIM,Shahr-i-Sadat Girls High School,17,1707,1707111,1707111-03,1784,782,1002,0,F,03,400
BADAKHSHAN,DARAYIM,Shahr-i-Sadat Girls High School,17,1707,1707111,1707111-04,1784,782,1002,0,F,04,301
BADAKHSHAN,DARAYIM,Shahr-i-Sadat Girls High School,17,1707,1707111,1707111-05,1784,782,1002,0,F,05,301
BADAKHSHAN,DARAYIM,Pangani High School,17,1707,1707112,1707112-01,2286,1019,1267,1,M,01,400
BADAKHSHAN,DARAYIM,Pangani High School,17,1707,1707112,1707112-02,2286,1019,1267,1,M,02,310
BADAKHSHAN,DARAYIM,Pangani High School,17,1707,1707112,1707112-03,2286,1019,1267,1,M,03,309
BADAKHSHAN,DARAYIM,Pangani High School,17,1707,1707112,1707112-04,2286,1019,1267,1,F,04,400
BADAKHSHAN,DARAYIM,Pangani High School,17,1707,1707112,1707112-05,2286,1019,1267,1,F,05,400
BADAKHSHAN,DARAYIM,Pangani High School,17,1707,1707112,1707112-06,2286,1019,1267,1,F,06,234
BADAKHSHAN,DARAYIM,Pangani High School,17,1707,1707112,1707112-07,2286,1019,1267,1,F,07,233
BADAKHSHAN,KOHISTAN,Pas Pul High School,17,1708,1708117,1708117-01,672,628,44,2,M,01,314
BADAKHSHAN,KOHISTAN,Pas Pul High School,17,1708,1708117,1708117-02,672,628,44,2,M,02,314
BADAKHSHAN,KOHISTAN,Pas Pul High School,17,1708,1708117,1708117-03,672,628,44,2,F,03,44
BADAKHSHAN,KOHISTAN,Shapo-i-Bala Mosque,17,1708,1708118,1708118-01,303,297,6,0,M,01,297
BADAKHSHAN,KOHISTAN,Shapo-i-Bala Mosque,17,1708,1708118,1708118-02,303,297,6,0,F,02,6
BADAKHSHAN,KOHISTAN,Zarnood Mosque,17,1708,1708119,1708119-01,324,261,63,0,M,01,261
BADAKHSHAN,KOHISTAN,Zarnood Mosque,17,1708,1708119,1708119-02,324,261,63,0,F,02,63
BADAKHSHAN,KOHISTAN,Wakhti Deh Mosque,17,1708,1708120,1708120-01,1921,1271,650,1,M,01,400
BADAKHSHAN,KOHISTAN,Wakhti Deh Mosque,17,1708,1708120,1708120-02,1921,1271,650,1,M,02,400
BADAKHSHAN,KOHISTAN,Wakhti Deh Mosque,17,1708,1708120,1708120-03,1921,1271,650,1,M,03,236
BADAKHSHAN,KOHISTAN,Wakhti Deh Mosque,17,1708,1708120,1708120-04,1921,1271,650,1,M,04,235
BADAKHSHAN,KOHISTAN,Wakhti Deh Mosque,17,1708,1708120,1708120-05,1921,1271,650,1,F,05,325
BADAKHSHAN,KOHISTAN,Wakhti Deh Mosque,17,1708,1708120,1708120-06,1921,1271,650,1,F,06,325
BADAKHSHAN,YAWAN,Aab Zamach Mosque,17,1709,1709121,1709121-01,960,721,239,1,M,01,361
BADAKHSHAN,YAWAN,Aab Zamach Mosque,17,1709,1709121,1709121-02,960,721,239,1,M,02,360
BADAKHSHAN,YAWAN,Aab Zamach Mosque,17,1709,1709121,1709121-03,960,721,239,1,F,03,239
BADAKHSHAN,YAWAN,Petaw School,17,1709,1709122,1709122-01,1578,1191,387,1,M,01,400
BADAKHSHAN,YAWAN,Petaw School,17,1709,1709122,1709122-02,1578,1191,387,1,M,02,396
BADAKHSHAN,YAWAN,Petaw School,17,1709,1709122,1709122-03,1578,1191,387,1,M,03,395
BADAKHSHAN,YAWAN,Petaw School,17,1709,1709122,1709122-04,1578,1191,387,1,F,04,387
BADAKHSHAN,YAWAN,Zoo School,17,1709,1709123,1709123-01,895,577,318,0,M,01,289
BADAKHSHAN,YAWAN,Zoo School,17,1709,1709123,1709123-02,895,577,318,0,M,02,288
BADAKHSHAN,YAWAN,Zoo School,17,1709,1709123,1709123-03,895,577,318,0,F,03,318
BADAKHSHAN,YAWAN,Qatar Bid Payan School,17,1709,1709124,1709124-01,973,591,382,0,M,01,296
BADAKHSHAN,YAWAN,Qatar Bid Payan School,17,1709,1709124,1709124-02,973,591,382,0,M,02,295
BADAKHSHAN,YAWAN,Qatar Bid Payan School,17,1709,1709124,1709124-03,973,591,382,0,F,03,382
BADAKHSHAN,YAWAN,Sang Payaan,17,1709,1709125,1709125-01,1619,976,643,3,M,01,400
BADAKHSHAN,YAWAN,Sang Payaan,17,1709,1709125,1709125-02,1619,976,643,3,M,02,288
BADAKHSHAN,YAWAN,Sang Payaan,17,1709,1709125,1709125-03,1619,976,643,3,M,03,288
BADAKHSHAN,YAWAN,Sang Payaan,17,1709,1709125,1709125-04,1619,976,643,3,F,04,322
BADAKHSHAN,YAWAN,Sang Payaan,17,1709,1709125,1709125-05,1619,976,643,3,F,05,321
BADAKHSHAN,YAWAN,Yawan School,17,1709,1709126,1709126-01,1222,702,520,0,M,01,351
BADAKHSHAN,YAWAN,Yawan School,17,1709,1709126,1709126-02,1222,702,520,0,M,02,351
BADAKHSHAN,YAWAN,Yawan School,17,1709,1709126,1709126-03,1222,702,520,0,F,03,260
BADAKHSHAN,YAWAN,Yawan School,17,1709,1709126,1709126-04,1222,702,520,0,F,04,260
BADAKHSHAN,YAWAN,Tangan Mosque,17,1709,1709127,1709127-01,1004,707,297,0,M,01,354
BADAKHSHAN,YAWAN,Tangan Mosque,17,1709,1709127,1709127-02,1004,707,297,0,M,02,353
BADAKHSHAN,YAWAN,Tangan Mosque,17,1709,1709127,1709127-03,1004,707,297,0,F,03,297
BADAKHSHAN,YAWAN,Saari School,17,1709,1709128,1709128-01,987,748,239,1,M,01,374
BADAKHSHAN,YAWAN,Saari School,17,1709,1709128,1709128-02,987,748,239,1,M,02,374
BADAKHSHAN,YAWAN,Saari School,17,1709,1709128,1709128-03,987,748,239,1,F,03,239
BADAKHSHAN,YAWAN,Manzil Dasht School,17,1709,1709129,1709129-01,937,514,423,0,M,01,257
BADAKHSHAN,YAWAN,Manzil Dasht School,17,1709,1709129,1709129-02,937,514,423,0,M,02,257
BADAKHSHAN,YAWAN,Manzil Dasht School,17,1709,1709129,1709129-03,937,514,423,0,F,03,212
BADAKHSHAN,YAWAN,Manzil Dasht School,17,1709,1709129,1709129-04,937,514,423,0,F,04,211
BADAKHSHAN,YAWAN,Teer Garan School,17,1709,1709130,1709130-01,553,300,253,0,M,01,300
BADAKHSHAN,YAWAN,Teer Garan School,17,1709,1709130,1709130-02,553,300,253,0,F,02,253
BADAKHSHAN,YAWAN,Shingan Payan School,17,1709,1709131,1709131-01,1579,994,585,0,M,01,400
BADAKHSHAN,YAWAN,Shingan Payan School,17,1709,1709131,1709131-02,1579,994,585,0,M,02,297
BADAKHSHAN,YAWAN,Shingan Payan School,17,1709,1709131,1709131-03,1579,994,585,0,M,03,297
BADAKHSHAN,YAWAN,Shingan Payan School,17,1709,1709131,1709131-04,1579,994,585,0,F,04,293
BADAKHSHAN,YAWAN,Shingan Payan School,17,1709,1709131,1709131-05,1579,994,585,0,F,05,292
BADAKHSHAN,YAWAN,Afach Jami Mosque,17,1709,1709132,1709132-01,796,489,307,1,M,01,245
BADAKHSHAN,YAWAN,Afach Jami Mosque,17,1709,1709132,1709132-02,796,489,307,1,M,02,244
BADAKHSHAN,YAWAN,Afach Jami Mosque,17,1709,1709132,1709132-03,796,489,307,1,F,03,307
BADAKHSHAN,YAWAN,Roy Raza Mosque,17,1709,1709133,1709133-01,956,581,375,0,M,01,291
BADAKHSHAN,YAWAN,Roy Raza Mosque,17,1709,1709133,1709133-02,956,581,375,0,M,02,290
BADAKHSHAN,YAWAN,Roy Raza Mosque,17,1709,1709133,1709133-03,956,581,375,0,F,03,375
BADAKHSHAN,YAWAN,Reeman School,17,1709,1709134,1709134-01,470,361,109,1,M,01,361
BADAKHSHAN,YAWAN,Reeman School,17,1709,1709134,1709134-02,470,361,109,1,F,02,109
BADAKHSHAN,JURM,Ghayasee High School,17,1710,1710135,1710135-01,3722,2297,1425,0,M,01,400
BADAKHSHAN,JURM,Ghayasee High School,17,1710,1710135,1710135-02,3722,2297,1425,0,M,02,400
BADAKHSHAN,JURM,Ghayasee High School,17,1710,1710135,1710135-03,3722,2297,1425,0,M,03,400
BADAKHSHAN,JURM,Ghayasee High School,17,1710,1710135,1710135-04,3722,2297,1425,0,M,04,400
BADAKHSHAN,JURM,Ghayasee High School,17,1710,1710135,1710135-05,3722,2297,1425,0,M,05,349
BADAKHSHAN,JURM,Ghayasee High School,17,1710,1710135,1710135-06,3722,2297,1425,0,M,06,348
BADAKHSHAN,JURM,Ghayasee High School,17,1710,1710135,1710135-07,3722,2297,1425,0,F,07,400
BADAKHSHAN,JURM,Ghayasee High School,17,1710,1710135,1710135-08,3722,2297,1425,0,F,08,400
BADAKHSHAN,JURM,Ghayasee High School,17,1710,1710135,1710135-09,3722,2297,1425,0,F,09,313
BADAKHSHAN,JURM,Ghayasee High School,17,1710,1710135,1710135-10,3722,2297,1425,0,F,10,312
BADAKHSHAN,JURM,Ghulam Mohammad Khar Andab High School,17,1710,1710136,1710136-01,2333,1613,720,2,M,01,400
BADAKHSHAN,JURM,Ghulam Mohammad Khar Andab High School,17,1710,1710136,1710136-02,2333,1613,720,2,M,02,400
BADAKHSHAN,JURM,Ghulam Mohammad Khar Andab High School,17,1710,1710136,1710136-03,2333,1613,720,2,M,03,400
BADAKHSHAN,JURM,Ghulam Mohammad Khar Andab High School,17,1710,1710136,1710136-04,2333,1613,720,2,M,04,207
BADAKHSHAN,JURM,Ghulam Mohammad Khar Andab High School,17,1710,1710136,1710136-05,2333,1613,720,2,M,05,206
BADAKHSHAN,JURM,Ghulam Mohammad Khar Andab High School,17,1710,1710136,1710136-06,2333,1613,720,2,F,06,360
BADAKHSHAN,JURM,Ghulam Mohammad Khar Andab High School,17,1710,1710136,1710136-07,2333,1613,720,2,F,07,360
BADAKHSHAN,JURM,Kharandab Girls School,17,1710,1710137,1710137-01,1510,995,515,0,M,01,400
BADAKHSHAN,JURM,Kharandab Girls School,17,1710,1710137,1710137-02,1510,995,515,0,M,02,298
BADAKHSHAN,JURM,Kharandab Girls School,17,1710,1710137,1710137-03,1510,995,515,0,M,03,297
BADAKHSHAN,JURM,Kharandab Girls School,17,1710,1710137,1710137-04,1510,995,515,0,F,04,258
BADAKHSHAN,JURM,Kharandab Girls School,17,1710,1710137,1710137-05,1510,995,515,0,F,05,257
BADAKHSHAN,JURM,Sooch High School,17,1710,1710138,1710138-01,589,417,172,0,M,01,209
BADAKHSHAN,JURM,Sooch High School,17,1710,1710138,1710138-02,589,417,172,0,M,02,208
BADAKHSHAN,JURM,Sooch High School,17,1710,1710138,1710138-03,589,417,172,0,F,03,172
BADAKHSHAN,JURM,Fargha Mero High School,17,1710,1710139,1710139-01,2504,1426,1078,0,M,01,400
BADAKHSHAN,JURM,Fargha Mero High School,17,1710,1710139,1710139-02,2504,1426,1078,0,M,02,400
BADAKHSHAN,JURM,Fargha Mero High School,17,1710,1710139,1710139-03,2504,1426,1078,0,M,03,313
BADAKHSHAN,JURM,Fargha Mero High School,17,1710,1710139,1710139-04,2504,1426,1078,0,M,04,313
BADAKHSHAN,JURM,Fargha Mero High School,17,1710,1710139,1710139-05,2504,1426,1078,0,F,05,400
BADAKHSHAN,JURM,Fargha Mero High School,17,1710,1710139,1710139-06,2504,1426,1078,0,F,06,339
BADAKHSHAN,JURM,Fargha Mero High School,17,1710,1710139,1710139-07,2504,1426,1078,0,F,07,339
BADAKHSHAN,JURM,Kateeb High School,17,1710,1710146,1710146-01,1898,1230,668,1,M,01,400
BADAKHSHAN,JURM,Kateeb High School,17,1710,1710146,1710146-02,1898,1230,668,1,M,02,400
BADAKHSHAN,JURM,Kateeb High School,17,1710,1710146,1710146-03,1898,1230,668,1,M,03,215
BADAKHSHAN,JURM,Kateeb High School,17,1710,1710146,1710146-04,1898,1230,668,1,M,04,215
BADAKHSHAN,JURM,Kateeb High School,17,1710,1710146,1710146-05,1898,1230,668,1,F,05,334
BADAKHSHAN,JURM,Kateeb High School,17,1710,1710146,1710146-06,1898,1230,668,1,F,06,334
BADAKHSHAN,JURM,Naw Jurm and Changha High School,17,1710,1710149,1710149-01,2335,1310,1025,0,M,01,400
BADAKHSHAN,JURM,Naw Jurm and Changha High School,17,1710,1710149,1710149-02,2335,1310,1025,0,M,02,400
BADAKHSHAN,JURM,Naw Jurm and Changha High School,17,1710,1710149,1710149-03,2335,1310,1025,0,M,03,255
BADAKHSHAN,JURM,Naw Jurm and Changha High School,17,1710,1710149,1710149-04,2335,1310,1025,0,M,04,255
BADAKHSHAN,JURM,Naw Jurm and Changha High School,17,1710,1710149,1710149-05,2335,1310,1025,0,F,05,400
BADAKHSHAN,JURM,Naw Jurm and Changha High School,17,1710,1710149,1710149-06,2335,1310,1025,0,F,06,313
BADAKHSHAN,JURM,Naw Jurm and Changha High School,17,1710,1710149,1710149-07,2335,1310,1025,0,F,07,312
BADAKHSHAN,TASHKAN,Deh Astayan School,17,1711,1711151,1711151-01,417,333,84,0,M,01,333
BADAKHSHAN,TASHKAN,Deh Astayan School,17,1711,1711151,1711151-02,417,333,84,0,F,02,84
BADAKHSHAN,TASHKAN,Deh Saydan School,17,1711,1711153,1711153-01,2394,1256,1138,0,M,01,400
BADAKHSHAN,TASHKAN,Deh Saydan School,17,1711,1711153,1711153-02,2394,1256,1138,0,M,02,400
BADAKHSHAN,TASHKAN,Deh Saydan School,17,1711,1711153,1711153-03,2394,1256,1138,0,M,03,228
BADAKHSHAN,TASHKAN,Deh Saydan School,17,1711,1711153,1711153-04,2394,1256,1138,0,M,04,228
BADAKHSHAN,TASHKAN,Deh Saydan School,17,1711,1711153,1711153-05,2394,1256,1138,0,F,05,400
BADAKHSHAN,TASHKAN,Deh Saydan School,17,1711,1711153,1711153-06,2394,1256,1138,0,F,06,369
BADAKHSHAN,TASHKAN,Deh Saydan School,17,1711,1711153,1711153-07,2394,1256,1138,0,F,07,369
BADAKHSHAN,TASHKAN,Yawli Bala School,17,1711,1711154,1711154-01,917,511,406,0,M,01,256
BADAKHSHAN,TASHKAN,Yawli Bala School,17,1711,1711154,1711154-02,917,511,406,0,M,02,255
BADAKHSHAN,TASHKAN,Yawli Bala School,17,1711,1711154,1711154-03,917,511,406,0,F,03,203
BADAKHSHAN,TASHKAN,Yawli Bala School,17,1711,1711154,1711154-04,917,511,406,0,F,04,203
BADAKHSHAN,TASHKAN,Arghandkan School,17,1711,1711155,1711155-01,1568,984,584,1,M,01,400
BADAKHSHAN,TASHKAN,Arghandkan School,17,1711,1711155,1711155-02,1568,984,584,1,M,02,292
BADAKHSHAN,TASHKAN,Arghandkan School,17,1711,1711155,1711155-03,1568,984,584,1,M,03,292
BADAKHSHAN,TASHKAN,Arghandkan School,17,1711,1711155,1711155-04,1568,984,584,1,F,04,292
BADAKHSHAN,TASHKAN,Arghandkan School,17,1711,1711155,1711155-05,1568,984,584,1,F,05,292
BADAKHSHAN,TASHKAN,Dasht Agha School,17,1711,1711156,1711156-01,975,508,467,0,M,01,254
BADAKHSHAN,TASHKAN,Dasht Agha School,17,1711,1711156,1711156-02,975,508,467,0,M,02,254
BADAKHSHAN,TASHKAN,Dasht Agha School,17,1711,1711156,1711156-03,975,508,467,0,F,03,234
BADAKHSHAN,TASHKAN,Dasht Agha School,17,1711,1711156,1711156-04,975,508,467,0,F,04,233
BADAKHSHAN,TASHKAN,Bazaar Teshakan School,17,1711,1711157,1711157-01,1960,1234,726,0,M,01,400
BADAKHSHAN,TASHKAN,Bazaar Teshakan School,17,1711,1711157,1711157-02,1960,1234,726,0,M,02,400
BADAKHSHAN,TASHKAN,Bazaar Teshakan School,17,1711,1711157,1711157-03,1960,1234,726,0,M,03,217
BADAKHSHAN,TASHKAN,Bazaar Teshakan School,17,1711,1711157,1711157-04,1960,1234,726,0,M,04,217
BADAKHSHAN,TASHKAN,Bazaar Teshakan School,17,1711,1711157,1711157-05,1960,1234,726,0,F,05,363
BADAKHSHAN,TASHKAN,Bazaar Teshakan School,17,1711,1711157,1711157-06,1960,1234,726,0,F,06,363
BADAKHSHAN,TASHKAN,Hazrat Abas School,17,1711,1711158,1711158-01,827,490,337,0,M,01,245
BADAKHSHAN,TASHKAN,Hazrat Abas School,17,1711,1711158,1711158-02,827,490,337,0,M,02,245
BADAKHSHAN,TASHKAN,Hazrat Abas School,17,1711,1711158,1711158-03,827,490,337,0,F,03,337
BADAKHSHAN,TASHKAN,Saydan School,17,1711,1711159,1711159-01,1136,856,280,1,M,01,400
BADAKHSHAN,TASHKAN,Saydan School,17,1711,1711159,1711159-02,1136,856,280,1,M,02,228
BADAKHSHAN,TASHKAN,Saydan School,17,1711,1711159,1711159-03,1136,856,280,1,M,03,228
BADAKHSHAN,TASHKAN,Saydan School,17,1711,1711159,1711159-04,1136,856,280,1,F,04,280
BADAKHSHAN,TASHKAN,Pesta Khor School,17,1711,1711160,1711160-01,1994,1085,909,1,M,01,400
BADAKHSHAN,TASHKAN,Pesta Khor School,17,1711,1711160,1711160-02,1994,1085,909,1,M,02,343
BADAKHSHAN,TASHKAN,Pesta Khor School,17,1711,1711160,1711160-03,1994,1085,909,1,M,03,342
BADAKHSHAN,TASHKAN,Pesta Khor School,17,1711,1711160,1711160-04,1994,1085,909,1,F,04,400
BADAKHSHAN,TASHKAN,Pesta Khor School,17,1711,1711160,1711160-05,1994,1085,909,1,F,05,255
BADAKHSHAN,TASHKAN,Pesta Khor School,17,1711,1711160,1711160-06,1994,1085,909,1,F,06,254
BADAKHSHAN,TASHKAN,Muzafari School,17,1711,1711161,1711161-01,1017,465,552,0,M,01,233
BADAKHSHAN,TASHKAN,Muzafari School,17,1711,1711161,1711161-02,1017,465,552,0,M,02,232
BADAKHSHAN,TASHKAN,Muzafari School,17,1711,1711161,1711161-03,1017,465,552,0,F,03,276
BADAKHSHAN,TASHKAN,Muzafari School,17,1711,1711161,1711161-04,1017,465,552,0,F,04,276
BADAKHSHAN,SHUHADA,Mahmodan School,17,1712,1712162,1712162-01,1624,875,749,3,M,01,400
BADAKHSHAN,SHUHADA,Mahmodan School,17,1712,1712162,1712162-02,1624,875,749,3,M,02,238
BADAKHSHAN,SHUHADA,Mahmodan School,17,1712,1712162,1712162-03,1624,875,749,3,M,03,237
BADAKHSHAN,SHUHADA,Mahmodan School,17,1712,1712162,1712162-04,1624,875,749,3,F,04,375
BADAKHSHAN,SHUHADA,Mahmodan School,17,1712,1712162,1712162-05,1624,875,749,3,F,05,374
BADAKHSHAN,SHUHADA,Abu Talha School,17,1712,1712163,1712163-01,1674,895,779,1,M,01,400
BADAKHSHAN,SHUHADA,Abu Talha School,17,1712,1712163,1712163-02,1674,895,779,1,M,02,248
BADAKHSHAN,SHUHADA,Abu Talha School,17,1712,1712163,1712163-03,1674,895,779,1,M,03,247
BADAKHSHAN,SHUHADA,Abu Talha School,17,1712,1712163,1712163-04,1674,895,779,1,F,04,390
BADAKHSHAN,SHUHADA,Abu Talha School,17,1712,1712163,1712163-05,1674,895,779,1,F,05,389
BADAKHSHAN,SHUHADA,Shamsulhaq School,17,1712,1712164,1712164-01,1276,660,616,0,M,01,330
BADAKHSHAN,SHUHADA,Shamsulhaq School,17,1712,1712164,1712164-02,1276,660,616,0,M,02,330
BADAKHSHAN,SHUHADA,Shamsulhaq School,17,1712,1712164,1712164-03,1276,660,616,0,F,03,308
BADAKHSHAN,SHUHADA,Shamsulhaq School,17,1712,1712164,1712164-04,1276,660,616,0,F,04,308
BADAKHSHAN,SHUHADA,Zainuddin Shaheed High School,17,1712,1712165,1712165-01,1222,681,541,1,M,01,341
BADAKHSHAN,SHUHADA,Zainuddin Shaheed High School,17,1712,1712165,1712165-02,1222,681,541,1,M,02,340
BADAKHSHAN,SHUHADA,Zainuddin Shaheed High School,17,1712,1712165,1712165-03,1222,681,541,1,F,03,271
BADAKHSHAN,SHUHADA,Zainuddin Shaheed High School,17,1712,1712165,1712165-04,1222,681,541,1,F,04,270
BADAKHSHAN,SHUHADA,Hamidi School,17,1712,1712166,1712166-01,927,468,459,0,M,01,234
BADAKHSHAN,SHUHADA,Hamidi School,17,1712,1712166,1712166-02,927,468,459,0,M,02,234
BADAKHSHAN,SHUHADA,Hamidi School,17,1712,1712166,1712166-03,927,468,459,0,F,03,230
BADAKHSHAN,SHUHADA,Hamidi School,17,1712,1712166,1712166-04,927,468,459,0,F,04,229
BADAKHSHAN,SHUHADA,Wakil Abdul Jabar School,17,1712,1712167,1712167-01,935,507,428,1,M,01,254
BADAKHSHAN,SHUHADA,Wakil Abdul Jabar School,17,1712,1712167,1712167-02,935,507,428,1,M,02,253
BADAKHSHAN,SHUHADA,Wakil Abdul Jabar School,17,1712,1712167,1712167-03,935,507,428,1,F,03,214
BADAKHSHAN,SHUHADA,Wakil Abdul Jabar School,17,1712,1712167,1712167-04,935,507,428,1,F,04,214
BADAKHSHAN,SHUHADA,Ezro School,17,1712,1712168,1712168-01,969,556,413,1,M,01,278
BADAKHSHAN,SHUHADA,Ezro School,17,1712,1712168,1712168-02,969,556,413,1,M,02,278
BADAKHSHAN,SHUHADA,Ezro School,17,1712,1712168,1712168-03,969,556,413,1,F,03,207
BADAKHSHAN,SHUHADA,Ezro School,17,1712,1712168,1712168-04,969,556,413,1,F,04,206
BADAKHSHAN,SHUHADA,Mohammad Rahim Secondary School,17,1712,1712169,1712169-01,1087,675,412,1,M,01,338
BADAKHSHAN,SHUHADA,Mohammad Rahim Secondary School,17,1712,1712169,1712169-02,1087,675,412,1,M,02,337
BADAKHSHAN,SHUHADA,Mohammad Rahim Secondary School,17,1712,1712169,1712169-03,1087,675,412,1,F,03,206
BADAKHSHAN,SHUHADA,Mohammad Rahim Secondary School,17,1712,1712169,1712169-04,1087,675,412,1,F,04,206
BADAKHSHAN,SHAHR-E-BUZURG,Barlas High School,17,1713,1713170,1713170-01,454,234,220,0,M,01,234
BADAKHSHAN,SHAHR-E-BUZURG,Barlas High School,17,1713,1713170,1713170-02,454,234,220,0,F,02,220
BADAKHSHAN,SHAHR-E-BUZURG,Kol High School,17,1713,1713171,1713171-01,1742,800,942,1,M,01,400
BADAKHSHAN,SHAHR-E-BUZURG,Kol High School,17,1713,1713171,1713171-02,1742,800,942,1,M,02,400
BADAKHSHAN,SHAHR-E-BUZURG,Kol High School,17,1713,1713171,1713171-03,1742,800,942,1,F,03,400
BADAKHSHAN,SHAHR-E-BUZURG,Kol High School,17,1713,1713171,1713171-04,1742,800,942,1,F,04,271
BADAKHSHAN,SHAHR-E-BUZURG,Kol High School,17,1713,1713171,1713171-05,1742,800,942,1,F,05,271
BADAKHSHAN,SHAHR-E-BUZURG,Dasht Farang Secondary School,17,1713,1713172,1713172-01,1086,580,506,1,M,01,290
BADAKHSHAN,SHAHR-E-BUZURG,Dasht Farang Secondary School,17,1713,1713172,1713172-02,1086,580,506,1,M,02,290
BADAKHSHAN,SHAHR-E-BUZURG,Dasht Farang Secondary School,17,1713,1713172,1713172-03,1086,580,506,1,F,03,253
BADAKHSHAN,SHAHR-E-BUZURG,Dasht Farang Secondary School,17,1713,1713172,1713172-04,1086,580,506,1,F,04,253
BADAKHSHAN,SHAHR-E-BUZURG,Malwan School,17,1713,1713173,1713173-01,1086,633,453,0,M,01,317
BADAKHSHAN,SHAHR-E-BUZURG,Malwan School,17,1713,1713173,1713173-02,1086,633,453,0,M,02,316
BADAKHSHAN,SHAHR-E-BUZURG,Malwan School,17,1713,1713173,1713173-03,1086,633,453,0,F,03,227
BADAKHSHAN,SHAHR-E-BUZURG,Malwan School,17,1713,1713173,1713173-04,1086,633,453,0,F,04,226
BADAKHSHAN,SHAHR-E-BUZURG,Shekhan School,17,1713,1713174,1713174-01,865,384,481,0,M,01,384
BADAKHSHAN,SHAHR-E-BUZURG,Shekhan School,17,1713,1713174,1713174-02,865,384,481,0,F,02,241
BADAKHSHAN,SHAHR-E-BUZURG,Shekhan School,17,1713,1713174,1713174-03,865,384,481,0,F,03,240
BADAKHSHAN,SHAHR-E-BUZURG,Khordakan High School,17,1713,1713175,1713175-01,2558,1243,1315,0,M,01,400
BADAKHSHAN,SHAHR-E-BUZURG,Khordakan High School,17,1713,1713175,1713175-02,2558,1243,1315,0,M,02,400
BADAKHSHAN,SHAHR-E-BUZURG,Khordakan High School,17,1713,1713175,1713175-03,2558,1243,1315,0,M,03,222
BADAKHSHAN,SHAHR-E-BUZURG,Khordakan High School,17,1713,1713175,1713175-04,2558,1243,1315,0,M,04,221
BADAKHSHAN,SHAHR-E-BUZURG,Khordakan High School,17,1713,1713175,1713175-05,2558,1243,1315,0,F,05,400
BADAKHSHAN,SHAHR-E-BUZURG,Khordakan High School,17,1713,1713175,1713175-06,2558,1243,1315,0,F,06,400
BADAKHSHAN,SHAHR-E-BUZURG,Khordakan High School,17,1713,1713175,1713175-07,2558,1243,1315,0,F,07,258
BADAKHSHAN,SHAHR-E-BUZURG,Khordakan High School,17,1713,1713175,1713175-08,2558,1243,1315,0,F,08,257
BADAKHSHAN,SHAHR-E-BUZURG,Balbal Dara Mosque,17,1713,1713176,1713176-01,203,189,14,0,M,01,189
BADAKHSHAN,SHAHR-E-BUZURG,Balbal Dara Mosque,17,1713,1713176,1713176-02,203,189,14,0,F,02,14
BADAKHSHAN,SHAHR-E-BUZURG,Bari Khom,17,1713,1713177,1713177-01,1146,494,652,0,M,01,247
BADAKHSHAN,SHAHR-E-BUZURG,Bari Khom,17,1713,1713177,1713177-02,1146,494,652,0,M,02,247
BADAKHSHAN,SHAHR-E-BUZURG,Bari Khom,17,1713,1713177,1713177-03,1146,494,652,0,F,03,326
BADAKHSHAN,SHAHR-E-BUZURG,Bari Khom,17,1713,1713177,1713177-04,1146,494,652,0,F,04,326
BADAKHSHAN,SHAHR-E-BUZURG,Karabin School,17,1713,1713178,1713178-01,739,413,326,0,M,01,207
BADAKHSHAN,SHAHR-E-BUZURG,Karabin School,17,1713,1713178,1713178-02,739,413,326,0,M,02,206
