Province,District,PollingCenter,provId,distId,PC Code,psId,TotalVoters,TotalMale,TotalFemale,Kochi,Gender,PS #,voters
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Mohammad Usman Experimental High School,03,0301,0301009,0301009-10,4204,3334,870,2,F,10,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Mohammad Usman Experimental High School,03,0301,0301009,0301009-11,4204,3334,870,2,F,11,235
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Mohammad Usman Experimental High School,03,0301,0301009,0301009-12,4204,3334,870,2,F,12,235
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Sadeqi Padshah Jame Mosque,03,0301,0301010,0301010-01,2130,1650,480,0,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Sadeqi Padshah Jame Mosque,03,0301,0301010,0301010-02,2130,1650,480,0,M,02,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Sadeqi Padshah Jame Mosque,03,0301,0301010,0301010-03,2130,1650,480,0,M,03,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Sadeqi Padshah Jame Mosque,03,0301,0301010,0301010-04,2130,1650,480,0,M,04,225
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Sadeqi Padshah Jame Mosque,03,0301,0301010,0301010-05,2130,1650,480,0,M,05,225
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Sadeqi Padshah Jame Mosque,03,0301,0301010,0301010-06,2130,1650,480,0,F,06,240
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Sadeqi Padshah Jame Mosque,03,0301,0301010,0301010-07,2130,1650,480,0,F,07,240
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Noman High School,03,0301,0301011,0301011-01,1106,931,175,1,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Noman High School,03,0301,0301011,0301011-02,1106,931,175,1,M,02,266
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Noman High School,03,0301,0301011,0301011-03,1106,931,175,1,M,03,265
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Noman High School,03,0301,0301011,0301011-04,1106,931,175,1,F,04,175
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Bala Ghel Jame Mosque,03,0301,0301012,0301012-01,1143,916,227,0,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Bala Ghel Jame Mosque,03,0301,0301012,0301012-02,1143,916,227,0,M,02,258
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Bala Ghel Jame Mosque,03,0301,0301012,0301012-03,1143,916,227,0,M,03,258
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Bala Ghel Jame Mosque,03,0301,0301012,0301012-04,1143,916,227,0,F,04,227
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Abdul Qudous Jame Mosque,03,0301,0301013,0301013-01,274,274,0,0,M,01,274
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Myan Shahkh High School,03,0301,0301014,0301014-01,1108,850,258,0,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Myan Shahkh High School,03,0301,0301014,0301014-02,1108,850,258,0,M,02,225
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Myan Shahkh High School,03,0301,0301014,0301014-03,1108,850,258,0,M,03,225
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Myan Shahkh High School,03,0301,0301014,0301014-04,1108,850,258,0,F,04,258
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Pashayan Girls School,03,0301,0301015,0301015-01,533,460,73,0,M,01,230
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Pashayan Girls School,03,0301,0301015,0301015-02,533,460,73,0,M,02,230
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Pashayan Girls School,03,0301,0301015,0301015-03,533,460,73,0,F,03,73
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Qalacha e Sokhta Secondary School,03,0301,0301016,0301016-01,950,670,280,0,M,01,335
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Qalacha e Sokhta Secondary School,03,0301,0301016,0301016-02,950,670,280,0,M,02,335
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Qalacha e Sokhta Secondary School,03,0301,0301016,0301016-03,950,670,280,0,F,03,280
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Bayan Payen Secondary School,03,0301,0301017,0301017-01,671,470,201,2,M,01,235
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Bayan Payen Secondary School,03,0301,0301017,0301017-02,671,470,201,2,M,02,235
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Bayan Payen Secondary School,03,0301,0301017,0301017-03,671,470,201,2,F,03,201
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Dolana High School,03,0301,0301018,0301018-01,927,601,326,1,M,01,301
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Dolana High School,03,0301,0301018,0301018-02,927,601,326,1,M,02,300
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Dolana High School,03,0301,0301018,0301018-03,927,601,326,1,F,03,326
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Ilhaqya Khadijatul Kubra Madrassah,03,0301,0301019,0301019-01,701,510,191,15,M,01,255
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Ilhaqya Khadijatul Kubra Madrassah,03,0301,0301019,0301019-02,701,510,191,15,M,02,255
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Ilhaqya Khadijatul Kubra Madrassah,03,0301,0301019,0301019-03,701,510,191,15,F,03,191
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Bayan Bala Secondary School,03,0301,0301020,0301020-01,1290,929,361,1,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Bayan Bala Secondary School,03,0301,0301020,0301020-02,1290,929,361,1,M,02,265
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Bayan Bala Secondary School,03,0301,0301020,0301020-03,1290,929,361,1,M,03,264
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Bayan Bala Secondary School,03,0301,0301020,0301020-04,1290,929,361,1,F,04,361
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Amanullah Shaheed High School,03,0301,0301021,0301021-01,2012,1522,490,22,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Amanullah Shaheed High School,03,0301,0301021,0301021-02,2012,1522,490,22,M,02,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Amanullah Shaheed High School,03,0301,0301021,0301021-03,2012,1522,490,22,M,03,361
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Amanullah Shaheed High School,03,0301,0301021,0301021-04,2012,1522,490,22,M,04,361
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Amanullah Shaheed High School,03,0301,0301021,0301021-05,2012,1522,490,22,F,05,245
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Amanullah Shaheed High School,03,0301,0301021,0301021-06,2012,1522,490,22,F,06,245
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Deh Qazi High School,03,0301,0301022,0301022-01,821,614,207,7,M,01,307
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Deh Qazi High School,03,0301,0301022,0301022-02,821,614,207,7,M,02,307
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Deh Qazi High School,03,0301,0301022,0301022-03,821,614,207,7,F,03,207
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Sayadan School,03,0301,0301023,0301023-01,1471,965,506,0,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Sayadan School,03,0301,0301023,0301023-02,1471,965,506,0,M,02,283
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Sayadan School,03,0301,0301023,0301023-03,1471,965,506,0,M,03,282
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Sayadan School,03,0301,0301023,0301023-04,1471,965,506,0,F,04,253
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Sayadan School,03,0301,0301023,0301023-05,1471,965,506,0,F,05,253
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Toghbeerdee Boys High School,03,0301,0301024,0301024-01,1097,843,254,0,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Toghbeerdee Boys High School,03,0301,0301024,0301024-02,1097,843,254,0,M,02,222
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Toghbeerdee Boys High School,03,0301,0301024,0301024-03,1097,843,254,0,M,03,221
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Toghbeerdee Boys High School,03,0301,0301024,0301024-04,1097,843,254,0,F,04,254
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Telanchi Girls School,03,0301,0301025,0301025-01,602,409,193,1,M,01,205
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Telanchi Girls School,03,0301,0301025,0301025-02,602,409,193,1,M,02,204
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Telanchi Girls School,03,0301,0301025,0301025-03,602,409,193,1,F,03,193
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Dadu High School,03,0301,0301026,0301026-01,1460,1117,343,2,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Dadu High School,03,0301,0301026,0301026-02,1460,1117,343,2,M,02,359
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Dadu High School,03,0301,0301026,0301026-03,1460,1117,343,2,M,03,358
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Dadu High School,03,0301,0301026,0301026-04,1460,1117,343,2,F,04,343
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Omer Farouq High School,03,0301,0301027,0301027-01,1524,939,585,0,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Omer Farouq High School,03,0301,0301027,0301027-02,1524,939,585,0,M,02,270
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Omer Farouq High School,03,0301,0301027,0301027-03,1524,939,585,0,M,03,269
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Omer Farouq High School,03,0301,0301027,0301027-04,1524,939,585,0,F,04,293
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Omer Farouq High School,03,0301,0301027,0301027-05,1524,939,585,0,F,05,292
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Tatumdarah e Ulya High School,03,0301,0301028,0301028-01,2431,1658,773,0,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Tatumdarah e Ulya High School,03,0301,0301028,0301028-02,2431,1658,773,0,M,02,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Tatumdarah e Ulya High School,03,0301,0301028,0301028-03,2431,1658,773,0,M,03,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Tatumdarah e Ulya High School,03,0301,0301028,0301028-04,2431,1658,773,0,M,04,229
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Tatumdarah e Ulya High School,03,0301,0301028,0301028-05,2431,1658,773,0,M,05,229
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Tatumdarah e Ulya High School,03,0301,0301028,0301028-06,2431,1658,773,0,F,06,387
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Tatumdarah e Ulya High School,03,0301,0301028,0301028-07,2431,1658,773,0,F,07,386
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Hofyan e Shareef Secondary School,03,0301,0301029,0301029-01,1736,1188,548,0,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Hofyan e Shareef Secondary School,03,0301,0301029,0301029-02,1736,1188,548,0,M,02,394
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Hofyan e Shareef Secondary School,03,0301,0301029,0301029-03,1736,1188,548,0,M,03,394
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Hofyan e Shareef Secondary School,03,0301,0301029,0301029-04,1736,1188,548,0,F,04,274
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Hofyan e Shareef Secondary School,03,0301,0301029,0301029-05,1736,1188,548,0,F,05,274
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Khwaja Sayaran Ulya Secondary School,03,0301,0301030,0301030-01,494,413,81,0,M,01,207
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Khwaja Sayaran Ulya Secondary School,03,0301,0301030,0301030-02,494,413,81,0,M,02,206
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Khwaja Sayaran Ulya Secondary School,03,0301,0301030,0301030-03,494,413,81,0,F,03,81
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Shaheed Mawlawi Abdul Rahim Hanafi Darul Uloom,03,0301,0301031,0301031-01,1631,1132,499,0,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Shaheed Mawlawi Abdul Rahim Hanafi Darul Uloom,03,0301,0301031,0301031-02,1631,1132,499,0,M,02,366
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Shaheed Mawlawi Abdul Rahim Hanafi Darul Uloom,03,0301,0301031,0301031-03,1631,1132,499,0,M,03,366
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Shaheed Mawlawi Abdul Rahim Hanafi Darul Uloom,03,0301,0301031,0301031-04,1631,1132,499,0,F,04,250
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Shaheed Mawlawi Abdul Rahim Hanafi Darul Uloom,03,0301,0301031,0301031-05,1631,1132,499,0,F,05,249
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Khwaja Sayaran Payan School,03,0301,0301032,0301032-01,2493,1568,925,1,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Khwaja Sayaran Payan School,03,0301,0301032,0301032-02,2493,1568,925,1,M,02,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Khwaja Sayaran Payan School,03,0301,0301032,0301032-03,2493,1568,925,1,M,03,384
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Khwaja Sayaran Payan School,03,0301,0301032,0301032-04,2493,1568,925,1,M,04,384
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Khwaja Sayaran Payan School,03,0301,0301032,0301032-05,2493,1568,925,1,F,05,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Khwaja Sayaran Payan School,03,0301,0301032,0301032-06,2493,1568,925,1,F,06,263
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Khwaja Sayaran Payan School,03,0301,0301032,0301032-07,2493,1568,925,1,F,07,262
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Laghmani High School,03,0301,0301033,0301033-01,1787,1341,446,10,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Laghmani High School,03,0301,0301033,0301033-02,1787,1341,446,10,M,02,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Laghmani High School,03,0301,0301033,0301033-03,1787,1341,446,10,M,03,271
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Laghmani High School,03,0301,0301033,0301033-04,1787,1341,446,10,M,04,270
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Laghmani High School,03,0301,0301033,0301033-05,1787,1341,446,10,F,05,223
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Laghmani High School,03,0301,0301033,0301033-06,1787,1341,446,10,F,06,223
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Tob Darah School,03,0301,0301034,0301034-01,683,543,140,1,M,01,272
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Tob Darah School,03,0301,0301034,0301034-02,683,543,140,1,M,02,271
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Tob Darah School,03,0301,0301034,0301034-03,683,543,140,1,F,03,140
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Masoud Buzurg High School,03,0301,0301035,0301035-01,481,276,205,0,M,01,276
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Masoud Buzurg High School,03,0301,0301035,0301035-02,481,276,205,0,F,02,205
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Mullah Hakam Shaheed High School,03,0301,0301036,0301036-01,1114,1033,81,0,M,01,400
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Mullah Hakam Shaheed High School,03,0301,0301036,0301036-02,1114,1033,81,0,M,02,317
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Mullah Hakam Shaheed High School,03,0301,0301036,0301036-03,1114,1033,81,0,M,03,316
PARWAN,PROVINCIAL CAPITAL OF PARWAN (CHARIKAR),Mullah Hakam Shaheed High School,03,0301,0301036,0301036-04,1114,1033,81,0,F,04,81
PARWAN,BAGRAM,Qalla e Nasro School,03,0302,0302037,0302037-01,1779,1343,436,21,M,01,400
PARWAN,BAGRAM,Qalla e Nasro School,03,0302,0302037,0302037-02,1779,1343,436,21,M,02,400
PARWAN,BAGRAM,Qalla e Nasro School,03,0302,0302037,0302037-03,1779,1343,436,21,M,03,272
PARWAN,BAGRAM,Qalla e Nasro School,03,0302,0302037,0302037-04,1779,1343,436,21,M,04,271
PARWAN,BAGRAM,Qalla e Nasro School,03,0302,0302037,0302037-05,1779,1343,436,21,F,05,218
PARWAN,BAGRAM,Qalla e Nasro School,03,0302,0302037,0302037-06,1779,1343,436,21,F,06,218
PARWAN,BAGRAM,Bareek Aab Mosque,03,0302,0302038,0302038-01,674,371,303,27,M,01,371
PARWAN,BAGRAM,Bareek Aab Mosque,03,0302,0302038,0302038-02,674,371,303,27,F,02,303
PARWAN,BAGRAM,Shahrak Mohajereen Bareek Aab High School,03,0302,0302039,0302039-01,800,540,260,2,M,01,270
PARWAN,BAGRAM,Shahrak Mohajereen Bareek Aab High School,03,0302,0302039,0302039-02,800,540,260,2,M,02,270
PARWAN,BAGRAM,Shahrak Mohajereen Bareek Aab High School,03,0302,0302039,0302039-03,800,540,260,2,F,03,260
PARWAN,BAGRAM,Nikah Khil Madrassah,03,0302,0302040,0302040-01,1517,1150,367,12,M,01,400
PARWAN,BAGRAM,Nikah Khil Madrassah,03,0302,0302040,0302040-02,1517,1150,367,12,M,02,375
PARWAN,BAGRAM,Nikah Khil Madrassah,03,0302,0302040,0302040-03,1517,1150,367,12,M,03,375
PARWAN,BAGRAM,Nikah Khil Madrassah,03,0302,0302040,0302040-04,1517,1150,367,12,F,04,367
PARWAN,BAGRAM,Khanqa Girls Secondary School,03,0302,0302041,0302041-01,2877,1833,1044,48,M,01,400
PARWAN,BAGRAM,Khanqa Girls Secondary School,03,0302,0302041,0302041-02,2877,1833,1044,48,M,02,400
PARWAN,BAGRAM,Khanqa Girls Secondary School,03,0302,0302041,0302041-03,2877,1833,1044,48,M,03,400
PARWAN,BAGRAM,Khanqa Girls Secondary School,03,0302,0302041,0302041-04,2877,1833,1044,48,M,04,317
PARWAN,BAGRAM,Khanqa Girls Secondary School,03,0302,0302041,0302041-05,2877,1833,1044,48,M,05,316
PARWAN,BAGRAM,Khanqa Girls Secondary School,03,0302,0302041,0302041-06,2877,1833,1044,48,F,06,400
PARWAN,BAGRAM,Khanqa Girls Secondary School,03,0302,0302041,0302041-07,2877,1833,1044,48,F,07,322
PARWAN,BAGRAM,Khanqa Girls Secondary School,03,0302,0302041,0302041-08,2877,1833,1044,48,F,08,322
PARWAN,BAGRAM,Naseri High School,03,0302,0302042,0302042-01,3629,2379,1250,628,M,01,400
PARWAN,BAGRAM,Naseri High School,03,0302,0302042,0302042-02,3629,2379,1250,628,M,02,400
PARWAN,BAGRAM,Naseri High School,03,0302,0302042,0302042-03,3629,2379,1250,628,M,03,400
PARWAN,BAGRAM,Naseri High School,03,0302,0302042,0302042-04,3629,2379,1250,628,M,04,400
PARWAN,BAGRAM,Naseri High School,03,0302,0302042,0302042-05,3629,2379,1250,628,M,05,390
PARWAN,BAGRAM,Naseri High School,03,0302,0302042,0302042-06,3629,2379,1250,628,M,06,389
PARWAN,BAGRAM,Naseri High School,03,0302,0302042,0302042-07,3629,2379,1250,628,F,07,400
PARWAN,BAGRAM,Naseri High School,03,0302,0302042,0302042-08,3629,2379,1250,628,F,08,400
PARWAN,BAGRAM,Naseri High School,03,0302,0302042,0302042-09,3629,2379,1250,628,F,09,225
PARWAN,BAGRAM,Naseri High School,03,0302,0302042,0302042-10,3629,2379,1250,628,F,10,225
PARWAN,BAGRAM,Qalla Band High School,03,0302,0302043,0302043-01,2445,1181,1264,25,M,01,400
PARWAN,BAGRAM,Qalla Band High School,03,0302,0302043,0302043-02,2445,1181,1264,25,M,02,391
PARWAN,BAGRAM,Qalla Band High School,03,0302,0302043,0302043-03,2445,1181,1264,25,M,03,390
PARWAN,BAGRAM,Qalla Band High School,03,0302,0302043,0302043-04,2445,1181,1264,25,F,04,400
PARWAN,BAGRAM,Qalla Band High School,03,0302,0302043,0302043-05,2445,1181,1264,25,F,05,400
PARWAN,BAGRAM,Qalla Band High School,03,0302,0302043,0302043-06,2445,1181,1264,25,F,06,232
PARWAN,BAGRAM,Qalla Band High School,03,0302,0302043,0302043-07,2445,1181,1264,25,F,07,232
PARWAN,BAGRAM,Taloot Shaheed School,03,0302,0302044,0302044-01,2687,1651,1036,6,M,01,400
PARWAN,BAGRAM,Taloot Shaheed School,03,0302,0302044,0302044-02,2687,1651,1036,6,M,02,400
PARWAN,BAGRAM,Taloot Shaheed School,03,0302,0302044,0302044-03,2687,1651,1036,6,M,03,400
PARWAN,BAGRAM,Taloot Shaheed School,03,0302,0302044,0302044-04,2687,1651,1036,6,M,04,226
PARWAN,BAGRAM,Taloot Shaheed School,03,0302,0302044,0302044-05,2687,1651,1036,6,M,05,225
PARWAN,BAGRAM,Taloot Shaheed School,03,0302,0302044,0302044-06,2687,1651,1036,6,F,06,400
PARWAN,BAGRAM,Taloot Shaheed School,03,0302,0302044,0302044-07,2687,1651,1036,6,F,07,318
PARWAN,BAGRAM,Taloot Shaheed School,03,0302,0302044,0302044-08,2687,1651,1036,6,F,08,318
PARWAN,BAGRAM,Sher Aqa Shaheed School,03,0302,0302045,0302045-01,4105,3554,551,14,M,01,400
PARWAN,BAGRAM,Sher Aqa Shaheed School,03,0302,0302045,0302045-02,4105,3554,551,14,M,02,400
PARWAN,BAGRAM,Sher Aqa Shaheed School,03,0302,0302045,0302045-03,4105,3554,551,14,M,03,400
PARWAN,BAGRAM,Sher Aqa Shaheed School,03,0302,0302045,0302045-04,4105,3554,551,14,M,04,400
PARWAN,BAGRAM,Sher Aqa Shaheed School,03,0302,0302045,0302045-05,4105,3554,551,14,M,05,400
PARWAN,BAGRAM,Sher Aqa Shaheed School,03,0302,0302045,0302045-06,4105,3554,551,14,M,06,400
PARWAN,BAGRAM,Sher Aqa Shaheed School,03,0302,0302045,0302045-07,4105,3554,551,14,M,07,400
PARWAN,BAGRAM,Sher Aqa Shaheed School,03,0302,0302045,0302045-08,4105,3554,551,14,M,08,377
PARWAN,BAGRAM,Sher Aqa Shaheed School,03,0302,0302045,0302045-09,4105,3554,551,14,M,09,377
PARWAN,BAGRAM,Sher Aqa Shaheed School,03,0302,0302045,0302045-10,4105,3554,551,14,F,10,276
PARWAN,BAGRAM,Sher Aqa Shaheed School,03,0302,0302045,0302045-11,4105,3554,551,14,F,11,275
PARWAN,BAGRAM,Janqadam School,03,0302,0302046,0302046-01,1474,835,639,0,M,01,400
PARWAN,BAGRAM,Janqadam School,03,0302,0302046,0302046-02,1474,835,639,0,M,02,218
PARWAN,BAGRAM,Janqadam School,03,0302,0302046,0302046-03,1474,835,639,0,M,03,217
PARWAN,BAGRAM,Janqadam School,03,0302,0302046,0302046-04,1474,835,639,0,F,04,320
PARWAN,BAGRAM,Janqadam School,03,0302,0302046,0302046-05,1474,835,639,0,F,05,319
PARWAN,BAGRAM,Bagram Airport Girls High School,03,0302,0302047,0302047-01,2167,1532,635,13,M,01,400
PARWAN,BAGRAM,Bagram Airport Girls High School,03,0302,0302047,0302047-02,2167,1532,635,13,M,02,400
PARWAN,BAGRAM,Bagram Airport Girls High School,03,0302,0302047,0302047-03,2167,1532,635,13,M,03,366
PARWAN,BAGRAM,Bagram Airport Girls High School,03,0302,0302047,0302047-04,2167,1532,635,13,M,04,366
PARWAN,BAGRAM,Bagram Airport Girls High School,03,0302,0302047,0302047-05,2167,1532,635,13,F,05,318
PARWAN,BAGRAM,Bagram Airport Girls High School,03,0302,0302047,0302047-06,2167,1532,635,13,F,06,317
PARWAN,BAGRAM,Dahan Maidan Jame Mosque,03,0302,0302048,0302048-01,3414,2275,1139,84,M,01,400
PARWAN,BAGRAM,Dahan Maidan Jame Mosque,03,0302,0302048,0302048-02,3414,2275,1139,84,M,02,400
PARWAN,BAGRAM,Dahan Maidan Jame Mosque,03,0302,0302048,0302048-03,3414,2275,1139,84,M,03,400
PARWAN,BAGRAM,Dahan Maidan Jame Mosque,03,0302,0302048,0302048-04,3414,2275,1139,84,M,04,400
PARWAN,BAGRAM,Dahan Maidan Jame Mosque,03,0302,0302048,0302048-05,3414,2275,1139,84,M,05,338
PARWAN,BAGRAM,Dahan Maidan Jame Mosque,03,0302,0302048,0302048-06,3414,2275,1139,84,M,06,337
PARWAN,BAGRAM,Dahan Maidan Jame Mosque,03,0302,0302048,0302048-07,3414,2275,1139,84,F,07,400
PARWAN,BAGRAM,Dahan Maidan Jame Mosque,03,0302,0302048,0302048-08,3414,2275,1139,84,F,08,370
PARWAN,BAGRAM,Dahan Maidan Jame Mosque,03,0302,0302048,0302048-09,3414,2275,1139,84,F,09,369
PARWAN,BAGRAM,Ghulam Ali Girls Secondary School,03,0302,0302049,0302049-01,1917,1022,895,0,M,01,400
PARWAN,BAGRAM,Ghulam Ali Girls Secondary School,03,0302,0302049,0302049-02,1917,1022,895,0,M,02,311
PARWAN,BAGRAM,Ghulam Ali Girls Secondary School,03,0302,0302049,0302049-03,1917,1022,895,0,M,03,311
PARWAN,BAGRAM,Ghulam Ali Girls Secondary School,03,0302,0302049,0302049-04,1917,1022,895,0,F,04,400
PARWAN,BAGRAM,Ghulam Ali Girls Secondary School,03,0302,0302049,0302049-05,1917,1022,895,0,F,05,248
PARWAN,BAGRAM,Ghulam Ali Girls Secondary School,03,0302,0302049,0302049-06,1917,1022,895,0,F,06,247
