id,name,distId,provId,distName,voters_total,stations_total,voters_male,stations_male,stations_male-400-count,stations_male-400,stations_male-400-none,station_male-last-a,station_male-last-b,voters_female,stations_female,stations_female-400-count,stations_female-400,stations_female-400-none,station_female-last-a,station_female-last-b
622456,Zyarat Kali Mosque,0622,6,DUR BABA,1621,5,1087,3,1,1X400,2,344,343,534,2,0,,2,267,267
622457,Ghozgai Primary School,0622,6,DUR BABA,1331,4,963,3,1,1X400,2,282,281,368,1,0,,1,368,0
623334,Marouf Cheenah Jame Mosque,0623,6,SPIN GHAR,3464,10,2231,6,4,4X400,2,316,315,1233,4,2,2X400,2,217,216
623337,Maidanak Jame Mosque,0623,6,SPIN GHAR,836,3,681,2,0,,2,341,340,155,1,0,,1,155,0
623338,Da Kahi High School,0623,6,SPIN GHAR,1942,6,1431,4,2,2X400,2,316,315,511,2,0,,2,256,255
623341,Sandooq Kali Jame Mosque,0623,6,SPIN GHAR,746,3,575,2,0,,2,288,287,171,1,0,,1,171,0
623342,Da Wach Kotaio aw Dawlat Khilo Mosque,0623,6,SPIN GHAR,720,3,545,2,0,,2,273,272,175,1,0,,1,175,0
623343,Ali Aka Khil Old Mosque,0623,6,SPIN GHAR,742,3,671,2,0,,2,336,335,71,1,0,,1,71,0
623344,Acheen High School,0623,6,SPIN GHAR,1053,4,896,3,1,1X400,2,248,248,157,1,0,,1,157,0
623345,Tereli Primary School,0623,6,SPIN GHAR,617,3,518,2,0,,2,259,259,99,1,0,,1,99,0
623350,Mullah Saeb Zyarat Mosque,0623,6,SPIN GHAR,426,2,369,1,0,,1,369,0,57,1,0,,1,57,0
623351,Asad Khilo School,0623,6,SPIN GHAR,246,2,214,1,0,,1,214,0,32,1,0,,1,32,0
623352,Ilyas Ba Ba School,0623,6,SPIN GHAR,2047,7,1223,4,2,2X400,2,212,211,824,3,1,1X400,2,212,212
623353,Mast Ba Ba School,0623,6,SPIN GHAR,1989,5,1200,3,3,3X400,0,0,0,789,2,0,,2,395,394
623355,Shokannai Primary School,0623,6,SPIN GHAR,2814,8,1786,5,3,3X400,2,293,293,1028,3,1,1X400,2,314,314
701001,Mastore High School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),12674,33,9230,24,22,22X400,2,215,215,3444,9,7,7X400,2,322,322
701002,Shahr e Naw Experimental School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),5589,15,3979,10,8,8X400,2,390,389,1610,5,3,3X400,2,205,205
701003,Ali Khil School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),4946,13,3907,10,8,8X400,2,354,353,1039,3,1,1X400,2,320,319
701004,Kutub Zai School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),1845,6,1266,4,2,2X400,2,233,233,579,2,0,,2,290,289
701005,Sher Garr School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),1691,6,1246,4,2,2X400,2,223,223,445,2,0,,2,223,222
701006,Deh Zyarat School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),3747,10,2784,7,5,5X400,2,392,392,963,3,1,1X400,2,282,281
701007,Refugees Camp School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),3512,9,2337,6,4,4X400,2,369,368,1175,3,1,1X400,2,388,387
701008,Haider Khani Kalkot School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),3112,9,2670,7,5,5X400,2,335,335,442,2,0,,2,221,221
701009,Chahar Dehi School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),2287,6,1504,4,2,2X400,2,352,352,783,2,0,,2,392,391
701010,Shamangul Mosque,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),1246,4,915,3,1,1X400,2,258,257,331,1,0,,1,331,0
701011,Teer Garai Mosque,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),2486,7,1806,5,3,3X400,2,303,303,680,2,0,,2,340,340
701012,Gameen Kalai Mosque and School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),3618,10,1983,5,3,3X400,2,392,391,1635,5,3,3X400,2,218,217
701013,Chalmatai School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),1907,5,1547,4,2,2X400,2,374,373,360,1,0,,1,360,0
701014,Sehsadi Boys and Girls School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),3995,11,2835,8,6,6X400,2,218,217,1160,3,1,1X400,2,380,380
701015,Harmal Boys and Girls School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),1975,6,1545,4,2,2X400,2,373,372,430,2,0,,2,215,215
701016,Shamatio Mosque,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),1245,4,651,2,0,,2,326,325,594,2,0,,2,297,297
701017,Kachoor School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),1301,4,976,3,1,1X400,2,288,288,325,1,0,,1,325,0
701018,Gularam School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),301,2,300,1,0,,1,300,0,1,1,0,,1,1,0
701019,Katal Girls School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),2478,7,1684,5,3,3X400,2,242,242,794,2,0,,2,397,397
701020,Shaheed Mawlawi Habib Rahman High S,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),1728,5,1437,4,2,2X400,2,319,318,291,1,0,,1,291,0
701021,Badee Abad Mosque,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),2056,7,1623,5,3,3X400,2,212,211,433,2,0,,2,217,216
701022,Karanj Village Mosque,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),84,2,79,1,0,,1,79,0,5,1,0,,1,5,0
701023,Karanj Kochiano Mosque,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),72,1,72,1,0,,1,72,0,0,0,0,,0,0,0
701024,Alishang Village School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),1295,4,932,3,1,1X400,2,266,266,363,1,0,,1,363,0
701025,Dewah School,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),841,3,685,2,0,,2,343,342,156,1,0,,1,156,0
701124,یزاغ ناطلس کرهش هطسوتم بتکم,0701,7,PROVINCIAL CAPITAL OF LAGHMAN ( MEHTERLAM ),4448,12,3121,8,6,6X400,2,361,360,1327,4,2,2X400,2,264,263
702026,Islamabad Kashmand School,0702,7,QARGHAYEE,1118,4,516,2,0,,2,258,258,602,2,0,,2,301,301
702027,Da Zafran da Kali Talar (Zafran Village Hal,0702,7,QARGHAYEE,5551,15,3498,9,7,7X400,2,349,349,2053,6,4,4X400,2,227,226
702028,Naher Reem School,0702,7,QARGHAYEE,2543,8,1324,4,2,2X400,2,262,262,1219,4,2,2X400,2,210,209
702029,"Gambiree, Ahmadzai Kochi Mosque",0702,7,QARGHAYEE,2911,8,1547,4,2,2X400,2,374,373,1364,4,2,2X400,2,282,282
702030,Gul Ghundi School,0702,7,QARGHAYEE,4846,13,2720,7,5,5X400,2,360,360,2126,6,4,4X400,2,263,263
702031,Gul Pacha Ulfat High School,0702,7,QARGHAYEE,5295,14,3058,8,6,6X400,2,329,329,2237,6,4,4X400,2,319,318
702032,Pacha Kala Mosque,0702,7,QARGHAYEE,2300,7,1483,4,2,2X400,2,342,341,817,3,1,1X400,2,209,208
702033,Chahar Bagh Boys High School,0702,7,QARGHAYEE,2903,8,2239,6,4,4X400,2,320,319,664,2,0,,2,332,332
702034,Sultan Wais Baba School,0702,7,QARGHAYEE,2413,7,1793,5,3,3X400,2,297,296,620,2,0,,2,310,310
702035,Swati School,0702,7,QARGHAYEE,1107,3,787,2,0,,2,394,393,320,1,0,,1,320,0
702036,Darah Ghar School,0702,7,QARGHAYEE,1691,6,1252,4,2,2X400,2,226,226,439,2,0,,2,220,219
702037,Aziz Khan Kas Khargotati School,0702,7,QARGHAYEE,3638,10,2164,6,4,4X400,2,282,282,1474,4,2,2X400,2,337,337
702038,Abdul Rahimzai Girls School,0702,7,QARGHAYEE,1960,6,1356,4,2,2X400,2,278,278,604,2,0,,2,302,302
702039,Surkhakan High School,0702,7,QARGHAYEE,5446,15,3437,9,7,7X400,2,319,318,2009,6,4,4X400,2,205,204
702040,Kamal Pour School,0702,7,QARGHAYEE,1876,5,1587,4,2,2X400,2,394,393,289,1,0,,1,289,0
702041,Qarghayee Boys High School,0702,7,QARGHAYEE,3503,10,2407,7,5,5X400,2,204,203,1096,3,1,1X400,2,348,348
702042,Masha Khil Boys High School,0702,7,QARGHAYEE,1631,5,1046,3,1,1X400,2,323,323,585,2,0,,2,293,292
702043,Mandarwarr High School and Primary Sc,0702,7,QARGHAYEE,3681,10,2301,6,4,4X400,2,351,350,1380,4,2,2X400,2,290,290
702044,Farman Khil School,0702,7,QARGHAYEE,1058,4,1023,3,1,1X400,2,312,311,35,1,0,,1,35,0
702045,Zerani village Mosque and Clinic,0702,7,QARGHAYEE,3465,10,1779,5,3,3X400,2,290,289,1686,5,3,3X400,2,243,243
702046,Ka Kas School,0702,7,QARGHAYEE,5102,14,3026,8,6,6X400,2,313,313,2076,6,4,4X400,2,238,238
703051,Islamabad Boys and Girls School,0703,7,ALISHING,1719,6,1205,4,2,2X400,2,203,202,514,2,0,,2,257,257
703052,Tarang School,0703,7,ALISHING,1713,5,1386,4,2,2X400,2,293,293,327,1,0,,1,327,0
703054,Shukurman School,0703,7,ALISHING,898,3,676,2,0,,2,338,338,222,1,0,,1,222,0
703056,Kotwal Khando village Mosque and hall,0703,7,ALISHING,2920,8,2374,6,4,4X400,2,387,387,546,2,0,,2,273,273
703057,Watan Gato School,0703,7,ALISHING,1264,5,832,3,1,1X400,2,216,216,432,2,0,,2,216,216
703058,Mia Abdul Karim High School,0703,7,ALISHING,495,2,312,1,0,,1,312,0,183,1,0,,1,183,0
703060,Ghazi Abad School,0703,7,ALISHING,1637,5,939,3,1,1X400,2,270,269,698,2,0,,2,349,349
703065,Najeel School,0703,7,ALISHING,1636,5,1260,4,2,2X400,2,230,230,376,1,0,,1,376,0
704072,Chinchar Pul Jame Mosque,0704,7,ALINGAR,2627,8,2079,6,4,4X400,2,240,239,548,2,0,,2,274,274
704075,Kundi Girls School,0704,7,ALINGAR,1682,6,1232,4,2,2X400,2,216,216,450,2,0,,2,225,225
704076,Rejaee School,0704,7,ALINGAR,1269,4,940,3,1,1X400,2,270,270,329,1,0,,1,329,0
704091,Lokar School,0704,7,ALINGAR,1422,4,1090,3,1,1X400,2,345,345,332,1,0,,1,332,0
704092,Mango School,0704,7,ALINGAR,776,3,574,2,0,,2,287,287,202,1,0,,1,202,0
704094,Sanderwa School,0704,7,ALINGAR,397,2,340,1,0,,1,340,0,57,1,0,,1,57,0
704101,Eng. Sher Mohammad High School and G,0704,7,ALINGAR,3669,10,2955,8,6,6X400,2,278,277,714,2,0,,2,357,357
704102,Sakhra village Mosque,0704,7,ALINGAR,1035,3,800,2,2,2X400,0,0,0,235,1,0,,1,235,0
705103,Zar Kamar School,0705,7,DAWLAT SHAH,1188,4,955,3,1,1X400,2,278,277,233,1,0,,1,233,0
705104,Norrah Village Mosque,0705,7,DAWLAT SHAH,643,3,521,2,0,,2,261,260,122,1,0,,1,122,0
705105,Dawlat Shah Mosque,0705,7,DAWLAT SHAH,550,2,334,1,0,,1,334,0,216,1,0,,1,216,0
705106,Afghan Colony School,0705,7,DAWLAT SHAH,913,3,741,2,0,,2,371,370,172,1,0,,1,172,0
705108,Wais Mosque,0705,7,DAWLAT SHAH,970,3,735,2,0,,2,368,367,235,1,0,,1,235,0
705109,Mosque,0705,7,DAWLAT SHAH,378,2,295,1,0,,1,295,0,83,1,0,,1,83,0
705111,Mosque,0705,7,DAWLAT SHAH,612,3,533,2,0,,2,267,266,79,1,0,,1,79,0
705112,New Bala Deh School,0705,7,DAWLAT SHAH,999,4,876,3,1,1X400,2,238,238,123,1,0,,1,123,0
705113,Keel Mosque,0705,7,DAWLAT SHAH,1139,4,706,2,0,,2,353,353,433,2,0,,2,217,216
705114,Neel Khan Mosque,0705,7,DAWLAT SHAH,899,4,896,3,1,1X400,2,248,248,3,1,0,,1,3,0
705116,Karak Mosque,0705,7,DAWLAT SHAH,1636,5,886,3,1,1X400,2,243,243,750,2,0,,2,375,375
705117,Chashdar School,0705,7,DAWLAT SHAH,397,2,269,1,0,,1,269,0,128,1,0,,1,128,0
705118,Sang Peetak School,0705,7,DAWLAT SHAH,717,2,390,1,0,,1,390,0,327,1,0,,1,327,0
705119,Peetak Mosque,0705,7,DAWLAT SHAH,1531,5,1071,3,1,1X400,2,336,335,460,2,0,,2,230,230
705120,Gamandook Mosque,0705,7,DAWLAT SHAH,502,2,393,1,0,,1,393,0,109,1,0,,1,109,0
706121,Agriculture Department’s Building,0706,7,BAD PAKH,536,3,525,2,0,,2,263,262,11,1,0,,1,11,0
801001,Marshal Fahim Mosque,0801,8,PROVINCIAL CAPITAL OF PANJSHER ( BAZARAK ),2953,9,2127,6,4,4X400,2,264,263,826,3,1,1X400,2,213,213
801002,Khaniz Mosque,0801,8,PROVINCIAL CAPITAL OF PANJSHER ( BAZARAK ),982,3,756,2,0,,2,378,378,226,1,0,,1,226,0
801003,Khaniz Jame Madrassah,0801,8,PROVINCIAL CAPITAL OF PANJSHER ( BAZARAK ),1010,3,797,2,0,,2,399,398,213,1,0,,1,213,0
801004,Deh Talkha Mosque,0801,8,PROVINCIAL CAPITAL OF PANJSHER ( BAZARAK ),1244,4,797,2,0,,2,399,398,447,2,0,,2,224,223
801005,Bazarak High School,0801,8,PROVINCIAL CAPITAL OF PANJSHER ( BAZARAK ),2042,6,1417,4,2,2X400,2,309,308,625,2,0,,2,313,312
801006,Koh E Manjhor Secondary School,0801,8,PROVINCIAL CAPITAL OF PANJSHER ( BAZARAK ),732,3,543,2,0,,2,272,271,189,1,0,,1,189,0
801007,Malsia Secondary School,0801,8,PROVINCIAL CAPITAL OF PANJSHER ( BAZARAK ),1143,4,608,2,0,,2,304,304,535,2,0,,2,268,267
801008,Badqul Jame Mosque,0801,8,PROVINCIAL CAPITAL OF PANJSHER ( BAZARAK ),508,2,323,1,0,,1,323,0,185,1,0,,1,185,0
801009,Sangana Jame Mosque,0801,8,PROVINCIAL CAPITAL OF PANJSHER ( BAZARAK ),395,2,224,1,0,,1,224,0,171,1,0,,1,171,0
801010,Baharak Jame Mosque,0801,8,PROVINCIAL CAPITAL OF PANJSHER ( BAZARAK ),496,2,338,1,0,,1,338,0,158,1,0,,1,158,0
801011,Parendah Secondary School,0801,8,PROVINCIAL CAPITAL OF PANJSHER ( BAZARAK ),824,3,467,2,0,,2,234,233,357,1,0,,1,357,0
801018,Kandah School,0801,8,PROVINCIAL CAPITAL OF PANJSHER ( BAZARAK ),910,3,585,2,0,,2,293,292,325,1,0,,1,325,0
802012,Hesarak Mosque,0802,8,RUKHA,788,3,406,2,0,,2,203,203,382,1,0,,1,382,0
802013,Marshetan Mosque,0802,8,RUKHA,591,3,424,2,0,,2,212,212,167,1,0,,1,167,0
802014,Darkhil Mosque,0802,8,RUKHA,545,2,295,1,0,,1,295,0,250,1,0,,1,250,0
802015,Qabezan Girls High School,0802,8,RUKHA,1160,4,531,2,0,,2,266,265,629,2,0,,2,315,314
802016,Dakah Girls Secondary School,0802,8,RUKHA,1060,4,832,3,1,1X400,2,216,216,228,1,0,,1,228,0
802017,Dakah Girls Secondary School,0802,8,RUKHA,782,3,427,2,0,,2,214,213,355,1,0,,1,355,0
802019,Pyawesht Girls High School,0802,8,RUKHA,660,2,384,1,0,,1,384,0,276,1,0,,1,276,0
802020,Chamalwerdah Primary School,0802,8,RUKHA,450,2,227,1,0,,1,227,0,223,1,0,,1,223,0
803021,Khwajah Farhad Wali Primary School,0803,8,DARAH,868,3,508,2,0,,2,254,254,360,1,0,,1,360,0
803022,Abdullah Khil Girls School,0803,8,DARAH,606,2,327,1,0,,1,327,0,279,1,0,,1,279,0
803023,Malik Mirza e Shaheed School,0803,8,DARAH,1815,6,999,3,1,1X400,2,300,299,816,3,1,1X400,2,208,208
803024,Tund Khu School,0803,8,DARAH,971,4,511,2,0,,2,256,255,460,2,0,,2,230,230
803025,Tariq School,0803,8,DARAH,261,2,151,1,0,,1,151,0,110,1,0,,1,110,0
803026,Pasgaran School,0803,8,DARAH,581,2,343,1,0,,1,343,0,238,1,0,,1,238,0
803027,Keraman Religious Madrassah,0803,8,DARAH,535,2,335,1,0,,1,335,0,200,1,0,,1,200,0
803028,Keraman,0803,8,DARAH,307,2,163,1,0,,1,163,0,144,1,0,,1,144,0
803029,Askanyaz Mosque,0803,8,DARAH,386,2,194,1,0,,1,194,0,192,1,0,,1,192,0
803030,Dahan Sakh Mosque,0803,8,DARAH,697,2,350,1,0,,1,350,0,347,1,0,,1,347,0
803031,Usman Ghani Primary School,0803,8,DARAH,289,2,120,1,0,,1,120,0,169,1,0,,1,169,0
803032,Khwajah Abdul Azi Girls Secondary Schoo,0803,8,DARAH,965,4,505,2,0,,2,253,252,460,2,0,,2,230,230
803033,Tambanah Girls High School,0803,8,DARAH,818,3,481,2,0,,2,241,240,337,1,0,,1,337,0
804034,Marshal Mohammad Qaseem Fahim Dar,0804,8,HISSA-E-AWAL ( KHINJ ),1275,4,728,2,0,,2,364,364,547,2,0,,2,274,273
804035,Shabah Boys High School,0804,8,HISSA-E-AWAL ( KHINJ ),771,3,466,2,0,,2,233,233,305,1,0,,1,305,0
804036,Hanafi Zanah School,0804,8,HISSA-E-AWAL ( KHINJ ),688,3,414,2,0,,2,207,207,274,1,0,,1,274,0
804037,Peshghor Jame Mosque,0804,8,HISSA-E-AWAL ( KHINJ ),1181,4,702,2,0,,2,351,351,479,2,0,,2,240,239
804038,Khatimul Anbya School,0804,8,HISSA-E-AWAL ( KHINJ ),582,2,255,1,0,,1,255,0,327,1,0,,1,327,0
804039,Kharo Madrassah,0804,8,HISSA-E-AWAL ( KHINJ ),1257,4,631,2,0,,2,316,315,626,2,0,,2,313,313
804040,Barjman Jame Mosque,0804,8,HISSA-E-AWAL ( KHINJ ),547,3,426,2,0,,2,213,213,121,1,0,,1,121,0
804041,Khinj Madrassah,0804,8,HISSA-E-AWAL ( KHINJ ),1102,4,653,2,0,,2,327,326,449,2,0,,2,225,224
804042,Pawat Madrassah,0804,8,HISSA-E-AWAL ( KHINJ ),374,2,212,1,0,,1,212,0,162,1,0,,1,162,0
804043,Matta Boys High School,0804,8,HISSA-E-AWAL ( KHINJ ),832,3,359,1,0,,1,359,0,473,2,0,,2,237,236
804044,Abdullah Bin Masoud Jame Mosque,0804,8,HISSA-E-AWAL ( KHINJ ),188,2,87,1,0,,1,87,0,101,1,0,,1,101,0
804045,Makani Primary School,0804,8,HISSA-E-AWAL ( KHINJ ),1034,4,546,2,0,,2,273,273,488,2,0,,2,244,244
804046,Safid Chahr Jame Mosque,0804,8,HISSA-E-AWAL ( KHINJ ),1528,5,1003,3,1,1X400,2,302,301,525,2,0,,2,263,262
804047,Mohammad Panah Shaheed School,0804,8,HISSA-E-AWAL ( KHINJ ),784,3,571,2,0,,2,286,285,213,1,0,,1,213,0
804048,Ghanjo Mosque,0804,8,HISSA-E-AWAL ( KHINJ ),1013,4,539,2,0,,2,270,269,474,2,0,,2,237,237
804049,Dasht Reot Madrassah,0804,8,HISSA-E-AWAL ( KHINJ ),1379,5,970,3,1,1X400,2,285,285,409,2,0,,2,205,204
804050,Dur Namah Mosque,0804,8,HISSA-E-AWAL ( KHINJ ),1089,4,565,2,0,,2,283,282,524,2,0,,2,262,262
805051,Darband Boys Secondary School,0805,8,UNABA,907,3,674,2,0,,2,337,337,233,1,0,,1,233,0
805052,Faraj Girls High School,0805,8,UNABA,656,2,387,1,0,,1,387,0,269,1,0,,1,269,0
805053,Sangeen School,0805,8,UNABA,620,3,438,2,0,,2,219,219,182,1,0,,1,182,0
805054,Zamankor Secondary School,0805,8,UNABA,1641,5,651,2,0,,2,326,325,990,3,1,1X400,2,295,295
805055,Boys School,0805,8,UNABA,2941,8,1742,5,3,3X400,2,271,271,1199,3,1,1X400,2,400,399
805056,Chaman Qallacha Mosque,0805,8,UNABA,582,2,265,1,0,,1,265,0,317,1,0,,1,317,0
805057,Noor Madrassah,0805,8,UNABA,1127,4,827,3,1,1X400,2,214,213,300,1,0,,1,300,0
805058,Shofah Secondary School,0805,8,UNABA,272,2,253,1,0,,1,253,0,19,1,0,,1,19,0
805059,Ganah Madrassah,0805,8,UNABA,371,2,259,1,0,,1,259,0,112,1,0,,1,112,0
805060,Dashtak Girls School,0805,8,UNABA,2223,7,1398,4,2,2X400,2,299,299,825,3,1,1X400,2,213,212
805061,Tawakh Girls High School,0805,8,UNABA,826,3,465,2,0,,2,233,232,361,1,0,,1,361,0
806062,Korabah School,0806,8,SHUTUL,1629,5,874,3,1,1X400,2,237,237,755,2,0,,2,378,377
806063,Roy Darah clinic,0806,8,SHUTUL,1096,4,503,2,0,,2,252,251,593,2,0,,2,297,296
806064,Sang Lakhshan Mosque,0806,8,SHUTUL,196,2,89,1,0,,1,89,0,107,1,0,,1,107,0
806065,Sagha War Mosque,0806,8,SHUTUL,928,4,450,2,0,,2,225,225,478,2,0,,2,239,239
806066,Janan Joi Mosque,0806,8,SHUTUL,1154,4,501,2,0,,2,251,250,653,2,0,,2,327,326
806067,Chelanak Mosque,0806,8,SHUTUL,351,2,185,1,0,,1,185,0,166,1,0,,1,166,0
807068,Khwajah Arif School,0807,8,PARYAN,384,2,303,1,0,,1,303,0,81,1,0,,1,81,0
807069,Do Aabi Khawak School,0807,8,PARYAN,243,2,145,1,0,,1,145,0,98,1,0,,1,98,0
807070,Tal Secondary School,0807,8,PARYAN,180,2,158,1,0,,1,158,0,22,1,0,,1,22,0
807071,Chonni School,0807,8,PARYAN,285,2,2,1,0,,1,2,0,283,1,0,,1,283,0
807072,Deh Khawak School,0807,8,PARYAN,745,3,463,2,0,,2,232,231,282,1,0,,1,282,0
807073,Kohsoor Mosque,0807,8,PARYAN,677,3,254,1,0,,1,254,0,423,2,0,,2,212,211
807074,Imam Abu Haneefah Madrassah,0807,8,PARYAN,779,3,477,2,0,,2,239,238,302,1,0,,1,302,0
807075,Chemar Bala Mosque,0807,8,PARYAN,344,2,172,1,0,,1,172,0,172,1,0,,1,172,0
807076,Qalla Jame Mosque,0807,8,PARYAN,588,2,366,1,0,,1,366,0,222,1,0,,1,222,0
807077,Naw Dang Mosque,0807,8,PARYAN,663,3,478,2,0,,2,239,239,185,1,0,,1,185,0
807078,Kojan High School,0807,8,PARYAN,736,3,329,1,0,,1,329,0,407,2,0,,2,204,203
807079,Shal Kacha Mosque,0807,8,PARYAN,603,2,275,1,0,,1,275,0,328,1,0,,1,328,0
807080,Shahr e Billand Primary School,0807,8,PARYAN,283,2,130,1,0,,1,130,0,153,1,0,,1,153,0
807081,Kul Kawa Mosque,0807,8,PARYAN,522,2,275,1,0,,1,275,0,247,1,0,,1,247,0
807082,Karpeetab High School,0807,8,PARYAN,890,4,465,2,0,,2,233,232,425,2,0,,2,213,212
807083,Pas Mazar Primary School,0807,8,PARYAN,293,2,145,1,0,,1,145,0,148,1,0,,1,148,0
808085,Ahl e Shafee Mosque,0808,8,AB SHAR,692,3,417,2,0,,2,209,208,275,1,0,,1,275,0
808086,Astanah Boys School,0808,8,AB SHAR,685,2,391,1,0,,1,391,0,294,1,0,,1,294,0
808087,Qulandoor Jame Mosque,0808,8,AB SHAR,938,3,560,2,0,,2,280,280,378,1,0,,1,378,0
808088,Abdul Wadoud Shaheed Boys High Schoo,0808,8,AB SHAR,1030,4,516,2,0,,2,258,258,514,2,0,,2,257,257
808089,Khwajah Khezar Primary School,0808,8,AB SHAR,531,2,251,1,0,,1,251,0,280,1,0,,1,280,0
808090,Parangan Boys School,0808,8,AB SHAR,355,2,233,1,0,,1,233,0,122,1,0,,1,122,0
808091,Gulab Khil Secondary School,0808,8,AB SHAR,1009,4,547,2,0,,2,274,273,462,2,0,,2,231,231
808092,Sangi Khan Jame Mosque,0808,8,AB SHAR,415,2,241,1,0,,1,241,0,174,1,0,,1,174,0
808093,Ba Ba Ali School,0808,8,AB SHAR,211,2,92,1,0,,1,92,0,119,1,0,,1,119,0
808094,Mohammad Nasim Shaheed Boys and Gi,0808,8,AB SHAR,463,2,229,1,0,,1,229,0,234,1,0,,1,234,0
808095,Jar Ali School,0808,8,AB SHAR,428,2,221,1,0,,1,221,0,207,1,0,,1,207,0
808096,Paeen Joi Mosque,0808,8,AB SHAR,567,2,258,1,0,,1,258,0,309,1,0,,1,309,0
808097,Deh Sewa Mosque,0808,8,AB SHAR,248,2,136,1,0,,1,136,0,112,1,0,,1,112,0
901002,"On the left side of the sea, Opposite the",0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),2602,7,1187,3,1,1X400,2,394,393,1415,4,2,2X400,2,308,307
901003,Khalid Bine Walid Mosque,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),2867,8,1762,5,3,3X400,2,281,281,1105,3,1,1X400,2,353,352
901004,Takya Khanah Farhat Jame Mosque,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),5250,14,2878,8,6,6X400,2,239,239,2372,6,4,4X400,2,386,386
901005,Khwajah e Kamal Wali School,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),1955,6,1219,4,2,2X400,2,210,209,736,2,0,,2,368,368
901006,Shamraq Park High School,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),1556,5,919,3,1,1X400,2,260,259,637,2,0,,2,319,318
901007,Hazrat Usman Ghani Mosque,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),6429,17,3511,9,7,7X400,2,356,355,2918,8,6,6X400,2,259,259
901008,Omer Farouq High School,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),7711,20,5515,14,12,12X400,2,358,357,2196,6,4,4X400,2,298,298
901009,Qul e Punjsheri ha Mosque,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),1967,6,1317,4,2,2X400,2,259,258,650,2,0,,2,325,325
901010,Haji Abdul Ghafar Mosque,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),2233,6,1520,4,2,2X400,2,360,360,713,2,0,,2,357,356
901011,Hawa Girls High School,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),4011,11,2262,6,4,4X400,2,331,331,1749,5,3,3X400,2,275,274
901012,School no. 2,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),4392,12,2657,7,5,5X400,2,329,328,1735,5,3,3X400,2,268,267
901013,Madan Girls High School,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),5639,15,3154,8,6,6X400,2,377,377,2485,7,5,5X400,2,243,242
901014,Band e du High School,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),3018,9,1725,5,3,3X400,2,263,262,1293,4,2,2X400,2,247,246
901015,Zaman Khil Gawsawr Mosque,0901,9,PROVINCIAL CAPITAL OF BAGHLAN ( PUL-E-KHUMRI ),1737,6,804,3,1,1X400,2,202,202,933,3,1,1X400,2,267,266
