id,name,distId,provId,distName,voters_total,stations_total,voters_male,stations_male,stations_male-400-count,stations_male-400,stations_male-400-none,station_male-last-a,station_male-last-b,voters_female,stations_female,stations_female-400-count,stations_female-400,stations_female-400-none,station_female-last-a,station_female-last-b
1213163,District Center,1213,12,NIKA,480,2,367,1,0,,1,367,0,113,1,0,,1,113,0
1213164,Hakim Khan Melmastoon (Guest House),1213,12,NIKA,2724,8,2156,6,4,4X400,2,278,278,568,2,0,,2,284,284
1213165,Ghazi Khan Mosque,1213,12,NIKA,1036,4,897,3,1,1X400,2,249,248,139,1,0,,1,139,0
1213166,Haji Sakhi Jan Melmastoon (Guest House,1213,12,NIKA,2723,8,2168,6,4,4X400,2,284,284,555,2,0,,2,278,277
1214169,Petugai Secondary School,1214,12,BARMAL,1015,4,899,3,1,1X400,2,250,249,116,1,0,,1,116,0
1214170,Lowargai Primary School,1214,12,BARMAL,1087,4,935,3,1,1X400,2,268,267,152,1,0,,1,152,0
1214171,Fakhr e Afghan School,1214,12,BARMAL,1027,4,1023,3,1,1X400,2,312,311,4,1,0,,1,4,0
1214172,Khandan Mosque,1214,12,BARMAL,803,4,801,3,1,1X400,2,201,200,2,1,0,,1,2,0
1214173,Noorabad School,1214,12,BARMAL,923,4,898,3,1,1X400,2,249,249,25,1,0,,1,25,0
1214174,Sher Baz Melmastoon (Guest House),1214,12,BARMAL,1052,4,1014,3,1,1X400,2,307,307,38,1,0,,1,38,0
1214175,Farouqia School,1214,12,BARMAL,1070,4,1067,3,1,1X400,2,334,333,3,1,0,,1,3,0
1214178,Mahmoudia Madrassah,1214,12,BARMAL,1162,4,1160,3,1,1X400,2,380,380,2,1,0,,1,2,0
1214179,District Mosque,1214,12,BARMAL,1355,5,1352,4,2,2X400,2,276,276,3,1,0,,1,3,0
1214183,Border Ahmadzai Mosque,1214,12,BARMAL,667,3,656,2,0,,2,328,328,11,1,0,,1,11,0
1216208,District Center tent,1216,12,DILA WA KHUSHAMAND,2200,7,2156,6,4,4X400,2,278,278,44,1,0,,1,44,0
1216209,Health Clinic,1216,12,DILA WA KHUSHAMAND,2318,7,1736,5,3,3X400,2,268,268,582,2,0,,2,291,291
1216210,Akbar Jan Shop,1216,12,DILA WA KHUSHAMAND,1236,4,1188,3,1,1X400,2,394,394,48,1,0,,1,48,0
1217211,Apsar Kot Mosque,1217,12,WAZAKHWAH,1467,5,1343,4,2,2X400,2,272,271,124,1,0,,1,124,0
1217212,Haji Adam Kala Mosque,1217,12,WAZAKHWAH,557,3,507,2,0,,2,254,253,50,1,0,,1,50,0
1217213,Khezar Khil center School,1217,12,WAZAKHWAH,957,4,937,3,1,1X400,2,269,268,20,1,0,,1,20,0
1217214,District Center Primary School,1217,12,WAZAKHWAH,1370,5,1362,4,2,2X400,2,281,281,8,1,0,,1,8,0
1217215,Gulalbi Mosque,1217,12,WAZAKHWAH,340,2,337,1,0,,1,337,0,3,1,0,,1,3,0
1217216,Haji Mohammad Naeem Mosque,1217,12,WAZAKHWAH,2125,7,2109,6,4,4X400,2,255,254,16,1,0,,1,16,0
1217217,Marjan Mosque,1217,12,WAZAKHWAH,2578,8,2569,7,5,5X400,2,285,284,9,1,0,,1,9,0
1217218,Noorani High School,1217,12,WAZAKHWAH,1928,6,1922,5,3,3X400,2,361,361,6,1,0,,1,6,0
1218219,Du Cheenah village Mosque,1218,12,WOR MAMAY,676,3,531,2,0,,2,266,265,145,1,0,,1,145,0
1218220,Police Old Office,1218,12,WOR MAMAY,1415,4,1097,3,1,1X400,2,349,348,318,1,0,,1,318,0
1218221,Du Cheenah village Shop,1218,12,WOR MAMAY,972,4,504,2,0,,2,252,252,468,2,0,,2,234,234
1218222,Eid Gul Melmastoon (Guest House),1218,12,WOR MAMAY,1754,5,1199,3,1,1X400,2,400,399,555,2,0,,2,278,277
1218223,Haji Bahlol Melmastoon (Guest House),1218,12,WOR MAMAY,1695,5,1138,3,1,1X400,2,369,369,557,2,0,,2,279,278
1218224,Wakeel Ghamai School,1218,12,WOR MAMAY,461,3,453,2,0,,2,227,226,8,1,0,,1,8,0
1218225,Clinic,1218,12,WOR MAMAY,930,3,702,2,0,,2,351,351,228,1,0,,1,228,0
1218226,District Center,1218,12,WOR MAMAY,1085,4,996,3,1,1X400,2,298,298,89,1,0,,1,89,0
1218227,District Center Secondary School,1218,12,WOR MAMAY,645,3,522,2,0,,2,261,261,123,1,0,,1,123,0
1218228,Sarozai Mosque,1218,12,WOR MAMAY,815,3,606,2,0,,2,303,303,209,1,0,,1,209,0
1218229,Haji Nawab Khan Melmastoon (Guest Ho,1218,12,WOR MAMAY,1314,4,1097,3,1,1X400,2,349,348,217,1,0,,1,217,0
1218230,Abdul Melmastoon (Guest House),1218,12,WOR MAMAY,1422,4,1130,3,1,1X400,2,365,365,292,1,0,,1,292,0
1219231,istriCT Center Toori School,1219,12,TURWO,1023,4,915,3,1,1X400,2,258,257,108,1,0,,1,108,0
1219232,Sarwar Khan Cheenah Mosque,1219,12,TURWO,1331,5,1300,4,2,2X400,2,250,250,31,1,0,,1,31,0
1219233,Kochka Mosque,1219,12,TURWO,629,3,619,2,0,,2,310,309,10,1,0,,1,10,0
1219234,Amarkhil Karez Mosque,1219,12,TURWO,1348,4,1190,3,1,1X400,2,395,395,158,1,0,,1,158,0
1219235,Bozah Mosque,1219,12,TURWO,1165,4,1157,3,1,1X400,2,379,378,8,1,0,,1,8,0
1219236,Saduzai Mosque,1219,12,TURWO,1757,6,1215,4,2,2X400,2,208,207,542,2,0,,2,271,271
1219237,Peshaki Mosque,1219,12,TURWO,666,3,652,2,0,,2,326,326,14,1,0,,1,14,0
1301001,Terai Bagh Shah High School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),952,3,781,2,0,,2,391,390,171,1,0,,1,171,0
1301002,Abdul Hai High School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),8308,22,7455,19,17,17X400,2,328,327,853,3,1,1X400,2,227,226
1301003,Sayed Hasan High School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),3985,11,2446,7,5,5X400,2,223,223,1539,4,2,2X400,2,370,369
1301004,Shashgar High School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),1681,5,1174,3,1,1X400,2,387,387,507,2,0,,2,254,253
1301005,Paktia University,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),3899,11,3256,9,7,7X400,2,228,228,643,2,0,,2,322,321
1301006,Rubat Boys School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),2169,6,1006,3,1,1X400,2,303,303,1163,3,1,1X400,2,382,381
1301007,Ba Ba Sadeq High School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),1230,4,688,2,0,,2,344,344,542,2,0,,2,271,271
1301008,Ibrahim Khil School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),166,2,143,1,0,,1,143,0,23,1,0,,1,23,0
1301010,Khudaidad Khil High School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),2786,8,1601,5,3,3X400,2,201,200,1185,3,1,1X400,2,393,392
1301011,Dadgul Mosque,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),4765,13,4101,11,9,9X400,2,251,250,664,2,0,,2,332,332
1301012,Banozai High School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),1317,5,837,3,1,1X400,2,219,218,480,2,0,,2,240,240
1301013,Darah High School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),750,3,588,2,0,,2,294,294,162,1,0,,1,162,0
1301014,Zaho Primary School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),2058,6,1016,3,1,1X400,2,308,308,1042,3,1,1X400,2,321,321
1301015,Khwaja Ali Mahlan High School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),1439,5,880,3,1,1X400,2,240,240,559,2,0,,2,280,279
1301016,Bala Deh School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),1681,5,979,3,1,1X400,2,290,289,702,2,0,,2,351,351
1301017,Nazar Gul Mosque,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),686,3,685,2,0,,2,343,342,1,1,0,,1,1,0
1301018,Zarbati Mosque,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),855,3,592,2,0,,2,296,296,263,1,0,,1,263,0
1301019,Abdullah Khil High School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),2681,8,1878,5,3,3X400,2,339,339,803,3,1,1X400,2,202,201
1301020,Teerah School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),3698,10,2305,6,4,4X400,2,353,352,1393,4,2,2X400,2,297,296
1301021,Serrai School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),769,3,265,1,0,,1,265,0,504,2,0,,2,252,252
1301022,Tandano School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),402,2,340,1,0,,1,340,0,62,1,0,,1,62,0
1301198,Deh Bashi High School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),1520,5,957,3,1,1X400,2,279,278,563,2,0,,2,282,281
1301199,Shah Qambar High School,1301,13,PROVINCIAL CAPITAL OF PAKTYA ( GARDEZ ),4686,12,3158,8,6,6X400,2,379,379,1528,4,2,2X400,2,364,364
1302023,Khwaja Ali Zyarat,1302,13,AHMADABA,772,3,536,2,0,,2,268,268,236,1,0,,1,236,0
1302024,Khwaja Khil Mosque,1302,13,AHMADABA,670,2,344,1,0,,1,344,0,326,1,0,,1,326,0
1302025,Haji Daleel Mosque,1302,13,AHMADABA,858,3,502,2,0,,2,251,251,356,1,0,,1,356,0
1302026,Rod High School,1302,13,AHMADABA,2614,8,1660,5,3,3X400,2,230,230,954,3,1,1X400,2,277,277
1302027,Feroz Khil High School,1302,13,AHMADABA,932,4,518,2,0,,2,259,259,414,2,0,,2,207,207
1302028,Salam Khil School,1302,13,AHMADABA,1217,4,723,2,0,,2,362,361,494,2,0,,2,247,247
1302029,Sarkai Malang Clinic,1302,13,AHMADABA,1132,4,721,2,0,,2,361,360,411,2,0,,2,206,205
1302030,Hassan Kala High School,1302,13,AHMADABA,1830,6,619,2,0,,2,310,309,1211,4,2,2X400,2,206,205
1302031,Mamozai Secondary School,1302,13,AHMADABA,3027,9,1247,4,2,2X400,2,224,223,1780,5,3,3X400,2,290,290
1302032,Machghalo High School,1302,13,AHMADABA,4750,12,2394,6,4,4X400,2,397,397,2356,6,4,4X400,2,378,378
1302033,Borgai School,1302,13,AHMADABA,4087,12,1209,4,2,2X400,2,205,204,2878,8,6,6X400,2,239,239
1302034,Akhund Khil Secondary School,1302,13,AHMADABA,2915,8,1168,3,1,1X400,2,384,384,1747,5,3,3X400,2,274,273
1302035,Fazel Khil Jame Mosque,1302,13,AHMADABA,1188,4,611,2,0,,2,306,305,577,2,0,,2,289,288
1302036,Mansour Khil Secondary School,1302,13,AHMADABA,1764,5,602,2,0,,2,301,301,1162,3,1,1X400,2,381,381
1303037,Shahi Kot School,1303,13,ZURMAT,1803,6,1772,5,3,3X400,2,286,286,31,1,0,,1,31,0
1303038,District Center Armah,1303,13,ZURMAT,693,3,630,2,0,,2,315,315,63,1,0,,1,63,0
1303048,Batoor High School,1303,13,ZURMAT,1121,4,1116,3,1,1X400,2,358,358,5,1,0,,1,5,0
1303049,Muqarab Khil Madrassah,1303,13,ZURMAT,1042,3,1042,3,1,1X400,2,321,321,0,0,0,,0,0,0
1303050,Sahak Clinic,1303,13,ZURMAT,1049,4,978,3,1,1X400,2,289,289,71,1,0,,1,71,0
1303051,Sahak High School,1303,13,ZURMAT,2761,7,2393,6,4,4X400,2,397,396,368,1,0,,1,368,0
1303052,Haibat School,1303,13,ZURMAT,2005,6,1940,5,3,3X400,2,370,370,65,1,0,,1,65,0
1303053,Shamolzai School,1303,13,ZURMAT,154,2,92,1,0,,1,92,0,62,1,0,,1,62,0
1303054,Shagom Bala Madrassah,1303,13,ZURMAT,581,3,20,1,0,,1,20,0,561,2,0,,2,281,280
1303055,Dagar Ji Mosque,1303,13,ZURMAT,2446,7,2155,6,4,4X400,2,278,277,291,1,0,,1,291,0
1303056,Dawlat Khan village Mosque,1303,13,ZURMAT,673,3,580,2,0,,2,290,290,93,1,0,,1,93,0
1303057,Kolalgo High School,1303,13,ZURMAT,2498,7,2333,6,4,4X400,2,367,366,165,1,0,,1,165,0
1303058,Itefaq School,1303,13,ZURMAT,2553,7,2320,6,4,4X400,2,360,360,233,1,0,,1,233,0
1303059,Koti Khil School,1303,13,ZURMAT,1062,4,999,3,1,1X400,2,300,299,63,1,0,,1,63,0
1303060,Dawlat Zai High School,1303,13,ZURMAT,1187,4,628,2,0,,2,314,314,559,2,0,,2,280,279
1303061,Nawe Kohi Mosque,1303,13,ZURMAT,2454,7,2224,6,4,4X400,2,312,312,230,1,0,,1,230,0
1303062,Aimani Khil Madrassah,1303,13,ZURMAT,2296,7,2045,6,4,4X400,2,223,222,251,1,0,,1,251,0
1303063,Zorr Kohi Madrassah,1303,13,ZURMAT,1971,6,1868,5,3,3X400,2,334,334,103,1,0,,1,103,0
1303064,Habibullah High School,1303,13,ZURMAT,2688,7,2360,6,4,4X400,2,380,380,328,1,0,,1,328,0
1303065,Alozo School,1303,13,ZURMAT,1535,5,1313,4,2,2X400,2,257,256,222,1,0,,1,222,0
1303066,Soorkai School,1303,13,ZURMAT,1457,5,1230,4,2,2X400,2,215,215,227,1,0,,1,227,0
1303067,Kam Jamali village Mosque,1303,13,ZURMAT,514,3,435,2,0,,2,218,217,79,1,0,,1,79,0
1304068,Shabak Primary School,1304,13,SHWAK,2033,7,1218,4,2,2X400,2,209,209,815,3,1,1X400,2,208,207
1304069,Ibrahim Khil High School,1304,13,SHWAK,2606,8,1370,4,2,2X400,2,285,285,1236,4,2,2X400,2,218,218
1304070,Ghalgai Primary School,1304,13,SHWAK,4118,11,2357,6,4,4X400,2,379,378,1761,5,3,3X400,2,281,280
1305071,Nasri Baba School,1305,13,WUZA JADRAN,1778,5,1188,3,1,1X400,2,394,394,590,2,0,,2,295,295
1305072,Adah Mosque,1305,13,WUZA JADRAN,1468,5,912,3,1,1X400,2,256,256,556,2,0,,2,278,278
1305073,Moti Mosque,1305,13,WUZA JADRAN,2368,7,1217,4,2,2X400,2,209,208,1151,3,1,1X400,2,376,375
1305074,School tent,1305,13,WUZA JADRAN,784,3,409,2,0,,2,205,204,375,1,0,,1,375,0
1305075,Ghorkai village School,1305,13,WUZA JADRAN,1046,4,844,3,1,1X400,2,222,222,202,1,0,,1,202,0
1305076,Wazai Primary School,1305,13,WUZA JADRAN,1172,4,737,2,0,,2,369,368,435,2,0,,2,218,217
1305077,Lotah Mosque,1305,13,WUZA JADRAN,1094,3,766,2,0,,2,383,383,328,1,0,,1,328,0
1305078,Ghorkai Kholah Madrassah,1305,13,WUZA JADRAN,813,3,606,2,0,,2,303,303,207,1,0,,1,207,0
1305079,Sargorrai Karez Primary School,1305,13,WUZA JADRAN,1148,3,798,2,0,,2,399,399,350,1,0,,1,350,0
1305080,Mata Khil Mosque,1305,13,WUZA JADRAN,2914,8,1780,5,3,3X400,2,290,290,1134,3,1,1X400,2,367,367
1305081,Shalam Mosque,1305,13,WUZA JADRAN,1735,5,1167,3,1,1X400,2,384,383,568,2,0,,2,284,284
1305082,Keen Lagad Mosque,1305,13,WUZA JADRAN,1165,4,586,2,0,,2,293,293,579,2,0,,2,290,289
1305083,Primary School,1305,13,WUZA JADRAN,1748,6,1212,4,2,2X400,2,206,206,536,2,0,,2,268,268
1306091,Boqar Mosque,1306,13,SAYYID KARAM,3558,10,1805,5,3,3X400,2,303,302,1753,5,3,3X400,2,277,276
1306093,Khan Khil School,1306,13,SAYYID KARAM,2952,8,1792,5,3,3X400,2,296,296,1160,3,1,1X400,2,380,380
1306094,Khoshal Khil Madrassah,1306,13,SAYYID KARAM,786,3,559,2,0,,2,280,279,227,1,0,,1,227,0
1306096,Shajanak School,1306,13,SAYYID KARAM,1183,4,597,2,0,,2,299,298,586,2,0,,2,293,293
1306097,Sameen Khil Madrassah,1306,13,SAYYID KARAM,2357,6,1190,3,1,1X400,2,395,395,1167,3,1,1X400,2,384,383
1306098,Karez Mosque,1306,13,SAYYID KARAM,2365,6,1200,3,3,3X400,0,0,0,1165,3,1,1X400,2,383,382
1306099,Khand Khil School,1306,13,SAYYID KARAM,1619,5,927,3,1,1X400,2,264,263,692,2,0,,2,346,346
1306100,Shiekhano Mosque,1306,13,SAYYID KARAM,1224,4,726,2,0,,2,363,363,498,2,0,,2,249,249
1306101,Sayed Karam District Center,1306,13,SAYYID KARAM,1726,6,1214,4,2,2X400,2,207,207,512,2,0,,2,256,256
1306102,Kondar Khilo Mosque,1306,13,SAYYID KARAM,1847,5,1064,3,1,1X400,2,332,332,783,2,0,,2,392,391
1306103,Loy Khwarr Mosque,1306,13,SAYYID KARAM,1396,4,770,2,0,,2,385,385,626,2,0,,2,313,313
1306104,Mach Mosque,1306,13,SAYYID KARAM,1509,5,925,3,1,1X400,2,263,262,584,2,0,,2,292,292
1307105,Kotkai Mosque,1307,13,JAJI,2404,7,1208,4,2,2X400,2,204,204,1196,3,1,1X400,2,398,398
1307106,Gul Ghundai Mosque,1307,13,JAJI,4137,11,2376,6,4,4X400,2,388,388,1761,5,3,3X400,2,281,280
1307107,Soor Gul School,1307,13,JAJI,3718,10,1832,5,3,3X400,2,316,316,1886,5,3,3X400,2,343,343
1307108,Mohammadullah School,1307,13,JAJI,2327,6,1176,3,1,1X400,2,388,388,1151,3,1,1X400,2,376,375
1307109,Faqeer Baba School,1307,13,JAJI,4699,13,2414,7,5,5X400,2,207,207,2285,6,4,4X400,2,343,342
1307110,Patlaw Clinic,1307,13,JAJI,2389,7,1235,4,2,2X400,2,218,217,1154,3,1,1X400,2,377,377
1307111,Ali Sangai Clinic,1307,13,JAJI,3521,10,1816,5,3,3X400,2,308,308,1705,5,3,3X400,2,253,252
1307112,Ahmad Khil School,1307,13,JAJI,3065,9,1700,5,3,3X400,2,250,250,1365,4,2,2X400,2,283,282
1307113,Khwazi Khil Speen Masjid Mosque,1307,13,JAJI,2322,6,1183,3,1,1X400,2,392,391,1139,3,1,1X400,2,370,369
1307114,Kanna Khil School,1307,13,JAJI,2927,8,1802,5,3,3X400,2,301,301,1125,3,1,1X400,2,363,362
1307115,Mahram Astya School,1307,13,JAJI,1193,4,616,2,0,,2,308,308,577,2,0,,2,289,288
1307116,Sangar Mosque,1307,13,JAJI,4903,13,2214,6,4,4X400,2,307,307,2689,7,5,5X400,2,345,344
1307118,Badali School,1307,13,JAJI,2907,8,1749,5,3,3X400,2,275,274,1158,3,1,1X400,2,379,379
1307119,Zarakhil Madrassah,1307,13,JAJI,3069,9,1669,5,3,3X400,2,235,234,1400,4,2,2X400,2,300,300
1307120,Saleh Koti Mosque,1307,13,JAJI,2312,6,1198,3,1,1X400,2,399,399,1114,3,1,1X400,2,357,357
1307121,Shagai Mosque,1307,13,JAJI,2780,8,1569,4,2,2X400,2,385,384,1211,4,2,2X400,2,206,205
1307122,Khairmani School,1307,13,JAJI,4716,13,2421,7,5,5X400,2,211,210,2295,6,4,4X400,2,348,347
1307123,Sarwan Khil School,1307,13,JAJI,1860,6,1353,4,2,2X400,2,277,276,507,2,0,,2,254,253
1307124,Mari Khil School,1307,13,JAJI,1204,4,629,2,0,,2,315,314,575,2,0,,2,288,287
1307125,Rokyano Madrassah,1307,13,JAJI,1201,4,631,2,0,,2,316,315,570,2,0,,2,285,285
1307126,Hasan Algadi Mosque,1307,13,JAJI,1302,4,661,2,0,,2,331,330,641,2,0,,2,321,320
1307127,Kharloti Hospital,1307,13,JAJI,1180,4,597,2,0,,2,299,298,583,2,0,,2,292,291
1308128,Moshkah Clinic,1308,13,LAJA AHMAD KHEL,1087,4,635,2,0,,2,318,317,452,2,0,,2,226,226
1308129,Mirazi School,1308,13,LAJA AHMAD KHEL,986,4,520,2,0,,2,260,260,466,2,0,,2,233,233
1308130,Dawlat Khil Mosque,1308,13,LAJA AHMAD KHEL,1859,6,1026,3,1,1X400,2,313,313,833,3,1,1X400,2,217,216
1308131,Meerazi High School,1308,13,LAJA AHMAD KHEL,1180,4,585,2,0,,2,293,292,595,2,0,,2,298,297
1308132,Tarkanani Sikandar Khil Mosque,1308,13,LAJA AHMAD KHEL,1421,5,826,3,1,1X400,2,213,213,595,2,0,,2,298,297
1308133,Sikandar Khil High School,1308,13,LAJA AHMAD KHEL,2410,7,1219,4,2,2X400,2,210,209,1191,3,1,1X400,2,396,395
1308134,Sikander Khil Girls School,1308,13,LAJA AHMAD KHEL,2363,6,1184,3,1,1X400,2,392,392,1179,3,1,1X400,2,390,389
1308135,Moti School,1308,13,LAJA AHMAD KHEL,2412,7,1233,4,2,2X400,2,217,216,1179,3,1,1X400,2,390,389
1308136,Sulaiman Khil Mosque,1308,13,LAJA AHMAD KHEL,1888,6,1071,3,1,1X400,2,336,335,817,3,1,1X400,2,209,208
1308137,Wanas Khil Mosque,1308,13,LAJA AHMAD KHEL,2381,7,1208,4,2,2X400,2,204,204,1173,3,1,1X400,2,387,386
1308138,Jenaza Bagh Clinic,1308,13,LAJA AHMAD KHEL,1760,5,1179,3,1,1X400,2,390,389,581,2,0,,2,291,290
1308139,Shwat School,1308,13,LAJA AHMAD KHEL,2371,7,1351,4,2,2X400,2,276,275,1020,3,1,1X400,2,310,310
1308140,Shwat Clinic,1308,13,LAJA AHMAD KHEL,2372,7,1203,4,2,2X400,2,202,201,1169,3,1,1X400,2,385,384
1308141,Da Makhki Kali Jame Mosque,1308,13,LAJA AHMAD KHEL,1210,4,624,2,0,,2,312,312,586,2,0,,2,293,293
1309142,Chinari Madrassah,1309,13,JANI KHEL,1079,4,598,2,0,,2,299,299,481,2,0,,2,241,240
1309143,Da Manzal Gadai Mosque,1309,13,JANI KHEL,2925,8,1191,3,1,1X400,2,396,395,1734,5,3,3X400,2,267,267
1309144,Mulla Gul Mosque,1309,13,JANI KHEL,2320,6,1190,3,1,1X400,2,395,395,1130,3,1,1X400,2,365,365
1309145,Da Drande Mosque,1309,13,JANI KHEL,873,3,491,2,0,,2,246,245,382,1,0,,1,382,0
1309146,Da Drande Mosque,1309,13,JANI KHEL,2931,8,1756,5,3,3X400,2,278,278,1175,3,1,1X400,2,388,387
1309147,Jani Khil High School,1309,13,JANI KHEL,6124,17,4069,11,9,9X400,2,235,234,2055,6,4,4X400,2,228,227
1309148,Chelam School,1309,13,JANI KHEL,1471,5,1254,4,2,2X400,2,227,227,217,1,0,,1,217,0
1309149,Moti village Mosque,1309,13,JANI KHEL,602,2,337,1,0,,1,337,0,265,1,0,,1,265,0
1309150,Awgur High School,1309,13,JANI KHEL,2360,7,1201,4,2,2X400,2,201,200,1159,3,1,1X400,2,380,379
1309151,Kotki Mosque,1309,13,JANI KHEL,1847,5,659,2,0,,2,330,329,1188,3,1,1X400,2,394,394
1310152,District Center Hospital,1310,13,SAMKANI,3009,9,2050,6,4,4X400,2,225,225,959,3,1,1X400,2,280,279
1310153,Chamkanai High School,1310,13,SAMKANI,2704,7,1993,5,3,3X400,2,397,396,711,2,0,,2,356,355
1310154,Koz Hesarak Kali Mosque,1310,13,SAMKANI,1686,6,835,3,1,1X400,2,218,217,851,3,1,1X400,2,226,225
1310155,Manda Khil High School,1310,13,SAMKANI,2795,8,1873,5,3,3X400,2,337,336,922,3,1,1X400,2,261,261
1310156,Sulaiman Khil Mosque,1310,13,SAMKANI,3552,10,1811,5,3,3X400,2,306,305,1741,5,3,3X400,2,271,270
1310157,Chinar Mosque,1310,13,SAMKANI,2378,6,1194,3,1,1X400,2,397,397,1184,3,1,1X400,2,392,392
1310158,Lowarre Madrassah,1310,13,SAMKANI,1846,6,1241,4,2,2X400,2,221,220,605,2,0,,2,303,302
1310159,Babu Khil School,1310,13,SAMKANI,2002,6,1203,4,2,2X400,2,202,201,799,2,0,,2,400,399
1310160,Koz Nawabad Kali Mosque,1310,13,SAMKANI,3378,10,1705,5,3,3X400,2,253,252,1673,5,3,3X400,2,237,236
1310161,Nargesi School,1310,13,SAMKANI,1703,5,1106,3,1,1X400,2,353,353,597,2,0,,2,299,298
1310162,Bar Mangalyar Mosque,1310,13,SAMKANI,2923,9,1205,4,2,2X400,2,203,202,1718,5,3,3X400,2,259,259
1310163,Eid Gul Mosque,1310,13,SAMKANI,1490,5,881,3,1,1X400,2,241,240,609,2,0,,2,305,304
1310164,Bagyarr School,1310,13,SAMKANI,2340,6,1200,3,3,3X400,0,0,0,1140,3,1,1X400,2,370,370
1310165,Bagyarr Mosque,1310,13,SAMKANI,3425,10,1739,5,3,3X400,2,270,269,1686,5,3,3X400,2,243,243
1311166,Soorgi Mosque,1311,13,DAND PATAN,2316,6,1169,3,1,1X400,2,385,384,1147,3,1,1X400,2,374,373
1311167,Secondary School,1311,13,DAND PATAN,2310,6,1170,3,1,1X400,2,385,385,1140,3,1,1X400,2,370,370
1311168,Saltak Moqbil Secondary School,1311,13,DAND PATAN,3515,10,1797,5,3,3X400,2,299,298,1718,5,3,3X400,2,259,259
1311169,Speen Jomat Mosque,1311,13,DAND PATAN,2398,7,1216,4,2,2X400,2,208,208,1182,3,1,1X400,2,391,391
1311170,Sherwanah Algaddah School,1311,13,DAND PATAN,2158,6,1519,4,2,2X400,2,360,359,639,2,0,,2,320,319
1311171,Matawarkh Mosque,1311,13,DAND PATAN,2416,7,1185,3,1,1X400,2,393,392,1231,4,2,2X400,2,216,215
1311172,Shpole Khola Mosque,1311,13,DAND PATAN,1446,5,630,2,0,,2,315,315,816,3,1,1X400,2,208,208
1311173,Girls Secondary School,1311,13,DAND PATAN,1608,5,629,2,0,,2,315,314,979,3,1,1X400,2,290,289
1311174,Momin Kali Mosque,1311,13,DAND PATAN,1542,5,576,2,0,,2,288,288,966,3,1,1X400,2,283,283
1311175,District Building,1311,13,DAND PATAN,2031,6,851,3,1,1X400,2,226,225,1180,3,1,1X400,2,390,390
1311176,Mir Mohammaduddin Mosque,1311,13,DAND PATAN,1966,6,986,3,1,1X400,2,293,293,980,3,1,1X400,2,290,290
1311177,Mir Hasan Jame Mosque,1311,13,DAND PATAN,2628,8,1284,4,2,2X400,2,242,242,1344,4,2,2X400,2,272,272
1311178,Darang Secondary School,1311,13,DAND PATAN,2351,7,589,2,0,,2,295,294,1762,5,3,3X400,2,281,281
1312179,Sharabak Primary School,1312,13,LAJA MANGAL,1142,4,576,2,0,,2,288,288,566,2,0,,2,283,283
1312180,Tushnak School,1312,13,LAJA MANGAL,4043,11,2318,6,4,4X400,2,359,359,1725,5,3,3X400,2,263,262
1312181,Lalak Kahool Madrassah,1312,13,LAJA MANGAL,2347,7,611,2,0,,2,306,305,1736,5,3,3X400,2,268,268
1312182,Khairani School,1312,13,LAJA MANGAL,3264,10,2019,6,4,4X400,2,210,209,1245,4,2,2X400,2,223,222
1312183,Lajjah Primary School,1312,13,LAJA MANGAL,1997,6,840,3,1,1X400,2,220,220,1157,3,1,1X400,2,379,378
1312184,Kharkai Mosque,1312,13,LAJA MANGAL,809,3,363,1,0,,1,363,0,446,2,0,,2,223,223
1312185,District School,1312,13,LAJA MANGAL,733,3,210,1,0,,1,210,0,523,2,0,,2,262,261
1312186,Dodi Mosque,1312,13,LAJA MANGAL,1185,4,605,2,0,,2,303,302,580,2,0,,2,290,290
1312187,Lajjah Mangal School,1312,13,LAJA MANGAL,4111,11,2386,6,4,4X400,2,393,393,1725,5,3,3X400,2,263,262
