id,gender,party,name,name_dari,ballotNumber,incumbent,electedPreliminary,electedFinal
2293010,M,independent,Hajji Khuda Bakhsh Katib,حاجی خدابخش  کاتب,4,False,2825,2824
2293013,F,independent, Dr. Nosh Afarin Shahab Daulati,داکتر نوش آفرین شهاب دولتی,13,True,3128,3128
2293014,M,independent,Noor Ali,نور علی,21,False,6352,6586
2293015,F,independent,Jamila Amami,جمیله امامی,6,False,397,400
2293016,F,independent,Rabia Raji,رابعه راجی,18,False,1318,1317
2293017,F,independent,Seema Joyenda,سیما جوینده,31,False,3991,3960
2293018,M,independent,Hajji Qurban Kohistnai,حاجی قربان کوهستانی,25,True,15529,15698
2293019,F,independent, Marzia Rahimi,مرضیه رحیمی,16,False,1850,1863
2293020,F,independent,Shah Jahan Rasool Seddiqi,شاه جهان رسول صدیقی,23,False,1446,1607
2293021,M,independent,Sayed Baqir Sajadi,سید باقر سجادی,17,False,2145,2157
2293022,M,independent,Maulawi Noor Mohammad,مولوی نور محمد,7,False,175,175
2293023,M,independent,Rajab Ali Danish Lalli,رجبعلی  دانش لعلی,40,False,1177,1197
2306074,M,independent, Ustad Muhammad Qasim Shabnam,استاد محمد قاسم شبنم,37,False,684,675
2358008,F,independent,Nasreen Hamid,نسرین حمید,438,False,190,190
2364003,M,Political party, Qurban Ali Faseehi,قربان علی فصیحی,117,False,967,967
2364459,M,independent,Sayed Muhammad Anwar Hashimi,سید محمد انور  هاشمی,633,False,265,266
2379858,M,independent,Muhammad Ismail Khan Majroh,محمداسماعیل خان مجروح,26,False,292,292
2382689,M,independent,Dagarwal Nik Muhammad Abbasi,دگروال نیک محمد عباسی,35,False,276,278
2389901,M,independent,Alhaj Karam ‐ud‐ Din Reza Zada,الحاج کرام الدین رضا زاده,15,False,12377,12352
2390314,M,independent,Hajji Parwiz Arab Zada,حاجی پرویز عرب زاده,439,False,637,638
2390316,M,independent,Sayed Naiem Sadat,سید نعیم سادات,435,False,390,390
2391691,M,independent,Hajji Ahmad Khan Rasooli,حاجی احمد خان   رسولی,38,False,10850,11231
2395900,M,independent, Wali Wahdat Yar Ahmadzai,والی وحدت یار احمدزی,34,False,3637,1558
2403824,M,independent, Muhammad Naseem,محمد نسیم,32,False,3255,3297
2450650,F,independent,Ustad Maliha Arzish,استاد ملیحه ارزش,9,False,890,921
2450928,F,independent, Kubra Dehqan,کبرا دهقان,76,True,1051,978
2451078,F,independent,Kubra Sadat Ghaznawi,کبرا سادات غزنوی,10,False,278,278
2474774,M,independent,Abdul Wali Niazi,عبدالولی نیازی,44,False,6892,7811
2487910,M,independent, Rohullah Ahadi,روح الله احدی,13,False,1749,1749
2488030,M,independent,Eng. Bahlol Safi,انجنیر بهلول صافی,7,False,324,326
2492904,F,independent,Senator Reda Azimi,سناتور  ریدا عظیمی,1,False,969,970
2496015,M,independent, Alhaj Maulana Abdul Rahman Hakemi,الحاج مولانا عبدالرحمن حکیمی,13,False,2037,2037
2496995,F,independent,Zakia Sangeen,ذکیه سنگین,54,False,1801,1802
2497806,M,independent,Colonel Abdul Wali Toofan Taraki,‌ډګروال عبدالولی طوفان تره کی,45,False,62,390
2501845,M,independent,Hajji Fazal Said Khili,,35,False,12857,
2504924,F,independent, Azima Sadat,عظیمه سادات,47,False,352,352
2504925,F,independent,Samiah Azizi Sadat,سامعه  عزیزی  سادات,31,True,1627,1679
2504926,M,independent,Hajji Abdul Shukor Qudosi,حاجی عبدالشکور قدوسی,32,False,4627,4669
2504928,M,independent,Alhajj Gull Aqa Rahemi,الحاج گل آقا رحیمی,34,False,1738,1751
2504929,M,independent,Eng. Abdul Ghafar Gheyasi,انجنیر عبدالغفار غیاثی,11,False,367,369
2504931,M,independent,Maulawi Rahmatullah Jamal,مولوی رحمت الله جمال,39,False,920,967
2504933,M,independent,Alhaj Sebat,الحاج  ثبات,3,False,71,72
2504934,M,independent,Hajji Najeebullah Najeeb,حاجی نجیب الله نجیب,12,False,4147,4156
2505898,M,independent,Abdul Khalil Bayani,عبدالخلیل بایانی,4,False,2174,2182
2506889,M,independent,Alhaj Mir Rhman Rahmani,الحاج میرالرحمن رحمانی,10,False,16929,16998
2508001,M,independent,Sayed Abdul wahid Shah Mustafawi,سید عبدالاحمد شاه مصطفوی,26,False,473,475
2518311,M,independent, General Habibullah Salangyar,جنرال حبیب الله سالنگیار,42,False,67,67
2524232,M,independent,Muhammad Yasen Kashmir,محمد یاسین کشمیر,49,False,148,150
2525097,M,independent, Hajji Abdul Satar,حاجی عبدالستار,36,False,4441,4445
2529011,M,independent, Ghulam Ali Azad,غلام علی آزاد,31,False,525,525
2533728,M,independent, Alhaj Lutfullah Haqbeen,الحاج لطف الله  حقبین,17,False,2045,2541
2534340,M,independent, Hajji Masjidi Ghorbandi,حاجی مسجدی غوربندی,18,False,994,989
2547206,F,independent, Gulshan Shamim Rasoli,گلشن شمیم رسولی,75,False,478,504
2575211,M,independent, Maulawi Muhibullah Sharefi,مولوی محب الله شریفی,91,False,441,478
2610122,M,independent,Dr. Noorullah,داکتر نورالله,90,False,536,536
2611481,M,independent,Eng. Amanullah Bariz,انجینرامان الله  بارز,45,False,2941,2941
2611512,M,independent,Hajji Muhammad  Omar Khan Hussain Khil Ahmadzai,حاجی محمد عمر خان حسین خیل احمدزی,32,False,546,456
2611593,M,independent,Amin Gul,امین گل,1,False,6,6
2622602,M,independent,Serandoy Shazada Tawheedmal,څیړندوی شهزاده توحید مل,39,False,1072,1031
2630505,F,independent,Reza Gull,ریزه ګل,26,False,384,368
2630506,M,independent, Said Abdul Qadir Gailani,سید عبدالقادر   ګیلانی,34,False,698,697
2630526,M,independent, Wakel Hajji Talib,وکیل حاجی طالب,48,False,103,103
2642707,F,independent, Nazia Adilyar,نازیه  عادلیار,34,False,1498,1503
2646561,M,independent, Talib Hussain Muhadi,طالب حسین موحدی,36,False,954,954
2653904,M,independent,Eid Muhammad Rezayee Paktiawal,عید محمد رضائی پکتیاوال,54,False,513,512
2654101,M,independent, Aziz Agha,عزیز آغا,73,False,64,64
2655914,M,independent,Ali Yawar Hussain Zada,علی یاور حسین زاده,26,False,4989,4986
2701411,F,independent,Khalida Ghaznawi,خالده غزنوی,32,False,140,140
2705751,M,independent,Muhammad Hashim Fasihi,محمد هاشم فصیحی,22,False,3014,3013
2707162,M,independent, Hajji Agha Jan,حاجی آغا جان,36,False,3574,3574
2707649,M,independent,Maulawi Amin-u-Din Muzafari,مولوی امین الدین  مظفری,2,False,534,534
2710795,M,independent,Abdul Qadir Wahidi,عبدالقادر واحدی,55,True,169,169
2741702,F,independent, Fatima Hashimi,فاطمه هاشمی,27,False,4678,4678
2754991,F,independent,Brishna Rabie,برشنا ربیع,71,False,3229,3229
2759639,M,independent,Alhaj Muhammad Abdah,الحاج محمد عبدّه,7,True,14197,14173
2779587,M,independent,Hajji Shaikh  Muhammad Baqir Natiqi,حاج شیخ محمد باقر ناطقی,28,False,111,111
2780104,M,independent, Dr. Azizullah Kohistani,داکتر عزیز الله کوهستانی,57,False,88,88
2783508,F,independent,Ustad Kamila Rawoofi,استاد کامله روفی,10,False,289,288
2800760,M,independent,Sayed Muhammad Islami,سید محمد اسلامی,5,False,1171,1167
2800814,M,independent,Alhaj Muhammad Yusuf Ghazanfar,الحاج محمد یوسف غضنفر,53,False,10758,10621
2801599,M,independent,Alhaj Sayed Shams ‐ ud‐ Din Sadat,الحاج سید  شمس الدین سادات,33,False,6342,6343
2801887,M,independent,Eng. Zalmay Zaheer,انجینر زلمی ذهیر,112,False,241,241
2803114,M,independent,Alhaj Sayed Abdul Qader Sayad,الحاج سید عبدالقدیر صیاد,4,True,3851,3897
2803117,M,independent,Maulawi Hafiz-u-Rahman Haidari,مولوی حافظ الرحمن حیدری,45,False,414,443
2812180,M,independent,Hajji Amanullah Hamdard,حاجی امان الله   همدرد,47,False,2120,2119
2814184,M,independent,Dr. Abdul Qayoom Sajadi,داکتر عبدالقیوم  سجادی,28,False,6846,6898
2823707,M,independent, Dr. Muhammad Rahman,ډاکټر محمد الرحمن,20,False,76,74
2829966,M,independent, Eng. Muhammad Alam Qarar,انجینر محمد عالم قرار,45,True,8239,8215
2864462,M,independent, Hajji Muhammad Tahir Safi,حاجی محمد طاهر صافی,15,False,91,91
2864836,M,independent, Hussain Ali Shefayee,حسین علی شفائی,69,False,1308,1308
2893322,F,independent,Dr. Huma Shamim,داکترهما شمیم,23,False,830,830
2893485,M,independent,Muhammad Mustafa Yasa,محمد مصطفی یاسا,6,False,181,181
2894166,M,independent, Hajji Khushal,حاجی خوشحال,13,False,42,42
2915910,M,independent,Ghulam Wais Seddiqi,غلام ویس صدیقی,32,False,91,91
2918166,M,independent,Hajji Abdul Aahad Durani,حاجی عبدالاحمد درانی,8,False,14520,12774
2918784,M,Political party, Dr. Mohammad Ibrahim Karimi,دوکتور محمد ابراهیم کریمی,32,False,436,440
2919088,F,independent,Fakhria Rahmani,فخریه رحمانی,4,False,757,753
2933779,M,independent,Hajji Abasi,حاجی عباسی,27,False,4196,4197
2934400,F,independent,Ruqia Naiel,رقیه نایل,19,True,8563,8747
2958101,M,independent, Muhammad Sharif Shamal,محمد شریف شمال,13,False,113,115
2958102,M,independent, Zabit Shams-u-din Said Kheli Safi,ظابط شمس الدین سیدخیلی صافی,40,False,479,489
2958104,M,independent,Eng. Homayoon,انجنیر همایون,23,False,7710,7775
2958107,M,independent, Alhaj Dr. Abdul Razaq Azimi,الحاج داکتر عبدالرزاق عظیمی,27,False,1226,1228
2958108,M,independent, Alhaj Muhammad Zada Parsa,الحاج محمد زاده پارسا,25,False,192,195
2958201,M,independent,Asadullah Saadati,اسدالله سعادتی,23,False,12742,12742
2958202,M,independent,Dur Muhammad Ibrahimi,درمحمد ابراهیمی,1,False,7055,7055
2958203,F,independent,Amir Taj Seerat,امیرتاج سیرت,11,False,7753,7753
2958204,F,independent,Raihana Mahdi Zada,ریحانه مهدی زاده,19,False,2204,2204
2958205,M,independent,Dr. Din Muhammad Ferotan,دکتور دین محمد فروتن,6,False,2889,2889
2958207,M,independent,Sayed Tahir Etimadi Biri,سید طاهر اعتمادی بیری,5,False,3282,3282
2958208,M,independent,Eng. Sayed Malik Shah,انجنیر سید مالک شاه,18,False,1406,1406
2958209,M,independent,Sayed Muhammad Dawoud Nasiri Ex Sanator,سید محمد داود ناصری سناتور اسبق,7,False,9108,9108
2958211,M,Political party,Hajji Muhammad Baqir Sharifi,حاجی محمد باقر شریفی,22,False,1721,1721
2958212,M,independent,Hussain Ansari,حسین انصاری,21,False,5080,5080
2958213,M,independent,Pilot Shir Muhammad,پیلوت شیر محمد,14,False,1420,1420
2958214,M,independent,Muhammad Noor Akbari,محمد نور اکبری,8,True,15780,15780
2958215,F,independent,Kubra Maruji,کبرا مروجی,20,False,6926,6926
2958216,M,independent,Sayed Muhammad Jawad Musawi,سید محمد جواد موسوی,17,False,7787,7787
2958217,M,independent,Ustad Sayed Hamid Sajadi,استاد سید حامد سجادی,24,False,870,870
2958218,M,independent, Ghulam Yahya Akhlaqi,غلام یحیی اخلاقی,30,False,679,679
2958219,M,independent,Muhammad Zaman Atrafi,محمد زمان اطرافی,28,False,8868,8868
2958220,M,independent,Dr. Muhammad Ali Satigh,داکتر محمدعلی ستیغ,3,True,6109,6109
2958221,M,independent,Zamin Poya,,10,False,143,
2958402,M,independent, Sayed Habib ‐ur‐ Rahman,سید حبیب الرحمن,64,False,623,623
2958403,M,independent,Muhammad Seddiq Abedi A.K.A Suhrab,محمد صدیق عابدی مشهور به سهراب,93,False,1428,1430
2958404,M,independent,Malim Muhammad Aslam,معلم محمداسلم,11,False,555,558
2958405,F,independent, Habiba Danish,حبیبه  دانش,21,True,4955,4866
2958406,M,independent, Asadullah Walwalji,اسدالله  ولوالجی,13,False,4346,4343
2958407,M,independent, Mawlawi  Muhammad Tayeb Tariqi,مولوی محمد طیب  طارقی,69,False,104,104
2958408,M,independent,Mawlana Haseeb,مولانا  حسیب,40,False,536,536
2958409,M,independent,Muhammad Ishaq Farjad,محمد اسحق  فرجاد,52,False,226,225
2958410,F,independent,Dr. Huria Qurbani Aziz,داکتر حوریه قربانی عزیز,59,False,712,713
2958411,M,independent,Dr. Muhammad Sabir Adab,دکتور محمد صابر  ادب,39,False,506,506
2958412,M,independent,Alhaj Fazal Ahmad Brakat,الحاج فضل احمد بورگت,19,False,3338,3337
2958413,M,independent,Abdul Wahid Khurasani,عبدالواحد  خراسانی,44,False,1564,1564
2958414,M,independent,Shafiqullah Rasooli,شفیق الله  رسولی,48,False,2050,2050
2958415,M,independent,Sayed Abdul Hadi Dabir,سید عبدالهادی  دبیر,26,False,1275,1274
2958416,F,independent,Maryam Kofi,مریم   کوفی,32,False,3886,3907
2958417,M,independent,Dr. Abdul Qadir Ahmadi,داکتر عبدالقادر  احدی,2,False,2333,2332
2958418,M,independent,Alhaj Abdul Rahman,,10,False,315,
2958419,M,independent,Mirza Abdul Rahim,میرزا عبدالرحیم,16,False,5000,5016
2958420,M,independent, Ihsanullah Sadat,احسان الله سعادت,71,False,102,101
2958421,M,independent, Muhammad Qaied Afandi,محمد قائد افندی,68,False,650,649
2958422,M,independent,Maulawi Abdul Aziz Shujaa,مولوی عبدالعزیز   شجاع,42,False,2179,2172
2958423,M,independent, Muhammad Akbar Anwari,محمداکبر  انوری,53,False,218,217
2958425,M,independent, Muhammad Dawood Taluqani,محمد داود تالقانی,75,False,1534,1534
2958426,M,independent,Alhaj Commander Sayed Iqbal,الحاج قوماندان سید اقبال,49,False,2308,2308
2958427,M,independent,Qazi Abdul Baqi Fitrat,قاضی عبدالباقی   فطرت,80,False,1449,1449
2959902,M,independent,Ustad Aziz Ahmad Hanif,استاد عزیزاحمدحنیف,10,False,1590,1590
2959903,M,independent,Abdul Hafiz Fakhri ,عبدالحفیظ فخری,2,False,565,565
2959904,M,independent,Hajji Abdul Basir,حاجی عبدالبصیر,3,False,1648,1648
2959905,F,independent,Fatima Yasar,فاطمه یاسر,5,False,346,346
2964827,M,independent, Bakhto Jan Gurbati Wardak,بختو جان گربتی وردک,18,False,86,110
2965261,M,independent, Alhaj Maulawi Abdul Qahar Haqani,الحاج مولوی عبدالقهار حقانی,28,False,105,105
3008466,M,independent,Muhammad Musa Alemi Turkamani,محمد موسی عالمی ترکمنی,468,False,1507,1510
3008777,M,independent,Hajji Ramazan Hussain Zada,حاجی رمضان حسین زاده,361,False,1602,1612
3008892,M,independent, Amar Samad,آمر صمد,581,False,934,937
3010721,M,independent,Muhammad Amin Gawhari,محمد امین گوهری,191,False,45,46
3011924,F,independent,Masooda Ansari,مسعوده انصاری,512,False,59,59
3011960,F,independent,Farida Tarana,فریده ترانه,625,False,140,140
3017493,M,independent, Eng. Abas Noyan,انجنیر عباس نویان,387,False,2263,2267
3046974,M,independent, Latif Zhuwandai,لطیف ژوندی,397,False,843,827
3064404,M,independent, Gul Muhammad Guzai,گل محمد گلزی,21,False,3305,2976
3064405,M,independent, Khalid Faroqi,خالد فاروقی,18,True,2506,2393
3064406,M,independent, Mahmood Khan Suliman Khil,,17,False,7604,
3064407,M,independent, Hajji Abdul Qadeer,حاجی عبدالقدیر,20,False,3876,3880
3064408,F,independent,Mah Khuban,ماه خوبان,6,False,511,425
3064409,M,independent, Zakem Khan,زکیم خان,16,False,2290,2296
3064411,F,independent,Dr. Khadijah,داکتر خدیجه,8,False,966,965
3064412,F,independent, Gul Andama Dena,گل اندامه دینا,19,False,187,189
3064415,M,independent,Hajji Muhammad Rahim Katawazai,,1,False,4598,
3064416,F,independent,Suraya Akbari,ثریا اکبری,10,False,1312,1318
3086953,M,independent,Nadir Khan Suliman Khil,نادر خان سلیمان خیل,4,False,681,687
3108159,M,independent, Hajji Muhammad Omar Khan,حاجی محمد عمر خان,27,False,2148,2129
3119023,M,independent,Hajji Abdul Latif Haroni,حاجی عبدالطیف هارونی,10,False,5265,5250
3121280,M,independent,Alhaj Abdul Satar Mubariz,الحاج عبدالستار مبارز,83,False,1655,1656
3133145,M,independent,Hajji Abdul Salam Qazi Zada,حاجی عبدالسلام قاضی زاده,84,True,1729,1728
3138519,F,independent, Farishta Hashim Zada,فرشته  هاشمزاده,20,False,375,377
3142644,M,independent,Hajji Muhammad Arif Gudam Dar,حاجی محمد عارف گدام دار,92,False,3709,3691
3151411,M,independent,Najeebullah Nabeel,نجیب الله نبیل,12,False,427,430
3152923,M,independent, Muhammad Akbar Noori,محمداکبر نوری,33,False,647,647
3155664,M,independent, Abdul Sabor Khidmat ,عبدالصبور خدمت,34,False,2410,2415
3158719,M,independent,Sharifullah Kamawal,شریف اله کامه وال,645,False,4191,3876
3159466,M,independent,Ghulam Rasool Alizada,غلام رسول علیزاده,66,False,351,374
3169528,M,independent,Baser Khan,بصیر خان,72,False,285,286
3187393,M,independent,Hajji Maulawi Ghulam Nabi Karimi Baloch,حاجی مولوی غلام نبی کریمی  بلوچ,45,False,5323,5201
3190421,M,independent,Ghulam Muhammad Ghubar,غلام محمد غبار,108,False,572,572
3228515,M,independent,Muhammad Ali Alizada,محمدعلی علی زاده,76,False,8497,8498
3241001,M,independent,Aqay Bahr,آقای بحر,20,False,13284,13385
3248044,M,independent,Alhaj Dr. Muhammad Ghani Bahaduri,الحاج دوکتور محمد غنی بهادری,1,False,35,35
3255455,M,independent, Eng. Noor Muhammad Sidaqat,انجنیر نورمحمد  صداقت,29,False,4130,4130
3266610,M,independent,Muhammad Khalid Suliman Khil,محمد خالد سلیمان خیل,422,False,99,101
3269129,M,independent,Hajji Wali Jan Sabiri,حاجی ولی جان   صابری,10,True,1194,1208
3281126,M,independent, Hajji Ghulam Naqeeb Jamuradwal,حاجی غلام نقیب جامرادوال,70,False,261,274
3305132,M,independent,Turan Sahib Abdul  Khaliq Khan Balakarzai,تورن صاحب عبدالخالق خان بالاکرزی,27,False,5491,5663
3338477,M,independent,Alhaj Sayed Abdul Basir Ahmadi Dehqan,الحاج سید عبدالبصیر احمدی دهقان,1,False,1619,1462
3340708,F,independent, Layluma Wali Hakimi,لیلماه ولی حکمی,107,False,2579,2625
3370931,M,independent,Alhaj Qazi Sharab ‐u‐ din Bidaki,الحاج قاضی شراب الدین بیدکی,81,False,806,806
3410638,M,independent,Timor Shah Khan,تیمور شاه خان,15,False,92,84
3411775,M,independent,Hajji Muhammad Ismail Zabuli,,6,False,2474,
3416766,M,independent, Nematullah Rakazai,نعمت الله رکازی,30,False,227,225
3434892,M,independent,Ezatullah Wasifi,عزت الله واصفی,36,False,688,688
3440409,M,independent,Dr. Abdul Rahman Achak,ډاکټر عبدالرحمن اڅک,36,False,1606,1517
3440463,M,independent,Dr. Abdul Haq,داکتر عبدالحق,274,False,1180,1180
3440614,M,independent,Alhaj Abdul Wasa Turkmani,الحاج عبدالواسع ترکمنی,257,False,900,901
3441016,M,independent, Mushtaq Kabir,مشتاق کبیر,535,False,484,484
3441993,M,independent, Leyaqat Ali Amini,لیاقت علی امینی,334,False,98,102
3443958,M,independent, Shamsullah Javid,شمس اله جاوید,239,False,343,355
3445024,M,Political party,Dr. Sadr‐ud‐Din Fakhri,دکتور صدرالدین فخری,63,False,608,621
3455588,M,independent, Hajji Khawas Haqyar,حاجی خواص  حق یار,210,False,105,107
3466235,M,independent,Agha Saeed Sadat,آغا سعید سادات,574,False,1244,1249
3466501,M,independent,Hajji Rohullah Kharoti,,320,False,11,
3466503,M,independent,Ahmad Farid Rasikh,احمد فرید راسخ,572,False,591,593
3466601,M,independent, Hajji Muhammad Amin Perozi,حاجی محمد امین پیروزی,459,False,15,15
3466602,M,independent, Rohullah Murad,روح الله  مراد,335,False,642,668
3466603,M,independent,Puhanmal Raheel Furmuli,پوهنمل رحیل فرملی,640,False,701,707
3466604,M,independent,Muhammad Zahir Dawar Wardak,محمد ظاهر داور وردک,526,False,32,33
3466606,M,independent,Sayed Muhammad Baqir Natiqi,سید محمد باقر ناطقی,564,False,55,56
3466607,M,independent, Imal Samkanai,ایمل څمکنی,282,False,871,874
3466608,M,independent, Nasir Ahmad Mahmoodi,نصیر احمد محمودی,289,False,541,543
3466609,M,independent,Muhammad Hasan Jafari,محمد حسین جعفری,312,False,2269,2279
3466611,M,independent,Master Ghulam Mustafa Faizi,ماستر غلام مصطفی  فیضی,80,False,54,57
3466612,M,independent,Hajji Abdul Masood Satari,حاجی  عبدالمسعود ستاری,71,False,412,415
3466613,M,independent, Sayed Enayatullah Hufyani,,276,False,89,
3466614,M,independent,Eng. Abdul Ghafar Rasooli,انجنیر عبدالغفار  رسولی,138,False,107,111
3466615,M,independent, Hamid Shah Babakarkhil,حمید شاه بابکرخیل,223,False,586,589
3466617,M,independent, Eng. Zekria,انجینر ذکریا,429,False,2415,2432
3466618,M,Political party, Shefayee,شفائی,369,False,2125,2128
3466619,M,independent,Hajji Muhammad Naiem,حاجی محمد نعیم,487,False,106,106
3466621,M,independent,Noor Wali Yaqubi,نور ولی یعقوبی,627,False,221,223
3466622,M,independent,Muhammad Zia Yari,محمد ضیا یاری,58,False,616,618
3466623,M,independent,Wakeel Muhammad Hadi Hani,وکیل محمد هادی هانی,187,False,91,91
3466624,M,independent,Eng. Chaman Shah Ahmadi,انجنیر چمن شاه احمدی,486,False,305,307
3466626,M,independent,Nastu Naderi,نستوه  نادری,22,False,2119,2149
3466627,M,independent,Dr. Murtaza Kaiwan Basharmal,داکتر مرتضی کیوان بشرمل,177,False,469,472
3466629,M,independent,Maulawi  Muhammad Mukhtar Muflih,مولوی محمد مختار مفلح,250,False,213,218
3466630,M,Political party, Barimal Areenpoor,بریمل آرین پور,194,False,99,99
3466631,M,independent,Muhammad Yosuf Amin Zazai,محمد یوسف امین ځاځی,51,False,237,238
3466632,M,independent,Ahmad Zaki A.K.A Shah Agha,احمد ذکی مشهور به شاه آغا,504,False,250,292
3466633,M,independent, Javid Dilawar,جاوید دلاور,649,False,155,155
3466634,M,independent,Sayed Naiem Idrees Kashifi Sanglakhi,سید نعیم ادریس کاشفی سنگلاخی,299,False,35,35
3466635,M,independent, Alhaj Abdul Samad Hutak,الحاج عبدالصمد هوتک,311,False,490,491
3466636,M,independent,Asmat Qani,عصمت قانع,321,False,1717,1748
3466637,M,independent,Zabihullah Amanzada,ذبیح الله امانزاده,380,False,150,154
3466638,M,independent,Dawood Maliar Muhai‐ud‐Din,داود ملیار محی الدین,12,False,365,364
3466639,M,independent,Dr. Abdul Satar Stanikzai,داکتر عبدالستار ستانکزی,646,False,42,42
3466640,M,independent, Muhammad Farid Kohistani,محمد فرید کوهستانی,619,False,424,430
3466641,M,independent,Hajji Janat Gul Hussainkhil,حاجی جنت گل  حسین خیل,27,False,226,227
3466642,M,independent,Dr. Sarfaraz Safi,داکتر سر فراز صافی,400,False,307,307
3466643,M,independent,Ahmad Javid Jaihoon A.K.A Lala Javid,احمد جاوید جیحون مشهور به لالا جاوید,284,False,611,637
3466644,M,independent,Hajji Khanjan,حاجی خانجان,641,False,189,190
3466645,M,independent,Muhammad Ibrahim Babah,محمد ابراهیم بابه,202,False,261,262
3466646,M,independent,Hajji Abdul Waheed,حاجی عبدالوحید,610,False,765,769
3466647,M,independent,Abdul Samad A.K.A Shah Ghasi,عبدالصمد مشهور به شاه غاسی,72,False,153,153
3466648,M,independent,Muhammad Haroon Asadi,محمد هارون اسدی,48,False,821,831
3466649,M,Political party,Mudeer Muhammad  Zahir Malistani,مدیر محمد ظاهر مالستانی,207,False,232,234
3466650,M,independent,Alhaj Muhammad Osman Najeeb,الحاج محمد عثمان  نجیب,62,False,310,314
3466651,M,independent,Abdul Hadi Rashid,عبدالهادی راشد,172,False,1717,1736
3466652,M,Political party,Muhammad Amin Haleemi,محمد امین حلیمی,393,False,708,711
3466653,M,independent, Mawlana Hashim,مولانا هاشم,550,False,96,96
3466654,M,independent, Baktash Siawash,بکتاش سیاووش,126,False,4505,4557
3466655,M,independent, Muhammad Nawab Tuta khil,محمد نواب طوطا خیل,98,False,160,160
3466656,M,independent, Abdul Wahid Mujahid,عبدالوحید مجاهد,602,False,280,280
3466657,M,independent,Hajji Sabir Khan,حاجی صابر  خان,75,False,1047,1039
3466658,M,independent,Eng. Zalmai Footballist,انجینر زلمی فوتبالیست,451,False,61,62
3466659,M,independent,Sayed Yaqoob Hushmand Fararudi,سید یعقوب هوشمند فرارودی,659,False,268,270
3466662,M,independent, Ustad Sayed Ahmad Saeed,استاد سید احمد سعید,567,False,228,228
3466663,M,independent,Dr. Sayed Abdul Habib Rahmani,داکتر سید عبدالحبیب رحمانی,26,False,146,147
3466664,M,independent, Rohullah Yosufi,روح اله  یوسفی,450,False,40,40
3466665,M,independent,Pohandoy  Muhammad Hassan Furootan,پوهندوی محمد حسن فروتن,121,False,150,152
3466666,M,independent,Sayed Abdul Karim Hashimi,سید عبدالکریم هاشمی,578,False,293,297
3466667,M,independent, Sadozai Baba Karkhil,سدوزی بابه کرخیل,558,False,40,40
3466668,M,independent, Hajji Shawkat Stanikzai,حاجی شوکت ستانکزی,112,False,168,169
3466669,M,independent,Sayed Muhammad Alam Hashimi,سید محمد عالم  هاشمی,279,False,97,101
3466670,M,independent,Muhammad Saeed Rahimi,محمد سعید رحیمی,576,False,2160,2167
3466671,M,independent,Mir Ahmad Niazmand,میر احمد نیازمند,150,False,295,297
3466672,M,independent, Muhammad Haneef,محمود حنیف,409,False,730,737
3466673,M,independent, Muhammad Naseer Fayaz,محمد نصیر فیاض,365,False,1003,1025
3466674,M,independent,Mazdur Yar,مزدور یار,173,False,169,172
3466675,M,independent, Sayed Obaid,سید عبید,505,False,156,157
3466676,M,independent, Jawanshir Haidari,جوانشیر حیدری,530,False,141,142
3466677,M,independent,Sayed Essa Hussaini Mazari,سید عیسی حسینی مزاری,44,False,493,499
3466678,M,independent, Hadi Poyan,هادی پویان,556,False,358,358
3466679,M,independent, Ahmad Salangi,احمد سالنگی,164,False,1038,1046
3466680,M,independent,Ustad Gul  Muhammad Adibyar Zaringar,استاد گل محمد ادبیار زرینگر,593,False,50,51
3466681,M,independent,Nabi Haikal,نبی هیکل,77,False,43,47
3466683,M,independent,Dr. Asghar Khil Mangal,دوکتور اصغرخیل منگل,68,False,873,875
3466686,M,independent,Muhammad Ibrahim Rasooli,محمد ابراهیم رسولی,46,False,459,463
3466687,M,independent,Hajji Abdul Rawouf Hajji Zada,حاجی عبدالمعروف حاجی زاده,616,False,55,55
3466688,M,independent,Abdul Wali Baz,عبدالولی باز,135,False,940,947
3466689,M,independent, Abdul Rawoof Zahid,عبدالروف زاهد,319,False,58,64
3466690,M,independent,Dr. Muhammad Waizi,دکتور محمد واعظی,546,False,708,710
3466691,M,independent,General Sayed Ismail Qibadi,جنرال سید اسمعیل قبادی,433,False,288,313
3466692,M,independent,Barialay Bayat,بریالی بیات,89,False,720,726
3466693,M,independent, Hakim,حکیم,102,False,61,61
3466694,M,independent,Alhaj Hidayatullah Muhammadi,الحاج هدایت الله محمدی,381,False,89,90
3466695,M,independent, Ali Madad Rezayee,علی مدد رضایی,579,False,22,22
3466696,M,independent,Abdul Zamir Kabuli,عبدالضمیر کابلی,543,False,73,74
3466697,M,independent,Noor Muhammad Salik,نور محمد سالک,38,False,1348,1442
3466698,M,independent,Hajji Dr. Muhammad Zaman Bahlol,حاجی داکتر محمد زمان بهلول,120,False,204,204
3466700,M,independent, Turab Khan Hussain Khil,تراب خان حسین خیل,116,False,83,84
3468034,M,independent,Hajji Akhtar  Muhammad Shenwarai,حاجی اختر محمد شینواری,102,False,2921,2921
3488001,M,independent,Najeebullah Bashir Baghlani,نجیب الله بشیر بغلانی,13,False,3206,2324
3489882,M,independent,Abdul Samad Stanikzai,عبدالصمد استانکزی,62,False,1264,1253
3503446,M,independent,Hajji Muhammad Akbar Barikzai,حاجی محمد اکبر بارکزی,2,False,99,99
