unit,agcho_prov,agcho_dist,agcho_prov_id,agcho_dist_id,iec_dist,iec_prov,iec_prov_id,iec_dist_id,iec_id,agcho_dist_id_fix,iec_id_fix
District,Paktika,Wor Mamay,25,2514,WOR MAMY,PAKTIKA,12,18,1218,2514,1218
District,Paktika,Bermel (Burmul),25,2515,BARMAL,PAKTIKA,12,14,1214,2515,1214
District,Paktika,Gian,25,2516,GIYAN,PAKTIKA,12,15,1215,2516,1215
District,Paktika,Ziruk,25,2517,ZIRUK,PAKTIKA,12,12,1212,2517,1212
District,Paktika,Dila,25,2518,DILA WA KHUSH,PAKTIKA,12,16,1216,2518,1216
District,Paktika,Turwo (Tarwe),25,2519,TURWO,PAKTIKA,12,19,1219,2519,1219
Provincial_Center,Khost,Khost(Matun),26,2601,KHOST,KHOST,14,1,1401,2601,1401
District,Khost,Sabri,26,2602,SABARI,KHOST,14,7,1407,2602,1407
District,Khost,Musa Khel,26,2603,MUSA KHEL,KHOST,14,5,1405,2603,1405
District,Khost,Nadir Shah Kot,26,2604,NADIRSHAH KO,KHOST,14,6,1406,2604,1406
District,Khost,Mando Zayi,26,2605,MANDUZAY,KHOST,14,2,1402,2605,1402
District,Khost,Tani,26,2606,TANAY,KHOST,14,4,1404,2606,1404
District,Khost,Gurbuz,26,2607,GURBUZ,KHOST,14,3,1403,2607,1403
District,Khost,Tere Zayi,26,2608,ALI SHER,KHOST,14,8,1408,2608,1408
District,Khost,Qalandar,26,2609,QALANDAR,KHOST,14,10,1410,2609,1410
District,Khost,Shamal (Shamul),26,2610,SHAMUL,KHOST,14,12,1412,2610,1412
District,Khost,Spera,26,2611,SPERA,KHOST,14,11,1411,2611,1411
District,Khost,Bak,26,2612,BAAK,KHOST,14,9,1409,2612,1409
District,Khost,Jaji Maydan,26,2613,JAJI MAIDAN,KHOST,14,13,1413,2613,1413
Provincial_Center,Jawzjan,Shiberghan,27,2701,SHEBERGHAN,JAWZJAN,28,1,2801,2701,2801
District,Jawzjan,Mingajik,27,2702,MINGAJIK,JAWZJAN,28,4,2804,2702,2804
District,Jawzjan,Khwaja Du Koh,27,2703,KHWAJA DUKO,JAWZJAN,28,2,2802,2703,2802
District,Jawzjan,Qush Tepa,27,2704,QUSH TEPA,JAWZJAN,28,5,2805,2704,2805
District,Jawzjan,Fayz Abad,27,2705,FAIZABAD,JAWZJAN,28,8,2808,2705,2808
District,Jawzjan,Khanaqa,27,2706,KHANAQA,JAWZJAN,28,3,2803,2706,2803
District,Jawzjan,Aqcha,27,2707,AQCHAH,JAWZJAN,28,7,2807,2707,2807
District,Jawzjan,Mardyan,27,2708,MARDYAN,JAWZJAN,28,9,2809,2708,2809
District,Jawzjan,Qarqin,27,2709,QARQIN,JAWZJAN,28,10,2810,2709,2810
District,Jawzjan,Khamyab,27,2710,KHAMYAB,JAWZJAN,28,6,2806,2710,2806
District,Jawzjan,Darz Ab,27,2711,DARZAB,JAWZJAN,28,11,2811,2711,2811
Provincial_Center,Faryab,Maymana,28,2801,MAIMANA,FARYAB,29,1,2901,2801,2901
District,Faryab,Khwaja Sabzposh,28,2802,KHWAJA SABZ POSH,FARYAB,29,3,2903,2802,2903
District,Faryab,Pashtun kot,28,2803,PASHTUN KOT,FARYAB,29,2,2902,2803,2902
District,Faryab,Shirin Tagab,28,2804,SHIRIN TAGAB,FARYAB,29,6,2906,2804,2906
District,Faryab,Almar,28,2805,ALMAR,FARYAB,29,4,2904,2805,2904
District,Faryab,Qaysar,28,2806,QAISAR,FARYAB,29,7,2907,2806,2907
District,Faryab,Kohistan,28,2807,KOHISTAN,FARYAB,29,10,2910,2807,2910
District,Faryab,Garziwan,28,2808,GURZIWAN,FARYAB,29,8,2908,2808,2908
District,Faryab,Bil Cheragh,28,2809,BIL CHIRAGH,FARYAB,29,5,2905,2809,2905
District,Faryab,Dawlat Abad,28,2810,DAWLAT ABAD,FARYAB,29,9,2909,2810,2909
District,Faryab,Andkhoy,28,2811,ANDKHOY,FARYAB,29,13,2913,2811,2913
District,Faryab,Qaram Qol,28,2812,QARAM QUL,FARYAB,29,11,2911,2812,2911
District,Faryab,Khan-e-Chahar Bagh,28,2813,KHANI CHARBA,FARYAB,29,14,2914,2813,2914
District,Faryab,Qorghan,28,2814,QURGHAN,FARYAB,29,12,2912,2814,2912
Provincial_Center,Badghis,Qala-e-Naw,29,2901,QALA-E-NOW,BADGHIS,31,1,3101,2901,3101
District,Badghis,Muqur,29,2902,MUQUR,BADGHIS,31,3,3103,2902,3103
District,Badghis,Ab Kamari,29,2903,AB KAMARI,BADGHIS,31,2,3102,2903,3102
District,Badghis,Qadis,29,2904,QADIS,BADGHIS,31,4,3104,2904,3104
District,Badghis,Jawand,29,2905,JAWAND,BADGHIS,31,6,3106,2905,3106
District,Badghis,Bala Murghab,29,2906,BALA MURGHA,BADGHIS,31,5,3105,2906,3105
District,Badghis,Ghormach,29,2907,GHORMACH,BADGHIS,31,7,3107,2907,3107
Provincial_Center,Hirat,Hirat,30,3001,HERAT,HERAT,32,1,3201,3001,3201
District,Hirat,Injil,30,3002,ENJIL,HERAT,32,2,3202,3002,3202
District,Hirat,Kushk,30,3003,KUSHK (RUBAT-E,HERAT,32,7,3207,3003,3207
District,Hirat,Zinda Jan,30,3004,ZENDAJAN,HERAT,32,5,3205,3004,3205
District,Hirat,Guzara,30,3005,GUZARA,HERAT,32,3,3203,3005,3203
District,Hirat,Pashtun  Zarghun,30,3006,PASHTUN ZARG,HERAT,32,6,3206,3006,3206
District,Hirat,Karukh,30,3007,KARRUKH,HERAT,32,4,3204,3007,3204
District,Hirat,Gulran,30,3008,GULRAN,HERAT,32,8,3208,3008,3208
District,Hirat,Ghoryan,30,3009,GHORYAN,HERAT,32,11,3211,3009,3211
District,Hirat,Adraskan,30,3010,ADRASKAN,HERAT,32,9,3209,3010,3209
District,Hirat,Farsi,30,3011,FERSI,HERAT,32,15,3215,3011,3215
District,Hirat,Obe,30,3012,OBE,HERAT,32,12,3212,3012,3212
District,Hirat,Kushk-e-Kohna,30,3013,KUSHK-E-KUHN,HERAT,32,10,3210,3013,3210
District,Hirat,Kohsan,30,3014,KOHSAN,HERAT,32,13,3213,3014,3213
District,Hirat,Shindand,30,3015,SHINDAND,HERAT,32,14,3214,3015,3214
District,Hirat,Chisht-e-Sharif,30,3016,CHISHT-E-SHAR,HERAT,32,16,3216,3016,3216
Provincial_Center,Farah,Farah,31,3101,FARAH,FARAH,33,1,3301,3101,3301
District,Farah,Bakwa,31,3102,BAKWA,FARAH,33,8,3308,3102,3308
District,Farah,Bala Buluk,31,3103,BALA BULUK,FARAH,33,6,3306,3103,3306
District,Farah,Khak-e-Safed,31,3104,KHAK-E-SAFED,FARAH,33,3,3303,3104,3303
District,Farah,Pusht Rod,31,3105,PUSHTRUD,FARAH,33,2,3302,3105,3302
District,Farah,Qala-e-Kah,31,3106,QALA-E-KAH,FARAH,33,4,3304,3106,3304
District,Farah,Shib Koh,31,3107,SHIB KOH,FARAH,33,5,3305,3107,3305
District,Farah,Lash-e-Juwayn,31,3108,LASH-E-JUWAYN,FARAH,33,9,3309,3108,3309
District,Farah,Gulestan,31,3109,GULISTAN,FARAH,33,10,3310,3109,3310
District,Farah,Pur Chaman,31,3110,PUR CHAMAN,FARAH,33,11,3311,3110,3311
District,Farah,Anar Dara,31,3111,ANAR DARA,FARAH,33,7,3307,3111,3307
Provincial_Center,Hilmand,Lashkar Gah,32,3201,LASHKARGAH,HELMAND,30,1,3001,3201,3001
District,Hilmand,Nahr-e-Saraj,32,3202,NAHR-E-SARAJ,HELMAND,30,4,3004,3202,3004
District,Hilmand,Nad-e-Ali,32,3203,NAD ALI,HELMAND,30,2,3002,3203,3002
District,Hilmand,Nawa-e-Barak Zaiy,32,3204,NAWA-E-BARAKZAYI,HELMAND,30,3,3003,3204,3003
District,Hilmand,Sangin,32,3205,SANGIN QALA,HELMAND,30,8,3008,3205,3008
District,Hilmand,Musa Qaleh,32,3206,MUSA QALA,HELMAND,30,9,3009,3206,3009
District,Hilmand,Naw Zad,32,3207,NAWZAD,HELMAND,30,7,3007,3207,3007
District,Hilmand,Wa Sher,32,3208,WASHER,HELMAND,30,5,3005,3208,3005
District,Hilmand,Garm Ser,32,3209,GARM SER,HELMAND,30,6,3006,3209,3006
District,Hilmand,Kajaki,32,3210,KAJAKI,HELMAND,30,10,3010,3210,3010
District,Hilmand,Baghran,32,3211,,,,,,3211,0
District,Hilmand,Reg(khan Neshin),32,3212,REGͲEͲKHAN NI,HELMAND,30,11,3011,3212,3011
District,Hilmand,Deh shu,32,3213,,,,,,3213,0
Provincial_Center,Kandahar,Kandahar,33,3301,KANDAHAR,KANDAHAR,27,1,2701,3301,2701
District,Kandahar,Arghandab,33,3302,ARGHANDAB,KANDAHAR,27,2,2702,3302,2702
District,Kandahar,Zheray,33,3303,ZHIRE,KANDAHAR,27,5,2705,3303,2705
District,Kandahar,Panj wayi,33,3304,PANJWAYEE,KANDAHAR,27,4,2704,3304,2704
District,Kandahar,Daman,33,3305,DAMAN,KANDAHAR,27,3,2703,3305,2703
District,Kandahar,Shah Wali Kot,33,3306,SHAH WALI KOT,KANDAHAR,27,6,2706,3306,2706
District,Kandahar,Khakrez,33,3307,KHAKREZ,KANDAHAR,27,7,2707,3307,2707
District,Kandahar,Maywand,33,3308,MAIWAND,KANDAHAR,27,10,2710,3308,2710
District,Kandahar,Reg,33,3309,REG,KANDAHAR,27,16,2716,3309,2716
District,Kandahar,Shor Abak,33,3310,SHORABAK,KANDAHAR,27,14,2714,3310,2714
District,Kandahar,Spin Boldak,33,3311,SPIN BOLDAK,KANDAHAR,27,11,2711,3311,2711
District,Kandahar,Arghistan,33,3312,ARGHISTAN,KANDAHAR,27,8,2708,3312,2708
District,Kandahar,Miyanshin,33,3313,MIYANISHIN,KANDAHAR,27,13,2713,3313,2713
District,Kandahar,Nesh,33,3314,NISH,KANDAHAR,27,12,2712,3314,2712
District,Kandahar,Ghorak,33,3315,GHORAK,KANDAHAR,27,9,2709,3315,2709
District,Kandahar,Maruf,33,3316,MARUF,KANDAHAR,27,15,2715,3316,2715
Provincial_Center,Nimroz,Zaranj,34,3401,ZARANJ,NIMROZ,34,1,3401,3401,3401
District,Nimroz,Kang,34,3402,KANG,NIMROZ,34,2,3402,3402,3402
District,Nimroz,Chahar Burjak,34,3403,CHAR BURJAK,NIMROZ,34,4,3404,3403,3404
District,Nimroz,Chakhansur,34,3404,ASL-E-CHAKHAN,NIMROZ,34,3,3403,3404,3403
District,Nimroz,Khash Rod,34,3405,KHASHROD,NIMROZ,34,5,3405,3405,3405
,Paktya,Laja Mangal,,,LAJA MANGAL,PAKTYA,,,,9992,1312
,Panjsher,Abshar,,,ABSHAR,PANJSHIR,,,,9993,808
,Kandahar,Takhta Pul,,,TAKHTA PUL,KANDAHAR,,,,9994,2718
,Kandahar,Dand,,,DAND,KANDAHAR,,,,9995,2717
,Uruzgan,Chenarto,,,CHENARTO,UROZGAN,,,,9996,2506
,Paktya,Meerzaka,,,MEERZAKA,PAKTYA,,,,9997,1313
,Hilmand,Marja,,,MARJA,HELMAND,,,,9998,3014
,Nimroz,Delaram,,,DELARAM,NIMROZ,,,,9999,3406
