id,name,distId,provId,estimatedVoters,psTotal,psFemale,psMale,psKuchi
507079,"Raazi Khel Secondary School, Raazi Khel",506,5,2405,5,2,3,
507076,"Akbar Khel Mix School, Akbar Khel",506,5,3942,8,3,5,
507081,"Babar School, Babar",506,5,5210,9,3,6,
507078,"Musa Khan School, Musa Khan",506,5,2405,5,2,3,
507077,"Sang Baraan School, Sang Baraan",506,5,3206,6,2,3,1
507074,"Mangal School, Mangal",506,5,3211,6,2,4,
507080,"Mahroof Khel School, Mahroof Khel",506,5,2805,5,2,3,
507082,"Qaasem Khel, Wocha Morgha",506,5,1843,4,1,2,1
503045,"Dabar School, Dabar Ha",507,5,3949,7,2,4,1
506070,"Huriakhel School, Huriakhel Village",507,5,2887,5,2,3,
506072,"District Primary School, Markaz",507,5,2406,5,2,3,
506068,"Mohammad Raza House, Khwaja Angor",507,5,2889,6,2,3,1
506071,"Kotaghai School, Gadi Khel",507,5,2406,6,2,3,1
506069,"Shah Baba School, Mini Bazar",507,5,1924,4,1,2,1
506073,"Private Clinic, Mangoo",507,5,3383,6,2,4,
1001008,"Procurment base,Hezb Islami Families",601,6,2400,5,2,3,
1001026,"Amir Shahed park, Araban",601,6,4320,8,8,,
1001024,"Taqwa Masque, Araban Square",601,6,5280,9,4,5,
1001027,"Sarajul Amarat Park, Arbapan",601,6,3880,7,,7,
1001039,"Jame Masque,Majbor Abad",601,6,2800,5,,5,
1001017,"Nazu Ana School, Joe Haft",601,6,7800,13,,13,
1001042,"Abdul Rahim School,Military base families",601,6,2880,5,5,,
1001006,"Abdul Wakeel, Chashmah khan Jee",601,6,8400,14,,14,
1001031,"Custom house Masque,Talashi Square",601,6,2880,5,,5,
1001023,"Joe Haft High School, Joe haft",601,6,5760,10,,10,
1001029,"Camps Masque, Camps",601,6,3700,7,,5,2
1001030,"Sixteen families Masque, Sixteen Families",601,6,3360,6,,6,
1001002,"Experimantal School ,Arbapan",601,6,3360,6,6,,
1001003,Padagogy,601,6,6240,12,,12,
1001009,"Irragation Directorat, Rokhan Mina",601,6,7200,12,,12,
1001041,"Majbor Abad School, Majboor abad",601,6,2400,4,4,,
1001033,"Yellow Masque,TV Hill",601,6,3840,7,,7,
1001038,"Midical faculty,Qasaba",601,6,2880,7,,7,
1001007,"Nasrat High School, Turkham bus station",601,6,3360,6,6,,
1001040,"Jame Masque, Angor bagh",601,6,2700,5,2,3,
1001020,"Women Affair Directorate,Mental hospital square",601,6,4320,8,8,,
1001010,"Ningar High School, Shanzda family",601,6,8400,14,14,,
1001016,"Khuchi Masque,Joe Haft",601,6,2600,5,2,3,
1001035,"Etifaq Masque,Reag Shamard khan",601,6,4320,8,,8,
1001043,Agriculture School.Mechanizam Qasaba,601,6,3840,7,,7,
1001019,"Emam Bukhari High School, Gulaye Araban",601,6,9600,16,,16,
1001004,"Ellaye High School, Qasaba",601,6,8400,14,14,,
1001021,"Cheknowri High School, Mental hospital square",601,6,8400,14,,14,
1001028,"Rural Development Directorat, Camps",601,6,3100,6,5,,1
1001018,"Shahed Arif High School, Joe haft",601,6,6000,10,10,,
1001015,"Estiqlal School,Joe Haft",601,6,4320,8,8,,
1001034,"Kuchi Masque, Chelmetra",601,6,2400,4,4,,
1001022,"Araban School,Golaye Araban",601,6,2880,5,5,,
1001032,"Chelmetra Masque, Chelmetra Street",601,6,2400,4,,4,
1001037,"White Masque, Pashtunistan",601,6,4000,7,,3,4
1001005,"BiBi Aisha, Qasaba",601,6,8400,14,,14,
1001013,"Manucipility, Najmul Jahad famalies",601,6,3000,5,2,3,
1001044,"Mia Umar School,Reag Shamard khan",601,6,6000,10,10,,
1001012,"Jame Masque,Najmul Jahad Famalies",601,6,8400,14,5,9,
1001036,"Gonbazi Masque, Reag Shamard khan",601,6,6240,11,,11,
1001014,"BiBi Zainab School, Ali khan",601,6,5280,9,9,,
1001001,"Experimantal School ,Arbapan",601,6,2880,5,5,,
1001011,"BiBi Hawa High School, Reg Shamard khan",601,6,8400,14,14,,
1001025,"Eidga Masque,old attorney office",601,6,3360,6,,6,
1003081,"Cheknowri Masque, Cheknowri",602,6,1112,2,2,,
1003085,"Fateh Abad clinic,Fateh abad",602,6,1444,3,,3,
1003101,"Sia Sang Masque, Sia Sang",602,6,1300,3,,,3
1003098,"Malik House, Ganda Chashma",602,6,768,2,1,1,
1003097,"Daronta Clinic,Daronta",602,6,700,2,2,,
1003077,"Shamshapur School, Shamshapur",602,6,4711,8,8,,
1003094,"kuz Sultan pur school, kuz sultan pur",602,6,2831,5,3,,2
1003076,"Shamshapur School, Shamshapur",602,6,2422,5,,5,
1003090,"Balabagh Clinic,Balabagh",602,6,720,2,2,,
1003089,"Balabagh school, Bala bagh",602,6,1680,3,,3,
1003084,"Do Saraka Clinic, Do Saraka",602,6,1129,2,2,,
1003075,Bagh(Park) Sultan Pur,602,6,1440,3,3,,
1003083,"Tablegh Masque,Afghan Mena",602,6,2400,4,2,2,
1003099,"Kushkak School, kushkak",602,6,961,2,,2,
1003074,"Sultan Pur Masque, Sultan Pur",602,6,995,2,,2,
1003091,"Charbagh School,charbagh",602,6,3908,7,2,5,
1003079,"Mine and Industrial department,Cheknowre",602,6,990,2,,2,
1003086,"Fateh Abad School,Fateh Abad",602,6,1081,2,2,,
1003078,"Private house, Ghawchak",602,6,1892,4,2,2,
1003100,"Kushkak gardan,Kushkak",602,6,356,1,1,,
1003096,"Bi Bi Maryam School, Daronta",602,6,700,2,,2,
1003092,"Kuz Kakrak school,kuz kakrak",602,6,1874,4,2,2,
1003080,"Clinic, Shekh Mesre",602,6,2400,4,2,2,
1003088,"Amerkhail School,Amerkhail",602,6,3000,5,5,,
1003087,"Amerkhail School,Amerkhail",602,6,3588,6,,6,
1003082,"Do Saraka Office, Daraka",602,6,1213,3,,3,
1003095,"Private house, Bar Kakrak",602,6,3360,6,4,2,
1003093,"kuz Sultan pur school, kuz sultan pur",602,6,2831,5,,3,2
1010262,"Ragha School,Ragha village",603,6,1920,4,4,,
1010257,"Abdul Rahman School,Amin khail",603,6,1440,3,,3,
1010259,"Masque,Lajegar",603,6,700,2,2,,
1010267,"Bawli Masqe, Bawli",603,6,1440,3,,2,1
1010258,"Gulab khail, Lahor khail",603,6,1440,3,3,,
1010266,"Boli Zhamay Masque,Bawli",603,6,960,2,1,,1
1010256,"Empty place, Zarif khail",603,6,960,2,,2,
1010273,"School,Do Ab",603,6,1200,2,1,1,
1010253,"Mohammadi School,Mohammadi school",603,6,960,2,,2,
1010275,"Nawar Primary School,Nawer",603,6,1440,3,,,3
1010252,"Sia Ab School, Siya Ab",603,6,960,2,,2,
1010271,"Ali Sheer Masque, Ali Sheer",603,6,960,2,,2,
1010263,"MalikGuest house, Nawar",603,6,1200,2,1,1,
1010274,"Nawi Tega,Nawi Tega",603,6,960,2,,,2
1010251,"Siya Ab , Siya Ab",603,6,960,2,2,,
1010261,"Ragha Masque,Ragha masque",603,6,1841,4,,4,
1010270,"Jokan masque,Jokan",603,6,886,2,2,,
1010272,"Empty place, Ali Sheer",603,6,1122,3,3,,
1010265,"Empty place, Farzina",603,6,923,2,2,,
1010260,"Lajegar School,Lajegar",603,6,960,2,,2,
1010255,"Zarif khail School,Zarifkhail",603,6,614,2,2,,
1010254,"Mohammadi Masque,Mohammadi Masque",603,6,960,2,2,,
1010268,"Jame Masque,Bar shekhan",603,6,1200,2,,2,
1010264,"Farzina Masque,Farzina",603,6,739,2,,2,
1010269,"Jokan school,jokan",603,6,774,2,,2,
1009249,"Katie khail,Marki khail",604,6,4080,7,7,,
1009241,"Village guesthouse,BarAshpan",604,6,2100,4,,4,
1009240,"Khada khail School,Khada khail",604,6,3360,6,6,,
1009245,"Mulas Masque,Kude khail",604,6,2400,4,,4,
1009247,"Kandomak school, Kandomak",604,6,1920,4,,4,
1009248,"Kandomak empyt place, Kandomak",604,6,2050,4,4,,
1009238,"To To High school, Luqman khail",604,6,2880,5,2,3,
1009239,"Khada khail School,Khada khail",604,6,2820,5,,5,
1009242,"Femal School,Bar Ashpan",604,6,2880,5,5,,
1009244,"Mama khail Clinic, Mama khail",604,6,1920,4,4,,
1009246,"Mili khail Masque, Mili khail",604,6,2400,4,4,,
1009243,"Mama khail High School,Mama khail",604,6,1200,2,,2,
1009250,"Marki khail Clinic, Marki khail",604,6,4080,7,,7,
1011278,"MalikYar Hotak School,Kacha Zor Bazar",605,6,4800,8,4,4,
1011296,"Nokarkhail school, Nokarkhail",605,6,2880,5,2,3,
1011300,"Shaikhano Masque, Wazir Tangay",605,6,1300,3,,,3
1011279,"Abko Madrasah, Pera khail",605,6,1400,3,1,2,
1011291,"Clinic,Chamtala camp",605,6,1400,3,1,2,
1011277,"Jahadi High school,Wazir Ahmad khail",605,6,2880,5,5,,
1011281,"Sherin Qala, Pera khail",605,6,3840,7,3,4,
1011294,"Zawa School,Zawa",605,6,3840,7,3,4,
1011284,"Qelgho Primary school,Qelgho",605,6,2400,4,2,2,
1011286,"Bar Bahar Empty place, Bar Bahar",605,6,1440,3,,3,
1011283,"Kaja Primary School, Kaja new Bazar",605,6,4800,8,8,,
1011293,"Jame Masque,Sur Dak",605,6,2880,5,2,3,
1011298,"Tetang Clinic,Tetang",605,6,2880,5,5,,
1011282,"New Bazar Masque,kaja khogeyani",605,6,3840,7,,7,
1011288,"Lokhi school, Lokhi",605,6,1200,2,1,1,
1011280,"Masque,Hakim Abad",605,6,1400,3,1,2,
1011292,"Cambo Primary school,khwaza khail",605,6,3840,6,2,4,
1011285,"Bar Bahar Primary school , Bar Bahar",605,6,1440,3,3,,
1011287,"Kuz Bahar Primary School, Koz bahar",605,6,3840,7,3,4,
1011301,"Do Abah School, Do Abah",605,6,720,2,,,2
1011297,"Tetang school,Tetang",605,6,2880,5,,5,
1011276,"Jahadi High school,Wazir Ahmad khail",605,6,2880,6,,6,
1011289,"Darage Primary school, Darage",605,6,2880,5,2,3,
1011290,"Khederkhail Primary school, khederkhail",605,6,2880,5,2,3,
1011295,"Ali School, Mimla",605,6,4900,9,4,3,2
1011299,"Banda Village, Tor ghar",605,6,1900,4,,,4
1004123,"Bando , Sholana",606,6,900,2,2,,
1004117,"Hafizan,Hafizan",606,6,960,2,,2,
1004103,"Dako Haji Masque, Dako village",606,6,700,2,,2,
1004106,"Karez Jame Masque, Karez village",606,6,960,2,,2,
1004105,"Lalma School, Lalma Village",606,6,1800,3,1,2,
1004122,"Bando School,sholana",606,6,1320,3,,3,
1004127,"Spery Primary school,Chaghra",606,6,1920,4,,,4
1004113,"Suze School,Salozai",606,6,1500,3,1,2,
1004124,"Sangena School,Sangena",606,6,1300,3,1,2,
1004111,"Jame Masque, Dawalat Zai Families",606,6,1800,3,1,2,
1004125,"White Masque, White Masque",606,6,1400,3,1,2,
1004114,"Maidan,Patrey village",606,6,960,2,1,1,
1004108,"Primary School, Zagho Village",606,6,960,2,,2,
1004120,"Mula Sahib Masque, Dowlat zai",606,6,1440,3,,3,
1004126,"Darmango village,Ghulam Dak",606,6,1440,3,,,3
1004121,"Haji Malok gardan, Dowlat zai",606,6,900,2,2,,
1004116,"Banda Masque, Bani Gah",606,6,960,2,2,,
1004119,"Kandi Bagh School,Khalifa khail",606,6,1300,3,1,2,
1004110,"Mano school, Mano village",606,6,2400,4,2,2,
1004112,"Tartelay school,Tartelay village",606,6,1920,4,2,2,
1004107,"Karez village Masque, Karez Village",606,6,443,1,1,,
1004115,"Badawal, Kuz kanday gardan",606,6,960,2,,2,
1004109,"Zagho village Masque, Zagho village",606,6,960,2,2,,
1004104,"Dako Big village Masque, Dako Village",606,6,960,2,2,,
1004118,"Abdul Haman Derah, Hafizan",606,6,1015,2,2,,
1004102,"Garatak school, Hedaya khail",606,6,2040,4,2,2,
1012305,"kharkai Empty place, Kharkai",607,6,1920,4,2,2,
1012309,"Koz Saber Masque, Koz Saber",607,6,1920,4,,4,
1012302,"Lora Mina Masque, Do Abah",607,6,960,2,1,1,
1012304,"Markhani Masque, Markhani",607,6,2400,4,2,2,
1012313,"Empty Place,Landi Pachier",607,6,1440,3,3,,
1012312,"Mula Sahib Masque,Landi Pachier",607,6,1440,3,,3,
1012311,"Landakhail School,Landakhail",607,6,1440,3,3,,
1012308,"Koz Saber Yard ,koz saber",607,6,1920,4,4,,
1012307,"Pachir Agam School, Morakai",607,6,960,2,,2,
1012317,"Jame Masque,Zamry khail",607,6,1200,2,1,1,
1012310,"Distric Masque, Landekhail",607,6,1440,3,,3,
1012316,"Masque,Bangazar",607,6,1200,2,1,1,
1012306,"Morakai Primary school, Morakai",607,6,960,2,2,,
1012315,"Pachier Clinic, Pas Pachier",607,6,2400,4,4,,
1012303,"School,Garekhail",607,6,2400,4,2,2,
1012314,"Pachir Primary school, Pas Pachier",607,6,2400,4,,4,
1013320,"School,Qala Village",608,6,1400,4,1,3,
1013332,"Ghoghekht maidan, ghoghekht Dareh",608,6,1920,4,2,2,
1013325,"Awghaz, Awghaz",608,6,960,2,,2,
1013328,"Primary School, kazona",608,6,960,2,1,1,
1013334,"Papeen High School,Papeen",608,6,1920,4,2,2,
1013327,"Deh Bala High School, Kutwal",608,6,1920,4,2,2,
1013324,"Jawdara , Jawdara",608,6,480,1,1,,
1013321,"Jawdara , Jawdara",608,6,960,2,,2,
1013323,"Masque,Shabi",608,6,1200,2,1,1,
1013335,"Gor Gore Big Masque, Gor Gore",608,6,1440,3,,3,
1013329,"Narai awba School, Narai Awba",608,6,1440,3,1,2,
1013336,"Shami Cham Primary school,Gor gore",608,6,960,2,2,,
1013330,"Shpula Male School, Shpula",608,6,1920,4,2,2,
1013331,"Yagheband Maidan,Yagheband",608,6,1440,3,1,2,
1013318,"Mariz School, Mariz",608,6,960,2,,2,
1013319,"Mariz Maidan, Mariz",608,6,960,2,2,,
1013322,"School, Ghalnai",608,6,1200,2,1,1,
1013333,"Gar Kali Primary School, Gharkhail",608,6,1920,4,2,2,
1013326,"Awghaz, Awghaz",608,6,960,2,2,,
1005148,"Hasar Shahi Clinic, Hasar Shahi",609,6,2400,4,,4,
1005147,"Ahdad Primary school,Hasar Shahi",609,6,2400,4,4,,
1005145,"Gadi Masque,Gadi",609,6,960,2,,2,
1005131,"Jame Masque, Kabul camp",609,6,1700,4,1,3,
1005139,"Baro kare Masque,Baro Kare",609,6,1020,2,,2,
1005138,"Roghano Femal School, Roghano",609,6,4000,7,3,4,
1005144,"Khali Maidan, Katreghai",609,6,1080,2,2,,
1005140,"Baro Kare Clinic,Baro Kare",609,6,900,2,2,,
1005141,"Baro High School,Baro",609,6,1410,3,,3,
1005129,"Kankarak derah, Kankark",609,6,3360,6,5,,1
1005137,"Kan Clinic, khan village",609,6,1380,3,3,,
1005133,"Mazina Masque,Mazina",609,6,2508,5,2,3,
1005135,"Hesarak High School, Hesarak Village",609,6,3240,6,2,4,
1005142,"Femal School,Baro",609,6,1440,3,3,,
1005134,"Zakhail Primary school, Zakhail",609,6,1800,4,1,3,
1005136,"kan High School, Khan village",609,6,1440,3,,3,
1005128,"Hasar shahi Masque, Hasar Shahi",609,6,3840,7,,6,1
1005143,"Katreghai Masque, Katreghai",609,6,1440,3,,3,
1005146,"Kakre Qala, Gadi",609,6,960,2,2,,
1005132,"Derah, Qalie Merjan",609,6,1003,2,2,,
1005130,"Masque,Qalie Merjan",609,6,898,2,,2,
1015361,"Pakha village school,Pakha village",610,6,960,2,2,,
1015383,"Garoko,Garoko",610,6,960,2,2,,
1015364,"Bandare kharkani graveyard, Bander kharkani",610,6,480,1,,1,
1015384,"Bandarkholah,Bander kholah",610,6,480,1,1,,
1015356,"Masque,Kushtal",610,6,960,2,2,,
1015371,"Marof chena school,marof chena",610,6,1440,3,1,2,
1015374,"Elyas Baba School, Och Kot",610,6,1920,4,2,2,
1015357,"khadi ragha guest house, khadi ragha",610,6,1440,3,1,2,
1015387,"Abdul khail Chena,Abdul khail  chena",610,6,1440,3,3,,
1015358,"khas Acheen Masque, Khas Acheen",610,6,960,2,,2,
1015386,"Abdul khail Chena,Abdul khail  chena",610,6,1440,3,,3,
1015388,"High school, Sarah Qalah",610,6,2880,5,2,3,
1015379,"Mast baba school,Morakai",610,6,960,2,2,,
1015369,"Lokhi Bagh, Lokhi",610,6,1920,4,2,2,
1015366,"Chel Gazi School,Chel Gazi",610,6,1920,4,2,2,
1015360,"Village School, Maktaba village",610,6,1440,3,,3,
1015373,"Zare kholah,zare kholah",610,6,480,1,1,,
1015391,"Shahid Asghar Primary School, Abdul khail Bazar",610,6,1920,4,1,3,
1015389,"Shadal school, Shadal",610,6,1440,3,,3,
1015375,"Maidank, Maidank",610,6,2400,4,2,2,
1015377,"Old Masque,Landi Momand",610,6,1440,3,3,,
1015355,"Kushtal Masque,Kushtal",610,6,960,2,,2,
1015378,"Morakai, Morakai",610,6,960,2,,2,
1015365,"Bandare kharkani empty place, bander kharkani",610,6,480,1,1,,
1015367,"Dokan kali village, dokan",610,6,1440,3,,3,
1015381,"Bar Akarkhail Masque, Bar abdulkhail",610,6,1440,3,3,,
1015372,"Zare kholah Masque,Zare Kholah",610,6,480,1,,1,
1015382,"Garoko,Garoko",610,6,1440,3,,3,
1015380,"Bar Akarkhail Masque, Bar abdulkhail",610,6,1440,3,,3,
1015363,"Deh new street clinic, Deh new street",610,6,1440,3,1,2,
1015368,"Gawi village Masque,Gawi village",610,6,960,2,2,,
1015385,"Bandarkholah,Bander kholah",610,6,960,2,,2,
1015370,"Khwar Akhunzada gan , Pekha",610,6,2880,5,2,3,
1015362,"Zor deh street Masque, zor deh street",610,6,1440,3,1,2,
1015353,"Momand Clinic, Shokani",610,6,960,2,,2,
1015359,"Old Masque, Khas Acheen",610,6,960,2,2,,
1015390,"Trelay Primary school,Trelay",610,6,960,2,2,,
1015354,"Shokani Primary school, Shokani",610,6,960,2,2,,
1015376,"Landi Momand, Landi Momand",610,6,1440,3,,3,
1016403,"jae Sar, Murchal village",611,6,1980,4,,4,
1016408,"White Masque maidan, surobai manz",611,6,1440,3,,3,
1016396,"Lalma Masque,Lalma Baro kholah",611,6,960,2,2,,
1016404,"Murchal Village, Murchal village",611,6,1920,4,4,,
1016406,"Baba zai, Baba zai",611,6,1920,4,2,2,
1016410,"Surobai School, Surobai",611,6,1440,3,,3,
1016395,"Umar Farooq Masque, Nakhtarnaw",611,6,900,2,2,,
1016393,"Abdal khula Masque, Abdal khula",611,6,960,2,,2,
1016405,"Askar Masque, Spen Zai",611,6,2880,5,2,3,
1016400,"Masque,Landi village",611,6,1200,2,1,1,
1016398,"Lal Mandai Masque,Lalmandi",611,6,1440,3,,3,
1016402,"Murchal School, Murchal village",611,6,1920,4,2,2,
1016392,"Abdal khula Masque, Abdal khula",611,6,960,2,2,,
1016409,"Akhund kaka Masque, Surobai manz",611,6,1920,4,2,2,
1016399,"Lal Mandai Masque,Lalmandi",611,6,1440,3,3,,
1016411,"Surobai advice office,surobai",611,6,1500,3,3,,
1016401,"Masque,Tapu village",611,6,1200,2,1,1,
1016407,"White Masque, Surobai manz",611,6,1500,3,3,,
1016397,"Lalma Masque,Lalma Baro kholah",611,6,960,2,,2,
1016394,"Umar Farooq Masque, Nakhtarnaw",611,6,960,2,,2,
1017418,"Shulgar,Shulgar",612,6,960,2,,2,
1017414,"Sur gando,Surgandao",612,6,1900,4,2,2,
1017415,"Sobie, Sobie",612,6,1920,4,2,2,
1017419,"Shulgar,Shulgar",612,6,960,2,2,,
1017507,"Karko mosque, Karko village",612,6,2000,4,2,2,
1017417,"School,Sasobai",612,6,1400,3,1,2,
1017412,"Srah Gatah, Srah Gatah",612,6,1990,4,2,2,
1017413,"Shrine, Shrine village",612,6,3840,7,2,3,2
1017416,Shegie.Shagai,612,6,1920,4,2,2,
1018435,"Shenwari Primary court justice,Sheerger",613,6,2400,4,,4,
1018423,"Qari Masque,27 wayalah(stream)",613,6,1920,4,,4,
1018427,"Daka school,Ghani khail",613,6,1920,4,,4,
1018422,"Hayat khan Masque,27wayalah (stream)",613,6,1920,4,4,,
1018433,"School sqare, square village",613,6,2400,4,,3,1
1018424,"Mir Anwar Masque, katelay",613,6,1920,4,,4,
1018421,"Hazar Bilal Masque,25 wayalah(stream)",613,6,2400,4,4,,
1018429,"Agriculture Department,sheergar",613,6,2400,4,,4,
1018431,"Allah Mohammad Masque, Sia Chob",613,6,700,2,2,,
1018425,"kangalan Masque, katelay",613,6,1200,2,2,,
1018430,"Primary school, Sheergar",613,6,2400,4,4,,
1018432,"Sia chob Masque,Sia chob",613,6,700,2,,2,
1018434,"Suri Masque, square village",613,6,2400,4,3,,1
1018437,"28 Wayalah(stream)School, 28 wayalah",613,6,3840,7,3,4,
1018428,"Khanano Masque,Ghani khail",613,6,1920,4,4,,
1018420,"Male School,25 wayalah(stream)",613,6,5280,9,,9,
1018426,"Haspital Masque,26 wayalah(stream)",613,6,2400,4,4,,
1018436,"Hazrat Bilal Madrasa, Sheerger",613,6,2400,4,4,,
1020475,"Ghazgie Masque, Ghazgie",614,6,1440,3,,3,
1020472,"Gerdeghos Clinic, Gerdeghose",614,6,2400,4,4,,
1020464,"Daka Primary school, Loye Dakah",614,6,2400,4,3,,1
1020477,"Masque,Square village",614,6,1200,2,1,1,
1020473,"Emal khan High School,Pas Basawol",614,6,3100,6,,4,2
1020466,"Otmanzai Jame Masque, Garde Otmanzai",614,6,1440,3,,3,
1020465,"Masque, Kama Dakah",614,6,1200,2,1,1,
1020478,"Ali jan Qala, Ali jan qala",614,6,1440,3,1,2,
1020474,"Basawol Clinic,Pas Basawol",614,6,2400,4,3,,1
1020483,"Turkham Clinic,Turkham",614,6,1900,4,1,1,2
1020468,"Hazar now Masque, Hazar now village",614,6,2880,5,,4,1
1020479,"Basawal Madrasah, Landi Basawol",614,6,1440,3,,3,
1020469,"Hazar now School,Hazar now village",614,6,1900,4,3,,1
1020462,"Hazar Naw Daman,Hazar now Daman village",614,6,1920,4,2,2,
1020471,"Gerdeghos School,Gerdeghose",614,6,2400,4,,4,
1020482,"Shagie Maidan, Shagie",614,6,1400,3,,,3
1020476,"Ghazgie School,Ghazgie",614,6,960,2,2,,
1020467,"Otmanzai Jame Masque, Garde Otmanzai",614,6,960,2,2,,
1020463,"Solie High School, Loye Daka",614,6,2880,5,,4,1
1020480,"Bawawol Primary school, Landi Bawawol",614,6,960,2,2,,
1020481,"Bela primary School, Belah village",614,6,1440,3,1,2,
1020470,"Masque,Haderey village",614,6,1400,3,1,2,
1022503,"Basir Hujra Maidan, Malik Mohammad umar village",615,6,4320,8,4,4,
1022505,"Cheknowri school,Cheknowri village",615,6,3840,7,3,4,
1022504,"Gul dak School, Gul Dak village",615,6,1920,4,2,2,
1022502,"Sher Abad High School,Lalpure",615,6,4800,8,4,4,
1021486,"Arakhie Masque,Arakhie",616,6,1440,3,,3,
1021501,"Masque,Ragha village",616,6,1200,2,1,1,
1021493,"Masque,Akakhail",616,6,1200,2,1,1,
1021489,"Haji Shamal house,chourkhail",616,6,1440,3,3,,
1021494,"Habib khan house, Dor khail",616,6,960,2,2,,
1021487,"Hamed Momand school, Goshtah",616,6,1920,4,,4,
1021495,"Dorkhail Maidan,dorkhail",616,6,960,2,,2,
1021488,"Khaistah Mir house,Goshtah",616,6,1440,3,3,,
1021484,"Sarband Primary school,Sarband village",616,6,1920,4,2,2,
1021496,"Shalala maidan, khogakhail",616,6,960,2,,2,
1021500,"Haji Wakil house,Mamakhail",616,6,1920,4,2,2,
1021491,"Orsuk Masque, Orsuk",616,6,960,2,2,,
1021492,"Orsuk Jame Masque,Orsuk",616,6,960,2,,2,
1021499,"Ali khail privat house,Ali khail",616,6,960,2,2,,
1021485,"kudakhail Masque, Arakhie",616,6,1440,3,3,,
1021490,"chourkhail masque,chourkhail",616,6,1440,3,,3,
1021498,"Maidan,Ali khail",616,6,960,2,,2,
1021497,"Mulim Ghani house,khogakhail",616,6,960,2,2,,
1019455,"Femal high school,23 wayalah",617,6,2450,5,2,3,
1019444,"Garbawah Masque,Garbawah",617,6,960,2,2,,
1019443,"Garbawah Masque,Garbawah",617,6,961,2,,2,
1019457,"Batikut High school, shudiyani",617,6,3500,6,2,4,
1019459,"kuchi bandah Masque,pas Barikab",617,6,1440,3,,,3
1019456,"Male high school, Lacha pure",617,6,2878,5,2,3,
1019454,"Daman Masque,Daman village",617,6,1916,4,2,2,
1019461,"Spen khur Masque,Spen khur",617,6,1920,4,,,4
1019446,"Takiah School,Takiah",617,6,2420,5,1,2,2
1019452,"Sufian Masque, Sepahie village",617,6,1448,3,,3,
1019460,"Lalma Bajage guest house,Chardeh",617,6,1920,4,,,4
1019440,"Lorti Masque,Larti",617,6,3700,7,3,4,
1019445,"Anbar khana Clinic, Anbar khana",617,6,2414,5,2,3,
1019450,"Shrine Masque,Ghazi Abad",617,6,1752,3,,3,
1019449,"Gandiayne Masque,Gandiayane",617,6,1910,4,2,2,
1019453,"Sufian Masque, Sepahie village",617,6,958,2,2,,
1019458,"Spangno konj,farm2",617,6,1440,3,,,3
1019442,"Gara Te femal school,Dagi village",617,6,2700,5,2,3,
1019447,"Chardehi High School, Chardehi village",617,6,2438,5,,5,
1019439,MushwaniClinic,617,6,2700,5,2,3,
1019438,"Barekab School,Barekab",617,6,6200,11,4,5,2
1019448,"Chardehi, Chardehi village",617,6,1432,3,3,,
1019451,"Shrine Masque maidan,Ghazi Abad",617,6,980,2,2,,
1019441,"Jame Masque,farm 4",617,6,1800,3,1,2,
1006171,"Arbapan gardan, Arbapan",618,6,960,2,2,,
1006183,"Dak village Mandan,Dak village",618,6,1300,3,,,3
1006185,"Sapdary Masque, Sapdary",618,6,1300,3,,,3
1006179,"Mirlala yard,Kandi Mir Lala",618,6,480,1,1,,
1006157,"court of justice,Sangar Saray",618,6,1900,4,,2,2
1006181,"Yard, Deh Ghazi",618,6,1680,3,,3,
1006176,"Gardaw Yard, Gardaw",618,6,1400,3,2,,1
1006159,"Mirzakhail school, Mirzakhail",618,6,1500,3,1,2,
1006152,"High School,Bar Landa puch",618,6,1440,3,3,,
1006180,"Masque,Kandi Mir Lala",618,6,1440,3,,3,
1006151,"Landa Puch Clinic, Landa Puch",618,6,1440,3,,3,
1006149,"Qalie Akhund Masque,Qalie Akhund",618,6,1440,3,,3,
1006177,"Yard, kande",618,6,960,2,,2,
1006165,"Totkai  Masque, Totkai",618,6,1400,3,1,2,
1006182,"Gardan, Deh Ghazi",618,6,1440,3,3,,
1006167,"Wata pur Masque,Wata pur",618,6,480,1,1,,
1006168,"Kuz Landa puch Masque, Kuz landa puch",618,6,840,2,,2,
1006155,"Spadry Masque, Spadry",618,6,2880,5,2,3,
1006162,"Masque,Zakhail",618,6,2800,5,2,3,
1006173,"Murad Ali High School,Zarshawai",618,6,3000,5,2,3,
1006150,"Wakeel Gardan,Qalie Akhund",618,6,1440,3,3,,
1006158,"Sangar saray Clinic, Sangar Saray",618,6,1440,3,2,,1
1006169,"Yard,Kuz landa puch",618,6,960,2,2,,
1006184,"kuchi village maidan, kuchi",618,6,960,2,,,2
1006172,"Arbapan Place,Arabapan",618,6,1440,3,,3,
1006174,"Zali Akhund School,Zarshawai",618,6,960,2,1,1,
1006170,"Empty place,Warsah Faqeer",618,6,1920,4,2,2,
1006153,"Khakhi Masque, khakhi",618,6,480,1,,1,
1006163,"Yard , Mama khail",618,6,1440,3,,3,
1006156,"Sheergar School, Spadry",618,6,1440,3,1,2,
1006164,"Masque, Mamakhail",618,6,840,2,2,,
1006160,"Darband school,Dar Bank",618,6,720,2,1,1,
1006161,"Distric building,Gayek",618,6,2160,4,2,2,
1006178,"Shahed khudai dad school, Kande",618,6,480,1,1,,
1006166,"Wata pur Yard, wata pur",618,6,480,1,,1,
1006175,"Gardaw Masque,Gardaw",618,6,1900,4,,2,2
