distId,provId,solar_year,gregorian_year,province_name_eng,district_number,district_name_eng,rural_fem,rural_male,rural_total,urban_fem,urban_male,urban_total,fem_population,male_population,total_population,units
1902,19,1398,2019-2020,Kunduz,2,Chahar Darah,40062,41544,81606,,,,40062,41544,81606,exact
1903,19,1398,2019-2020,Kunduz,3,Ali Abad,25838,26521,52359,,,,25838,26521,52359,exact
1904,19,1398,2019-2020,Kunduz,4,Khan Abad,53401,53597,106998,23034,23460,46494,76435,77057,153492,exact
1905,19,1398,2019-2020,Kunduz,5,Hazrati Imam Sahib,90760,93898,184658,19801,19926,39727,110561,113824,224385,exact
1906,19,1398,2019-2020,Kunduz,6,Dasht-e- Archi,44630,45855,90485,1765,1977,3742,46395,47832,94227,exact
1907,19,1398,2019-2020,Kunduz,7,Qala -e-Zal,27927,28872,56799,10563,10740,21303,38490,39612,78102,exact
1908,19,1398,2019-2020,Kunduz,8,Calbad,17161,18192,35353,,,,17161,18192,35353,exact
1909,19,1398,2019-2020,Kunduz,9,Gultipa,5105,5414,10519,,,,5105,5414,10519,exact
1910,19,1398,2019-2020,Kunduz,10,Aqtash,13153,13944,27097,,,,13153,13944,27097,exact
2001,20,1398,2019-2020,Samangan,1,provincial Capital (Aybak),40584,42589,83173,16856,16252,33108,57440,58841,116281,exact
2002,20,1398,2019-2020,Samangan,2,Hazrat -e-Sultan,22185,23777,45962,,,,22185,23777,45962,exact
2003,20,1398,2019-2020,Samangan,3,Khuram Wa Sarbagh,21663,22600,44263,,,,21663,22600,44263,exact
2004,20,1398,2019-2020,Samangan,4,Feroz Nakhcheer,7047,7447,14494,,,,7047,7447,14494,exact
2005,20,1398,2019-2020,Samangan,5,Rui- Do- Ab,24271,26390,50661,,,,24271,26390,50661,exact
2006,20,1398,2019-2020,Samangan,6,Dara -e-soof-i-Payin,38495,40890,79385,,,,38495,40890,79385,exact
2007,20,1398,2019-2020,Samangan,7,Dara -e-soof-e- Bala,35495,36318,71813,,,,35495,36318,71813,exact
2101,21,1398,2019-2020,Balkh,1,provincial Capital (Mazar-e- sharif),,,,232912,236335,469247,232912,236335,469247,exact
2102,21,1398,2019-2020,Balkh,2,Nahri Shahi,24403,25475,49878,,,,24403,25475,49878,exact
2103,21,1398,2019-2020,Balkh,3,Dehdadi,36538,38409,74947,,,,36538,38409,74947,exact
2104,21,1398,2019-2020,Balkh,4,Char kent,24011,25344,49355,,,,24011,25344,49355,exact
2105,21,1398,2019-2020,Balkh,5,Marmul,6264,6402,12666,,,,6264,6402,12666,exact
2106,21,1398,2019-2020,Balkh,6,Balkh,57027,59050,116077,8658,8904,17562,65685,67954,133639,exact
2107,21,1398,2019-2020,Balkh,7,Sholgara,56244,58919,115163,5868,5935,11803,62112,64854,126966,exact
2108,21,1398,2019-2020,Balkh,8,Chimtal,49980,51865,101845,,,,49980,51865,101845,exact
2109,21,1398,2019-2020,Balkh,9,Dawlat Abad,51155,53562,104717,6016,6218,12234,57171,59780,116951,exact
2110,21,1398,2019-2020,Balkh,10,Khulm,12137,12672,24809,27879,28546,56425,40016,41218,81234,exact
2111,21,1398,2019-2020,Balkh,11,Char Bolak,44107,45855,89962,,,,44107,45855,89962,exact
2112,21,1398,2019-2020,Balkh,12,Shortepa,21402,22602,44004,,,,21402,22602,44004,exact
2113,21,1398,2019-2020,Balkh,13,Kaldar,10831,11366,22197,,,,10831,11366,22197,exact
2114,21,1398,2019-2020,Balkh,14,Kishindeh,26491,27565,54056,,,,26491,27565,54056,exact
2115,21,1398,2019-2020,Balkh,15,Zari,23880,24822,48702,,,,23880,24822,48702,exact
2201,22,1398,2019-2020,Sar-e-Pul,1,provincial Capital (Sar-e-Pul),67727,71591,139318,17019,17382,34401,84746,88973,173719,exact
2202,22,1398,2019-2020,Sar-e-Pul,2,Sayyad,29231,31354,60585,,,,29231,31354,60585,exact
2203,22,1398,2019-2020,Sar-e-Pul,3,Kohistanat,43324,45594,88918,,,,43324,45594,88918,exact
2204,22,1398,2019-2020,Sar-e-Pul,4,Sozma Qala,27013,27957,54970,,,,27013,27957,54970,exact
2205,22,1398,2019-2020,Sar-e-Pul,5,Sancharak,47500,51081,98581,7046,7349,14395,54546,58430,112976,exact
2206,22,1398,2019-2020,Sar-e-Pul,6,Gosfandi,31972,30962,62934,,,,31972,30962,62934,exact
2207,22,1398,2019-2020,Sar-e-Pul,7,Balkhab,27143,28741,55884,,,,27143,28741,55884,exact
2301,23,1398,2019-2020,Ghor,1,province Center (Chighcheran),70469,72505,142974,3960,3958,7918,74429,76463,150892,exact
2302,23,1398,2019-2020,Ghor,2,Duleena,19705,20380,40085,,,,19705,20380,40085,exact
2303,23,1398,2019-2020,Ghor,3,Dawlatyar,18009,18290,36299,,,,18009,18290,36299,exact
2304,23,1398,2019-2020,Ghor,4,Char Sada,14877,15547,30424,,,,14877,15547,30424,exact
2305,23,1398,2019-2020,Ghor,5,Pasaband,51415,53955,105370,,,,51415,53955,105370,exact
2306,23,1398,2019-2020,Ghor,6,Shahrak,32101,34359,66460,,,,32101,34359,66460,exact
2307,23,1398,2019-2020,Ghor,7,Lal Wa SarJangal,61726,62708,124434,,,,61726,62708,124434,exact
2308,23,1398,2019-2020,Ghor,8,Taywara,48934,52649,101583,,,,48934,52649,101583,exact
2309,23,1398,2019-2020,Ghor,9,Tulak,27665,29525,57190,,,,27665,29525,57190,exact
2310,23,1398,2019-2020,Ghor,10,Saghar,18530,19987,38517,,,,18530,19987,38517,exact
2401,24,1398,2019-2020,Daykundi,1,provincial Capital (Nili),20619,21475,42094,,,,20619,21475,42094,exact
2402,24,1398,2019-2020,Daykundi,2,Shahristan,38703,40648,79351,,,,38703,40648,79351,exact
2403,24,1398,2019-2020,Daykundi,3,Ishterlai,29406,30715,60121,,,,29406,30715,60121,exact
2404,24,1398,2019-2020,Daykundi,4,Khedir,25802,26713,52515,,,,25802,26713,52515,exact
2405,24,1398,2019-2020,Daykundi,5,kiti,26906,28558,55464,,,,26906,28558,55464,exact
2406,24,1398,2019-2020,Daykundi,6,Miramor,41106,43436,84542,,,,41106,43436,84542,exact
2407,24,1398,2019-2020,Daykundi,7,Sang -e- Takht,28611,29414,58025,,,,28611,29414,58025,exact
2408,24,1398,2019-2020,Daykundi,8,Kejran,17706,18718,36424,,,,17706,18718,36424,exact
2409,24,1398,2019-2020,Daykundi,9,pato,18224,20850,39074,,,,18224,20850,39074,exact
2501,25,1398,2019-2020,Uruzgan,1,provincial Capital (Tirinkot),51154,55523,106677,3814,3815,7629,54968,59338,114306,exact
2502,25,1398,2019-2020,Uruzgan,2,Dehraoud,30926,33183,64109,1908,1979,3887,32834,35162,67996,exact
2503,25,1398,2019-2020,Uruzgan,3,Chora,27796,29003,56799,,,,27796,29003,56799,exact
2504,25,1398,2019-2020,Uruzgan,4,Shahidhassas,32232,33314,65546,,,,32232,33314,65546,exact
2505,25,1398,2019-2020,Uruzgan,5,Khas Urozgan,30405,32399,62804,,,,30405,32399,62804,exact
2506,25,1398,2019-2020,Uruzgan,6,Gizab,22012,20598,42610,2054,2119,4173,24066,22717,46783,exact
2507,25,1398,2019-2020,Uruzgan,7,Chinarto,6917,7315,14232,,,,6917,7315,14232,exact
2601,26,1398,2019-2020,Zabul,1,provincial Capital (Qalat),15398,15971,31369,6311,6392,12703,21709,22363,44072,exact
2602,26,1398,2019-2020,Zabul,2,Tarang Wa Jaldak,10774,11057,21831,,,,10774,11057,21831,exact
2603,26,1398,2019-2020,Zabul,3,Shinkai,15416,15947,31363,,,,15416,15947,31363,exact
2604,26,1398,2019-2020,Zabul,4,Mizan,10290,10960,21250,,,,10290,10960,21250,exact
2605,26,1398,2019-2020,Zabul,5,Arghandab,17616,18682,36298,,,,17616,18682,36298,exact
2606,26,1398,2019-2020,Zabul,6,Shah Joi,38565,39948,78513,,,,38565,39948,78513,exact
2607,26,1398,2019-2020,Zabul,7,Daichopan,21402,22340,43742,,,,21402,22340,43742,exact
2608,26,1398,2019-2020,Zabul,8,Atghar,6844,6972,13816,,,,6844,6972,13816,exact
2609,26,1398,2019-2020,Zabul,9,Naw Bahar,11788,12323,24111,,,,11788,12323,24111,exact
2610,26,1398,2019-2020,Zabul,10,Shemel Zayi,17849,18037,35886,,,,17849,18037,35886,exact
2611,26,1398,2019-2020,Zabul,11,Kakar (khak-e-Afghan ),13050,13716,26766,,,,13050,13716,26766,exact
2701,27,1398,2019-2020,Kandahar,1,provincial Capital (Kandahar),52198,55262,107460,250671,256123,506794,302869,311385,614254,exact
2702,27,1398,2019-2020,Kandahar,2,Arghandab,33407,35404,68811,,,,33407,35404,68811,exact
2703,27,1398,2019-2020,Kandahar,3,Daman,18660,19858,38518,,,,18660,19858,38518,exact
2704,27,1398,2019-2020,Kandahar,4,Panjwayee,47501,49253,96754,,,,47501,49253,96754,exact
2705,27,1398,2019-2020,Kandahar,5,Zhire,46457,48859,95316,,,,46457,48859,95316,exact
2706,27,1398,2019-2020,Kandahar,6,Shah Wali Kot,23489,24692,48181,,,,23489,24692,48181,exact
2707,27,1398,2019-2020,Kandahar,7,Khakrez,12397,12934,25331,,,,12397,12934,25331,exact
2708,27,1398,2019-2020,Kandahar,8,Arghistan,18660,19596,38256,,,,18660,19596,38256,exact
2709,27,1398,2019-2020,Kandahar,9,Ghorak,5220,5487,10707,,,,5220,5487,10707,exact
2710,27,1398,2019-2020,Kandahar,10,Maiwand,32103,33053,65156,,,,32103,33053,65156,exact
2711,27,1398,2019-2020,Kandahar,11,Spin Boldak,54286,57482,111768,,,,54286,57482,111768,exact
2712,27,1398,2019-2020,Kandahar,12,Nesh,7307,7577,14884,,,,7307,7577,14884,exact
2713,27,1398,2019-2020,Kandahar,13,Miyanishin,8091,8622,16713,,,,8091,8622,16713,exact
2714,27,1398,2019-2020,Kandahar,14,Shorabak,6264,6532,12796,,,,6264,6532,12796,exact
2715,27,1398,2019-2020,Kandahar,15,Maruf,17878,18812,36690,,,,17878,18812,36690,exact
2716,27,1398,2019-2020,Kandahar,16,Reg ( Shiga ),4828,5095,9923,,,,4828,5095,9923,exact
2717,27,1398,2019-2020,Kandahar,17,Dand,24534,25344,49878,,,,24534,25344,49878,exact
2718,27,1398,2019-2020,Kandahar,18,Takhta pul,6785,7315,14100,,,,6785,7315,14100,exact
2801,28,1398,2019-2020,Jawzjan,1,provincial Capital (Sheberghan),48023,49382,97405,45898,45505,91403,93921,94887,188808,exact
2802,28,1398,2019-2020,Jawzjan,2,Khwaja Dukoh,14616,15285,29901,,,,14616,15285,29901,exact
2803,28,1398,2019-2020,Jawzjan,3,Khanaqa,12789,13064,25853,,,,12789,13064,25853,exact
2804,28,1398,2019-2020,Jawzjan,4,Mingajik,23228,24430,47658,,,,23228,24430,47658,exact
2805,28,1398,2019-2020,Jawzjan,5,Qush Tepa,12787,13325,26112,,,,12787,13325,26112,exact
2806,28,1398,2019-2020,Jawzjan,6,Khamyab,7569,7969,15538,,,,7569,7969,15538,exact
2807,28,1398,2019-2020,Jawzjan,7,Aqchah,28579,29655,58234,13640,13708,27348,42219,43363,85582,exact
2808,28,1398,2019-2020,Jawzjan,8,Faizabad,22576,23646,46222,,,,22576,23646,46222,exact
2809,28,1398,2019-2020,Jawzjan,9,Mardyan,21141,21687,42828,,,,21141,21687,42828,exact
2810,28,1398,2019-2020,Jawzjan,10,Qarqin,9396,9668,19064,4256,4381,8637,13652,14049,27701,exact
2811,28,1398,2019-2020,Jawzjan,11,Darzab,25577,26782,52359,1173,1131,2304,26750,27913,54663,exact
2901,29,1398,2019-2020,Faryab,1,provincial Capital (Maimana),,,,46647,47059,93706,46647,47059,93706,exact
2902,29,1398,2019-2020,Faryab,2,Pashtun kot,101786,107909,209695,,,,101786,107909,209695,exact
2903,29,1398,2019-2020,Faryab,3,Khwaja Sabz Posh i Wali,27405,29002,56407,,,,27405,29002,56407,exact
2904,29,1398,2019-2020,Faryab,4,Almar,38497,39585,78082,,,,38497,39585,78082,exact
2905,29,1398,2019-2020,Faryab,5,Bilchiragh,28187,29787,57974,,,,28187,29787,57974,exact
2906,29,1398,2019-2020,Faryab,6,Shirin Tagab,44238,46247,90485,,,,44238,46247,90485,exact
2907,29,1398,2019-2020,Faryab,7,Qaisar,77254,80997,158251,,,,77254,80997,158251,exact
2908,29,1398,2019-2020,Faryab,8,Gurziwan,41498,42719,84217,,,,41498,42719,84217,exact
2909,29,1398,2019-2020,Faryab,9,Dawlat Abad,23750,24691,48441,2930,2827,5757,26680,27518,54198,exact
2910,29,1398,2019-2020,Faryab,10,Kohistan,29753,30832,60585,,,,29753,30832,60585,exact
2911,29,1398,2019-2020,Faryab,11,Qaram Qul,10831,10974,21805,,,,10831,10974,21805,exact
2912,29,1398,2019-2020,Faryab,12,Qurghan,25838,26521,52359,,,,25838,26521,52359,exact
2913,29,1398,2019-2020,Faryab,13,Andkhoy,4306,4442,8748,18763,18230,36993,23069,22672,45741,exact
2914,29,1398,2019-2020,Faryab,14,Khani Charbagh,12659,13064,25723,,,,12659,13064,25723,exact
3001,30,1398,2019-2020,Hilmand,1,provincial Capital (Lashkargah),50555,52820,103375,45576,41604,87180,96131,94424,190555,exact
3002,30,1398,2019-2020,Hilmand,2,Nad Ali,88956,94753,183709,,,,88956,94753,183709,exact
3003,30,1398,2019-2020,Hilmand,3,Nawa-i- Barikzayi,53322,56022,109344,,,,53322,56022,109344,exact
3004,30,1398,2019-2020,Hilmand,4,Nahr-i- Saraj,78025,82899,160924,5625,5189,10814,83650,88088,171738,exact
3005,30,1398,2019-2020,Hilmand,5,Washer,14201,14245,28446,,,,14201,14245,28446,exact
3006,30,1398,2019-2020,Hilmand,6,Garm Ser,57535,59648,117183,,,,57535,59648,117183,exact
3007,30,1398,2019-2020,Hilmand,7,Nawzad,47796,48342,96138,,,,47796,48342,96138,exact
3008,30,1398,2019-2020,Hilmand,8,Sangin,37362,38659,76021,,,,37362,38659,76021,exact
3009,30,1398,2019-2020,Hilmand,9,Musa Qala,59497,60155,119652,,,,59497,60155,119652,exact
3010,30,1398,2019-2020,Hilmand,10,Kajaki,56067,58748,114815,,,,56067,58748,114815,exact
3011,30,1398,2019-2020,Hilmand,11,Reg-i-Khan Nishin,12612,13282,25894,,,,12612,13282,25894,exact
3012,30,1398,2019-2020,Hilmand,12,Baghran,53661,55115,108776,,,,53661,55115,108776,exact
3013,30,1398,2019-2020,Hilmand,13,Dishu,15137,14639,29776,,,,15137,14639,29776,exact
3014,30,1398,2019-2020,Hilmand,14,Marja,14484,15416,29900,,,,14484,15416,29900,exact
3015,30,1398,2019-2020,Hilmand,15,Nawamish,9093,9642,18735,,,,9093,9642,18735,exact
3101,31,1398,2019-2020,Badghis,1,provincial Capital (Qala-i- S.Now),28057,29394,57451,8215,8337,16552,36272,37731,74003,exact
3102,31,1398,2019-2020,Badghis,2,Ab Kamari,39932,41805,81737,,,,39932,41805,81737,exact
3103,31,1398,2019-2020,Badghis,3,Muqur,12919,13456,26375,,,,12919,13456,26375,exact
3104,31,1398,2019-2020,Badghis,4,Qadis,48935,52127,101062,,,,48935,52127,101062,exact
3105,31,1398,2019-2020,Badghis,5,Murghab (Bala Murghab),52720,55262,107982,,,,52720,55262,107982,exact
3106,31,1398,2019-2020,Badghis,6,Jawand,43195,44418,87613,,,,43195,44418,87613,exact
3107,31,1398,2019-2020,Badghis,7,Ghormach,30014,31223,61237,,,,30014,31223,61237,exact
3201,32,1398,2019-2020,Hirat,1,province center (Herat),,,,278859,277346,556205,278859,277346,556205,exact
3202,32,1398,2019-2020,Hirat,2,Enjil,133498,138219,271717,,,,133498,138219,271717,exact
3203,32,1398,2019-2020,Hirat,3,Guzera,80387,82696,163083,,,,80387,82696,163083,exact
3204,32,1398,2019-2020,Hirat,4,Karrukh,31450,32008,63458,3816,3958,7774,35266,35966,71232,exact
3205,32,1398,2019-2020,Hirat,5,Zendahjan,31582,31878,63460,,,,31582,31878,63460,exact
3206,32,1398,2019-2020,Hirat,6,Pashtun Zargun,54547,56830,111377,,,,54547,56830,111377,exact
3207,32,1398,2019-2020,Hirat,7,Kushk,59115,60617,119732,9819,9468,19287,68934,70085,139019,exact
3208,32,1398,2019-2020,Hirat,8,Gulran,52200,52387,104587,,,,52200,52387,104587,exact
3209,32,1398,2019-2020,Hirat,9,Adraskan,29623,30047,59670,,,,29623,30047,59670,exact
3210,32,1398,2019-2020,Hirat,10,Kushk-e-Kuhna,25055,25736,50791,,,,25055,25736,50791,exact
3211,32,1398,2019-2020,Hirat,11,Ghoryan,30015,30700,60715,19509,19643,39152,49524,50343,99867,exact
3212,32,1398,2019-2020,Hirat,12,Obe,39410,40890,80300,2052,1978,4030,41462,42868,84330,exact
3213,32,1398,2019-2020,Hirat,13,Kohsan,30145,30309,60454,,,,30145,30309,60454,exact
3214,32,1398,2019-2020,Hirat,14,Shindand,20614,20906,41520,2790,2968,5758,23404,23874,47278,exact
3215,32,1398,2019-2020,Hirat,15,Fersi,16442,17637,34079,,,,16442,17637,34079,exact
3216,32,1398,2019-2020,Hirat,16,Chishti Sharif,12919,13455,26374,,,,12919,13455,26374,exact
3217,32,1398,2019-2020,Hirat,17,Zerko,26224,26570,52794,,,,26224,26570,52794,exact
3218,32,1398,2019-2020,Hirat,18,Pashtko,17478,17707,35185,,,,17478,17707,35185,exact
3219,32,1398,2019-2020,Hirat,19,Kozeor,6449,6534,12983,,,,6449,6534,12983,exact
3220,32,1398,2019-2020,Hirat,20,Zawol,25151,25481,50632,,,,25151,25481,50632,exact
3301,33,1398,2019-2020,Farah,1,provincial Capital (Farah),40976,42850,83826,20546,21198,41744,61522,64048,125570,exact
3302,33,1398,2019-2020,Farah,2,Pushtrud,21924,23255,45179,,,,21924,23255,45179,exact
3303,33,1398,2019-2020,Farah,3,Khak-i-safed,16573,17115,33688,,,,16573,17115,33688,exact
3304,33,1398,2019-2020,Farah,4,Qala-i-kah,16834,17375,34209,,,,16834,17375,34209,exact
3305,33,1398,2019-2020,Farah,5,Shibkoh,12789,13195,25984,,,,12789,13195,25984,exact
3306,33,1398,2019-2020,Farah,6,Bala Buluk,38495,40890,79385,,,,38495,40890,79385,exact
3307,33,1398,2019-2020,Farah,7,Anar Dara,15138,15808,30946,,,,15138,15808,30946,exact
3308,33,1398,2019-2020,Farah,8,Bakwa,19182,20250,39432,,,,19182,20250,39432,exact
3309,33,1398,2019-2020,Farah,9,Lash-i- Juwayn,15138,15938,31076,,,,15138,15938,31076,exact
3310,33,1398,2019-2020,Farah,10,Gulistan,23489,24691,48180,,,,23489,24691,48180,exact
3311,33,1398,2019-2020,Farah,11,Pur Chaman,28578,30831,59409,,,,28578,30831,59409,exact
3401,34,1398,2019-2020,Nimroz,1,provincial Capital (Zaranj),16703,17637,34340,14813,14839,29652,31516,32476,63992,exact
3402,34,1398,2019-2020,Nimroz,2,Kang,12266,12672,24938,,,,12266,12672,24938,exact
3403,34,1398,2019-2020,Nimroz,3,Asl-i-chakhansur,12919,13456,26375,,,,12919,13456,26375,exact
3404,34,1398,2019-2020,Nimroz,4,Char Burjak,14225,15155,29380,,,,14225,15155,29380,exact
3405,34,1398,2019-2020,Nimroz,5,Khashrod,13832,14370,28202,,,,13832,14370,28202,exact
3406,34,1398,2019-2020,Nimroz,6,Dularam,3524,3789,7313,,,,3524,3789,7313,exact
