station_id,polling_id,delta,Ashraf Ghani Ahmadzai,Dr. Abdullah Abdullah,Hamed Karzai,Ramazan Bashardost,other
1,3401010,1,0,4,155,152,2
2,3401010,2,1,2,175,168,3
3,3401011,1,1,25,29,85,15
4,3401011,2,0,28,26,142,15
5,3401012,1,0,8,27,277,3
6,3401012,2,3,18,29,352,18
7,2907030,1,2,3,20,1,3
8,2907030,2,2,0,12,1,2
9,2907030,3,0,1,5,0,1
10,2907030,4,0,0,0,0,0
11,1424246,1,0,30,537,0,8
12,1424246,2,0,30,309,2,52
13,1424246,3,0,39,499,0,25
14,1424247,1,0,84,338,0,4
15,1424247,2,0,40,381,2,3
16,1424247,3,0,93,210,2,15
17,1424248,1,0,67,86,0,2
18,1424248,2,0,69,79,0,2
19,1424248,3,0,65,47,0,0
20,1424249,1,0,31,116,0,7
21,1424249,2,0,10,175,0,0
22,1424249,3,0,40,56,0,0
23,1424249,4,0,20,73,0,0
24,101491,1,12,4,79,6,1
25,101491,2,15,3,80,0,3
26,101491,3,0,0,10,0,0
27,101490,1,45,224,285,57,43
28,101490,2,56,282,354,78,63
29,101490,3,10,61,171,28,21
30,101490,4,13,63,96,23,11
31,101493,1,37,86,128,17,16
32,101493,2,15,53,75,15,7
33,101493,3,20,85,98,16,14
34,101493,4,30,69,152,24,17
35,101492,1,8,25,69,18,4
36,101492,2,9,16,80,5,4
37,101492,3,16,15,70,10,5
38,101492,4,7,28,111,1,1
39,101495,1,1,92,5,3,3
40,101495,2,1,175,10,1,6
41,101495,3,0,153,16,7,8
42,101495,4,0,115,11,3,2
43,101497,1,15,16,76,5,2
44,101497,2,6,12,55,5,5
45,101497,3,19,40,122,5,10
46,101497,4,10,45,134,4,3
47,101496,1,2,125,13,3,7
48,101496,2,0,49,6,5,4
49,101496,3,1,95,4,4,1
50,101499,1,0,28,252,300,7
51,101499,2,0,21,270,316,12
52,101499,3,1,26,307,326,10
53,101499,4,0,20,257,140,19
54,101499,5,0,29,345,217,15
55,101498,1,76,61,423,19,32
56,101498,2,66,44,366,27,29
57,101498,3,39,49,313,11,13
58,802052,1,0,0,600,0,0
59,802052,2,102,0,498,0,0
60,2808171,1,0,0,584,0,0
61,2808171,2,0,0,526,0,0
62,2808171,3,0,0,569,0,0
63,2808171,4,0,0,600,0,0
64,2808170,1,0,0,300,0,0
65,2808170,2,8,3,258,1,6
66,2808170,3,0,0,300,0,0
67,2808170,4,0,0,600,0,0
68,2808170,5,0,0,467,0,0
69,1204101,1,1,0,161,0,9
70,1204101,2,4,3,136,1,15
71,1204101,3,0,0,389,0,12
72,1204100,1,0,1,591,4,1
73,1204100,2,0,7,591,0,2
74,1204100,3,0,0,600,0,0
75,711168,1,0,0,637,0,0
76,711168,2,0,0,639,0,0
77,711169,1,0,186,40,2,6
78,711169,2,0,70,20,1,0
79,711169,3,0,335,18,1,2
80,711169,4,0,236,54,5,0
81,708124,1,5,0,173,0,8
82,708124,2,0,0,183,0,0
83,708124,3,0,0,300,0,0
84,711163,1,24,31,464,44,30
85,711163,2,2,135,450,5,2
86,711163,3,17,117,434,17,18
87,711163,4,3,90,457,17,14
88,711161,1,2,167,105,7,5
89,711161,2,0,64,61,5,3
90,711161,3,0,66,141,1,19
91,711161,4,0,16,119,2,0
92,711161,5,2,23,81,4,3
93,711161,6,0,112,60,2,2
94,711166,1,0,0,400,0,0
95,711166,2,0,0,0,0,0
96,711166,3,0,0,0,0,0
97,711167,1,0,0,579,0,0
98,711167,2,0,0,607,0,0
99,711164,1,0,71,516,0,2
100,711164,2,0,50,449,45,64
101,711164,3,24,40,484,23,27
102,711165,1,0,0,215,0,0
103,2101023,1,1,142,8,3,5
104,2101023,2,0,117,3,0,2
105,2101023,3,0,212,79,0,2
106,2101022,1,0,107,10,4,11
107,2101022,2,0,99,2,0,14
108,909079,1,12,1,232,0,1
109,909079,2,49,0,307,0,0
110,2101020,1,0,234,60,2,28
111,2101020,2,0,129,128,0,6
112,2101027,1,0,191,164,0,44
113,2101027,2,1,162,123,3,76
114,2101026,1,40,119,123,4,27
115,2101026,2,18,71,16,10,14
116,2101025,1,1,97,168,1,18
117,2101025,2,1,41,3,0,15
118,2101024,1,0,196,4,0,11
119,2101024,2,0,121,5,0,18
120,2101029,1,0,228,2,0,2
121,2101029,2,0,154,2,4,6
122,2101029,3,1,151,8,1,5
123,2101029,4,3,120,11,2,24
124,2101028,1,0,98,86,1,11
125,2101028,2,5,89,86,0,4
126,2101028,3,1,177,124,1,11
127,2404126,1,0,11,204,0,11
128,2404127,1,0,3,81,0,0
129,2404124,1,0,92,76,0,32
130,2404124,2,1,104,69,0,21
131,2404124,3,0,54,52,3,3
132,2404124,4,0,35,41,3,22
133,2511191,1,1,279,250,0,3
134,2511191,2,0,56,403,0,2
135,2511196,1,0,0,561,0,0
136,2511196,2,0,0,516,0,0
137,2511197,1,0,10,590,0,0
138,2511197,2,0,15,571,0,0
139,2511194,1,0,6,581,0,3
140,2511194,2,0,0,500,0,0
141,2511194,3,0,13,587,0,0
142,2511194,4,0,0,420,0,0
143,2511195,1,0,0,438,0,0
144,2511198,1,0,0,570,0,0
145,2511198,2,0,0,555,0,0
146,2511199,1,0,3,300,0,0
147,2404128,1,0,52,86,1,6
148,2404128,2,1,63,105,2,13
149,2404128,3,0,42,54,1,5
150,2404128,4,0,15,37,2,2
151,2404128,5,0,51,88,3,4
152,2404128,6,0,85,18,4,2
153,2404128,7,0,82,59,1,1
154,2404129,1,3,59,97,0,9
155,2404129,2,4,60,69,0,7
156,2404129,3,1,32,58,0,2
157,2404129,4,0,19,65,0,0
158,404060,1,1,1,224,213,14
159,404060,2,0,1,153,208,6
160,404061,1,0,95,445,208,0
161,404061,2,1,44,181,180,36
162,404062,1,0,47,233,111,3
163,404062,2,0,112,270,95,19
164,404063,1,0,0,1,223,4
165,404063,2,0,2,282,208,5
166,404063,3,0,0,133,126,12
167,404063,4,0,0,114,113,1
168,3101017,1,0,445,107,1,1
169,3101017,2,0,382,110,0,0
170,3101017,3,1,400,112,10,7
171,3101016,1,0,287,175,6,13
172,3101016,2,0,401,168,6,5
173,3101016,3,0,261,190,3,9
174,3101016,4,0,289,278,4,7
175,3101016,5,3,142,410,7,14
176,3101015,1,9,328,149,3,18
177,3101015,2,14,277,97,7,4
178,3101014,1,0,180,200,0,5
179,3101014,2,1,141,68,4,7
180,3101014,3,0,197,98,6,8
181,3101014,4,0,148,197,1,7
182,3101014,5,0,166,106,4,9
183,3101013,1,12,136,116,2,5
184,3101013,2,0,117,101,3,7
185,3101013,3,5,129,104,3,9
186,3101013,4,9,0,0,0,7
187,3101013,5,4,105,146,0,4
188,3101013,6,3,112,122,6,9
189,3101012,1,12,236,87,2,6
190,3101012,2,6,350,90,2,4
191,3101012,3,1,191,177,0,0
192,3101011,1,2,187,225,4,3
193,3101011,2,0,183,382,3,1
194,3101011,3,0,273,213,3,0
195,3101011,4,11,232,240,0,2
196,3101011,5,5,224,145,0,10
197,3101010,1,2,46,109,0,7
198,3101010,2,3,127,113,3,22
199,3101010,3,4,126,140,10,26
200,3101019,1,5,297,33,0,6
201,3101019,2,14,281,83,4,11
202,3101019,3,0,441,47,0,5
203,3101019,4,2,353,46,0,1
204,3101019,5,1,404,103,7,7
205,3101018,1,18,356,210,6,26
206,3101018,2,49,230,141,7,42
207,3101018,3,7,289,196,12,48
208,3101018,4,16,263,299,16,29
209,3101018,5,40,239,279,0,32
210,2804110,1,30,0,463,0,104
211,2804110,2,0,0,600,0,0
212,2804110,3,78,0,516,0,0
213,2804110,4,30,17,528,0,30
214,1007195,1,5,23,152,2,55
215,1007195,2,7,11,125,0,61
216,1007195,3,3,48,200,0,123
217,1007194,1,2,0,177,0,62
218,1007194,2,0,8,200,0,60
219,1007197,1,2,24,313,0,18
220,1007197,2,1,5,253,0,7
221,1007197,3,0,0,0,0,0
222,1007196,1,6,23,164,0,50
223,1007196,2,10,19,135,1,22
224,1007196,3,6,19,138,0,25
225,1007196,4,0,1,1,0,0
226,1007191,1,8,64,126,2,8
227,1007191,2,11,34,84,0,7
228,1007191,3,6,36,199,3,8
229,1007190,1,3,23,83,1,14
230,1007190,2,3,18,89,2,12
231,1007190,3,5,7,88,1,16
232,1007190,4,6,20,118,1,14
233,1007193,1,2,6,209,0,9
234,1007193,2,8,4,197,1,6
235,1007193,3,1,5,149,0,1
236,1007193,4,8,15,182,0,1
237,1007192,1,7,11,108,6,18
238,1007192,2,7,12,125,8,18
239,1007192,3,14,10,116,5,10
240,1007192,4,8,2,104,6,13
241,1007199,1,16,18,206,1,64
242,1007199,2,16,22,234,1,89
243,1007198,1,4,0,106,0,30
244,1007198,2,11,11,213,0,82
245,607112,1,0,27,364,295,29
246,607112,2,0,78,414,0,18
247,607117,1,0,0,50,418,0
248,607117,2,0,2,196,300,1
249,607117,3,0,0,137,428,0
250,607117,4,0,0,136,370,0
251,607116,1,0,3,79,110,18
252,607116,2,0,0,51,156,2
253,607115,1,0,0,98,42,0
254,607115,2,0,0,104,48,0
255,607115,3,0,0,82,98,4
256,607115,4,0,0,94,46,0
257,607119,1,0,3,491,104,0
258,607118,1,0,0,63,321,0
259,607118,2,0,0,123,305,1
260,1516172,1,0,73,49,22,8
261,1516172,2,1,101,32,24,7
262,1516172,3,1,115,63,21,17
263,1516172,4,1,45,17,8,11
264,1516172,5,4,63,32,5,32
265,1516172,6,1,40,19,6,16
266,1516172,7,4,45,22,9,22
267,1516173,1,3,102,115,31,17
268,1516173,2,0,101,135,18,13
269,1516173,3,0,100,132,18,40
270,1516173,4,2,73,99,10,74
271,1516170,1,4,94,81,15,21
272,1516170,2,1,106,91,34,9
273,1516170,3,0,62,91,19,14
274,1516170,4,1,77,96,25,20
275,1516170,5,1,75,40,15,18
276,1516170,6,1,55,67,8,26
277,1516170,7,1,81,78,5,16
278,1516170,8,1,75,114,13,10
279,1516171,1,0,116,59,13,6
280,1516171,2,0,121,49,13,18
281,1516171,3,0,79,45,0,9
282,1516171,4,0,64,80,11,3
283,608130,1,0,0,52,0,0
284,608130,2,0,0,45,0,0
285,608130,3,0,0,46,0,0
286,608130,4,0,0,50,0,5
287,608130,5,40,3,50,0,0
288,608130,6,0,0,46,0,0
289,608130,7,0,0,37,0,0
290,608131,1,0,0,247,0,11
291,608131,2,0,0,497,0,0
292,608131,3,0,0,0,0,0
293,608131,4,0,0,600,0,0
294,608131,5,0,0,0,0,0
295,608131,6,0,0,603,0,0
296,910160,1,0,0,23,0,4
297,910160,2,0,0,10,0,26
298,401010,1,0,283,7,0,350
299,401010,2,60,0,65,1,59
300,401011,1,514,0,34,0,49
301,401011,2,381,0,120,0,29
302,401011,3,256,0,14,0,0
303,1915304,1,0,24,134,0,0
304,1915304,2,0,29,167,0,2
305,1915304,3,5,23,46,1,15
306,1915304,4,0,24,188,0,2
307,1915305,1,0,87,103,0,1
308,1915305,2,1,197,154,0,2
309,1915305,3,0,411,100,0,5
310,1915306,1,0,137,64,0,2
311,1915306,2,0,71,102,0,0
312,1915307,1,0,580,31,0,0
313,1915307,2,0,567,50,0,4
314,1915307,3,0,490,2,0,0
315,1915307,4,0,603,6,0,0
316,1915303,1,1,64,380,0,5
317,1915303,2,0,42,324,2,6
318,1915303,3,0,13,270,0,0
319,1915303,4,0,53,137,0,4
320,1915308,1,1,69,44,0,2
321,1915308,2,1,73,97,0,3
322,1915308,3,0,115,173,0,7
323,1915309,1,0,80,41,172,1
324,1915309,2,0,64,64,216,5
325,1915309,3,0,125,119,146,1
326,1915309,4,0,125,26,100,1
327,3304056,1,0,105,2,0,2
328,3304056,2,0,297,1,0,3
329,3304057,1,0,233,96,3,9
330,3304057,2,0,324,110,7,1
331,3304057,3,0,52,12,0,1
332,3304057,4,0,58,12,0,0
333,3304054,1,0,66,26,0,0
334,3304054,2,0,63,15,0,2
335,3304054,3,0,31,8,0,1
336,3304054,4,0,40,6,0,0
337,3304055,1,0,69,12,0,0
338,3304055,2,0,60,8,0,1
339,3304055,3,0,104,19,0,2
340,3304052,1,0,121,23,1,4
341,3304050,1,0,54,4,0,4
342,3304050,2,0,42,5,0,3
343,3304050,3,0,29,0,0,1
344,3304050,4,0,34,8,1,3
345,3304051,1,0,36,2,0,6
346,3304051,2,0,37,3,1,8
347,3304058,1,0,50,5,6,0
348,3304058,2,0,64,28,0,0
349,3304059,1,0,157,64,0,4
350,717243,1,0,0,600,0,0
351,717243,2,0,0,630,0,0
352,717243,3,10,0,580,0,0
353,3405071,1,1,27,157,126,10
354,3405071,2,0,17,143,114,5
355,3405071,3,0,28,89,187,11
356,3405071,4,0,17,190,52,17
357,3405071,5,0,20,64,100,17
358,3405071,6,0,12,42,96,9
359,3405071,7,0,14,207,76,7
360,1016395,1,0,62,280,0,96
361,1016395,2,0,60,315,0,93
362,3405077,1,0,16,71,181,13
363,3405077,2,2,1,54,282,11
364,3405077,3,0,11,27,125,5
365,3405077,4,2,1,54,282,11
366,3405077,5,0,1,42,267,6
367,3405077,6,0,14,77,143,10
368,3405077,7,1,11,134,134,26
369,3405074,1,1,3,98,251,8
370,3405074,2,0,9,100,210,11
371,3405074,3,0,10,73,165,1
372,3405074,4,0,10,90,261,12
373,1016396,1,0,0,369,0,74
374,1016396,2,1,5,255,0,23
375,2705114,1,0,0,215,0,21
376,2705114,2,4,0,125,0,0
377,2705114,3,0,0,38,0,0
378,2705114,4,0,0,115,0,0
379,1001029,1,17,5,201,3,12
380,1001029,2,18,19,190,10,39
381,1001029,3,30,4,133,6,21
382,1001029,4,29,24,191,1,19
383,1001029,5,30,26,207,2,19
384,1001029,6,28,10,184,2,20
385,1001029,7,17,11,145,5,20
386,1001028,1,18,8,133,1,37
387,1001028,2,10,9,136,2,9
388,1001028,3,31,4,200,11,38
389,1001028,4,9,17,126,0,26
390,1001028,5,1,8,98,0,2
391,1001028,6,3,11,93,0,9
392,1001027,1,27,10,208,11,16
393,1001027,2,35,24,239,11,23
394,1001027,3,25,11,131,9,10
395,1001027,4,28,6,170,7,15
396,1001027,5,26,11,135,6,10
397,1001027,6,24,5,110,4,9
398,1001027,7,15,7,110,4,9
399,1001026,1,6,0,28,1,2
400,1001026,2,3,0,15,0,4
401,1001026,3,2,0,12,2,1
402,1001026,4,8,3,23,2,2
403,1001026,5,5,1,12,9,3
404,1001026,6,5,6,21,0,2
405,1001026,7,2,0,31,4,1
406,1001026,8,4,0,37,3,1
407,1001025,1,57,30,263,9,43
408,1001025,2,52,10,163,4,9
409,1001025,3,43,11,120,3,11
410,1001025,4,67,14,218,10,22
411,1001025,5,66,18,229,7,32
412,1001025,6,31,9,163,6,26
413,1001024,1,17,9,71,8,4
414,1001024,2,23,11,98,8,10
415,1001024,3,11,7,31,3,2
416,1001024,4,8,5,60,2,9
417,1001024,5,31,7,107,7,7
418,1001024,6,5,2,15,0,1
419,1001024,7,2,3,33,0,7
420,1001024,8,3,1,24,0,1
421,1001024,9,5,0,36,3,1
422,1001023,1,10,3,55,1,11
423,1001023,2,21,4,85,3,4
424,1001023,3,17,7,119,8,21
425,1001023,4,11,4,81,5,7
426,1001023,5,2,4,73,1,5
427,1001023,6,14,1,72,8,12
428,1001023,7,17,2,142,6,11
429,1001023,8,12,7,76,5,9
430,1001023,9,24,4,161,8,17
431,1001023,10,41,12,359,8,32
432,1001022,1,11,3,12,1,1
433,1001022,2,3,3,32,2,14
434,1001022,3,16,6,82,8,2
435,1001022,4,3,4,49,2,7
436,1001022,5,0,0,32,0,4
437,1001021,1,42,17,184,8,15
438,1001021,2,38,9,154,9,15
439,1001021,3,28,6,90,4,10
440,1001021,4,50,11,112,5,11
441,1001021,5,13,13,72,4,5
442,1001021,6,18,5,72,7,1
443,1001021,7,20,5,77,5,7
444,1001021,8,14,4,104,5,9
445,1001021,9,25,1,107,6,12
446,1001021,10,33,5,113,7,10
447,1001021,11,21,2,119,6,10
448,1001021,12,22,7,111,7,7
449,1001021,13,22,6,80,5,15
450,1001021,14,13,0,41,5,8
451,1001020,1,17,8,90,5,2
452,1001020,2,17,11,76,0,8
453,1001020,3,5,5,45,2,0
454,1001020,4,2,10,25,0,0
455,1001020,5,0,12,49,3,0
456,1001020,6,9,13,66,2,6
457,1001020,7,16,6,31,1,3
458,1001020,8,10,2,42,2,0
459,310142,1,0,40,15,6,1
460,310142,2,0,39,14,11,2
461,310142,3,0,55,28,19,4
462,310141,1,1,152,25,11,8
463,310141,2,0,87,16,2,2
464,310141,3,0,77,8,0,0
465,310140,1,0,76,52,7,6
466,310140,2,2,45,34,4,5
467,310140,3,0,113,35,2,0
468,101028,1,16,135,125,21,29
469,101028,2,10,70,53,13,11
470,101028,3,8,81,65,15,7
471,101028,4,7,36,40,2,3
472,101028,5,1,36,34,4,5
473,101028,6,4,41,39,3,4
474,101028,7,0,20,14,2,4
475,101028,8,1,9,11,1,2
476,101028,9,4,21,18,4,4
477,101028,10,0,13,19,1,2
478,101028,11,0,8,2,0,1
479,101028,12,0,4,3,2,1
480,101028,13,0,2,2,1,0
481,101029,1,6,22,36,5,3
482,101029,2,1,37,37,5,0
483,101029,3,4,24,22,5,2
484,101029,4,1,5,16,1,0
485,101029,5,0,8,14,0,0
486,101020,1,3,123,83,13,7
487,101020,2,0,22,19,1,1
488,101021,1,1,16,14,2,0
489,101021,2,1,14,14,1,0
490,101021,3,4,37,24,8,4
491,101021,4,3,24,13,7,2
492,101021,5,6,34,19,11,0
493,101021,6,2,29,24,9,3
494,101021,7,6,29,27,4,1
495,101021,8,2,33,26,4,5
496,101022,1,1,42,19,1,1
497,101022,2,0,39,16,4,0
498,101022,3,0,24,17,3,4
499,101022,4,1,24,6,0,0
500,101022,5,2,36,12,5,1
501,101022,6,0,59,23,9,3
502,101022,7,3,34,19,6,2
503,101022,8,5,62,18,7,5
504,101023,1,3,74,58,7,2
505,101023,2,3,88,53,8,2
506,101023,3,4,74,72,6,8
507,101023,4,6,85,48,9,5
508,101023,5,3,41,45,4,0
509,101023,6,0,35,44,4,4
510,101023,7,0,41,47,0,2
511,101024,1,9,150,36,7,5
512,101024,2,3,70,26,7,5
513,101024,3,3,79,23,2,2
514,101024,4,2,85,39,1,7
515,101024,5,12,114,48,12,7
516,101024,6,5,67,49,1,0
517,101024,7,1,52,10,3,1
518,101025,1,6,148,62,9,6
519,101025,2,3,86,30,3,7
520,101025,3,3,94,30,7,4
521,101025,4,2,120,46,2,1
522,101025,5,12,167,64,7,6
523,101025,6,3,37,18,0,0
524,101025,7,2,22,18,1,2
525,101025,8,2,71,40,4,8
526,101025,9,9,105,56,2,3
527,101025,10,6,138,42,2,1
528,101025,11,3,24,17,1,0
529,101025,12,0,29,18,0,0
530,101026,1,9,199,57,7,10
531,101026,2,1,119,31,3,2
532,101027,1,14,233,75,17,7
533,101027,2,10,116,85,8,4
534,306083,1,5,6,77,35,14
535,306083,2,2,10,76,29,13
536,306083,3,8,11,36,20,7
537,306083,4,1,4,29,24,4
538,306083,5,4,2,50,25,1
539,306082,1,7,37,150,14,34
540,306082,2,12,34,86,16,17
541,306082,3,18,49,125,26,20
542,306082,4,0,25,78,0,4
543,306085,1,6,64,82,90,23
544,306085,2,6,93,67,68,8
545,306085,3,4,54,82,60,15
546,306085,4,0,88,32,29,2
547,306085,5,0,103,22,31,5
548,306084,1,13,89,127,8,19
549,306084,2,6,89,103,6,14
550,306084,3,3,74,68,11,13
551,306084,4,6,90,43,4,3
552,306084,5,1,106,106,0,0
553,306087,1,2,94,101,43,15
554,306087,2,0,56,53,30,10
555,306087,3,0,137,33,32,13
556,306087,4,2,124,146,1,2
557,306087,5,0,200,101,3,0
558,306086,1,3,116,83,27,19
559,306086,2,0,76,59,22,8
560,306086,3,1,67,79,6,9
561,306086,4,82,64,35,2,10
562,306089,1,3,3,93,2,11
563,306089,2,7,4,126,2,6
564,306089,3,7,0,125,0,3
565,306089,4,0,1,73,0,1
566,306089,5,0,2,66,2,6
567,306088,1,23,11,209,2,13
568,306088,2,15,8,187,13,10
569,306088,3,15,8,141,2,14
570,306088,4,10,2,120,0,0
571,306088,5,0,0,162,0,0
572,2510167,1,10,12,13,0,0
573,2510167,2,7,0,66,29,5
574,2510168,1,1,1,10,99,2
575,2510168,2,4,0,687,10,1
576,2510168,3,0,0,124,13,0
577,2510168,4,0,0,134,5,13
578,2510168,5,0,0,895,0,3
579,2510168,6,0,0,131,2,2
580,1002048,1,3,1,88,0,10
581,1002048,2,311,0,48,0,46
582,1002048,3,23,2,101,0,6
583,1002049,1,30,14,196,2,23
584,1002049,2,37,9,191,2,30
585,1002049,3,24,9,150,6,22
586,1002049,4,5,1,125,0,62
587,1002049,5,313,4,200,0,15
588,1002045,1,21,18,184,3,18
589,1002045,2,35,28,266,7,24
590,1002045,3,29,20,252,2,13
591,1002045,4,47,20,261,7,30
592,1002045,5,9,7,172,1,24
593,1002045,6,7,5,155,1,13
594,1002045,7,22,9,173,0,11
595,1002046,1,76,37,238,10,12
596,1002046,2,14,32,172,5,4
597,1002046,3,32,63,253,8,15
598,1002046,4,2,5,285,1,5
599,1002046,5,2,6,240,0,6
600,1002047,1,22,3,207,2,36
601,1002047,2,29,25,281,6,32
602,1002047,3,30,6,209,0,23
603,1002047,4,25,8,251,2,20
604,1805049,1,3,221,55,6,46
605,1805049,2,0,89,142,3,18
606,1805049,3,0,213,89,0,22
607,1805048,1,0,98,62,0,13
608,1805048,2,1,101,42,3,13
609,1805048,3,0,151,37,9,10
610,1805048,4,1,87,2,0,6
611,1805048,5,0,93,16,0,16
612,1910210,1,6,0,120,0,5
613,2812240,1,59,0,541,0,0
614,2812240,2,134,1,435,1,22
615,2812240,3,5,0,552,0,43
616,2812240,4,79,2,509,0,10
617,2812240,5,356,0,244,0,0
618,2812240,6,55,19,500,5,21
619,2812240,7,205,5,350,12,23
620,2812240,8,457,6,127,0,0
621,2812240,9,86,0,514,0,0
622,2812242,1,17,4,236,2,18
623,2812242,2,34,11,170,4,49
624,2812242,3,33,2,207,0,43
625,2812242,4,52,10,155,0,13
626,2812242,5,30,0,50,0,6
627,2812242,6,85,4,505,0,0
628,2812243,1,1,0,141,0,0
629,2812243,2,0,1,192,0,4
630,2812243,3,0,0,168,1,1
631,2812243,4,0,2,85,0,3
632,2812244,1,0,0,400,0,0
633,2812244,2,0,25,565,0,10
634,2812244,3,0,0,600,0,0
635,3104076,1,0,120,85,0,1
636,3104076,2,0,260,126,0,10
637,3104076,3,0,69,129,1,3
638,3104076,4,0,126,81,0,1
639,3104076,5,0,225,75,0,0
640,3104077,1,1,82,245,2,18
641,3104077,2,0,37,217,0,6
642,3104074,1,0,43,103,0,4
643,3104074,2,0,48,123,1,0
644,3104074,3,0,44,91,2,0
645,3104074,4,0,21,58,0,0
646,3104074,5,0,59,151,0,13
647,3104075,1,156,122,170,1,7
648,3104075,2,23,19,96,3,5
649,3104075,3,24,40,50,1,7
650,3104075,4,59,73,286,0,4
651,3104075,5,0,71,263,5,63
652,3104072,1,2,129,121,0,8
653,3104072,2,0,106,124,0,6
654,3104072,3,6,82,169,1,2
655,3104072,4,0,100,186,0,0
656,3104072,5,0,223,41,0,1
657,3104073,1,36,104,50,1,6
658,3104073,2,93,100,59,1,44
659,3104073,3,44,78,48,0,4
660,3104073,4,45,192,47,4,0
661,3104073,5,28,200,28,3,7
662,3104078,1,13,112,414,0,9
663,3104078,2,126,100,363,0,3
664,3104078,3,0,0,627,0,0
665,3104078,4,0,3,621,0,2
666,3104078,5,0,73,416,0,25
667,3104079,1,1,76,158,2,6
668,3104079,2,0,212,73,9,1
669,3104079,3,0,63,218,2,0
670,2001016,1,2,45,282,28,25
671,2001016,2,5,71,304,36,23
672,2001016,3,4,61,300,35,33
673,2001016,4,2,27,152,4,7
674,2001016,5,3,28,133,10,20
675,2001016,6,0,0,6,0,0
676,2001016,7,0,0,0,0,0
677,101019,1,10,155,87,12,10
678,101019,2,7,143,87,12,5
679,101019,3,3,70,45,1,5
680,101019,4,1,56,32,0,4
681,1612191,1,0,366,139,4,19
682,1612191,2,0,485,90,2,6
683,1612190,1,0,515,56,9,4
684,1612190,2,0,536,14,13,9
685,1612190,3,1,543,28,35,23
686,1612193,1,1,472,104,1,15
687,1612193,2,0,514,40,2,10
688,1612192,1,0,152,54,1,3
689,1612192,2,1,392,47,23,19
690,1612192,3,0,443,13,123,9
691,1612195,1,1,323,13,7,1
692,1612195,2,0,317,2,4,2
693,1612194,1,0,76,3,3,24
694,1612194,2,0,8,1,0,8
695,1612194,3,4,75,44,0,145
696,1612197,1,0,113,19,18,36
697,1612197,2,0,101,38,4,11
698,1612197,3,1,339,143,18,46
699,1612199,1,1,281,24,4,5
700,1612199,2,0,128,16,5,1
701,1612198,1,0,351,139,17,6
702,1612198,2,0,563,33,0,0
703,2004068,1,0,105,35,0,35
704,2004068,2,3,86,34,3,47
705,2004068,3,0,26,17,79,22
706,2004063,1,0,75,80,6,33
707,2004063,2,0,74,86,3,39
708,2004063,3,0,147,78,2,20
709,2004062,1,5,109,72,13,30
710,2004062,2,0,156,86,71,54
711,2004062,3,1,101,75,14,36
712,2004062,4,2,173,92,4,43
713,2004061,1,3,223,52,3,24
714,2004061,2,0,278,63,4,28
715,2004061,3,2,264,49,7,28
716,2004061,4,0,146,30,4,26
717,2004061,5,3,149,107,1,42
718,2004061,6,0,195,37,3,51
719,2004061,7,2,231,42,0,66
720,2004060,1,1,42,139,5,13
721,2004060,2,0,55,170,3,11
722,2004060,3,1,43,178,4,16
723,2004060,4,0,31,239,2,23
724,2004060,5,0,70,164,1,64
725,1517180,1,0,347,53,0,17
726,1517180,2,0,409,77,1,11
727,2004066,1,1,47,117,7,50
728,2004066,2,3,82,122,4,70
729,2004066,3,0,5,31,1,60
730,2004066,4,18,11,154,1,7
731,1517182,1,0,171,241,0,3
732,1517182,2,0,93,146,0,0
733,2004064,1,2,151,64,5,45
734,2004064,2,2,65,44,3,40
735,806142,1,10,64,508,0,12
736,806142,2,3,5,583,0,6
737,806142,3,18,0,568,0,13
738,806142,4,4,76,519,0,1
739,806142,5,23,28,535,0,8
740,1509091,1,0,259,61,0,12
741,1509091,2,2,106,28,0,14
742,1509091,3,1,147,24,0,2
743,1509090,1,1,347,92,5,19
744,1509090,2,0,266,39,1,5
745,1509093,1,0,2,1,0,0
746,1509092,1,0,1,0,0,0
747,1509092,2,0,0,0,0,0
748,2807138,1,0,0,597,0,0
749,2807138,2,9,91,450,0,47
750,3107137,1,0,5,93,218,7
751,3107137,2,0,8,68,246,2
752,3107137,3,0,8,46,198,0
753,3107137,4,0,7,105,263,10
754,3107137,5,0,9,106,336,11
755,3107138,1,0,11,34,542,3
756,3107138,2,0,19,49,495,26
757,3107138,3,0,12,23,554,5
758,3107139,1,0,20,143,413,8
759,3107139,2,1,49,102,413,11
760,2101009,1,0,12,166,21,21
761,2101009,2,3,6,56,25,8
762,2101009,3,1,2,128,26,16
763,2101009,4,2,3,141,7,28
764,2101009,5,0,2,132,19,23
765,2101008,1,0,58,155,10,28
766,2101008,2,3,44,149,9,21
767,2101008,3,3,45,163,11,84
768,2101005,1,1,83,121,5,31
769,2101005,2,5,124,111,15,26
770,2101005,3,1,75,102,5,49
771,2101005,4,4,70,146,14,49
772,2101004,1,0,43,205,60,24
773,2101004,2,4,53,232,60,15
774,2101004,3,1,35,146,42,22
775,2101004,4,5,35,312,77,38
776,2101004,5,1,34,242,95,33
777,2101007,1,0,13,210,222,28
778,2101007,2,0,12,197,219,11
779,2101007,3,3,16,208,178,14
780,2101007,4,0,4,258,163,11
781,2101006,1,3,23,166,4,25
782,2101006,2,0,24,173,5,16
783,2101006,3,3,24,141,5,17
784,2101006,4,1,26,136,2,40
785,2101006,5,1,27,92,10,72
786,2101001,1,3,116,357,35,11
787,2101001,2,7,100,229,25,19
