station_id,polling_id,delta,Ashraf Ghani Ahmadzai,Dr. Abdullah Abdullah,Hamed Karzai,Ramazan Bashardost,other
10015,3307066,2,0,94,59,2,2
10016,3307067,1,0,196,60,10,11
10017,3307067,2,0,287,179,0,1
10018,2205084,1,3,35,245,0,18
10019,2205084,2,1,3,330,1,6
10020,2205085,1,4,1,126,3,5
10021,2205085,2,1,6,124,0,12
10022,2205086,1,3,161,128,3,58
10023,2205086,2,1,175,106,1,20
10024,2205086,3,0,65,25,0,16
10025,2205086,4,0,95,78,3,19
10026,2205086,5,3,106,70,4,22
10027,2205086,6,0,62,13,0,10
10028,2205086,7,0,103,126,0,3
10029,2205086,8,0,79,8,5,7
10030,2205087,1,1,166,47,1,22
10031,2205087,2,0,92,13,0,8
10032,2205087,3,1,66,17,0,4
10033,2205087,4,0,325,83,0,13
10034,2205080,1,0,22,113,0,0
10035,2205080,2,3,0,176,0,7
10036,2205080,3,30,15,200,0,0
10037,2205080,4,0,4,0,0,0
10038,2205080,5,0,29,150,0,0
10039,2205080,6,0,0,4,0,0
10040,2205081,1,5,15,218,2,6
10041,2205081,2,8,17,199,6,5
10042,2205081,3,9,8,196,8,4
10043,2205081,4,0,1,91,3,0
10044,2205081,5,0,0,152,3,0
10045,2205081,6,0,1,19,3,3
10046,2205081,7,0,0,7,14,1
10047,2205081,8,0,14,7,0,2
10048,2205082,1,5,42,220,3,14
10049,2205082,2,8,64,244,7,18
10050,2205083,1,1,0,501,1,7
10051,2205083,2,0,42,565,0,4
10052,2205088,1,1,0,332,1,6
10053,2205088,2,0,55,106,1,20
10054,2205089,1,2,54,166,5,4
10055,2205089,2,1,36,166,2,1
10056,2205089,3,0,103,104,3,0
10057,3403161,1,0,0,14,227,7
10058,3403161,2,2,1,12,244,12
10059,2812216,1,0,0,600,0,0
10060,2812216,2,0,0,600,0,0
10061,2812216,3,0,0,600,0,0
10062,2812216,4,0,0,600,0,0
10063,2812216,5,0,0,600,0,0
10064,2812215,1,40,226,201,47,15
10065,2812215,2,14,14,538,0,0
10066,2812215,3,4,0,588,0,0
10067,2812215,4,0,0,578,0,0
10068,2812215,5,0,0,574,0,4
10069,2812215,6,2,4,586,2,3
10070,2812215,7,16,0,524,0,10
10071,2812215,8,0,0,517,0,0
10072,2812213,1,0,0,30,0,3
10073,2812213,2,2,9,30,0,33
10074,2812213,3,5,4,81,0,7
10075,2812212,1,0,0,591,0,4
10076,2812212,2,0,0,599,0,0
10077,2812212,3,0,0,593,0,3
10078,2812212,4,0,1,597,0,3
10079,2812212,5,0,0,600,0,0
10080,2812212,6,0,3,568,0,14
10081,2812212,7,0,0,593,0,0
10082,2812212,8,0,0,600,0,0
10083,2812212,9,0,0,600,0,0
10084,2812210,1,4,2,356,0,33
10085,2812210,2,3,1,57,0,319
10086,2812210,3,0,1,213,0,19
10087,2812210,4,0,0,7,0,411
10088,2812210,5,6,0,173,1,24
10089,2812219,1,12,23,366,2,17
10090,2812219,2,24,11,350,1,14
10091,2812219,3,10,21,304,1,9
10092,2812219,4,4,21,240,0,11
10093,2812219,5,3,14,332,1,12
10094,2812219,6,8,78,159,0,10
10095,2812219,7,9,32,204,0,13
10096,2812219,8,10,20,203,0,6
10097,2812219,9,12,450,208,15,57
10098,2812219,10,0,0,550,0,0
10099,2812218,1,3,52,525,0,1
10100,2812218,2,0,10,593,0,10
10101,2812218,3,0,1,579,0,16
10102,2812218,4,0,2,691,0,6
10103,2812218,5,4,5,495,1,3
10104,2812218,6,0,0,1,0,1
10105,2812218,7,0,0,600,0,0
10106,2812218,8,0,2,580,0,8
10107,2812218,9,1,8,561,0,14
10108,1510100,1,1,89,346,3,13
10109,1510100,2,1,92,316,3,6
10110,1510100,3,1,98,328,1,10
10111,1510100,4,0,120,435,0,13
10112,1510100,5,0,103,250,0,67
10113,1510100,6,0,35,343,5,6
10114,1107055,1,0,0,154,0,1
10115,1107055,2,0,2,127,0,2
10116,1107055,3,0,5,245,0,0
10117,1107055,4,0,7,238,0,55
10118,1107055,5,2,8,267,0,20
10119,1107054,1,81,24,243,0,40
10120,1107054,2,66,0,548,0,176
10121,1107054,3,4,2,171,1,27
10122,1107054,4,9,5,341,0,1
10123,1107054,5,31,0,663,0,108
10124,1107054,6,21,14,268,11,261
10125,1107052,1,0,7,309,0,3
10126,1107052,2,1,18,257,0,6
10127,1107052,3,0,11,214,0,5
10128,1107052,4,0,75,499,0,15
10129,1107051,1,1,3,182,1,3
10130,1107051,2,2,4,157,0,4
10131,1107051,3,0,3,210,0,4
10132,1107051,4,1,11,138,0,5
10133,1107051,5,1,0,42,0,1
10134,1107051,6,0,0,35,0,2
10135,1107051,7,0,0,36,0,0
10136,1107050,1,1,120,467,0,3
10137,1107050,2,1,9,683,0,3
10138,1107050,3,13,85,387,0,0
10139,1107050,4,2,2,315,0,6
10140,1107050,5,1,160,527,3,99
10141,1107050,6,113,68,366,5,40
10142,1107050,7,0,0,22,0,2
10143,2104086,1,0,269,47,0,3
10144,2104086,2,1,295,43,0,0
10145,2104084,1,0,1,65,176,18
10146,2104084,2,0,5,39,160,2
10147,2104085,1,0,0,40,340,2
10148,2104085,2,0,0,22,166,1
10149,2104082,1,0,57,150,340,0
10150,2104082,2,0,16,62,259,6
10151,2104082,3,0,67,100,349,18
10152,2104083,1,0,4,255,154,8
10153,2104083,2,0,1,218,158,5
10154,2104080,1,0,154,84,2,2
10155,2104080,2,0,96,184,0,1
10156,2104081,1,1,333,23,3,1
10157,2104081,2,0,328,11,5,1
10158,2104081,3,1,486,30,2,2
10159,2104081,4,0,336,26,0,1
10160,1505060,1,0,16,151,13,6
10161,1505060,2,0,24,103,3,5
10162,1505060,3,0,21,150,4,6
10163,1505060,4,0,8,115,3,4
10164,1505060,5,0,0,129,0,9
10165,1505060,6,0,0,43,0,6
10166,1505060,7,0,0,42,0,21
10167,1505061,1,1,24,216,0,26
10168,1505061,2,0,13,184,1,31
10169,1505061,3,0,6,79,32,11
10170,1505061,4,2,1,68,0,8
10171,1505062,1,0,23,291,7,20
10172,1505062,2,0,23,173,14,15
10173,1505062,3,0,23,209,3,45
10174,1505062,4,4,30,231,6,26
10175,1505062,5,1,26,235,3,22
10176,1505062,6,0,19,228,2,12
10177,1505062,7,0,7,112,0,24
10178,1505062,8,1,12,136,0,39
10179,1505062,9,0,9,115,1,12
10180,1505062,10,0,3,91,0,10
10181,1505063,1,0,24,102,1,7
10182,1505063,2,0,26,116,2,9
10183,1505063,3,0,9,58,0,2
10184,1505063,4,0,0,69,0,5
10185,603071,1,421,0,179,0,0
10186,603071,2,46,0,140,0,0
10187,603071,3,440,0,160,0,0
10188,603072,1,0,0,600,0,3
10189,603072,2,0,0,430,0,2
10190,603073,1,0,0,87,0,0
10191,603074,1,0,0,276,0,1
10192,603075,1,0,0,250,0,0
10193,603076,1,0,0,150,0,0
10194,3005036,1,6,3,86,1,23
10195,3005036,2,18,6,114,1,43
10196,3005036,3,7,4,18,1,30
10197,3005036,4,6,2,15,0,14
10198,3005036,5,9,4,90,1,56
10199,3005036,6,14,4,57,1,86
10200,3005036,7,0,0,5,0,0
10201,3005036,8,0,0,5,0,0
10202,3005036,9,0,0,5,0,0
10203,3005037,1,22,25,237,1,106
10204,3005037,2,11,10,98,3,62
10205,3005037,3,11,11,67,1,76
10206,3005037,4,18,12,66,0,63
10207,3005037,5,12,10,87,0,64
10208,3005037,6,6,2,96,1,29
10209,3005037,7,16,20,185,2,45
10210,3005037,8,0,0,5,0,0
10211,3005037,9,0,0,7,0,0
10212,3005038,1,4,0,130,0,23
10213,3005038,2,0,4,165,0,28
10214,3005038,3,0,2,80,0,24
10215,3005038,4,0,6,152,0,13
10216,3005038,5,2,37,208,0,19
10217,3005038,6,4,3,188,0,36
10218,3005038,7,0,0,5,0,0
10219,3005038,8,0,5,0,0,0
10220,3005038,9,0,0,5,0,0
10221,3005039,1,2,4,318,0,19
10222,3005039,2,0,7,230,0,40
10223,3005039,3,1,11,260,0,25
10224,3005039,4,2,1,176,1,42
10225,3005039,5,4,9,250,0,30
10226,3005039,6,4,16,66,0,58
10227,3005039,7,1,2,9,2,10
10228,3005039,8,0,0,5,0,0
10229,3005039,9,2,2,18,0,5
10230,101208,1,8,72,102,41,5
10231,101208,2,6,46,116,46,6
10232,101208,3,7,73,131,45,4
10233,101208,4,1,24,76,13,3
10234,101208,5,5,29,64,16,2
10235,101209,1,21,49,160,8,25
10236,101209,2,8,34,77,1,11
10237,101205,1,7,127,120,26,13
10238,101205,2,5,124,105,28,12
10239,101205,3,3,119,119,33,9
10240,101205,4,1,65,93,15,2
10241,101205,5,1,70,131,21,7
10242,101206,1,0,15,192,16,4
10243,101206,2,3,43,226,42,10
10244,101207,1,6,87,264,37,3
10245,101207,2,1,17,175,7,8
10246,101200,1,2,78,327,118,7
10247,101200,2,0,69,274,106,15
10248,101200,3,1,36,408,69,5
10249,101200,4,1,25,332,58,7
10250,101201,1,1,129,308,112,13
10251,101201,2,4,80,439,56,3
10252,101201,3,5,124,298,101,10
10253,101202,1,0,71,70,22,4
10254,101202,2,1,49,60,15,2
10255,101202,3,4,57,65,15,4
10256,101202,4,1,15,45,13,1
10257,101202,5,0,14,60,10,2
10258,101203,1,4,125,116,42,8
10259,101203,2,3,48,125,16,2
10260,101203,3,10,87,130,32,9
10261,2002033,1,8,87,223,14,16
10262,2002033,2,3,61,239,9,16
10263,2002033,3,1,47,129,9,7
10264,2002033,4,3,73,169,19,11
10265,2002033,5,2,75,176,23,9
10266,2002033,6,0,1,0,0,0
10267,2002033,7,0,46,58,4,2
10268,2002033,8,6,39,108,4,4
10269,2002033,9,7,45,71,1,8
10270,2002033,10,0,33,77,1,8
10271,2002033,11,0,40,64,0,4
10272,2002033,12,0,0,0,0,0
10273,2002036,1,0,37,109,3,19
10274,2002036,2,1,44,116,1,30
10275,2002036,3,1,37,97,1,21
10276,2002036,4,0,12,53,0,28
10277,2002036,5,2,10,69,0,33
10278,2002037,1,0,45,83,0,10
10279,2002037,2,2,28,68,1,9
10280,2002037,3,0,10,50,1,35
10281,2002034,1,0,93,19,2,28
10282,2002034,2,2,152,15,4,15
10283,2002034,3,0,49,10,4,42
10284,2002034,4,1,31,17,16,56
10285,2002035,1,3,36,82,6,20
10286,2002035,2,1,45,80,0,19
10287,2002035,3,0,14,34,0,2
10288,2002035,4,0,13,38,0,9
10289,301035,1,0,149,25,2,4
10290,301035,2,1,141,23,9,13
10291,301035,3,0,87,17,2,11
10292,301035,4,1,86,12,0,1
10293,301034,1,1,218,25,7,8
10294,301034,2,1,0,14,4,7
10295,301034,3,1,165,12,3,4
10296,301034,4,0,195,29,2,8
10297,301034,5,1,168,15,0,7
10298,2002038,1,3,96,167,21,24
10299,2002038,2,2,59,139,10,16
10300,2002038,3,2,84,168,20,22
10301,2002038,4,1,26,78,1,4
10302,2002038,5,3,36,36,2,10
10303,2002038,6,0,21,54,6,4
10304,2002039,1,6,140,276,23,44
10305,2002039,2,4,152,315,18,19
10306,2002039,3,3,117,322,20,30
10307,2002039,4,0,23,77,13,5
10308,2002039,5,3,49,81,2,12
10309,2002039,6,2,57,112,4,18
10310,301031,1,1,227,27,6,5
10311,301031,2,3,154,19,3,6
10312,301031,3,0,219,22,3,2
10313,301031,4,0,195,20,2,4
10314,301031,5,2,159,10,1,3
10315,301030,1,1,145,18,5,4
10316,301030,2,0,290,29,6,8
10317,301030,3,2,390,47,6,18
10318,301030,4,2,172,28,1,8
10319,301030,5,0,148,9,0,3
10320,301030,6,1,39,2,0,2
10321,301033,1,0,154,56,2,10
10322,301033,2,0,59,8,0,1
10323,301032,1,0,126,8,1,6
10324,301032,2,0,135,9,1,5
10325,301032,3,1,147,8,3,2
10326,301032,4,2,150,20,0,7
10327,101051,1,5,56,377,52,13
10328,101051,2,9,52,284,53,6
10329,101051,3,1,33,298,35,10
10330,101051,4,3,34,292,59,14
10331,101051,5,2,33,275,36,10
10332,101051,6,4,25,407,28,11
10333,101051,7,2,9,279,26,5
10334,101051,8,6,19,440,34,8
10335,101050,1,7,85,131,22,10
10336,101050,2,4,75,91,17,2
10337,101050,3,5,23,79,12,6
10338,101050,4,2,46,102,21,5
10339,101050,5,8,38,73,15,7
10340,101050,6,3,49,73,12,2
10341,101050,7,5,41,76,8,3
10342,101050,8,3,44,118,15,8
10343,101050,9,2,16,96,12,4
10344,101050,10,2,37,126,12,9
10345,101050,11,0,0,23,0,0
10346,101050,12,0,0,72,0,3
10347,101050,13,10,39,63,16,2
10348,101501,1,1,9,205,259,7
10349,101501,2,0,6,150,209,1
10350,101501,3,3,8,181,187,4
10351,101501,4,1,12,229,224,8
10352,101501,5,0,7,260,201,7
10353,101500,1,0,6,147,0,185
10354,101500,2,0,5,107,159,4
10355,101500,3,0,5,94,126,7
10356,101500,4,0,6,132,144,4
10357,101500,5,1,27,424,328,23
10358,1419211,1,1,11,152,0,20
10359,1419211,2,2,21,110,0,36
10360,1419210,1,1,9,115,3,132
10361,1419210,2,0,4,55,0,34
10362,1419212,1,1,32,168,0,17
10363,1419212,2,1,18,102,0,15
10364,101055,1,5,64,69,8,3
10365,101055,2,9,88,65,5,8
10366,101055,3,9,61,59,10,6
10367,101055,4,7,71,70,15,3
10368,101055,5,5,18,23,0,3
10369,101055,6,4,18,36,2,1
10370,101055,7,9,21,28,1,1
10371,101506,1,8,16,93,6,11
10372,101506,2,28,60,175,13,12
10373,101505,1,9,75,150,63,11
10374,101505,2,2,52,124,37,4
10375,101505,3,1,31,238,51,23
10376,101056,1,10,76,39,7,1
10377,101056,2,4,55,34,10,4
10378,101056,3,6,54,33,8,2
10379,101056,4,3,37,33,7,1
10380,101056,5,0,22,6,0,0
10381,101056,6,1,24,6,0,1
10382,101056,7,1,13,7,0,0
10383,3107161,1,2,1,40,177,10
10384,3107161,2,0,1,55,200,3
10385,3107161,3,0,7,78,202,5
10386,3107161,4,0,2,29,149,3
10387,3107160,1,0,16,23,166,2
10388,3107160,2,0,4,24,140,1
10389,3107160,3,1,4,7,89,4
10390,3107160,4,1,15,36,218,9
10391,3107160,5,0,5,33,182,14
10392,3107163,1,0,21,131,88,1
10393,3107163,2,0,19,150,59,2
10394,3107163,3,1,17,214,96,5
10395,3107162,1,0,41,76,138,3
10396,3107162,2,0,50,49,135,5
10397,3107165,1,0,2,10,205,1
10398,3107165,2,0,9,14,168,3
10399,3107165,3,0,1,6,136,0
10400,3107165,4,0,1,10,194,3
10401,3107165,5,0,10,20,250,0
10402,3107164,1,0,16,109,122,8
10403,3107164,2,0,15,96,114,4
10404,3107167,1,0,0,35,258,7
10405,3107167,2,0,4,42,200,4
10406,3107166,1,1,2,9,139,6
10407,3107166,2,0,0,2,111,0
10408,3107169,1,0,32,102,127,7
10409,3107169,2,0,49,93,113,2
10410,3107169,3,0,30,100,154,2
10411,3107169,4,0,37,93,103,13
10412,3107168,1,0,8,15,311,8
10413,3107168,2,0,2,18,231,8
10414,404039,1,0,21,355,298,4
10415,404039,2,2,5,113,83,12
10416,404039,3,0,5,99,49,15
10417,404038,1,0,39,623,170,18
10418,404037,1,0,44,342,31,5
10419,404037,2,1,40,451,94,7
10420,404036,1,0,25,218,26,6
10421,404036,2,0,20,262,38,1
10422,404036,3,0,13,174,12,12
10423,404036,4,0,10,166,16,5
10424,404035,1,0,8,99,54,0
10425,404035,2,0,34,100,52,1
10426,404035,3,1,10,95,62,0
10427,404035,4,0,4,165,91,0
10428,404034,1,0,23,119,34,0
10429,404034,2,0,16,80,40,0
10430,404034,3,0,11,104,17,3
10431,404034,4,0,12,120,21,7
10432,1701037,1,0,0,1,0,0
10433,1901008,1,7,129,123,41,3
10434,1901008,2,8,136,162,44,7
10435,1901008,3,5,125,181,31,12
10436,1901008,4,5,93,119,31,7
10437,1901008,5,6,135,120,35,4
10438,1901008,6,8,113,113,27,13
10439,1901008,7,5,121,116,18,10
10440,1901008,8,5,61,91,12,7
10441,1901008,9,3,65,70,8,5
10442,1901008,10,2,64,93,10,9
10443,1901008,11,2,70,83,14,6
10444,1901009,1,1,109,57,26,0
10445,1901009,2,3,109,62,16,4
10446,1901009,3,2,108,71,34,5
10447,1901009,4,1,109,57,26,0
10448,1901009,5,3,82,81,20,2
10449,1901009,6,4,101,58,24,1
10450,1901006,1,3,139,136,7,7
10451,1901006,2,5,175,121,11,9
10452,1901006,3,2,81,82,4,14
10453,1901006,4,4,113,98,3,7
10454,1901006,5,1,111,111,5,3
10455,1901006,6,5,108,90,6,2
10456,1901006,7,2,83,91,4,10
10457,1901006,8,4,101,107,4,12
10458,1901006,9,5,158,151,17,9
10459,1901007,1,11,238,190,52,12
10460,1901007,2,4,174,114,38,18
10461,1901007,3,5,160,95,30,12
10462,1901007,4,3,167,92,33,9
10463,1901007,5,7,139,85,37,1
10464,1901007,6,2,160,78,26,12
10465,1901007,7,3,125,73,36,7
10466,1901007,8,8,115,99,27,7
10467,1901007,9,5,103,78,21,4
10468,1901007,10,6,50,28,17,6
10469,1901007,11,5,45,43,20,5
10470,1901004,1,6,75,91,39,14
10471,1901004,2,1,81,105,25,8
10472,1901004,3,1,34,50,25,6
10473,1901004,4,2,36,38,21,1
10474,1901004,5,2,48,60,23,8
10475,1901004,6,0,47,88,19,10
10476,1901004,7,1,27,45,39,3
10477,1901004,8,1,35,90,66,7
10478,1901004,9,0,25,66,16,2
10479,1901005,1,5,58,131,61,4
10480,1901005,2,2,41,135,76,9
10481,1901005,3,6,56,109,57,9
10482,1901005,4,1,26,66,30,6
10483,1901005,5,0,24,52,59,1
10484,1901005,6,0,21,103,65,5
10485,1901005,7,2,32,82,49,2
10486,1901005,8,1,9,136,51,7
10487,1901005,9,1,29,83,39,1
10488,1901005,10,4,35,89,37,2
10489,1901005,11,4,16,97,58,1
10490,1901005,12,2,17,108,65,2
10491,1901002,1,1,252,36,2,9
10492,1901002,2,7,281,36,7,14
10493,1901002,3,4,217,31,5,4
10494,1901002,4,2,245,43,5,5
10495,1901002,5,5,236,40,6,8
10496,1901002,6,1,197,17,2,1
10497,1901002,7,1,212,21,3,2
10498,1901002,8,2,198,23,2,5
10499,1901002,9,2,258,21,2,1
10500,1901003,1,1,174,66,19,7
10501,1901003,2,5,194,77,12,14
10502,1901003,3,3,179,57,18,3
10503,1901003,4,3,137,152,9,7
10504,1901003,5,2,130,40,4,4
10505,1901003,6,3,71,117,5,8
10506,1901003,7,5,94,326,8,16
10507,1901001,1,7,193,93,53,6
10508,1901001,2,2,151,77,38,7
10509,1901001,3,4,108,43,41,0
10510,1901001,4,2,77,24,20,2
10511,1901001,5,3,59,39,16,3
10512,1901001,6,3,82,23,10,1
10513,1901001,7,6,204,106,49,6
10514,1901001,8,5,186,57,18,5
10515,1901001,9,3,233,61,29,2
10516,1901001,10,5,219,73,31,7
10517,1901001,11,4,173,64,27,4
10518,1901001,12,0,224,45,13,4
10519,2404119,1,13,208,195,5,50
10520,2404119,2,4,216,137,2,23
10521,2404119,3,3,239,118,4,33
10522,1305044,1,0,158,431,0,0
10523,1305044,2,0,598,1,0,1
10524,1305044,3,0,303,303,0,0
10525,1305044,4,0,339,261,0,0
10526,1305045,1,0,0,598,0,1
10527,1305045,2,18,0,580,0,2
10528,1305045,3,591,1,0,0,4
10529,1305045,4,0,600,0,0,0
10530,1305045,5,0,235,157,0,0
10531,1305045,6,0,600,0,0,0
10532,1305045,7,0,250,350,0,0
10533,1305040,1,0,0,600,0,0
10534,1305040,2,0,350,250,0,0
10535,1305040,3,0,568,69,3,0
10536,1305040,4,0,0,600,0,0
10537,1305040,5,0,599,0,0,0
10538,1305040,6,0,595,0,0,0
10539,1305040,7,0,597,2,0,1
10540,1305040,8,0,379,217,2,2
10541,1305041,1,0,0,600,0,0
10542,1305041,2,0,0,600,0,0
10543,1305041,3,0,0,600,0,0
10544,1305041,4,0,400,200,0,0
10545,1305041,5,0,200,400,0,0
10546,1305042,1,0,596,0,0,3
10547,1305042,2,0,0,600,0,0
10548,1305042,3,0,2,597,0,1
10549,1305043,1,0,594,0,0,4
10550,1305043,2,0,4,575,0,0
10551,1305043,3,0,526,63,0,2
10552,2408243,1,0,135,88,1,7
10553,2408243,2,1,178,112,0,8
10554,2408242,1,2,18,184,0,5
10555,2408242,2,0,8,234,0,0
10556,2102035,1,48,8,192,9,11
10557,2102035,2,28,9,233,9,9
10558,2102035,3,19,4,139,5,16
10559,2102035,4,18,4,252,11,36
10560,2102035,5,26,3,243,1,14
10561,2102035,6,12,22,223,1,8
10562,2102037,1,3,10,294,0,15
10563,2102037,2,1,11,246,0,15
10564,2102037,3,1,2,438,0,12
10565,2102036,1,6,1,341,0,5
10566,2102036,2,2,1,207,0,11
10567,2102036,3,21,11,299,3,23
10568,2102036,4,14,9,307,2,19
10569,2407213,1,13,340,97,0,5
10570,2407213,2,1,203,5,0,0
10571,2407212,1,0,185,99,0,52
10572,2407212,2,0,195,84,0,37
10573,2407212,3,0,302,163,0,51
10574,2102039,1,3,104,246,5,62
10575,2102039,2,6,71,242,5,44
10576,2102039,3,2,87,205,20,12
10577,2102039,4,1,40,254,0,21
10578,2102038,1,9,25,259,0,19
10579,2102038,2,4,15,196,0,12
10580,2102038,3,2,24,138,0,25
10581,2102038,4,0,24,246,0,1
10582,2411461,1,0,0,298,0,0
10583,2411461,2,0,0,283,0,10
10584,2411460,1,0,0,164,0,41
10585,2411460,2,0,188,372,0,0
10586,2411463,1,1,28,378,0,15
10587,2411462,1,0,6,199,0,1
10588,2411462,2,0,8,293,0,1
10589,1701028,1,0,0,0,0,0
10590,1701028,2,0,0,0,0,0
10591,1701028,3,0,0,0,0,0
10592,1701028,4,0,0,0,0,0
10593,1701029,1,0,80,95,0,6
10594,1701029,2,1,45,121,0,3
10595,1701029,3,0,10,21,0,7
10596,1701029,4,0,25,0,0,0
10597,1701029,5,0,21,18,0,0
10598,1701029,6,0,7,6,3,0
10599,1701022,1,0,7,1,0,0
10600,1701020,1,5,325,89,18,11
10601,1701020,2,6,349,101,20,13
10602,1701020,3,2,291,77,25,11
10603,1701020,4,2,141,53,9,1
10604,1701020,5,6,176,84,22,1
10605,1701021,1,4,22,131,2,12
10606,1701021,2,0,2,78,0,3
10607,1701026,1,0,10,1,3,2
10608,1701026,2,1,13,5,1,0
10609,1701026,3,0,1,1,0,0
10610,1701026,4,1,2,0,0,0
10611,1701027,1,0,28,3,0,0
10612,1701027,2,0,10,1,1,0
10613,1701027,3,1,11,12,8,0
10614,1701024,1,0,24,14,7,1
10615,1701024,2,0,3,8,0,0
10616,1701024,3,0,11,4,2,0
10617,910155,1,0,1,35,0,0
10618,910155,2,0,0,6,0,0
10619,910155,3,0,0,0,0,0
10620,910155,4,0,0,0,0,0
10621,910155,5,0,0,0,0,0
10622,907112,1,0,0,250,0,250
10623,907112,2,0,0,0,0,600
10624,2011121,1,1,251,3,0,0
10625,2011121,2,0,225,2,0,0
10626,2011122,1,1,146,20,3,25
10627,2011122,2,0,79,2,0,1
10628,3201001,1,2,63,141,131,11
10629,3201001,2,1,62,125,158,10
10630,3201001,3,0,54,110,103,9
10631,3201001,4,0,40,113,140,12
10632,3201001,5,1,44,149,146,7
10633,3201001,6,2,59,140,127,5
10634,3201001,7,1,28,217,130,22
10635,3201001,8,6,89,215,230,18
10636,3201001,9,5,111,241,232,16
10637,3201001,10,1,119,153,182,17
10638,3201001,11,4,70,198,215,16
10639,3201001,12,1,62,151,156,12
10640,3201001,13,5,79,208,227,16
10641,3201001,14,1,52,168,225,5
10642,3201003,1,1,11,206,106,22
10643,3201003,2,20,11,117,26,45
10644,3201002,1,1,17,207,80,14
10645,3201002,2,0,20,180,78,27
10646,3201002,3,1,16,145,71,16
10647,3201002,4,2,12,141,68,13
10648,3201002,5,0,18,148,72,17
10649,3201002,6,0,16,152,41,12
10650,3201002,7,1,8,122,56,11
10651,3201002,8,0,15,204,75,10
10652,3201002,9,0,16,188,95,9
10653,3201005,1,0,171,80,85,5
10654,3201004,1,0,66,96,132,14
10655,3201004,2,1,30,47,56,25
10656,3201007,1,3,31,192,358,19
10657,3201007,2,0,31,93,195,8
10658,3201007,3,4,20,97,103,49
10659,3201007,4,4,23,131,118,33
10660,3201006,1,2,17,271,208,17
10661,3201006,2,1,17,210,107,3
10662,3201009,1,0,20,100,219,4
10663,3201009,2,0,25,114,244,6
10664,3201009,3,1,18,115,197,4
10665,3201008,1,0,14,132,135,6
10666,3201008,2,0,20,129,143,7
10667,3201008,3,0,17,110,127,12
10668,1115113,1,0,0,20,0,0
10669,1115113,2,0,11,29,0,0
10670,1115113,3,0,0,30,0,0
10671,1115113,4,0,1,5,0,2
10672,1115113,5,0,3,15,0,2
10673,1115113,6,0,0,183,0,220
10674,1115113,7,2,2,11,0,1
10675,1115113,8,0,32,112,0,11
10676,1115115,1,3,0,5,0,1
10677,1115115,2,0,2,64,0,0
10678,1115115,3,1,6,23,0,1
10679,1115115,4,0,2,11,0,1
10680,1115115,5,0,0,14,0,1
10681,1115115,6,0,0,20,0,0
10682,1115114,1,1,72,253,0,4
10683,1115114,2,0,44,60,0,0
10684,1115114,3,0,2,18,0,0
10685,1115114,4,11,5,117,0,5
10686,1115114,5,1,1,79,0,17
10687,1115114,6,4,0,100,0,3
10688,1115114,7,1,5,82,0,7
10689,1115117,1,11,1,134,0,13
10690,1115117,2,28,0,603,0,0
10691,1115117,3,8,1,317,0,6
10692,1115117,4,3,0,388,0,1
10693,1115117,5,37,93,486,0,163
10694,1115116,1,0,0,3,0,1
10695,1115116,2,1,16,25,0,2
10696,1115116,3,0,1,8,0,0
10697,1115116,4,1,4,197,0,0
10698,1115116,5,0,0,33,0,0
10699,1115119,1,0,0,32,0,0
10700,1115119,2,0,0,23,0,17
10701,1115119,3,0,4,32,0,0
10702,1115119,4,0,0,27,0,2
10703,1115119,5,0,0,28,0,2
10704,1115119,6,0,1,20,0,1
10705,1115119,7,0,0,30,0,0
10706,1115119,8,1,0,19,0,0
10707,1115119,9,0,1,20,0,0
10708,1115119,10,0,1,21,0,1
10709,1115118,1,0,0,16,3,2
10710,1115118,2,0,0,4,0,1
10711,1115118,3,0,0,3,0,2
10712,1115118,4,1,0,156,0,0
10713,1115118,5,0,0,133,0,11
10714,1115118,6,0,0,73,0,4
10715,1115118,7,0,0,45,0,0
10716,1115118,8,0,0,62,0,0
10717,607123,1,2,25,377,133,0
10718,607123,2,6,66,232,128,162
10719,607120,1,0,6,19,371,1
10720,607120,2,0,0,280,276,26
10721,607120,3,0,24,367,190,8
10722,607120,4,0,9,216,365,0
10723,607121,1,0,0,379,208,8
10724,607121,2,0,0,542,294,10
10725,607121,3,0,0,43,125,1
10726,607121,4,0,1,465,310,16
10727,507075,1,2,51,221,0,253
10728,507075,2,3,20,347,0,178
10729,507075,3,1,25,177,0,234
10730,507075,4,0,83,53,0,490
10731,507075,5,0,118,181,0,329
10732,507075,6,37,0,408,0,146
10733,507075,7,0,160,518,0,33
10734,507074,1,1,205,242,0,103
10735,507074,2,0,353,277,0,47
10736,507074,3,3,107,269,0,201
10737,507074,4,0,173,249,0,63
10738,507074,5,4,286,229,0,74
10739,507074,6,26,270,150,0,125
10740,507077,1,0,183,99,0,63
10741,507077,2,0,19,120,0,215
10742,507077,3,0,26,47,0,368
10743,507077,4,0,8,17,0,199
10744,507077,5,0,9,364,0,168
10745,507076,1,1,272,158,0,164
10746,507076,2,2,163,177,4,275
10747,507076,3,5,104,181,0,198
10748,507076,4,6,139,103,0,211
10749,507076,5,4,109,68,0,94
10750,507076,6,0,187,295,1,55
10751,507076,7,0,124,251,0,14
10752,507076,8,0,188,444,0,0
10753,507079,1,408,10,123,0,54
10754,507079,2,100,20,360,0,105
10755,507079,3,370,3,136,0,78
10756,507079,4,159,15,221,1,187
