"Province","District ID","Polling Center Name and Location","PC Code","Estimated Voters","Total PS","Male","Female","Kuchi"
"Kabul",105," Qara Bagh Secondary School, Qara Bagh area.",105368,1600,3,2,1,0
"Kabul",105,"bagh alam,haaji khalil home",105363,1600,3,2,1,0
"Kabul",105,"markaz walaswali,abdulwakil shahid high school",105367,2800,5,3,2,0
"Kabul",105,"chaawni,haaji nasrullah home",105364,2600,5,2,1,2
"Kabul",105,"Mohammad Amin Shaheed school, Kareez Mir. ",105370,1600,4,3,1,0
"Kabul",105,"sabz sang,sabz sang sacandary school",105373,2400,5,2,1,2
"Kabul",105,"astar ghach,astar ghach sacandary school",105369,2000,4,1,1,2
"Kabul",105,"Langar Secondary School, Langar area.",105371,2000,5,2,1,2
"Kabul",105,"bagh araq secondary school, Baghe Araq",105361,1200,2,1,1,0
"Kabul",105,"akaa khil,akaa khil sacandary school",105360,2400,5,2,2,1
"Kabul",106,"district center of estalaf, estalaf high school",107380,2300,6,3,1,2
"Kabul",106,"noor alam,noor alam masque",107378,1200,3,2,1,0
"Kabul",106,"dara badal shah khil,badal shah khil high school",107377,1800,4,1,1,2
"Kabul",106,"khwaja hasan vilage,khwaja hasan primary school",107374,1200,3,2,1,0
"Kabul",106,"tangi miana,m-yaqob shah shahid school",107376,2300,5,2,1,2
"Kabul",106,"bazaar astalaf,training and education department",107379,800,2,1,1,0
"Kabul",106," Ahmad Shah Masood School, Qaber Malik area. ",107375,1200,3,2,1,0
"Kabul",107,"qala muraad bik,qala muraad bik high school",109395,1200,3,2,1,0
"Kabul",107,"kaariz meer paayan,hazrat osman high school",109396,2000,4,3,1,0
"Kabul",107,"deh boyazaar,boyazaar high school",109388,2800,6,3,1,2
"Kabul",107,"ghaaza,ghaaza high school",109391,2000,4,2,2,0
"Kabul",107,"qala wazir,dara shakar dara high school",109394,3000,6,3,1,2
"Kabul",107,"dolaana,wazirgul shahid primary school",109390,2400,5,2,1,2
"Kabul",107,"daan shamand,daanshamand sacandary school",109389,2000,4,3,1,0
"Kabul",107,"behzaadi,behzaadi clinic",109387,2000,4,2,2,0
"Kabul",107,"qala baars,balaa kaariz sacandary school",109386,1600,4,3,1,0
"Kabul",107,"haaji bik,haaji bik primary school",109392,2000,5,2,1,2
"Kabul",107,"qala dasht,qala dasht sacandary school",109393,2000,4,2,2,0
"Kabul",107,"shah mardaan,shahkardara high school",109397,3000,6,2,2,2
"Kabul",108,"qala haidarkhan,hazrat abobakar sediq school",110408,3200,6,3,1,2
"Kabul",108,"paghmaan district,kochis place arghandi chawk",110418,4500,6,0,0,6
"Kabul",108,"murgh giraan,qala yaqob khil masque",110414,2200,5,2,1,2
"Kabul",108,"awreyaa khil,ghaazi muhammad home",110417,2000,5,2,1,2
"Kabul",108,"koshkak,koshkak primary school",110410,1800,4,3,1,0
"Kabul",108,"arghandi baalaa,hasanulbasir high school",110400,2600,5,2,1,2
"Kabul",108,"kaarizak,hazratkhalid bin walid high school",110409,1600,3,2,1,0
"Kabul",108,"khwaja lakan,khwaja lakan high school",110413,1600,3,2,1,0
"Kabul",108," Dawar Madrasa, Dawara Village.",110401,1600,3,2,1,0
"Kabul",108,"Khaldari Clinic, Khaldari Village.",110412,1200,3,2,1,0
"Kabul",108,"chandal boyee,baraachi,abdulah bin omar sacandary school",110403,2000,4,3,1,0
"Kabul",108," Qalae Malek primary school",110415,1600,3,2,1,0
"Kabul",108,"chandal boyee,baraachi,paghman district office",110402,2000,4,2,2,0
"Kabul",108,"khwaja masafaar,khwaja masaafar high school",110411,2400,5,3,2,0
"Kabul",108,"siachak, simachak primary school",110416,2600,5,2,1,2
"Kabul",108,"alaa balaa,abdulah bin abaas high school",110398,3200,6,3,1,2
"Kabul",108,"chaltan,chatan sacandary chool",110404,2000,4,3,1,0
"Kabul",108," Daraye Pashayee Primary School.",110405,2000,4,3,1,0
"Kabul",108," Hazrat Omar Farooq School.",110399,3200,6,3,1,2
"Kabul",108,"dadmast,paghman qashang sacandary school",110407,2400,5,3,2,0
"Kabul",108,"dara zargar,hazrat osman sacandary school",110406,2000,4,3,1,0
"Kabul",109,"khair abad,borj barq masque",111420,2400,5,3,2,0
"Kabul",109," Abdul Hakim house.",111427,800,2,1,1,0
"Kabul",109,"now niaz,malak khawaani home",111422,2000,5,2,1,2
"Kabul",109," Tangi Sayedan high school ",111429,2400,5,3,2,0
"Kabul",109," Familihaye Reshkhor female school. ",111494,2800,5,3,2,
"Kabul",109,"chal dokhtaraan,chal tokhtaraan masque",111419,2000,4,1,1,2
"Kabul",109,"lalandar,malak razaa hasan home",111426,800,2,1,1,0
"Kabul",109,"qala nayeem,malaalay shahid high school",111425,1600,3,2,1,0
"Kabul",109," Masjid Karez Charsoq.",111428,800,2,1,1,0
"Kabul",109,"baalaa qala,char asyaab ",111423,2000,4,3,1,0
"Kabul",109,"alyaas khil,qala ghafaar masque",111424,1200,3,2,1,0
"Kabul",109,"qala loqmaan,qala loqmaan clinic",111421,3600,7,3,2,2
"Kabul",110,"kaariz bakar vilage,kaariz bakar primary school",114460,800,2,1,1,0
"Kabul",110,"husain khil,husain khil sacandary school",114455,2600,5,2,1,2
"Kabul",110,"shiwaki,shiwaki high school",114452,4100,7,3,2,2
"Kabul",110,"shina vilage,shina sacandary girls school",114451,1600,3,2,1,0
"Kabul",110,"shina vilage,shina sacandary boys school",114450,2000,4,3,1,0
"Kabul",110,"bagraami,bagraami high school",114456,5600,10,6,2,2
"Kabul",110," Haji Mohammad,  Kareze Bekar . ",114461,800,2,1,1,0
"Kabul",110," Qalae Ahmad Khan school, Ahmad Khan Area. ",114453,1600,3,2,1,0
"Kabul",110,"kamary,kamary girls high school",114457,3700,7,3,2,2
"Kabul",110,"sahaag vilage,qarya sahaag primary school",114462,2400,5,3,2,0
"Kabul",110,"qala wazir,qala wazir high school",114458,2000,4,3,1,0
"Kabul",110," Hajir Zareef School, Baghalk village",114459,2800,6,2,2,2
"Kabul",110,"botkhaak,botkhaak high school",114454,3200,6,3,1,2
"Kabul",111,"chookari,chookari boys sacandary school",113444,1200,3,2,1,0
"Kabul",111,"Chenar School, Chenar. ",113446,1000,2,1,1,0
"Kabul",111,"Abdullah Khan House, Ghazagi area.",113441,800,2,1,1,0
"Kabul",111,"Mohammad Rafiq house, Malang ",113443,600,2,1,1,0
"Kabul",111,"malang,shah rasool home",113442,600,2,1,1,0
"Kabul",111," Masjid  Taghar olya Ghazagi. ",113439,600,2,1,1,0
"Kabul",111,"  Abdullah Khan house, Ghazagi. ",113440,600,2,1,1,0
"Kabul",111,"khord kabul,khord kabul jaami masque",113447,1600,3,2,1,0
"Kabul",111,"zandaan,wali khan sacandary school",113445,1000,2,1,1,0
"Kabul",112,"wazbeen,baam darai,baam darai masque",115486,2400,5,3,2,0
"Kabul",112,"shahrak,saroobi clinic",115483,2600,6,4,2,0
"Kabul",112,"shahrak,primary school",115484,4000,7,5,2,0
"Kabul",112," Kuchi House.",115479,2600,5,4,1,0
"Kabul",112,"looy kalay,tizin khaas primary school",115480,2400,5,3,2,0
"Kabul",112,"darai saray, malak home",115476,3400,7,5,2,0
"Kabul",112,"naghloo,naghloo sacandary school",115481,4700,9,5,2,2
"Kabul",112,"wazbeen,gaaz alayaa masque",115487,3000,7,3,2,2
"Kabul",112," Police Headquarters , Husainkhail Ozbeen area.",115517,700,2,1,1,
"Kabul",112,"jagdalak,destryde masque in the deasart(qazaad)",115478,3600,7,3,2,2
"Kabul",112,"hood khil,girls sacandary school",115485,2100,4,2,2,0
"Kabul",112,"hoodkhil balaa,high school",115477,2000,4,2,2,0
"Kabul",112,"Torkani malik karim house ",115516,1000,3,2,1,
"Kabul",112,"qala kalaan,qala kalaan masque",115482,2600,6,4,2,0
"Kabul",112,"Spare kondi",115518,1000,3,2,1,
"Kabul",112,"Sherkhan kaj mosque",115515,1500,3,2,1,
"Kabul",113,"gudra vilage,gudra masque",108382,1600,3,2,1,0
"Kabul",113,"dasht naasari,dahar nasari masque",108381,2000,4,1,1,2
"Kabul",113," Deh Naw Boys High School.",108383,1600,3,2,1,0
"Kabul",113,"deh arabaan,deh arabaan masque",108385,800,2,1,1,0
"Kabul",113,"deh balaa,mistary abdulqadoos home",108384,2000,4,1,1,2
"Kabul",114," Khanankhail Clinic, Khanan Khail area.",112435,800,4,1,1,2
"Kabul",114,"sayeed khil,moyeen khil,qashlaaq sacandary schol",112431,1400,3,2,1,0
"Kabul",114,"Shawali house ",112434,600,2,1,1,0
"Kabul",114,"qala abaas qali,abaas qali masque",112438,1800,4,2,2,0
"Kabul",114," Rahmat Abad School, Sher Baba area. ",112433,2200,5,2,1,2
"Kabul",114,"chaarsooq,mosahee primary girls school",112437,1800,4,2,2,0
"Kabul",114,"khanan khil,khanan khil masque",112436,1800,4,2,2,0
"Kabul",114,"dashtak,qariya shinkai masque",112432,1400,3,2,1,0
"Kabul",115,"hassan khil,hassan khil masque",106346,1600,3,2,1,0
"Kabul",115,"sar khan khil,sarkhan masque",106348,800,2,1,1,0
"Kabul",115,"sar joy,sar joy masque",106351,2000,4,3,1,0
"Kabul",115,"zargaran,zargaran masque",106350,1200,3,2,1,0
"Kabul",115,"qala chinar,qala chinar masque",106349,2000,4,1,1,2
"Kabul",115,"paayan deh,farza high school",106345,2000,5,2,1,2
"Kabul",115,"qala meer afghan,meer afghan masque",106347,1200,3,2,1,0
"Kapisa",201,"Mohmod Raqi Male high School (Bazar De BaBa Ali)",201009,4200,8,5,3,
"Kapisa",201,"Khal Mohammad High school ( Now  Abad)",201006,3300,6,4,2,
"Kapisa",201,"Dih Babi General Mosque, Mahmood Raqi Center",201008,2500,5,3,2,
"Kapisa",201,"ullah Mohammad Shukhi High School ( Shukhi) Kuchian",201014,700,2,0,0,2
"Kapisa",201,"Rais DaDa house ( Zarat)",201012,1000,2,1,1,
"Kapisa",201,"Ajmal house ( Kura Taz) Kuchian",201016,700,2,0,0,2
"Kapisa",201,"Ghani khail (Ghani khail)",201011,1500,3,2,1,
"Kapisa",201,"Neswan school ( Guldan Qala Safied)",201005,2500,5,3,2,
"Kapisa",201,"Hazrat Musaab High school ( Dawod khail)",201002,3200,6,4,2,
"Kapisa",201,"Rais DaDa house ( Zarat) kuchian",201017,1000,2,0,0,2
"Kapisa",201,"Khal Mohammad High school ( Now  Abad) Kuchian",201015,800,2,0,0,2
"Kapisa",201,"Abdul Malik Masque ( Kakre)",201013,700,2,1,1,
"Kapisa",201,"Pushta Rahman Khail ( Kuchia)",201018,700,2,0,0,2
"Kapisa",201,"Mohmod Raqi Neswan high School (Rahman khail)",201010,2200,4,2,2,
"Kapisa",201,"Malik Sardar house ( Regerwan)",201003,2000,4,2,2,
"Kapisa",201,"Ullah Mohammad Shukhi High School ( Shukhi)",201004,3000,5,3,2,
"Kapisa",201,"Heroki Male high school",201001,3000,5,3,2,
"Kapisa",201,"Dr. Abdul Razaq House, Mahmood Raqi Center",201007,2500,5,3,2,
"Kapisa",202,"Haqiq Shahed  Primary school ( Baghcha Lalo)",203035,2400,4,2,2,
"Kapisa",202,"Sheer khan khel ( Sheer khan khel )",203033,3600,6,3,3,
"Kapisa",202,"Alberuni university (Sherkat Nasaje Gulbar)",203026,3500,6,4,2,
"Kapisa",202,"Private house ( Namaz Jai)",203034,3000,5,3,2,
"Kapisa",202,"Khowja MirKhil Saboon, Kohistan One",203038,2300,4,2,2,
"Kapisa",202,"Jaldak Musque ( Jaldak)",203031,3000,5,3,2,
"Kapisa",202,"Mohammad Umar Shahed High School ( Qarsedi)",203028,3600,6,3,3,
"Kapisa",202,"Sanjan Primary School ( Sanjen village )",203036,2400,4,3,1,
"Kapisa",202,"Mula khail Musque ( Mula khail)",203037,3000,5,3,2,
"Kapisa",202,"neswan Nasaji High school ( Nasaji Gulbar)",203029,3600,7,3,4,
"Kapisa",202,"Ezed Yar Shahed High School (Sarak Kuhistan Shamali)",203032,3000,5,3,2,
"Kapisa",202,"Mer Masjedi High school (Ashtar Geram)",203027,5400,9,5,4,
"Kapisa",202,"Neswan Ashtargeram High School ( Ashtar geram)",203030,2400,4,1,3,
"Kapisa",203,"Dare Kutle ( Dare Kutle)",205070,1100,2,1,1,
"Kapisa",203,"Masque ( Pul Merwais)",205073,2100,4,3,1,
"Kapisa",203,"Hazaro khail ( Hazaro khail)",205072,2100,4,3,1,
"Kapisa",203,"Arab khail (Arab khail)",205067,2000,4,2,2,
"Kapisa",203,"Lal Beag( Lal Beak khail)",205071,2600,5,3,2,
"Kapisa",203,"Sare Joe Nahre khwaja (Now Abad)",205075,1500,3,2,1,
"Kapisa",203,"Muqam khail (Shawaq)",205074,1800,3,2,1,
"Kapisa",203,"Habib khail dar mana ( Habib khail)",205069,2100,4,2,2,
"Kapisa",203,"Aram kote ( Mohammad Umar khail Aram kote)",205068,1200,2,1,1,
"Kapisa",204,"Baghi Aman(Dare Pata)",204051,2400,4,2,2,
"Kapisa",204,"Abdul Salam Shahed Primary school ( Gen village)  kuchian",204063,1000,2,0,0,2
"Kapisa",204,"Neswan Secondary school (Ruzakhail)",204042,1500,3,1,2,
"Kapisa",204,"Bibi khail ( Bibi khail)",204046,1500,3,2,1,
"Kapisa",204,"Neswan  Dare Farakhsha Secondary School (Haidar khail)",204045,1800,3,1,2,
"Kapisa",204,"Ibrahim khail School ( Dare Kalan)",204044,2000,4,2,2,
"Kapisa",204,"Yasen Zai School ( kharej Dara)",204053,3000,5,3,2,
"Kapisa",204,"Askan School ( Dare Pata)",204056,2000,4,3,1,
"Kapisa",204,"Sayed Akbar house ( Sabeyan) kuchain",204066,1200,2,0,0,2
"Kapisa",204,"Do Qomi ( Puchghan)",204055,1800,3,2,1,
"Kapisa",204,"School ( Zar shawee) kuchian",204065,1200,2,0,0,2
"Kapisa",204,"Ghuchlan ( Dare Ghose)",204050,1800,3,2,1,
"Kapisa",204,"Mohammad ayoub Secondary School ( Husainkhail) kuchain",204064,1000,2,0,0,2
"Kapisa",204,"Malik  house ( Rozakhail)",204062,1200,2,1,1,
"Kapisa",204,"Tajikan male high school ( Tajikan)",204057,2000,4,3,1,
"Kapisa",204,"Neswan Badikhshi Secondary School ( Dare kalan Tawa Cheyan)",204047,1500,3,1,2,
"Kapisa",204,"School ( Zar shawee)",204060,1200,2,1,1,
"Kapisa",204,"Mamor sheer jan House ( Sheerwani)",204061,1500,3,2,1,
"Kapisa",204,"Zekria ( Puchghan)",204058,1500,3,2,1,
"Kapisa",204,"Mohammad Ayoub Secondary School ( Husainkhail)",204041,1800,3,2,1,
"Kapisa",204,"Qazi Abdul Jamil ( Abdul khail)",204039,3000,5,3,2,
"Kapisa",204,"Khrustan ( Dare Pata)",204052,1800,3,2,1,
"Kapisa",204,"Luqman (Dare ghose)",204059,1200,2,1,1,
"Kapisa",204,"Deh khore ( Dare Ghose)",204049,1800,3,2,1,
"Kapisa",204,"Sheerwani ( Central District)",204054,4800,8,4,4,
"Kapisa",204,"Abdul Salam Shahed Primary school ( Gen village)",204040,3000,5,3,2,
"Kapisa",204,"Chenar Qazi ( Dare Ghose)",204048,2000,4,2,2,
"Kapisa",204,"Geyawa Balaa ( Geyawa)",204043,2500,5,3,2,
"Kapisa",205,"Amanullah Shahed Primary School ( Ghani khail)",206091,2100,4,2,2,
"Kapisa",205,"Agha Shareen Secondary school ( Shege Village)",206084,2100,4,3,1,
"Kapisa",205,"Chachi khail Primary school (chachi khail)",206093,2300,4,2,2,
"Kapisa",205,"Rood Khushk Masque ( Mashwani)",206077,2600,5,3,2,
"Kapisa",205,"Ghazi Amanullah High School ( Mera khail)",206094,2500,3,2,1,
"Kapisa",205,"Sufian Masque ( Sufian)",206082,4000,7,5,2,
"Kapisa",205,"Laghmani Masque (Laghmani)",206090,1800,3,2,1,
"Kapisa",205,"Muqam khail (Muqam khail)",206076,1100,2,1,1,
"Kapisa",205,"Hamzar khail ( Adeh Zai)",206087,2100,4,2,2,
"Kapisa",205,"Shahed Hafizullah Secondary School (Shokut)",206095,1500,3,2,1,
"Kapisa",205,"Bazar Masque (District)",206078,4500,8,6,2,
"Kapisa",205,"Jalo khail Masque ( Nowroz khail)",206088,2100,4,3,1,
"Kapisa",205,"Mohammad Amin (Do manaje)",206092,1200,2,1,1,
"Kapisa",205,"Hadeh Anwar  Landakhail ( khuchian)",206098,1000,2,0,0,2
"Kapisa",205,"Tater khail Masque ( Tater khail) Khuchian",206097,1000,2,0,0,2
"Kapisa",205,"Big Masque ( Qalae Saleh)",206081,2300,4,3,1,
"Kapisa",205,"Painda khail School ( Painda khail)",206079,3500,6,4,2,
"Kapisa",205,"Amin house (Do manchi ) khuchian",206099,1000,2,0,0,2
"Kapisa",205,"Jalo khail Masque ( Jalo khail)",206083,2000,4,3,1,
"Kapisa",205,"Adeh Anwar ( Landa khail)",206085,3100,6,3,3,
"Kapisa",205,"Shahed Anwar High School ( Bahader khail)",206089,2100,4,3,1,
"Kapisa",205,"Shalwati Masque ( shalwati)",206086,2600,5,4,1,
"Kapisa",205,"Rood Khushk Masque ( Mashwani) kuchian",206096,1000,2,0,0,2
"Kapisa",205,"Tater khail Masque ( Tater khail)",206080,3000,5,3,2,
"Kapisa",206,"Hassan Abad primary School ( Hassan Abad)",207107,1600,3,2,1,
"Kapisa",206,"Hussain Shahed Primary School ( Rah Sang)",207103,2600,5,3,2,
"Kapisa",206,"Chachi khail Primary school (chachi khail)",207100,2100,4,3,1,
"Kapisa",206,"Hayatullah Shahed School ( Center District)",207102,6000,10,7,3,
"Kapisa",206,"Hayatullah Shahed High School",207109,1000,2,,,2
"Kapisa",206,"Sultan khail Masque ( sultan khail)",207108,2000,4,3,1,
"Kapisa",206,"Kuti Primary School ( Kuti village)",207106,1600,3,2,1,
"Kapisa",206,"Hayatullah High School ( Gajmakhanda)",207105,5000,9,5,4,
"Kapisa",206,"Kundi High School ( Kundi village)",207104,3200,6,4,2,
"Kapisa",207,"Enayatullah Shahed Primary School (Qazaq)",202022,4000,7,4,3,
"Kapisa",207,"Zabit Satar house ( Jamal Agha Payen)",202021,3500,6,4,2,
"Kapisa",207,"Mohammad Tahir Shahed School ( Qalae now)",202023,4000,7,4,3,
"Kapisa",207,"Kham Roba Musque (kham Roba)",202024,3000,5,3,2,
"Kapisa",207,"Faiz Mohammad Shahed Primary school",202019,4500,8,4,4,
"Kapisa",207,"Dukan Bazar ( Bazar murad khawaja)",202025,1800,3,2,1,
"Kapisa",207,"Jalal udin Shahed Primary school",202020,3500,6,4,2,
"Parwan",301,"Qalache Sokhta Middle School, Qalache Sokhta",301014,2400,4,2,2,
"Parwan",301,"Abdi by Jami Masjid, Abdi By",301015,1800,3,2,1,
"Parwan",301,"Muncipality Building, Charika",301030,3600,7,5,2,
"Parwan",301,"Barak Parcha 13 School, Charikar",301034,3000,5,3,2,
"Parwan",301,"Noman High School, Charikar",301001,4200,7,5,2,
"Parwan",301,"Jami Peshan Masjid, Peshan",301018,1800,3,2,1,
"Parwan",301,"Telanchi Female School, Telanchi",301020,1800,3,2,1,
"Parwan",301,"Khwaja Syaran bala School, Khwaja Syaran Bala",301017,1200,2,1,1,
"Parwan",301,"Masjid Jami Dolana, Dolana",301019,2400,4,2,2,
"Parwan",301,"Omar Farooq High School, Tatumdara Safle",301008,1800,3,2,1,
