id,name,ballotNumber,gender,party,incumbent
21-1118-4,Mohammad Ali Mohaqeq,65,M,Political party,
21-1122-103,Arefa Anwari,80,F,Ind,
21-1130-98,Hekmatullah Hakimi,21,M,Ind,
21-1134-59,Parisa Shams Sadat,33,F,Political party,
21-1141-9,Abdul Hamid Sharifi,43,M,Ind,
21-1145-49,Azizullah Kargar,42,M,Political party,
21-1150-78,Breshna Rabi,52,F,Ind,
21-1157-73,Taaj Mohammad Mubarez Dawlatzai,38,M,Ind,
21-1158-12,Abdul Saboor Saboor,29,M,Ind,
21-1162-67,Zaher Khan Lodin,9,M,Ind,
21-1174-13,Phd Dr Mohammad Wakil Matin,20,M,Ind,
21-1177-79,Ghullam Haidar Wahidi,19,M,Ind,
21-1181-77,Dr Tahera Aalemi,70,F,Ind,
21-1182-107,Sayed Abdul Wahab Ahmadi,27,M,Ind,
21-1185-10,Ghullam Abass Ibrahimzada,68,M,Political party,
21-1186-75,Esrar Tashqurghani,32,M,Ind,
21-1194-38,Shah Mardanqul Mardan,77,M,Ind,
21-1198-51,Salman Ali Mohammadi,83,M,Ind,
21-1201-37,Rayes Mohammad Ibrahimzada,35,M,Ind,
21-1205-94,Bashir Ahmad Azizullah,44,M,Political party,
21-1210-70,Ajaml Ziaye,25,M,Ind,
21-1221-76,Fazeluddin Hajizada,22,M,Ind,
21-1222-96,Damulla Mohammad Rasool Arlati,72,M,Ind,
21-1226-22,Abdul Rahman Samadi,1,M,Ind,
21-1230-88,Mohammad Isshaq Behroz Nezhad,40,M,Ind,
21-1233-40,Marya Amiri Mohmand,24,F,Ind,
21-1234-11,Najla Habibi,73,F,Ind,
21-1245-89,Marya Rahin,66,F,Ind,
21-1249-63,Eng Dost Mohammad Paikan,84,M,Political party,
21-1250-64,Fawzia Hamidi,15,F,Ind,
21-1253-72,Mohammad Hashem Azimi,76,M,Ind,
21-1257-28,Rayes Abdul Khaleq,53,M,Political party,
21-1266-105,Mohammad Mohsen Sakha,4,M,Political party,
21-1273-58,Gull Rahman Hamdard,58,M,Ind,
21-1298-65,Mohammad Aslam Isshaqzai,79,M,Ind,
21-1305-20,Alhaj Mohammad Abdu,46,M,Political party,
21-1306-3,Sayed Zaher Masror,36,M,Ind,
21-1309-85,Shir Mohammad Abu Tariq Majlesi,67,M,Ind,
21-1314-108,Ustad Sorya Bawar Omar,39,F,Ind,
21-1318-68,Alhaj Gull Mohammad Airkan,61,M,Political party,
21-1329-1,Ahmad Shah Ramazan,2,M,Ind,
21-1338-60,Abdul Samad Nayazai,5,M,Ind,
21-1349-19,Sayed Elyas jawid,3,M,Political party,
21-1397-26,Farzana Rahimi,45,F,Ind,
21-1401-92,Mohammad Nayem Bawjad Balkhi,11,M,Ind,
21-1402-50,Qari Mohammad Ibrahim Taheri,17,M,Ind,
21-1418-57,Shir Agha Pahlawanzada,62,M,Ind,
21-1429-66,Shekeba Shekeb,51,F,Political party,
21-1433-53,Abdullah Aminzadah,12,M,Ind,
21-1461-23,Najia Naseri,23,F,Ind,
21-1505-25,Najib Paikan,30,M,Ind,
21-1529-71,Abdullah Bakhtyari,56,M,Ind,
21-1537-6,Shah Aghasi Ibrahimkhel,18,M,Political party,
21-1541-5,Danesh Ahmad Daneshwar,26,M,Ind,
21-1569-102,Dr Nematullah Hakim,10,M,Ind,
21-1577-84,Mohammad Ibrahim Khair Andesh,34,M,Ind,
21-1585-104,Mohammad Omid Rahimi,28,M,Ind,
21-1593-99,Dr Khalilullah Hekmati,6,M,Ind,
21-1601-56,Aatia Sadat Alamdar,59,F,Ind,
21-1605-7,Sayed Ali Reza Mohmoodi,50,M,Ind,
21-1609-24,Mahbooba Sadat,71,F,Ind,
21-1613-61,Zabiullah Kakar,78,M,Ind,
21-1633-74,Humayoun Ramazan,54,M,Ind,
21-1637-15,Gull Mohammad Pahlawan,69,M,Ind,
21-1665-39,Mermen Robaba Naye,14,F,Political party,
21-1685-14,Tora Baaz Stanikzai,55,M,Ind,
21-1697-41,Mohammad Fahim Amiri,81,M,Ind,
21-1705-18,Sonia Rajabi,13,F,Political party,
22-1009-71,Mohammad Aref Sharifi,22,M,Ind,
22-1034-86,Sayed Iqbal Ziaye,17,M,Ind,
22-1061-27,Mawlawi Abdul Rahim Urfani,29,M,Ind,
22-1082-65,Haji Gull Nabi Kakar,30,M,Ind,
22-1094-16,Sayed Mohammad Hassan Sharifi Balkhabi,20,M,Political party,
22-1117-12,Eng Sulaiman Isshaqzai,2,M,Ind,
22-1133-52,Marzia Ramazani,26,F,Political party,
22-1141-40,Mohammad Hussain Fahimi,7,M,Political party,
22-1142-84,Abdul Bashir Azad,14,M,Ind,
22-1173-29,Ali Mohammad Payenda,21,M,Ind,
22-1185-1,Mohammad Akbari Sultanzadah,13,M,Ind,
22-1193-101,Makhdom Hasibullah Karizi,19,M,Ind,
22-1226-90,Mohammad Ewaz Jahani,8,M,Ind,
22-1253-82,Mohammad Yahya Chamran,33,M,Ind,
22-1257-88,Mohammad Taher Rustami,23,M,Ind,
22-1265-102,Ghullam ali Mohammadi,24,M,Ind,
22-1266-50,Sayed Hassan Safaye,10,M,Ind,
22-1274-38,Haji Abdul Karim Malekzai,4,M,Political party,
22-1290-23,Nasima Shafaq,15,F,Ind,
22-1297-72,Alhaj Hamidullah Bek,31,M,Ind,
22-1305-22,Aziza Jalis,32,F,Ind,
22-1309-53,Dr Jaan Mohammad,16,M,Ind,
22-1325-92,Noorullah Alizadah,18,M,Ind,
22-1326-51,Dr Assadullah Ayoubi,12,M,Ind,
22-1329-127,Abdul Samad Azizi,11,M,Ind,
22-1385-62,Sayed Abdul Wakil Sadat,25,M,Political party,
22-1398-6,Feroz Hamidi,28,M,Ind,
22-1417-91,Haj Sayed Hayatullah Aalimi,3,M,Ind,
22-1525-33,Abdul Matin Matin,27,M,Ind,
22-1541-21,Razia Sadat,6,F,Ind,
22-1545-57,Alhaj Qazi Mohammad Omar Isshaqzai,9,M,Ind,
22-1577-64,Qari Mohammad Ayoub Ansari,5,M,Political party,
22-1609-89,Sayed Hussain Adeli,1,M,Political party,
23-1001-3,Aziza Afzali,13,F,Ind,
23-1002-69,Mawlawi Deen Mohammad Azimi,7,M,Ind,
23-1093-57,Abdullah Hewad,22,M,Ind,
23-1094-12,Atta Mohammad Dehqanpor,12,M,Ind,
23-1118-11,Kamaluddin Saed,14,M,Ind,
23-1133-83,Abdul Zaher Tamim,18,M,Ind,
23-1141-78,Amanullah Bek,3,M,Ind,
23-1161-27,Haidar Ali Etemadi,27,M,Political party,
23-1197-90,Mohammad Musa Saghari,1,M,Ind,
23-1273-92,Abdul Qader Emami Ghori,11,M,Ind,
23-1274-13,Mahboob Akbari,20,M,Ind,
23-1298-167,Sayed Ali Aqa Mushfeq,26,M,Ind,
23-1305-77,Alhaj Gen Khudayar Qudsi,10,M,Political party,
23-1321-14,Sima Joyendah,2,F,Ind,
23-1326-16,Mohammad Reza Aalemi Lali,6,M,Political party,
23-1329-89,Gull Zaman Naeb,17,M,Ind,
23-1330-93,Fazel Ahmad,9,M,Ind,
23-1398-15,Mohammad Sharif Muradi,15,M,Ind,
23-1441-56,Mohammad Ibrahim Malekzadah,8,M,Ind,
23-1489-82,Humayoun Khadem,16,M,Ind,
23-1505-84,Khudayar Waqef,4,M,Ind,
23-1529-86,Sayed Aziz Sirat,21,M,Ind,
23-1541-1,Fatema Kohistani,5,F,Ind,
23-1581-4,Ruqia Nayel,28,F,Ind,
23-1605-59,Keramuddin Rezazadah,19,M,Ind,
23-1609-60,Gull Froz Ghafoori,30,F,Ind,
23-1657-81,Humayoun Hakimi,25,M,Ind,
23-1685-2,Abdul Qadir Ghafoori,24,M,Ind,
23-2307-1338-36,Nader Shah Bahr,23,M,Political party,
24-1001-20,Dr Nawroz Saberi,31,M,Ind,
24-1005-86,haji Sayed Isshaq Akhlaaqi,33,M,Ind,
24-1009-26,Mohammad Hedayat,16,M,Ind,
24-1033-28,Gull Mohammad Tawhidi,26,M,Ind,
24-1117-53,Habibullah Radmanesh,5,M,Ind,
24-1125-50,Ghullam Reza Foladi,8,M,Ind,
24-1133-126,Saranwal Fatema Akbari,24,F,Ind,
24-1141-79,Mohammad Amin Ghairat,34,M,Ind,
24-1149-131,Zahra Sorosh,32,F,Ind,
24-1157-134,Subhan Danesh,30,M,Ind,
24-1193-100,Alhaj Mohammad Zaher Qulagzada,23,M,Political party,
24-1197-16,Mohammad Yousuf Yaqoobi,41,M,Ind,
24-1225-211,Mohammad Mahmoodi,18,M,Ind,
24-1233-115,Amena Aalemizadah,36,F,Political party,
24-1245-138,Ghullam Haidar Salehi,19,M,Ind,
24-1249-26,Mohammad Zaman Atrafi,28,M,Ind,
24-1265-89,Rana Kamel,11,F,Ind,
24-1273-93,Mohammad Ali Sadaqat,14,M,Ind,
24-1285-13,Mukhtar Ansari,1,M,Ind,
24-1289-34,Masooma Suraya Barbari Amiri,6,F,Ind,
24-1297-16,Raihana Azad,35,F,Ind,
24-1306-18,Ghullam Hazrat Mohammadi,27,M,Ind,
24-1309-35,Sarwar Sadeqi,17,M,Ind,
24-1321-2,Nasrullah Sadeqizadah Nili,13,M,Political party,
24-1325-65,Shirin Mohseni,4,F,Political party,
24-1329-77,Benazir Sadaqat,40,F,Ind,
24-1397-7,Mohammad Noor Akbari,21,M,Political party,
24-1437-54,Leyaqat Ali Nayemi,9,M,Ind,
24-1441-6,Sayed Mohammad Dawood Naseri,15,M,Ind,
24-1461-83,Sayed Yaqoot shah Jawadi,38,M,Ind,
24-1477-92,Abdul Basir Mawahedi,12,M,Political party,
24-1509-162,Akbar Mutahari,25,M,Ind,
24-1541-19,Abdul Karim Surosh,2,M,Ind,
24-1561-143,Aminullah Maali,7,M,Ind,
24-1577-137,Mohammad Hussain Nasrat,39,M,Ind,
24-1581-41,Ali Akbar Jamshidi,3,M,Political party,
24-1593-15,Ahmad Etemadi,22,M,Ind,
24-1665-130,Zaman Ibrahimi,29,M,Ind,
24-1697-30,Mohammad Hussain Amiri,37,M,Unlisted,
24-2404-1329-5,Dr Mohammad Anwar Waezi,10,M,Ind,
24-2405-1381-52,Ghullam Hassan Joya,20,M,Political party,
25-1009-12,Rahmatullah Faiz,9,,,
25-1021-18,Ahmad Shah Sahebzada,2,,,
25-1061-22,Mohammad Zaher Salary,14,,,
25-1093-23,Noorulhaq Akhondzadah,4,,,
25-1133-20,Sultani Komaki,15,,,
25-1141-8,Nasibullah Watanwal,18,,,
25-1161-29,Feroza Uruzgani,21,,,
25-1169-2,Nematullah Akbari,17,,,
25-1173-11,Hazrat Shah Barikzai,5,,,
25-1273-19,Anosha Barikzai,24,,,
25-1297-3,Dranil Noorzai,23,,,
25-1313-24,Qudratullah Rahimi,7,,,
25-1389-17,Nazar Mohammad Nazari,20,,,
25-1397-27,Shir Mohammad Afghanzai,25,,,
25-1433-25,Aminullah Khaleqi,8,,,
25-1461-28,Shamshad Qezelbash,22,,,
25-1505-13,Hajera Aryoubi,1,,,
25-1553-6,Hayatullah Khoshhal,19,,,
25-1577-14,Mirajaan Barikzai,16,,,
25-1581-30,Alhaj Abdul Maalek Mutaqi,3,,,
25-1585-31,Sona Nilofar,13,,,
25-1593-33,Besmellah jaan Mohammad,6,,,
25-1601-1,Bibi Gullalai Mohammadi,12,,,
25-1605-15,Sharif Uruzgani,11,,,
25-1637-41,Nargis Naderi,10,,,
26-1001-22,Mohammad Ismail Zabuli,18,M,Ind,
26-1009-19,Haji Enayatullah Hotak,11,M,Ind,
26-1021-46,Mohammad Rasool Aziz,8,M,Ind,
26-1093-3,Haji Abdul Wali Wali,17,M,Ind,
26-1142-10,Haji Mohammad Hashem Grani,3,M,Political Party,
26-1157-1,Abdul Habib Andiwal,9,M,Ind,
26-1161-43,Sayed Ahmad Hairan,13,M,Ind,
26-1173-29,Sediqa Jalali,23,F,Ind,
26-1249-14,Mohammad Iqbal Hotak,24,M,Ind,
26-1250-16,Dr Mohammad Younus Hairan,10,M,Ind,
26-1265-21,Sadullah Kakar,16,M,Ind,
26-1266-37,Shabana Khoshhal,20,F,Ind,
26-1273-7,Zahra Tokhi,6,F,Ind,
26-1305-34,Torpekai Sulaimankhelah,1,F,Ind,
26-1329-33,Fawzia Younus Kakar,4,F,Ind,
26-1437-11,Haji Abdul Salam Raketi,22,M,Ind,
26-1461-2,Abdul Qader Qalatwal,5,M,Ind,
26-1505-23,Dr Zaher Shah Rashidi,19,M,Ind,
26-1541-12,Noor Agha Shahidzoi,14,M,Ind,
26-1545-45,Abdulhaq Patan,7,M,Ind,
26-1565-48,Wazhma Tokhi,12,F,Ind,
26-1581-40,Haji Mohammad Dawood Gullzar,2,M,Ind,
26-1593-5,Hamidullah Tokhi,15,M,Ind,
26-1637-50,Neda-ul-Haq Shamlzai,21,M,Ind,
27-1001-28,Nazar Mohammad Popal,83,M,Ind,
27-1006-13,Abdul Wase Alokozai,84,M,Ind,
27-1006-38,Hafizullah Wafa,78,M,Ind,
27-1009-57,Rohullah Khanzada,53,M,Ind,
27-1010-16,Sayed Ahmad Silab,104,M,Ind,
27-1010-27,Abdul Rauf Kakar,105,M,Ind,
27-1017-24,Munawar Ahmad Wahedi,103,M,Ind,
27-1021-6,Haji Naqibullah Hakimi,6,M,Ind,
27-1022-40,Mohammad Qasim Abdal,20,M,Ind,
27-1049-18,Haji Mohammad Ridi,37,M,Ind,
27-1069-59,Razia Haidari,46,F,Ind,
27-1073-56,Haji Ezatullah Noorzai,94,M,Political Party,
27-1077-25,Haji Nader Shah Khan Asekzai,23,M,Ind,
27-1078-39,Ahmad Wali Asekzai,8,M,Ind,
27-1081-31,Mohammad Omar Shirzad,102,M,Ind,
27-1093-47,Sediqullah Fahim,3,M,Political Party,
27-1121-72,Abdul Bari Rafiqi,22,M,Ind,
27-1125-26,Ahmad Khan Muslim,96,M,Ind,
27-1133-67,Jumma Gull Zaland,60,M,Ind,
27-1134-51,Haji Mohammad Qasem Hakimi,109,M,Ind,
27-1141-2,Mohammad Nayem Lalai Hamidzai,92,M,Ind,
27-1142-29,Mirwais Alizai,38,M,Ind,
27-1150-17,Abdul Jalil,11,M,Political Party,
27-1157-11,Eng Hekmatullah Sulhi,100,M,Ind,
27-1157-52,Nesar Ahmad Saleh,17,M,Ind,
27-1161-37,Ahmad Farid Zafar Haidari,107,M,Ind,
27-1162-2039,Yasamin Naderi,88,F,Ind,
27-1165-49,Haji Abdul Hadi Noori,57,M,Ind,
27-1169-60,Mohammad Younus Fakor,69,M,Ind,
27-1173-10,haji Faizullah Abdali,85,M,Ind,
27-1174-45,Sayed Jalal Agha,111,M,Ind,
27-1177-21,Gull Ahmad Kamin,1,M,Ind,
27-1178-63,Haji Habibullah Afghan,75,M,Ind,
27-1185-12,Hamdullah Nazuk,49,M,Ind,
27-1186-17,Haji Mohammad Ibrahim Alokozai,4,M,Ind,
27-1190-2040,Haji Feda Mohammad Watanpal,87,M,Ind,
27-1193-54,Ahmad Tariq,18,M,Ind,
27-1194-8,Rozi Mohammad Hassani,61,M,Ind,
27-1197-41,Dr Mahmood Khan Nasrat,95,M,Ind,
27-1198-48,Haji Abdul Baqi Shah Wali,89,M,Ind,
27-1201-1037,Abdul Rahim Ashna,76,M,Ind,
27-1202-1039,Feroz Nabawi,73,M,Ind,
27-1206-82,Shmasia Fazli,79,F,Political Party,
27-1212-3,Dr Hayatullah Shah Wali,39,M,Ind,
27-1221-3,Khalid Pashton,13,M,Ind,
27-1225-1,Bibi Hamida Yousufi,71,F,Ind,
27-1232-70,Malalai Isshaqzai,31,F,Ind,
27-1233-22,Nematullah Noorzai,68,M,Political Party,
27-1238-23,Haji Bahauddin Quranyar,16,M,Political Party,
27-1241-27,Ezatullah Wasefi,27,M,Ind,
27-1249-8,Haji Mohammad Omar Nangyalai,97,M,Ind,
27-1250-30,Zarghona Baloch,93,F,Ind,
27-1253-36,Dr Abdul Hadi Zulhekmat,14,M,Ind,
27-1261-21,Zemaryalai Ahadi,67,M,Ind,
27-1265-22,Haji Najibullah Ahmadi,43,M,Ind,
27-1266-50,Mawlawi Mohammad Eqaaz,50,M,Ind,
27-1270-71,Bibi Salma Wahedi,40,F,Ind,
27-1273-6,Alhaj Mulla Abdullah Haqnama,99,M,Ind,
27-1285-65,Hafizullah Haqmal,112,M,Ind,
27-1289-14,Abdul Wase Salehi,51,M,Ind,
27-1290-33,Hayatullah Hemat,42,M,Ind,
27-1297-14,Dr Aziza Watanwal Azizi,34,M,Ind,
27-1298-9,Hafizullah Isshaqi,72,M,Ind,
27-1299-5,Attaullah Jaan Habib,30,M,Ind,
27-1305-23,Haji Saifullah Noorzai,9,M,Ind,
27-1306-35,Obaidullah Asekzai,21,M,Ind,
27-1309-61,Jaanan Gullzai,7,M,Ind,
27-1313-32,Fateh Khan Mazlomyar,90,M,Ind,
27-1326-19,Haji Hayatullah Amin,63,M,Ind,
27-1329-15,Haji Sayed Ahmad Khadem,82,M,Ind,
27-1333-55,Assadullah Maashori,59,M,Ind,
27-1334-25,Saranwal Shir Ahmad Qayoumi,77,M,Ind,
27-1338-46,Akhtar Mohammad Karzai,70,M,Ind,
27-1349-11,Shekeba Hashemi,66,F,Ind,
27-1369-79,Dr Mohammad Haroon Nazari,80,M,Ind,
27-1381-58,Haji Shir Agha Afghan,55,M,Ind,
27-1397-10,Sayed Muqtada Miran,52,M,Ind,
27-1398-73,Farid Ahmad Younusi,26,M,Ind,
27-1401-20,Khalil Ahmad Mujahid,29,M,Ind,
27-1405-26,Khan Mohammad Isshaqzai,15,M,Ind,
27-1413-20,Mahmood Jalali,10,M,Ind,
27-1441-7,Abdul Mane Nasrat,58,M,Ind,
27-1457-1038,Mohammad Ismail Majroh,28,M,Ind,
27-1461-53,Alhaj Abdul Khaleq Kandahari,45,M,Ind,
27-1463-28,Sayed Ahmad Kuchi,108,M,Ind,
27-1477-42,Sayed Ali Faisal,41,M,Ind,
27-1489-7,Bibi Mariam Durani,86,F,Ind,
27-1505-13,Mulla Sayed Mohammad,56,M,Ind,
27-1517-69,Mulla Mohammad Masood,54,M,Ind,
27-1521-78,Shir Agha Jahadwal,62,M,Ind,
27-1533-15,Haji Sayed Jamaluddin Agha,81,M,Ind,
27-1541-2,Freba Ahmadi Kakar,48,F,Ind,
27-1549-74,Haji Abdul Basir Noorzai,65,M,Ind,
27-1553-19,Haji Gull Mohammad Popal,64,M,Ind,
27-1553-5,Haji Saleh Mohammad Pahlawan,24,M,Ind,
27-1561-34,Eng Mohammad Aref Noorzai,19,M,Ind,
27-1569-18,Mawlawi Mohammad Manzor,33,M,Ind,
27-1577-62,Parwin Naama,36,F,Ind,
27-1581-44,Haji Sahle Mohammad Kakar,35,M,Ind,
27-1593-1,Abdul Rauf Aziz,91,M,Ind,
27-1601-29,Salahuddin Hotak,2,M,Ind,
27-1605-68,Mohammad Qasim Qaderi,12,M,Ind,
27-1641-66,Haji Mohammad Sediq Sediqi,98,M,Ind,
27-1645-9,Haji Mohammad Rafiq Shirzai,74,M,Ind,
27-1685-16,Haji Mukhtar Rashidi,101,M,Ind,
27-1693-2041,Ahmad Shah Separ,110,M,Ind,
27-1697-64,Daad Mohammad Etemadi,44,M,Ind,
27-1809-6114,Ghullam Mohaiuddin Muslim,5,M,Ind,
28-1093-1032,Shah Mahmood Paiwaston,20,M,Ind,
28-1126-1035,Mohammad Omar Makhdom,8,M,Ind,
28-1141-1030,Haji Bator Dostum,6,M,Political Party,
28-1181-10,Haji Mohammad Amin Khaksar,14,M,Ind,
28-1185-12,Noor Ahmad Makhdomzadah,24,M,Ind,
28-1225-1026,Dr Sayed Nawid Saraj,11,M,Ind,
28-1233-1034,Anna Murad Shahi,21,M,Political Party,
28-1234-3,Mohammad Ibrahim Sharwal,9,M,Ind,
28-1249-9,Samir Safi,2,M,Ind,
28-1266-1022,haji Abdul Qader Folad,13,M,Ind,
28-1274-1028,Amanullah Sharifi,19,M,Ind,
28-1297-4,Saayra Shekeb Sadat,22,F,Political Party,
28-1298-15,Ustad Najibullah Arghandiwal,26,M,Ind,
28-1305-1029,Nasir Ahmad Haidarzai,3,M,Ind,
28-1306-12,Abdul Hakim Ahmadi,29,M,Ind,
28-1329-8,Fawzia Sadat,5,F,Ind,
28-1330-2,Khan Murad Hamidi,25,M,Ind,
28-1361-7,Eng Abdul Ghafar Dehqan,30,M,Ind,
28-1397-11,Mohammad Karim Jawzjani,12,M,Ind,
28-1437-1025,Azizullah Ulfati,23,M,Ind,
28-1441-3,Baktash Eshchi,15,M,Ind,
28-1449-1027,Wahid Ahmad Mahdi,4,M,Ind,
28-1461-6,Junaidullah Mubarez,7,M,Ind,
28-1505-17,Halima Sadaf Karimi,28,F,Ind,
28-1545-1023,Khudaiqul Faiz,10,M,Ind,
28-1553-1036,Mohammad Ershad Baai,17,M,Ind,
28-1577-10,Ahmad Farid Sheberghani,27,M,Ind,
28-1593-11,Mohammad Yousuf Khadang,1,M,Ind,
28-1665-1033,Jamila Mujahid,16,F,Ind,
28-1689-5,Abdul Qader Hayat,18,M,Ind,
29-1005-2,Alhaj Fawzia Raufi,46,F,Ind,
29-1009-2020,Khairuddin Muradi,43,M,Ind,
29-1021-2046,Eng Ahmad Zia Ahmadzai,34,M,Ind,
29-1065-2044,Tahmina Sheja,29,F,Unlisted,
29-1066-6,Dr Ihsanullah Wahedi,1,M,Ind,
29-1070-2063,Bano Farzana Bahman,42,F,Ind,
29-1074-2043,Sayed Farukh Shah Jenab,4,M,Political Party,
29-1081-2037,Suhaila Aassa Kohi,40,F,Ind,
29-1094-2018,Gita Sayeed,25,F,Political Party,
29-1126-2027,Shah Mohammad Najwa,37,M,Ind,
29-1133-2045,Mohammad Hassan Sardaash,19,M,Ind,
29-1141-1006,Mohammad Hashem Urtaaq,21,M,Ind,
29-1142-2015,Sanjar Kargar,14,M,Ind,
29-1157-2056,Faqir Mohammad Khan Sayeedi,22,M,Ind,
29-1161-2032,Nasima Youzbashi,52,F,Ind,
29-1169-2035,Jawid Khan Qaisari,18,M,Political Party,
29-1170-2053,Dr Mohammad Ashraf Shirzad,30,M,Ind,
29-1173-2023,haji Sayed Dawood Sadat,28,M,Political Party,
29-1174-2057,Saranwal Amena Mukhleszada,39,F,Ind,
29-1186-2021,Ustad Sayed Shah Wali Parsa,3,M,Political Party,
29-1193-2028,Eng Mohammad Nasim Rahmani,48,M,Political Party,
29-1201-2066,Mermen Hajera Enayat Kamran,56,F,Ind,
29-1221-2058,Bibi Nooria Toran,15,F,Ind,
29-1222-2030,Eng Hashmatullah Rahmani,51,M,Political Party,
29-1225-1,Alhaj Dr Fawzia Salimi,7,F,Ind,
29-1226-2033,Mohammad Rasool Faryabi,53,M,Ind,
29-1229-2016,Abdul Rahim Uzbik Oghly,13,M,Political Party,
29-1233-5,Sayed Farid Hashemi,33,M,Ind,
29-1234-2036,Khairullah Anosh,10,M,Ind,
29-1241-2042,Bano Mukarama Sadat,41,F,Ind,
29-1242-2040,Mohammad Saleh Todapor,57,M,Ind,
29-1249-2048,Eng Farhad Esar,49,M,Ind,
29-1266-2031,Mohammad Ismail Ayoubi,16,M,Political Party,
29-1273-2060,Ustad Edris Barna,60,M,Political Party,
29-1274-4,Eng Mohammad Ayoub Ghafari,35,M,Ind,
29-1281-2059,Haji Zaheeruddin Safari,9,M,Ind,
29-1289-2050,Karima Zaki,17,F,Ind,
29-1290-2029,Dr Manizha Bostani,12,F,Ind,
29-1297-2049,Jamal Naser Farahmand,36,M,Political Party,
29-1305-2025,Ustad Ihsanullah Quanch,2,M,Political Party,
29-1329-2014,Rangina Kargar,62,F,Ind,
29-1330-2047,Sebghatullah Naderi,26,M,Ind,
29-1334-2038,Mohammad Shaker Karimi,59,M,Ind,
29-1337-2062,Eng Sayed Esmatullah,24,M,Ind,
29-1346-2026,Shafiqa Sakha Youlchi,55,F,Political Party,
29-1381-2065,Sayeda Asefa Shadab,45,F,Ind,
29-1417-2024,Aziza Sadat,32,F,Ind,
29-1441-2009,Master Ezatullah Kaigham,23,M,Ind,
29-1477-2051,Dr Ahmad Jawid Qazizadah,54,M,Ind,
29-1505-2034,Sayed Babar Jamal,50,M,Ind,
29-1509-2054,Sayed Jawid Sadat,58,M,Ind,
29-1537-2039,Fathullah Qaisari,8,M,Ind,
29-1541-1007,Hashmatullah Arman,5,M,Ind,
29-1545-3,Mohammad Hashem Khan,11,M,Ind,
29-1553-2052,Ustad Marya Noori,38,F,Ind,
29-1569-2061,Ustad Abdul Wakil Faryabi,61,M,Political Party,
29-1585-2012,Bashir Ahmad Taianj,31,M,Political Party,
29-1605-2008,Master Eng Amanullah Amin,20,M,Ind,
29-1633-2022,Mohammad Anwar Bashliq,27,M,Ind,
29-1649-2041,Shahr Bano Sadat Karezi,6,F,Ind,
29-1685-2011,Ustad Sayed Mamon Guhrik,47,M,Ind,
3-1009-30,Shekeba Sayedkheli,22,F,Ind,
3-1093-1,Alhaj Mir Rahman Rahmani,12,M,Ind,
3-1157-24,Dr. Mohammad Shafi Mushfeq,9,M,Ind,
3-1173-14,Hasiba Efat,19,F,Ind,
3-1174-37,Qari Abdul Jalil Ayar,5,M,Ind,
3-1177-15,Master Samea Azizi Sadat,24,F,Ind,
3-1198-27,Malem Abdullah Khalozai,14,M,Ind,
3-1205-28,Hamta Mubarez,26,M,Ind,
3-1249-42,Alhaj Mohammadagull Mujahid,25,M,Ind,
3-1250-29,Bibi haji Shafiqa Noori,21,F,Ind,
3-1265-33,Mohammad Anwar Neyazai,13,M,Ind,
3-1273-3,Palwasha Ismailzadah,3,F,Ind,
3-1297-26,Nargis Sayed,15,F,Ind,
3-1305-23,Dr. Abdul Satar Amiri,8,M,Ind,
3-1306-4,Zakia Sangin,7,F,Ind,
3-1309-32,Abdul Satar Khawasi,11,M,Ind,
3-1313-22,Abdul Motaal Mubasher,28,M,Ind,
3-1325-35,Farzana Farhat,20,F,Ind,
3-1329-19,Aziza Ishani Walizadah,18,F,Ind,
3-1397-36,Wahida Payendah,10,F,Ind,
3-1437-25,Mujahid Mowahid Ibrahimi,27,M,Political Party,
3-1441-18,Alhaj Abdul Zaher Salangi,17,M,Ind,
3-1461-21,Alhaj Nesaruddin Baryalai,6,M,Ind,
3-1505-38,Khatol Faqirzadah,4,F,Ind,
3-1541-2,Sediq Ahmad Osmani,1,M,Ind,
3-1585-16,Mohammad Munib Hadad,2,M,Ind,
3-1593-34,Abdul Aziz - Humayoun Harirod,16,M,Ind,
30-1001-34,Haji Ahmad Shah Khedmatgar,11,M,Ind,
30-1005-46,Jaan Mohammad Shirzad,50,M,Ind,
30-1009-4,Alhaj Noorullah Jalali,66,M,Ind,
30-1010-13,Haji Dost Mohammad Alizai,68,M,Ind,
30-1021-102,Rahmatullah Afzali,36,M,Ind,
30-1022-39,Shir Mohammad Akhondzada,85,M,Ind,
30-1033-54,Mohammad Musa Khan Khairzoi,72,M,Ind,
30-1034-19,Mohammad Zafar Sadeqi,12,M,Ind,
30-1069-131,Haji Abdullah Fakor,88,M,Ind,
30-1070-109,Sayed Ali Akbar Musawi,55,M,Ind,
30-1073-16,Sabera Barikzai,23,F,Ind,
30-1077-60,Baryalai Nazari,34,M,Ind,
30-1081-15,Col. Abdul Samad Mujahid,87,M,Ind,
30-1093-17,Sayed Abdul Qayoum Hekmat,28,M,Ind,
30-1093-93,Habiba Sadat,22,F,Ind,
30-1094-26,Alhaj Mohammad Karim Atal,60,M,Ind,
30-1105-3,Aqa Mohammad Quraishi,80,M,Ind,
30-1125-46,Mohammad Ashraf Wahedi,54,M,Ind,
30-1133-53,Jamila Neyazai,44,F,Ind,
30-1134-16,Mirza Hussain Alizadah,45,M,Ind,
30-1141-35,Attiqullah Hamid,67,M,Ind,
30-1142-57,Dr Ghullam Farooq Nayemi,84,M,Ind,
