id,name,ballotNumber,gender,party,incumbent
1-1493-1080,Mawalawi Nader Shah Baligh,123,M,Ind,
1-1495-211,Afghani Oryakhel,701,F,Ind,
1-1496-176,Mohammad Ashraf Pirzad,95,M,Ind,
1-1497-139,Sayed Rohullah Sadat Naseri,796,M,Ind,
1-1498-1175,Eng. Mawlagull Ahmadzai,521,M,Ind,
1-1499-3071,Haji Hamesha Gull Chakari,374,M,Ind,
1-1500-1164,Qadam Ali Khadem,225,M,Ind,
1-1501-165,Ahmad Parwiz Faizi,576,M,Ind,
1-1503-1199,Eng. Karimullah Waziri,157,M,Ind,
1-1504-179,Sayed Naser Shah Askarzadah,700,M,Ind,
1-1505-191,Safia Sediqi,228,F,Ind,
1-1506-109,Alhaj Mirza Mohammad Safi,210,M,Ind,
1-1507-10,Eng. Mohammad Amin Karim,558,M,Ind,
1-1508-103,Ahmad Shekeb Farahi,115,M,Ind,
1-1509-1016,Abdul Wahid Hamzah,629,M,Ind,
1-1509-2157,Baryalai Bayat,780,M,Ind,
1-1510-185,Dr. Ahmad Tamim Rahman,188,M,Ind,
1-1511-194,Abdul Qudos Jawzjani,244,M,Ind,
1-1512-131,Dr. Wahidullah Ahmadzai,112,M,Ind,
1-1513-1034,Mirza Mohammad Yarmand,372,M,Ind,
1-1514-3042,Alhaj Mohammad Ibrahim Aasem,187,M,Ind,
1-1515-1018,Ahmad Tariq sheja,278,M,Ind,
1-1516-3044,Qazi Mohammad Isshaq Farjad,396,M,Ind,
1-1517-118,Enayatullah Kakar,536,M,Ind,
1-1518-43,Mohammad Dawood Waziri,761,M,Ind,
1-1519-91,Mahdi Zahedi,317,M,Ind,
1-1521-25,Alhaj Allah Gull Mujahid,749,M,Ind,
1-1522-152,Mohammad Taher Fedaye,509,M,Ind,
1-1523-104,Haji Abdullah Mulla Brother,422,M,Ind,
1-1524-2026,Mohammad Dawood Naji,52,M,Ind,
1-1525-53,Mohammad Latif Fayaz,170,M,Ind,
1-1526-1023,Zewaruddin Zewar,93,M,Political party,
1-1527-169,Maliha Joya,313,F,Ind,
1-1528-31,Ghullam Reza Barati,211,M,Ind,
1-1529-6,Sohaila Sahar,128,F,Ind,
1-1530-63,Dr. jafar mahdawi,185,M,Political party,
1-1531-72,Alhaj Ghullam Nabi Gharanai,292,M,Ind,
1-1532-10,Zahra Yagana,522,F,Ind,
1-1533-1184,Wali Ahmadzai,764,M,Ind,
1-1534-62,Haji Mohammad Nawab Totakhel,180,M,Ind,
1-1535-45,Mohammad Ibrahim Qasemi,161,M,Ind,
1-1536-84,Eraj Nezami,645,M,Ind,
1-1537-14,Ahmad Jawid Jaihon,34,M,Ind,
1-1538-13,Frozan Dawoodzai,48,F,Ind,
1-1539-169,Baktash Seyawash,804,M,Ind,
1-1540-61,Sardar Mohammad Sakhi,272,M,Ind,
1-1541-11,Dr. Shamsulhaq Najibi,584,M,Ind,
1-1542-4,Noorullah Dawoodzai,611,M,Ind,
1-1543-58,Haroon Shams Khan,495,M,Ind,
1-1544-3,Farida Sediqi,145,F,Ind,
1-1545-50,Abdul Matin Shirzoi,735,M,Ind,
1-1546-7,Ghullam Haidar Faqirzai,234,M,Ind,
1-1547-22,Dr. Abdul Ali Mohammadi,206,M,Ind,
1-1548-197,Mirza Alizadah,100,M,Ind,
1-1550-1074,Sayed Mahmood Zia Dashti,20,M,Ind,
1-1551-1181,Alhaj Dost Mohammad Omari,763,M,Ind,
1-1553-206,Sayeda Masooda Yari,243,F,Ind,
1-1554-13,Mohammad Dawood Babur,276,M,Ind,
1-1555-33,Abdul Rahim Ayoubi,50,M,Ind,
1-1556-70,Adela Bahram Nezami,795,F,Ind,
1-1558-80,Saifuddin Shahab,183,M,Ind,
1-1559-141,Abdul Hadi Osmani,363,M,Ind,
1-1560-1014,Toryalai Shofaye,160,M,Ind,
1-1561-38,Rashuddin Mohammadi,303,M,Ind,
1-1562-13,Khalida Adib,11,F,Ind,
1-1563-31,Najibullah Momand Kamawal,386,M,Ind,
1-1564-34,Haji Zadran Azizi,378,M,Ind,
1-1566-58,Mohammad Yar Stanikzai,68,M,Ind,
1-1567-23,Mohammad Layeq Malekzadah,61,M,Ind,
1-1568-9,Alhaj Deen Padshah Totakhel,564,M,Ind,
1-1570-32,Ustad Abdul Gheyas Gheyasi,737,M,Ind,
1-1571-42,Habibullah Nemati,767,M,Ind,
1-1572-26,Gen. Mohammad Asef Jabarkhel,252,M,Ind,
1-1573-1089,Dr. Aslam Khan Mirdadi,346,M,Ind,
1-1574-167,Eng. Ahmad Fahim Nasimyar,197,M,Ind,
1-1575-175,Mohammad Rafiq shirzad,415,M,Ind,
1-1576-133,Pashtonmal Ahmadzai,186,M,Ind,
1-1577-5,Wakil Fatema Nazari,760,F,Ind,
1-1578-56,Mawlawi Attaullah Faizani,336,M,Ind,
1-1579-62,ghullam Mohammad Panjshiri,450,M,Ind,
1-1581-97,Alhaj Qari Sayed Omar Hotak,428,M,Ind,
1-1582-118,Haji Shirshah Hassanzai,226,M,Ind,
1-1583-50,Mohammad Haidar Basir,419,M,Ind,
1-1584-44,Shakila Ibrahim,245,F,Ind,
1-1586-88,Noor Rahman Akhlaqi,398,M,Ind,
1-1587-27,Wahidullah Radmanesh,275,M,Ind,
1-1588-3,Bibi haji Parwin Durani,266,F,Ind,
1-1590-94,Eng. Amanullah Afshar,334,M,Ind,
1-1592-9,Halima Hussaini,556,F,Ind,
1-1593-7,Alhaj Bedar Zazai,753,M,Ind,
1-1594-38,Alhaj Mirwais Kamawal,320,M,Ind,
1-1595-90,Haji Homayoun Bahar,46,M,Ind,
1-1596-16,Ahmad Sayeedi,287,M,Ind,
1-1597-1209,Mohammad Yahya Wayar Ahmadzai,381,M,Ind,
1-1598-62,Taj Mohammad Mujahid,326,M,Ind,
1-1599-36,Sayed Mustafa Miri,256,M,Ind,
1-1600-108,Sabri Andar,768,F,Ind,
1-1601-28,Salima Nekbin,241,F,Ind,
1-1602-45,Alhaj Faizullah Hashemi,114,M,Ind,
1-1603-74,Sayed Rohullah Hussaini,507,M,Ind,
1-1605-38,Khan Ali Radmand,33,M,Ind,
1-1606-15,Dr. Ahmad Jawid Aalemi,451,M,Ind,
1-1607-23,Sardar Mohammad Ahmadzadah,286,M,Ind,
1-1608-44,Ramesh Noori,488,M,Ind,
1-1609-15,Nasir Ahmad Ensaf,747,M,Political party,
1-1610-5,Ghullam Mohaiuddin Alokozai,270,M,Ind,
1-1611-46,Alhaj Hasibullah Samim,113,M,Ind,
1-1612-5,Alhaj Obaidullah Barikzai,333,M,Ind,
1-1613-65,Ahmadullah Barikzai,158,M,Ind,
1-1614-1,Alhaj Mohammad Amin Tarakhel,600,M,Ind,
1-1615-1099,Mohammad Zalmai Afghanyar Popal,531,M,Ind,
1-1616-1,Mohammad Younis Hotak,437,M,Ind,
1-1618-1191,Sayed Hamed Daqiq,613,M,Ind,
1-1620-151,Ghullam Sarwar Sakhizad,562,M,Ind,
1-1624-214,Dr. Abdul Ahad suhrabi,410,M,Ind,
1-1627-1,Hedayatullah Sulaimankhel,497,M,Ind,
1-1628-224,Abdul Habib Farzam Nejrabi,561,M,Ind,
1-1629-87,Anisa Maqsoodi,439,F,Political party,
1-1630-1022,Nazar Mohammad Isshaqzai,401,M,Ind,
1-1631-1210,Laila Ali,131,F,Ind,
1-1632-2,Mohammad Farooq Baraki,718,M,Ind,
1-1633-82,Ustad Qasem Wahidi,626,M,Ind,
1-1634-8,Pariza Rahmani,715,F,Ind,
1-1635-21,Mohammad Mahdi Taqadusi,207,M,Political party,
1-1636-75,Mansoor Ahmad Ahmadzai,435,M,Ind,
1-1637-35,Abdul Qader Zazai Watandost,362,M,Ind,
1-1638-148,Ziaullhaq Shams,458,M,Ind,
1-1639-57,Salma Akbari,289,F,Ind,
1-1640-1102,Qari Ahmad Reshad Khan Mamozai,703,M,Ind,
1-1642-118,Mohammad Halim Amini,646,M,Ind,
1-1643-83,Temorshah Ayoubzai,770,M,Ind,
1-1644-87,Mohammad Yaqoob Zalmai Naseri,163,M,Ind,
1-1645-1024,Dr. Mohammadullah Shahidi,41,M,Ind,
1-1646-1028,Mohammad Salem Ahmadzai,351,M,Ind,
1-1647-96,Zaher Khan Ahmadzai,694,M,Ind,
1-1648-1078,Salman Ali Dostzadah,60,M,Ind,
1-1649-45,Sayed Mohammad Hadi Hadi,90,M,Ind,
1-1650-89,Mohammad Nazir Hafizi,383,M,Ind,
1-1651-47,Mohammad Faazel Sayedkheli,223,M,Ind,
1-1652-63,Alhaj Khan Lala Shirzai,5,M,Ind,
1-1653-14,Sardar Aqa Behzad,786,M,Ind,
1-1654-131,Sayed Mohammad Sayeedi,32,M,Ind,
1-1655-1052,Sharifa Shirzad Allah Daad,12,F,Ind,
1-1656-129,Mohammad Ajmal Zurmati,728,M,Ind,
1-1657-76,Haji Hashem Mahdawi,518,M,Ind,
1-1658-90,Qari Zabiullah Tarakhel,492,M,Ind,
1-1659-122,Arezo Akbari,156,F,Ind,
1-1660-49,Hedayatullah Taheri,436,M,Ind,
1-1662-212,Bibi Lailuma,43,F,Ind,
1-1663-170,Shabir Ahmad Ibrahimi,9,M,Ind,
1-1664-151,Ramazan Jomazadah,520,M,Ind,
1-1665-7,Attaullah Nasib,656,M,Ind,
1-1666-40,Mohammad Dawood Dawoodzai,445,M,Ind,
1-1667-17,Bashir Ahmad,555,M,Ind,
1-1668-73,Mohammad Sangar Amirzadah,329,M,Ind,
1-1669-49,Jalat Khan Shinwari,510,M,Ind,
1-1670-1054,Sayed Kamal Zazai,390,M,Political party,
1-1671-129,Alhaj Zemarai Naseri,348,M,Ind,
1-1673-161,Ustad Darab Ali Aliyar,684,M,Ind,
1-1674-1093,Mohammad Shafiq Haqyar,26,M,Ind,
1-1675-186,Mohammad Nayem Mustafa Hussainkhel,446,M,Ind,
1-1676-166,Bibi Noor Darwazi,594,F,Ind,
1-1677-70,Mohammadullah Babrak,319,M,Ind,
1-1678-1161,Ghullam Rabani Noori,407,M,Ind,
1-1679-176,Noor Mohammad Ramozi,306,M,Ind,
1-1680-121,Dr. Mohammad Baqer Sayeer,335,M,Ind,
1-1681-51,Gharibullah Tabesh,21,M,Ind,
1-1682-97,Mohammad Halim Formoli,586,M,Ind,
1-1683-9,Zahir Sultani,754,M,Ind,
1-1684-62,Zaker Hussain Ershad,449,M,Ind,
1-1685-223,Sediq Mansoor Ansari,253,M,Ind,
1-1686-124,Mursal Nabizada,377,F,Ind,
1-1688-1168,Gen. Mohammad Aalem Kuhmardi,81,M,Ind,
1-1689-94,Mohammad Dawood Asaas,782,M,Ind,
1-1690-120,Rahimullah Hanifi,193,M,Ind,
1-1691-112,Haji Zarbat Kharoti,298,M,Ind,
1-1692-1185,Ghullam Mujtaba Qais,649,M,Ind,
1-1693-3045,Toorpekai Patman,205,F,Ind,
1-1694-138,Mohammad Reza Zaki,424,M,Ind,
1-1695-167,Hawa Alam Nooristani,295,F,Ind,
1-1697-157,Enayatullah Babakarkhel,534,M,Ind,
1-1698-138,Alhaj Dawood Khan Zazai,803,M,Ind,
1-1699-1182,Rashed Nezam,637,M,Ind,
1-1699-12,Naqibullah Faizi,369,M,Ind,
1-1700-93,Haji Taza khan Zurmati,365,M,Ind,
1-1701-6,Najibullah Kabuli,623,M,Political party,
1-1702-10,Mohammad Jamil Karzai,721,M,Political party,
1-1704-56,Alhaj sayed Mohammad Mohammadi,79,M,Political party,
1-1706-90,Frozan Khalilyar,499,F,Political party,
1-1709-190,Gen. Lutfullah Mashal,517,M,Ind,
1-1710-163,Abdul Basir Khalili Yousufzai,54,M,Unlisted,
1-1711-104,Shinkai Karokhel,608,F,Ind,
1-1712-147,Sayed Nesar Hashemi,693,M,Ind,
1-1713-253,Murtaza Nikzad,301,M,Ind,
1-1714-1045,Abu-Zar Ghafari,674,M,Ind,
1-1715-132,Ihsanullah Fani,571,M,Ind,
1-1716-150,Rahela Jafari,39,F,Ind,
1-1718-135,Ajmal Gullab,588,M,Ind,
1-1719-1162,Enjila Bafaiz,63,F,Ind,
1-1720-136,Abdul Baqi Amin,190,M,Ind,
1-1721-1171,Samiullah Mahdi,696,M,Ind,
1-1722-145,Dr. Sayed Abdul Wahab Rahmani,198,M,Ind,
1-1723-1204,Hamasa Sadat,500,F,Ind,
1-1725-128,Eng. Shams Rahman Shams,315,M,Ind,
1-1726-121,Mohammad Aref Nooristani,688,M,Ind,
1-1727-135,Faiz Mohammad Daqiq,425,M,Ind,
1-1728-3056,Khozha babakarkhel,257,F,Ind,
1-1729-1043,Abdul Hadi Miran,366,M,Ind,
1-1730-182,Dr. Masooma Muradi,427,F,Ind,
1-1731-110,Abdul Kabir,745,M,Ind,
1-1732-171,Habiba Qaderi,109,F,Ind,
1-1733-168,Mohammad Nabi Ayani,147,M,Ind,
1-1734-128,Ustad Abdul Ghafar Rashidi,309,M,Ind,
1-1735-1071,Haji Khalil Ahmad Ahmadi,533,M,Ind,
1-1736-1062,Sayed Hamza Hashimi Balkhi,554,M,Ind,
1-1737-251,Mawezuddin Osmani,166,M,Ind,
1-1738-258,Abdul Ghafar Fayeq,39,M,Ind,
1-1739-1044,Jamshid Sofizadah,742,M,Ind,
1-1741-1070,sayed Shah Mahmood Malekzadah,4,M,Ind,
1-1742-3041,Eng. Nasir Ahamd Saleh,457,M,Ind,
1-1743-115,Sayed Mujtaba Anwari,553,M,Ind,
1-1744-146,Abdul Gheyas Kamran,538,M,Ind,
1-1747-181,Sayed Paiwand Ali Sajadi,149,M,Ind,
1-1750-154,Haji Noorullah Azizi Meyakhel,511,M,Ind,
1-1751-146,Mohammad Ibrahim Zarif,408,M,Ind,
1-1752-137,Alhaj Mohammad Mosadeq Muqset,22,M,Ind,
1-1753-105,Mohammad Akram Azimi,508,M,Ind,
1-1754-131,Mohammad Aref Wardag,580,M,Ind,
1-1756-3040,Reza Khan Aref Mukhles,116,M,Political party,
1-1757-1160,Obaidullah Qalamyar,697,M,Ind,
1-1759-156,Arash Shahirpor,327,M,Ind,
1-1760-162,Dr. Faridullah sefat,380,M,Ind,
1-1761-143,Jamal Naser Mujahid,312,M,Ind,
1-1762-114,Sayed Najibullah Faraz,652,M,Ind,
1-1763-153,Mawlawi Abdul Rahman Rahmani,218,M,Ind,
1-1764-1156,Karimullah Jawad,36,M,Ind,
1-1765-3039,Mahmood Haidari,541,M,Ind,
1-1766-135,Hassan Jaan Dawlatzai,579,M,Ind,
1-1767-150,Safiullah Sultani,505,M,Ind,
1-1768-205,Tamana Zaryab Paryani,514,F,Ind,
1-1770-199,Farid Ahmad Nezami,202,M,Ind,
1-1772-1157,Abdullah Kohbandi,230,M,Ind,
1-1773-159,Abdul Hai Maalek,743,M,Ind,
1-1774-142,Temorshah Bashar,491,M,Ind,
1-1775-155,Dr. Jawad Surosh,616,M,Ind,
1-1776-210,Haji Khan Mohammad Ahmadzoi,44,M,Ind,
1-1778-156,Ahmad Hamed Warasta,35,M,Ind,
1-1779-132,Mohammad Bashir Farooq,524,M,Ind,
1-1784-3072,Sayed Assadullah Hashimi,135,M,Ind,
1-1785-130,Dr. Ziauddin Kamal,349,M,Ind,
1-1786-165,Sediqa Popalzai,111,F,Ind,
1-1788-1069,Khalid Khan Ghaznawi,593,M,Ind,
1-1789-142,Dr. Moen Gull Samkanai,65,M,Ind,
1-1790-1042,Haji Rohullah Mujahid,83,M,Ind,
1-1791-1178,Alhaj Khaibar Zeyarmal,676,M,Ind,
1-1792-203,Sahebzada Mohammad Wali Mutaqi,181,M,Ind,
1-1793-167,Dr. Ajmal Aazem,162,M,Ind,
1-1794-255,Mawlawi Mohammad Mustafa Barikzai,680,M,Ind,
1-1796-252,Haji Nazar Mohammad Forqanmal,47,M,Ind,
1-1797-249,Abdul Khaleq Bala Karzai,25,M,Ind,
1-1798-2158,Hafizullah Barikzai,340,M,Ind,
1-1799-160,Abdul Wahed Khan Nasratyar,67,M,Ind,
1-1800-1165,Mohammad Ibrahim Az-har,755,M,Ind,
1-1801-187,Mohammad Elyas Shams,762,M,Political party,
1-1802-3065,Shahzad Gull Musleh Zazai,596,M,Ind,
1-1804-1173,Wazir Khan,681,M,Ind,
1-1806-1167,Shokria Jalalzai,6,F,Ind,
1-1807-130,Rabea Stanikzai,543,F,Ind,
1-1809-226,Etebar Khan Zadran,444,M,Ind,
1-1810-79,Mariam Sediqa Sadat,361,F,Ind,
1-1812-2035,Haji Qayoum Qambari,490,M,Ind,
1-1813-172,Asal Mohammad Shakeri Badakhshani,385,M,Ind,
1-1814-146,Abdul Wakil Rashidi,771,M,Ind,
1-1815-140,Khesraw Khalid,78,M,Ind,
1-1816-144,Alhaj Ghullam Dastgir Chakari,741,M,Ind,
1-1817-131,Sanaullah Mukhles,237,M,Ind,
1-1818-141,Mariam Sama,375,F,Ind,
1-1819-136,Mohammad Qasem Ferdawsi,794,M,Ind,
1-1820-136,Mohammad Abid Andarabi,284,M,Ind,
1-1821-1064,Tella Mohammad Atmanzai,402,M,Ind,
1-1822-141,Mohammad Yousuf Nawabi,159,M,Ind,
1-1824-193,Mohammad Nayem Nazari,179,M,Ind,
1-1825-107,Armaghan Samkanai,24,F,Ind,
1-1826-188,Sahel Khan,568,M,Ind,
1-1827-177,Alhaj Mirwais Katawazai,452,M,Ind,
1-1828-163,Khalilullah Shinwari,642,M,Ind,
1-1829-158,Khairullah Attaye,426,M,Ind,
1-1830-161,Mohammad Jawad Habibi,539,M,Ind,
1-1831-147,Deen Mohammad Darwishi,137,M,Ind,
1-1833-165,Mohammad Essa Ahmadi,603,M,Ind,
1-1834-118,Kabul Khan Tadbir Zurmati,678,M,Ind,
1-1835-1197,Farid Delawar,214,M,Ind,
1-1836-172,Sayed Sardar Aqa Shamshiri,643,M,Ind,
1-1837-125,Zolfaqar Omid,683,M,Ind,
1-1838-192,Mohammad Hassan Mamozai,66,M,Ind,
1-1839-1177,Eng. Hamid Rahman,466,M,Ind,
1-1840-1057,Sayed Asghar Ashraq,254,M,Ind,
1-1843-141,Mahsa Qurbani,203,F,Ind,
1-1844-1193,Mirwais Ansar Mangal,359,M,Ind,
1-1845-3038,Shakila Nawid,196,F,Ind,
1-1847-3055,Khoshhal Yari Ahmadzai,403,M,Ind,
1-1848-195,Bashir Ahmad Bezhan,750,M,Ind,
1-1849-171,Abdul Qayoum Sahraye,610,M,Ind,
1-1851-1105,Qari Urfanullah Marefat,540,M,Ind,
1-1852-180,Fawzia Hariri,759,F,Ind,
1-1853-1060,Alhaj Shirin Aqa Stanikzai,567,M,Ind,
1-1854-144,Eidi Mohammad Shareqi,108,M,Ind,
1-1855-1186,Abdul Mujib Safi Babrak,104,M,Ind,
1-1856-216,Alhaj Shahd Wali Zemawal,739,M,Ind,
1-1857-201,Essa Mohammad Esmat Qane,717,M,Ind,
1-1858-1179,Emal Burhan Wardak,343,M,Ind,
1-1859-147,Khwaja Khalilullah Sediqyar,473,M,Ind,
1-1860-204,Sayed Masood Ashna,476,M,Ind,
1-1861-257,Shafiq Mubarak Ahmadzai,725,M,Ind,
1-1862-3074,Burhanuddin Hafez,578,M,Ind,
1-1863-111,Najibullah Azad,587,M,Ind,
1-1864-127,Mirwais Stanikzai,722,M,Ind,
1-1866-155,Mohammad Belal Hakimi,379,M,Ind,
1-1867-256,Ahmad Reshad Mubarez,690,M,Ind,
1-1868-162,Mohammad Qasem Fekri,487,M,Ind,
1-1869-219,Zarghona Wali,184,F,Ind,
1-1870-143,Abdul Wase Rasool,657,M,Ind,
1-1871-179,Qaisullah Samkanai,655,M,Ind,
1-1872-1061,Ezharulhaq Hamim,246,M,Ind,
1-1873-152,Abdul Qader Hotkhel,101,M,Ind,
1-1875-153,Zaman Jaan Karimi,787,M,Ind,
1-1876-138,Fazel Menallah Momtaz,87,M,Ind,
1-1877-1097,Eng. Abdul Satar Azizi,367,M,Ind,
1-1878-154,Abdul Rauf Assadi,291,M,Ind,
1-1880-3073,Fatma Hussaini,799,F,Ind,
1-1881-163,Sayed Ahmad Shekeb Montazeri,387,M,Political party,
1-1882-1077,Tafsir seyahposh,455,F,Ind,
1-1884-148,Dr. Friba Farhat Saifi,412,F,Ind,
1-1885-1051,Mohammad Kabir Zamir,738,M,Ind,
1-1886-173,Yasamin Sarwari,464,F,Ind,
1-1887-162,Masooda Qazi Waziri,236,F,Unlisted,
1-1888-175,Temorshah shahi,171,M,Ind,
1-1891-164,Sayed Rahman Wahedyar,653,M,Ind,
1-1894-143,Haji Salim Logarwal,194,M,Ind,
1-1895-177,sayed Ibrahim Hashemi,138,M,Ind,
1-1896-158,Mohammad Shoaib Iqbal Zazai,56,M,Ind,
1-1897-183,Ghullam Fardin Shaaba,388,M,Ind,
1-1898-1086,Shir Aqa Sayedkheli,296,M,Ind,
1-1899-1183,Haji Samim Haidari,619,M,Ind,
1-1900-133,Najibullah Mujahid,417,M,Ind,
1-2002-1033,Leyaqat Ali Faramarz,177,M,Political party,
1-2003-137,Eng. Mohammad Afzal Ahmadzai,685,M,Political party,
1-2004-116,Mohammad Humayoun Noori,714,M,Political party,
1-2005-1176,Ustad Jafari,13,M,Political party,
1-2006-161,Abdul Maqsood Hassanzadah,734,M,Political party,
1-2007-164,Alhaj Sharifullah Kamawal,634,M,Political party,
1-2008-1207,Mohammad Younus Tughra,620,M,Political party,
1-2009-1107,Phd. Mohammad Dawood Rawosh,125,M,Political party,
10-1001-92,Uzra Karimi,34,F,Ind,
10-1002-120,Isshaq Zahak,14,M,Ind,
10-1005-55,Mohaiuddin Farahmand,16,M,Ind,
10-1009-62,Nekbakht Fahimi,29,F,Ind,
10-1010-98,Masooma Bakhshi,39,F,Ind,
10-1094-8,Sayed Mohammad Jamal Fakor Beheshti,35,M,Ind,
10-1106-118,Haidar Ali Ahmadi,17,M,Ind,
10-1130-166,Jaanbaz Sultani,36,M,Ind,
10-1133-96,Shahr Bano Wakili,20,F,Ind,
10-1134-70,Shogofa Zamani,24,F,Ind,
10-1141-51,Dr. Mohammad Jawad Asghari,37,M,Political Party,
10-1142-95,Abdul Karim Barati,30,M,Ind,
10-1149-41,Mazaruddin Saighani,40,M,Ind,
10-1162-86,Mohammad Zaher Mirzaye,22,M,Ind,
10-1174-49,Ahmad Hussain Ibrahimi,26,M,Political Party,
10-1178-94,Sayed Khan Agha Nohzat,8,M,Ind,
10-1230-11,Mohammad Hassan Hussainpor,32,M,Ind,
10-1233-64,Sharifa Arman Waseq,10,F,Political Party,
10-1241-22,Abdul Satar Ashna,18,M,Ind,
10-1250-44,Mohammad Sarwar Jawadi,19,M,Political Party,
10-1253-34,Alhaj Sayed Assadullah Jafari,25,M,Ind,
10-1265-87,Sima Naderi,9,F,Ind,
10-1266-23,Alhaj Lft-Gen Muslim Aamed,31,M,Ind,
10-1270-28,Sayedah Attaye,33,F,Ind,
10-1273-14,Mohammad Akbari,15,M,Political Party,
10-1297-134,Mohammad Rahim Aliyar,38,M,Political Party,
10-1313-66,Fawad Kohmardi,3,M,Ind,
10-1317-119,Gen Mohammad Nabi Tofan,23,M,Ind,
10-1334-20,Sayed Mohammad Jawad Hussaini,2,M,Ind,
10-1381-69,Sefatullah Muradi,27,M,Ind,
10-1417-47,Sayed Mohammad Nader Shafaq,21,M,Ind,
10-1461-3,Alhaj Zaheeruddin Jaan Agha,1,M,Ind,
10-1489-141,Haidar Jafari,11,M,Ind,
10-1521-13,Safora Elkhani,5,F,Ind,
10-1537-60,Dr. Mahdi Nateqi,4,M,Ind,
10-1577-125,Abdul Daneshyar,28,M,Ind,
10-1653-102,Angeza Alizadah,6,F,Ind,
10-1661-43,Aqela Hussaini,13,F,Ind,
12-1001-76,Masoom Khairawi,13,M,Ind,
12-1010-11,Dawlat Khan Zadran,15,M,Ind,
12-1013-21,Najia Babakarkhel Urgonwal,27,F,Ind,
12-1021-5,Mohammad Karim Katawazai,10,M,Ind,
12-1077-9,Dr. Khadija Paktika,30,F,Ind,
12-1125-59,Rahmatullah Hamdard,1,M,Ind,
12-1126-67,Admir Entezar,17,M,Ind,
12-1130-10,Aslam Khagai,11,M,Ind,
12-1133-64,Suraya Akbari,5,F,Ind,
12-1161-57,Abdul Haq Faqirzadah,8,M,Ind,
12-1182-12,Mohammad Mirza Katawazai,18,M,Ind,
12-1197-74,Mohammad Naser Khaleqyar,25,M,Ind,
12-1234-72,Khalid Assad,6,M,Ind,
12-1269-68,Mahommad Sarwar Katawazai,4,M,Ind,
12-1273-6,Mohammad Akbar Rahmani,29,M,Ind,
12-1281-58,Fatema Habibyar Urgoni,23,F,Ind,
12-1282-42,Shir Ahmad Faizi,7,M,Ind,
12-1314-83,Sardar Wali Zadran,2,M,Ind,
12-1325-45,Marya Afghan,33,F,Ind,
12-1337-54,Haji Mohammad Gull Afghan,28,M,Ind,
12-1338-63,Taaj Ali Khan Waziri,32,M,Ind,
12-1433-23,Sayed Attiqullah Urgoni,9,M,Ind,
12-1437-18,Mahmood Sulaimankhel,31,M,Ind,
12-1441-65,Hilla Mujtaba,3,F,Ind,
12-1461-7,Mohammad Yasin Zadran,22,M,Ind,
12-1505-16,Dayana Sahebzai,16,F,Ind,
12-1525-1,Alhaj Mohammad Dawood Katawazai,14,M,Ind,
12-1537-14,Mohmand Katawazai,21,M,Ind,
12-1553-25,Haji Abdul Qadir Kharoti,19,M,Ind,
12-1601-33,Gulla Jaan Katawazai,20,M,Ind,
12-1613-43,Mohammad Ismail Arian,26,M,Ind,
12-1661-80,Bibi Mariam Zurmati,12,F,Ind,
12-1665-8,Nader Khan Katawazai,24,M,Ind,
13-1001-34,Haji Mohammad Ayoub Totakhel,16,M,Ind,
13-1002-48,Sayed Wali Samsor,3,M,Ind,
13-1005-1091,Mohammad Dawood Tapan,28,M,Ind,
13-1009-25,Jumma Gull,55,M,Ind,
13-1010-40,Mohammad Nawab Mangal,39,M,Ind,
13-1021-31,Alhaj Hafizullah Mubarez,60,M,Ind,
13-1022-57,Nayem Muqbel,4,M,Ind,
13-1069-1096,Haji Agha Gull Ahmadzai,54,M,Ind,
13-1073-1086,Mohammad Ismail Zazai,38,M,Political Party,
13-1077-1081,Mohammad Hanif Ahmadzai,40,M,Ind,
13-1081-1071,Zarghona Hamid Totakhel,49,F,Ind,
13-1082-61,Mohammad Aslam Bek Daneshmal,5,M,Ind,
13-1093-56,Neyaz Mohammad Samkanai,6,M,Ind,
13-1094-1088,Haji Khan Wazir Baaz Mangal,64,M,Ind,
13-1118-59,Najibullah Ahmadzai,41,M,Ind,
13-1133-66,Mirza jaan Mangal,32,M,Ind,
13-1141-5,Sayed Hassan Gardizi,1,M,Ind,
13-1142-2,Sayed Marjan Hamkar,26,M,Ind,
13-1149-1093,Sharifa Zurmati,48,F,Ind,
13-1161-1107,Gullalai Sulaimankhel,13,F,Ind,
13-1169-1067,Abdul Rauf Khan Zadran,78,M,Ind,
13-1173-19,Sayed Wali Samkanai,58,M,Ind,
13-1173-46,Mohammad Ibrahim Ghushtelai,56,M,Ind,
13-1174-1077,Dr Hamidullah Azizi,46,M,Ind,
13-1177-1079,Noor Ahmad Reshtya,71,M,Ind,
13-1185-1,Abdul Hanan Haqwayoun,53,M,Ind,
13-1186-20,Eid Mohammad Baaz Zazai,22,M,Ind,
13-1194-1097,Alhaj Abdulllah Mujahid,65,M,Ind,
13-1202-1085,Mohammad Harif Sulaiman Mangal,68,M,Political Party,
13-1205-1074,Ezatullah Ahmadzai,44,M,Ind,
13-1209-60,Alhaj Rahmatullah Wahedyar,37,M,Ind,
13-1210-59,Mohammad Dawood,50,M,Ind,
13-1225-54,Mohammad Hashem Samkanai,14,M,Ind,
13-1226-1094,Mohammad Dawood Khan Saadat,17,M,Ind,
13-1233-1084,Afzal Khan Zadaran,77,M,Ind,
13-1249-17,Dr Samiullah Ahmadzai,62,M,Ind,
