ProvinceID,DistrictID,PollingCenterID,Center Name,Center Name,Hindu/Sikh,Nomad,Women,Men,Total
1,10108,101144,مسجد زاخیل و مهمند,Zakhil wa Mohmand Mosque,3,458,993,2029,3483
1,10108,101145,مسجد حضور حضت نن,Huzoor Hazrat Nabi Mosque,0,11,582,2283,2876
1,10108,101146,مسجد حضت بلال,Hazarat Bilal Mosque,2,410,936,1742,3090
1,10108,101147,مسجد عمر فاروق,Omer Farooq Mosque,0,39,394,1098,1531
1,10108,101148,مسجد احمدي,Ahmadi Mosque,0,28,1144,2882,4054
1,10108,101149,مسجد غوث اعظم دستگت,Ghaws Azam Dastagir Mosque,0,23,546,1716,2285
1,10108,101150,مسجد عبد القادر جیلائ,Abdul Qader Jailani Mosque,0,11,889,1728,2628
1,10108,101151,مسجد محمدیه سیدنورمحمد شاه,Sayed Noor Mohammad Shah Mohamadia Mosque,0,64,1150,4579,5793
1,10108,101152,لیسه توتیا,Totya High School,1,4,1585,1752,3342
1,10108,101153,لیسه نسوان سید نورمحمد شاه مینه,Sayed Noor Mohammad Shah Mena Girls High School,0,114,880,1989,2983
1,10108,101154,ليسه نسوان رحمن مينه,Rahman Mena Girls High School,0,35,2635,4453,7123
1,10108,101155,لیسه ذکور سید نورمحمد شاه مینه,Sayed Noor Mohammad Shah Mena Boys High School,0,62,934,1609,2605
1,10108,101156,مسجد رنگه,Ranga Mosque,0,4,507,1689,2200
1,10108,101157,ليسه عبدالحی حبين,Abdul Hai Habibi High School,1,54,1341,2896,4292
1,10108,101158,مسجد ابوبکر صدیق,Abubakar Sedique Mosque,1,10,723,1574,2308
1,10108,101159,مسجد عثمان غن,Usman Ghani Mosque,1,5,864,2005,2875
1,10108,101160,مسجد شاه پاچا,Shah Pacha Mosque,0,10,393,742,1145
1,10108,101161,مسجد شک اول,Sarak e Awal Mosque,2,8,1031,2100,3141
1,10108,101162,مسجد جامع شهرک طلائ,Shahrak e Telayee Mosque,3,8,578,1169,1758
1,10108,101163,مکتب شهید عبدالصبورفرید,Shaheed Abdul Sabour Fareed School,0,1,638,1093,1732
1,10108,101164,لیسه عبدالرحیم غفورزی,Abdul Rahim Ghafourzai High School,0,28,208,1416,1652
1,10108,101165,ليسه نسوان آمينه فدوي,Amena Fidawi Girls High School,0,16,1707,2669,4392
1,10108,101166,مسجد تپه بلخ,Tapah e Balkh Mosque,0,25,828,2304,3157
1,10108,101167,ليسه استاد بيتاب,Ustad Betab High School,0,12,480,1633,2125
1,10108,101168,مسجد اصحاب کرام,Ashab e Keram Mosque,0,40,404,1316,1760
1,10108,101169,لیسه قلعه حشمت خان,Qalla e Hashmat Khan High School,0,15,1376,1062,2453
1,10108,101170,متوسطه قلعه حشمت خان,Qalla e Hashmat Khan Secondary School,0,87,549,2819,3455
1,10108,101171,الحاقیه نمت یک لیسه عبدالحی حن,Ilhaqya no.1 Abdul Hai Habibi High School,1,20,762,1712,2495
1,10109,101172,مسجد نور محمد,Noor Mohammad Mosque,0,12,348,1582,1942
1,10109,101173,مکتب متوسطه پکتيا کوت,Paktya Kot Secondary School,0,108,1105,4165,5378
1,10109,101174,لیسه عل احمد خان پوپل,Ali Ahmad Khan Popal High School,0,14,3116,4816,7946
1,10109,101175,لیسه عالی قابل بای,Qabil Bye High School,0,8,852,4797,5657
1,10109,101176,مکتب متوسطه خواجه رواش,Khwaja Rawash Secondary School,0,6,729,1696,2431
1,10109,101177,مسجد لغمائ ها,Laghmani Ha Mosque,0,25,1090,2692,3807
1,10109,101178,بلاک اول رياست هوا شناش,Block Awal Reyasat Hawa Shinasi (Block no. 1 Mete*,1,11,885,2281,3178
1,10109,101179,مسجد منصور هلاج,Mansour Halaaj Mosque,2,1,677,1530,2210
1,10109,101180,شهید شدار محمد داود خان,Shaheed Sardar Mohammad Daud Khan Mosque,0,9,2009,2392,4410
1,10109,101181,انستیتوت تکنالوژی معلومائ و مخا,IT and Telecommunications Institute,0,1,100,368,469
1,10109,101182,مسجد حضت محمد مصطق,Hazrat Mohammad Mustafa Mosque,1,3,508,1468,1980
1,10109,101184,لیسه حاچ عبدالقدیر,Haji Abdul Qadeer High School,0,0,221,575,796
1,10109,101185,ليسه ابوالقاسم فردوش,Abul Qasem Firdousi High School,0,3,1172,1147,2322
1,10109,101186,لیسه ذکور ئ ئ مهرو,Bibi Mahro Boys High School,0,1,295,1543,1839
1,10109,101187,ليسه عبدالهادي داوي,Abdul Hadi Dawi High School,0,3,723,2386,3112
1,10109,101188,مسجد جامع شف شش درک,Shash Darak Sharqi Jame Mosque,1,2,142,882,1027
1,10109,101189,لیسه ستاره,Setara High School,0,5,125,1506,1636
1,10109,101183,ليسه الفتح,Al Fatah High School,2,6,1677,2800,4485
1,10110,101190,وزارت امور زنان,Ministry of Women Affairs,0,0,104,282,386
1,10110,101191,معینیت سواد آموزی,Moenyat Sewad Amozi (Deputy Ministry for Literacy),0,0,50,665,715
1,10110,101192,لیسه عالی امائ,Amani High School,0,0,87,645,732
1,10110,101193,مسجد وزير اکت خان,Wazeer Akbar Khan Mosque,0,3,226,2280,2509
1,10110,101194,مسجد احمد مجتن,Ahmad Mujtaba Mosque,0,7,152,796,955
1,10110,101195,مسجد جعفري,Jafari Mosque,0,1,591,987,1579
1,10110,101196,مسجد ميدان ئ ئ مهرو,Bibi Mahro Maidan Mosque,0,2,720,2116,2838
1,10110,101197,ليسه نسوان ئ ئ مهرو,Bibi Mahro Girls High School,0,8,1422,1053,2483
1,10110,101198,مکتب متوسطه عزيز افغان,Aziz Afghan Secondary School,0,1,526,1204,1731
1,10110,101199,مسجد حضت داود,Hazrat Daoud Mosque,0,6,387,773,1166
1,10110,101200,مسجد قلعه چمن,Qalla e Chaman Mosque,0,12,352,1208,1572
1,10110,101201,مسجد جامع شهرک,Shahrak Jame Mosque,0,0,583,960,1543
1,10110,101202,مسجد اسبق حضت عمر فاروق,Hazrat Omer Farouq Old Mosque,1,0,925,1048,1974
1,10110,101203,مسجد حضت يوسف,Hazrat Yousuf Mosque,1,11,793,1416,2221
1,10110,101204,مسجد سيد نظام,Sayed Nezam Mosque,0,0,1366,1173,2539
1,10110,101205,مسجد شیتی ها,Shebari Ha Mosque,1,2,2070,1506,3579
1,10110,101206,مسجد خواجه پارسا ولی,Khwaja Parsa e Wali Mosque,0,0,197,546,743
1,10110,101207,مسجد مصطفوي,Mostafawi Mosque,1,0,800,862,1663
1,10110,101208,مکتب متوسطه چهارقلعه وزير آباد,Chahar Qalla e Wazir Abad Secondary School,0,5,533,555,1093
1,10110,101209,مسجد يادگار,Yadgar Mosque,1,6,1087,1914,3008
1,10110,101210,مسجد عمرفاروق,Omer Farooq Mosque,0,2,398,649,1049
1,10110,101211,مسجد احمد خيل,Ahmad Khil Mosque,0,0,1084,1790,2874
1,10110,101212,مسجد محمديه,Mohammadia Mosque,0,0,981,1079,2060
1,10110,101213,مسجد امام ابو حنيفه,Imam Abu Haneefa Mosque,0,12,1010,2382,3404
1,10110,101214,مسجد ئ ئ رقیه,Bibi Ruqia Mosque,0,28,867,1350,2245
1,10110,101215,مسجد جامع الجواد,Aljawad Jame Mosque,0,1,1455,1827,3283
1,10110,101216,پسته خانه مقابل کلینیک,Post office infront of the clinic,1,2,115,777,895
1,10110,101217,مسجد ابراهيم خليل الله,Ibrahim Khalilullah Mosque,0,0,345,710,1055
1,10110,101218,مسجد شک چهار,Sarak e Chahar Mosque,1,6,381,1528,1916
1,10110,101219,مسجد حسينيه,Hussainia Mosque,0,1,240,532,773
1,10110,101220,مکتب متوسطه مسعود سعد,Masoud Sa'ad Secondary School,1,0,844,1094,1939
1,10110,101221,مسجد فاطميه,Fatimia Mosque,0,7,430,704,1141
1,10110,101222,ليسه نسوان زرغونه,Zarghoona Girls High School,0,5,1872,1996,3873
1,10110,101223,ليسه احمد شاه مسعود,Ahmad Shah Masoud High School,2,1,171,1107,1281
1,10110,101554,مکتب شهرک آریا,Shahrak Arya School,1,1,583,1461,2046
1,10111,101224,مکتب متوسطه نمت ١٦,Secondary School no. 16,0,3,429,824,1256
1,10111,101225,لیسه ذکور سیدالناصری,Sayedul Naseri Boys High School,3,2,824,2771,3600
1,10111,101226,لیسه نسوان سیدالناصری,Sayedul Naseri Girls High School,2,4,1324,1840,3170
1,10111,101227,سینما ختخانه,Khairkhana Cinema,3,1,535,1909,2448
1,10111,101228,لیسه مخق بدخش,Makhfi Badakhshi High School,0,1,2019,1751,3771
1,10111,101229,ليسه غلام حيدر خان,Ghulam Haider Khan High School,1,1,1248,4539,5789
1,10111,101230,لیسه عبدالغفور ندیم,Abdul Ghafour Nadeem High School,0,0,1176,2074,3250
1,10111,101231,مسجد جامع امام زمان,Imam Zaman Jame Mosque,0,3,519,1643,2165
1,10111,101232,لیسه ذلیخا,Zulaikha High School,0,0,1990,1843,3833
1,10111,101233,مسجد پنجصد فاميل,Punj Sad Family Mosque,0,2,787,2391,3180
1,10111,101234,لیسه عبدالقادر بیدل,Abdul Qader Bedel High School,0,3,3158,4243,7404
1,10111,101235,مسجد اصحاب کهف,Ashab e Kahaf Mosque,0,0,760,1714,2474
1,10111,101236,مسجد بابا آدم صق الله,Baba Adam Safiullah Mosque,2,0,812,1106,1920
1,10111,101237,مسجد پنج پتان,Punj Peeran Mosque,1,1,654,2552,3208
1,10111,101238,مکتب متوسطه سادات,Sadaat Secondary School,0,0,473,1078,1551
1,10111,101239,لیسه پروژه,Purojha High School,2,0,1984,3128,5114
1,10111,101240,مکتب متوسطه هزاره بغل,Hazarah Baghal Secondary School,1,1,418,1500,1920
1,10111,101241,مسجد قبا,Quba Mosque,1,3,927,2592,3523
1,10111,101242,مسجد ابو هریره,Abu Huraira Mosque,0,0,532,1093,1625
1,10111,101243,ليسه خليل الله خليل,Khalilullah Khalili High School,0,29,970,1850,2849
1,10111,101244,فاتحه خانه زنانه,Fateha Khana e Zanana,1,2,1159,2728,3890
1,10111,101245,مکتب متوسطه ئ ئ حوا,Bibi Hawa Secondary School,0,1,844,1622,2467
1,10111,101246,مسجد انس بن مالک,Anas Bin e Malik Mosque,0,17,386,1376,1779
1,10111,101247,ليسه آزاد خان,Azad Khan High School,0,0,537,2975,3512
1,10111,101248,لسیه ئ ئ شوری سنگری,Bibi Sarwari Sangari High School,0,2,1998,2946,4946
1,10112,101249,لیسه عالی محمد موش شفیق,Mohammad Musa Shafiq High School,0,140,1734,5220,7094
1,10112,101250,لیسه عالی عبدالروف بینوا,Abdul Raouf Benawa High School,2,135,1124,4006,5267
1,10112,101251,لیسه صدیق الله رشتی,Sidiqullah Reshteen High School,0,273,1528,4978,6779
1,10112,101252,لیسه عبدالقیوم وردک,Abdul Qayoum Wardak High School,2,153,1111,5723,6989
1,10112,101253,لیسه غلام صدیق,Ghulam Sediq High School,4,157,1655,5867,7683
1,10112,101254,مکتب متوسطه استاد ابراهیم خواخوږی,Ustad Ibrahim Khwakhogai Secondary School,2,52,1255,3018,4327
1,10112,101255,مکتب متوسطه قلعه جبارخان,Qalla e Jabar Khan Secondary School,0,215,1106,3164,4485
1,10112,101256,لیسه نسوان محمد اکت خان پامت,Mohammad Akbar Khan Pamir Girls High School,1,29,1740,5095,6865
1,10112,101257,لیسه غلام محمد فرهاد,Ghulam Mohammad Farhad High School,2,65,1435,5812,7314
1,10112,101258,لیسه نسوان احمد شاه بابا,Ahmad Shah Baba Girls High School,0,82,1328,2861,4271
1,10112,101259,لیسه قیام الدین خادم,Qeyamuddin Khadim High School,2,49,2300,6438,8789
1,10112,101260,لیسه ئ ئ عایشه صدیقه,Bibi Aayesha Sediqa High School,1,105,1918,3418,5442
1,10112,101261,ليسه حضت ابراهيم خليل الله,Hazrat Ibrahim Khalilullah High School,4,53,1672,7263,8992
1,10112,101262,متوسطه نوآباد (زن آباد),Nawabad (Zan Abad) Secondary School,1,68,715,1508,2292
1,10112,101555,مسجد جامع امام ابوحنیفه,Emam Abo Hanifa Mosque,0,37,845,1746,2628
1,10112,101556,مسجد سفید,Safid Mosque,3,616,2217,2527,5363
1,10113,101263,لیسه شهرک مهدیه,Shahrak Mahdia High School,1,10,4121,3793,7925
1,10113,101264,مسجد محمدیه,Mohammadia Mosque,0,1,2242,2886,5129
1,10113,101265,مسجد امام مهدی,Imam Mahdi Mosque,0,2,1178,1220,2400
1,10113,101266,مسجد باقرالعلوم,Baqerul Uloom Mosque,0,3,1623,1831,3457
1,10113,101267,لیسه نسوان زینب کتا,Zainab Kubra Girls High School,0,0,2026,933,2959
1,10113,101268,مسجد متسیدعل یخ سوز,Mir Sayed Ali Yakhsoz Mosque,0,1,1451,1585,3037
1,10113,101269,مسجد حسينيه,Husainia Mosque,1,0,856,750,1607
1,10113,101270,لیسه شهرک,Shahrak High School,0,0,0,272,272
1,10113,101271,مسجد سجادي,Sejadi Mosque,1,0,685,863,1549
1,10113,101272,مسجد سنائ,Sanayee Mosque,0,5,1760,1613,3378
1,10113,101273,مسجد مهدويه,Mahdawya Mosque,0,0,1631,1057,2688
1,10113,101275,مسجد قران و عتت,Quran wa Itrat Mosque,1,0,2013,2930,4944
1,10113,101276,مسجد امام خمین,Imam Khumaini Mosque,0,1,2323,2810,5134
1,10113,101277,مسجد اتحاد,Itehad Mosque,0,1,1157,2297,3455
1,10113,101278,مسجد امتالمومنی,Amirul Momineen Mosque,2,0,1262,2168,3432
1,10113,101279,ليسه عبد الرحيم شهيد,Abdul Rahim Shaheed High School,0,0,1357,1988,3345
1,10113,101280,مسجد امام زمان,Imam Zaman Mosque,0,0,1590,1838,3428
1,10113,101281,لیسه نو آباد دوغ آباد,Nawabad Doghabad High School,0,0,307,306,613
1,10113,101282,مسجد حنيق,Hanifi Mosque,0,0,953,1081,2034
1,10113,101283,مسجد اتفاق,Itefaq Mosque,1,0,2342,5047,7390
1,10113,101284,لیسه ذکور شهرک صفا,Shahrak e Safa Boys High School,0,1,1844,1452,3297
1,10113,101285,مسجد بابل حوایج,Babul Hawaej Mosque,0,1,1393,1588,2982
1,10113,101286,مسجد قهرمان کربلا,Qahraman e Karbala Mosque,0,1,1337,1539,2877
1,10113,101287,مسجد بقيت الله,Baqeetullah Mosque,1,1,3264,4148,7414
1,10113,101288,مسجد امام محمد تق,Imam Mohammad Taqi Mosque,0,0,0,786,786
1,10113,101289,ليسه معرفت,Marefat High School,0,0,1159,3720,4879
1,10113,101290,مسجد مالک اشت,Malik e Ushtur Mosque,0,1,2286,2872,5159
1,10113,101291,مسجد قمر بن هاشم,Qamar Bani Hashim Mosque,1,3,3022,3833,6859
1,10113,101292,لیسه سیدالشهدا,Sayed ul Shuhada High School,1,5,2125,2218,4349
1,10113,101293,مسجد امام هادی,Imam Hadi Mosque,0,1,3491,4053,7545
1,10113,101294,مکتب متوسطه شهرک محمدیه,Shahrak Mohammadia Secondary School,0,8,2322,2905,5235
1,10113,101295,ليسه همايون شهيد,Humayoon Shaheed High School,1,2,3089,2885,5977
1,10113,101296,لیسه قاض,Qazi High School,0,47,993,1743,2783
1,10113,101297,مسجد قمت بن هاشم,Qambar Bin e Hashim Mosque,0,2,572,917,1491
1,10114,101300,مسجد آغا صاحب,Agha Saheb Mosque,0,6,1242,4616,5864
1,10114,101301,مکتب متوسطه سیدکریم,Sayed Karim Secondary School,0,13,643,1432,2088
1,10115,101085,مسجد شاه اوليا,Shah e Awlya Mosque,0,1,508,1126,1635
1,10115,101302,ليسه عبدالاحمد جاوید,Abdul Ahmad Jawed High School,1,764,1667,3060,5492
1,10115,101303,مسجد حضت حمزه,Hazrat Hamza Mosque,0,431,873,1766,3070
1,10115,101304,لیسه شیخ زاهد,Shiekh Zahid High School,1,12,608,2127,2748
1,10115,101305,مسجد اقصی,Aqsa Mosque,1,10,1019,2666,3696
1,10115,101306,مسجد پروژه خراسان,Purozha e Khurasan Mosque,0,0,477,1080,1557
1,10115,101308,مسجدم جامع ام زفر,Umme Zafar Jame Mosque,2,1,581,821,1405
1,10115,101309,مسجد شهدا پنجصد فاميل,Punj Sad Family Shuhada Mosque,2,1,453,1250,1706
1,10115,101310,لیسه محمد انور بسمل,Mohammad Anwar Bismil High School,0,0,1989,2620,4609
1,10115,101311,مدرسه تعلیم القران ئ ئ فاطمه زهرا,Bibi Fatimatul Zahra Taleemul Quran Madrassah,1,0,1378,2228,3607
1,10115,101312,مسجد حضت يوسف,Hazrat Yousuf Mosque,0,0,184,392,576
1,10115,101313,مسجد حضت نوح,Hazrat Nouh Mosque,0,8,467,1687,2162
1,10115,101314,لیسه محمد فقت فتوزی,Mohammad Faqir Ferozi High School,0,2,1031,1677,2710
1,10115,101315,لیسه ئ ئ ساره,Bibi Sarah High School,1,4,2081,2314,4400
1,10115,101316,مسجد شور کاينات,Sarwar e Kainat Mosque,6,12,545,2300,2863
1,10115,101317,مسجد حضت خدر,Hazrat Khedar Mosque,1,4,711,1556,2272
1,10115,101318,مسجد سعد ابن وقاض,Sa'ad Ibne Waqas Mosque,0,7,506,856,1369
1,10115,101319,مسجد حضت ختالبسر,Hazrat Khairul Bashar Mosque,0,5,544,2146,2695
1,10115,101320,رياست اطفايه,Reyasat Itfaya (Firefighting Directorate),0,1,377,1395,1773
1,10115,101321,متوسطه نمت ۲ خواجه بغرا,Khwaja Bughra Secondary School No.2,1,0,636,1049,1686
1,10115,101322,مسجد جامع خاتم الانبیاء,Khatimul Anbya Jame Mosque,0,0,679,1321,2000
1,10115,101323,مسجد خواجه محی الدين چشن,Khwaja Mohiuddin Chushti Mosque,0,0,386,584,970
1,10115,101324,مسجد زيد بن ثابت,Zaid Bin Sabit Mosque,0,0,565,826,1391
1,10115,101325,مسجد جامع خواجه بغرا,Khwaja Bughra Jame Mosque,0,3,424,1182,1609
1,10115,101326,مسجد قطيبيه,Qutaibia Mosque,2,17,726,2987,3732
1,10115,101327,مسجد محمد حنیفه غازی,Mohammad Haneefa Ghazi Mosque,0,1,754,1811,2566
1,10115,101328,مسجد حضت عمر فاروق,Hazrat Omer Farouq Mosque,1,1,577,1028,1607
1,10115,101329,پرورشگاه فرشته نجات,Parwareshgah (Orphanage)Fareshtah e Nejat,0,0,304,491,795
