"Province","اسم ولایت","District","اسم ولسوالی","Polling Center Name and Location","موقیعت مرکز رایدهی","Prov","Dist","ProvDist","PC Code /
کود  مرکز رای دهی","Estimated Voters/
تخمین رای دهندگان","Total PS/
تعداد محلات","Male/
مرد","Female/
زن","Kuchi/
کوچی","Accessibility/
دسترسی"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Fayez Shahid Langar Yaftal Ulya School","مکتب فیضی شهید, لنگر یفتل علیا",14,1,1401,1401001,1400,3,2,1,0,"مرکب"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Do Aaba School, Dobayee Yaftal Ulya","مکتب دو آبه, دوبایی یفل علیا",14,1,1401,1401002,1400,3,2,1,0,"مرکب"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Talbzang Payan School","مکتب تالبازان, طالب زنگ پایین",14,1,1401,1401003,1300,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Sar Qol School, Sar Qol Yaftal Ulya","مکتب سر قول, سر قول یفتل علیا",14,1,1401,1401004,1000,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Deh Kalan School, Deh Kalan Yaftal Ulya","مکتب ده کلان, ده کلان یفتل علیا",14,1,1401,1401005,1000,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Kol Gaahi School, Kol Gaahi Yaftal Ulya","مکتب کول گاهی, کول گاهی یفتل علیا",14,1,1401,1401006,1000,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Gazaan School, Gazaan Yaftal Ulya","مکتب گزان, گزان یفتل علیا",14,1,1401,1401007,1400,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Eltifaq Mosque","مسجد اتفاق ",14,1,1401,1401008,1400,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Aljahad School, Dasht-e-Qarogh District","مکتب ضیأالدین, قریه آس",14,1,1401,1401009,1180,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Aljahad School, Dasht-e-Qarogh District","مکتب الجهاد, ناحیه دشت قاروغ",14,1,1401,1401010,1200,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Safed Shaheed School, Shahr-e-Jadid District","مکتب سیف شهید, ناحیه شهر جدید",14,1,1401,1401011,1500,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Medical Faculty, Shahr-e-Jadid District","فاکولته طب, ناحیه شهر جدید",14,1,1401,1401012,1500,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Imam Bukhari Mosque, Sang-e-Mahr","مسجد امام بخاری, سنگ مهر",14,1,1401,1401013,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Najibullah Shaheed Chata School, District 4","مکتب نجیب الله, چتا ناحیه چهار",14,1,1401,1401014,1500,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Kokcha High School, High School Street District 3","لیسه عالی کوکچه, ناحیه 3 کوچه لیسه",14,1,1401,1401015,1500,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","No.2 Female School, Shahr-e-Kuhna, District 2","مکتب نسوان نمبر 2, ناحیه 2 شهر کهنه",14,1,1401,1401016,2000,4,2,2,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Naghz Dara School, Naghz Dara","مکتب نغز دره, نغز دره",14,1,1401,1401017,1400,3,2,1,0,"مرکب"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Muzeeng School, Muzeeng School","مکتب موزینگ, مکتب موزینگ",14,1,1401,1401018,1000,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Makhfi High School, Shahr-e-Kuhna District 1","لیسه عالی مخفی, ناحیه اول شهر کهنه",14,1,1401,1401019,2000,4,2,2,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Shor Aabak School, Shor Aabak School","مکتب شور ابک, مکتب شور ابک",14,1,1401,1401020,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","School, Dega","مکتب, دیگه",14,1,1401,1401021,900,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","School, Palang Dara","مکتب, پلنگ دره",14,1,1401,1401022,1000,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","FAIZ ABAD","مرکزبدخشان - فیض آباد","Dara-e-Kolaan School","مکتب, دره کلن",14,1,1401,1401023,700,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Arwesha School / Arwesha Mosque","مکتب انویشه / مسجد انویشه, انویشه",14,2,1402,1402024,2000,4,2,2,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Naaland Clinic, Naaland","کلینیک نالند, نالند",14,2,1402,1402025,1800,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Anar Dara School, Anar Dara","مکتب انار دره, انار دره",14,2,1402,1402026,1400,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Farghambal School, Farghambal","مکتب فرغامبل, فرغامبل",14,2,1402,1402027,1800,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Gazaanak School, Gazaanak","مکتب گزانک, گزانک",14,2,1402,1402028,1800,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Kashin Dara School","مکتب کشیم دره, کیشیم دره",14,2,1402,1402029,1800,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Walak School, Walak Payan","مسجد والک, والک پایان",14,2,1402,1402030,1200,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Kesht Gah School, Kesht Gah","مکتب کشت گاه, کشت گاه",14,2,1402,1402031,1700,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Shalkhzar School, Shalkhzar","مکتب شلخزار, شلخزار",14,2,1402,1402032,1500,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Shakarlab School, Shakarlab Payan","مکتب شکرلب, شکر لب پایان",14,2,1402,1402033,2100,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Speen Mosque","مسجد سوپیان, سوپیان",14,2,1402,1402034,1700,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","School, Lab-e-Daryahe Kokcha","مکتب, لب دریای کوکچه",14,2,1402,1402035,1300,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Saran Yaftal School","مکتب, سورن یفتل",14,2,1402,1402036,2000,3,2,1,0,"مرکب"
"Badakhshan","بدخشان","YAFTAL PAYAN","یفتل سفلی","Koshtaga School","مکتب, کشت گاه",14,2,1402,1402037,1324,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Kheradmand Shaheed School","مکتب خرد مود / کلینیک وحدت, حافظ مغل",14,3,1403,1403038,2000,4,2,2,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Shamar Female School","مکتب نسوان شهرا, برلاس شمار",14,3,1403,1403039,1400,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Boyeena Qara School, Boyeena Qara","مکتب بوینه قره, بوینه قره",14,3,1403,1403040,1400,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Kari School","مکتب کوری, کوری",14,3,1403,1403041,1350,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Qara Qozi Clinic","کلینیک قاری قوزی, قاری قوزی",14,3,1403,1403042,1250,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Khwaja Ashteel School, Khwaja Ashteel","مکتب خواجه اشتیل, خواجه اشتیل",14,3,1403,1403043,1200,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Deh Dehi Female School, Deh Dehi","مکتی نسوان ده دهی, ده دهی",14,3,1403,1403044,1300,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Yar Nasha School","مکتب یاران شاه, یاران شاه",14,3,1403,1403045,1200,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Wakhyan Barlaas School","مکتب واخیان, برلاس واخیان",14,3,1403,1403046,1290,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Qadam School, Qadam","مکتب قدم, قدم",14,3,1403,1403047,1260,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Khosh Dara School, Khosh Dara","مکتب خوش دره, خوش دره",14,3,1403,1403048,1500,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Atin Jaloo School, Atin Jaloo","مکتب اتین جلو, اتین جلو",14,3,1403,1403049,1400,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Qara Kamar School, Qara Kamar","مکتب قره کمر, قره کمر",14,3,1403,1403050,1600,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Qochi School, Qochi","مکتب قوچی, قوچی",14,3,1403,1403051,1500,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Chatraaq School, Chatraaq","مکتب چتراق, چتراق",14,3,1403,1403052,900,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Chakidal Mosque","مسجد چک ابدال, چک ابدال",14,3,1403,1403053,900,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Gazaan School, Gazaan","مسجد گزان, گزان",14,3,1403,1403054,950,2,1,1,0,"توسط مرکب"
"Badakhshan","بدخشان","URGO","ارگو","Baagh Mubarak School, Baagh Mubarak","مکتب باغ مبارک, باغ مبارک",14,3,1403,1403055,1700,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Shahr-e-Wahdat Clinic, Shahr-e-Wahdat","کلینیک شهر وحدت, شهر وحدت",14,3,1403,1403056,1800,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Naswan Shamr","نسوان شمار, برلاس شمار",14,3,1403,1403057,1800,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Boyeena Qara School, Boyeena Qara","مکتب بوینه قره, بوینه قره",14,3,1403,1403058,3500,9,5,4,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","School, Aab Bareek","مکتب, آب باریک",14,3,1403,1403060,1800,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","URGO","ارگو","Toroq School","مکتب, توروق",14,3,1403,1403061,1800,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","DARAYEM","درایم","Zamanuddin Yard / Haji Habibullah Yard, Deh Bazaar","حویلی زمان الدین / حویلی حاجی حبیب الله, ده بازار",14,4,1404,1404062,3300,4,3,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","DARAYEM","درایم","Madeena High School, Fazelaan Village","لیسه عالی مدینه, قریه فاضلان",14,4,1404,1404063,1800,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","DARAYEM","درایم","Sadaat High School, Langar","لیسه عالی سادات, لنگر",14,4,1404,1404064,3000,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","DARAYEM","درایم","Pangaani School / Pangaani Mosque, Pangaani","مکتب پنگانی / مسجد پنگانی, پنگانی",14,4,1404,1404065,2400,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","DARAYEM","درایم","Neem Tala Mosque, Neem Tala","مسجد نیم تله, نیم تله",14,4,1404,1404066,1860,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","DARAYEM","درایم","Quraishi Mosque, Quraishi","مسجد قریشی, قریشی",14,4,1404,1404067,1700,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","DARAYEM","درایم","Sahibuddin Yard / Roi Dasht Mosque, Roi Dasht","حویلی صاحب الدین / مسجد روی دشت, روی دشت",14,4,1404,1404068,2200,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","DARAYEM","درایم","Do Aaba School, Mughul Tayee","لیسه دو ابه, مغل تایی",14,4,1404,1404069,3600,4,2,2,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","DARAYEM","درایم","Yamchayn School, Yamchayn","مکتب یمچاین, یمچاین",14,4,1404,1404070,2000,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","DARAYEM","درایم","Harefaan High School, Baagh Sufi","لیسه عارفان, باغ صوفی",14,4,1404,1404071,3500,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","DARAYEM","درایم","Do Aaba School, Do Aab","مکتب دو آب, دو آب",14,4,1404,1404072,2000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","KHASH","خاش","Atah Mohammad Yard / Zulm Abad, Zulm Abad","حویلی عطا محمد / مکتب ظلم آباد, ظلم آباد",14,5,1405,1405073,3000,4,3,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","KHASH","خاش","Ghulam Mohammad School, Deh Paara","مکتب غلام محمد, ده پاره",14,5,1405,1405074,1996,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","KHASH","خاش","Deh Naw School, Deh Naw","مکتب ده نو, ده نو",14,5,1405,1405075,3000,4,2,2,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","KHASH","خاش","Mahroof Khash School / Shahan Female School, Shahraan","مکتب معروف خاش/ مکتب نسوان شاهان, شهران",14,5,1405,1405076,3400,5,3,2,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","KHASH","خاش","Karim Khan Yard / Tajekan Female School, Tajekan","حویلی کریم خان / مکتب نسوان تاجیکان, تاجیکان",14,5,1405,1405077,3000,4,3,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","KHASH","خاش","Durkhan School, Durkhan","مکتب درخان, درخان",14,5,1405,1405078,2500,4,3,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Ghyasi School, Markaz-e-Jurm","مکتب غیاثی, مرکز جرم",14,6,1406,1406079,2100,4,2,2,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Forghamiro School, Forghamiro","مکتب فورغامیرو, فورغامیرو",14,6,1406,1406080,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Forghamonj School, Forghamonj","مکتب فورغامونج, فورغامونج",14,6,1406,1406081,1200,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Nawi Jurm School","مکتب نوی جم, نوی جم",14,6,1406,1406082,1200,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Seena School, Seena","مکتب سینا, سینا",14,6,1406,1406083,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Khar Andaab School, Khar Andaab","مکتب خار انداب, خار انداب",14,6,1406,1406084,2156,4,2,2,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Maghzar Qol School, Maghzar Qol","مکتب مغزار قل, مغزار قل",14,6,1406,1406085,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Nawak Mosque, Nawak","مسجد ناوک, ناوک",14,6,1406,1406086,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Kaib School, Kaib","مکتب کیب, کیب",14,6,1406,1406087,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Khanoqa Mosque","مسجد خانه گو, خانه قا",14,6,1406,1406088,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Sare Hawz School, Sare Hawz","مکتب سری حوض, سری حوض",14,6,1406,1406089,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Zeri Katib School, Zeri Katib","مکتب زیری کتیب, زیری کتیب",14,6,1406,1406090,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","School, Zer Soch","مکتب, زیر سوچ",14,6,1406,1406091,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","JURM","جرم","Dara-e-Khastak School","مکتب, دره خشک پولر",14,6,1406,1406092,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","WARDOUJ","وردوج","Oshtagan Mosque / Mohammad Amin Yard, Oshtakan","مسجد اوشتکان / حویلی محمد امین, اوشتکان",14,7,1407,1407093,996,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","WARDOUJ","وردوج","Shagan School, Shagan","مکتب شگان, شگان",14,7,1407,1407094,1500,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","WARDOUJ","وردوج","Shakeran School, Shakeran","مکتب شاکران, شاکران",14,7,1407,1407095,1500,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","WARDOUJ","وردوج","Khashebin School, Khashebin","مکتب خاشبین, خاشبین",14,7,1407,1407096,1500,4,2,2,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","WARDOUJ","وردوج","Noorullah Yard / Targaran Mosque, Targaran","حویلی نورالله / مسجد ترگران, ترگران",14,7,1407,1407098,1600,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","WARDOUJ","وردوج","Kaazda School, Kaazda","مکتب کازده, کاز ده",14,7,1407,1407099,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","WARDOUJ","وردوج","School, Ashtaang","مکتب, اشتانگ",14,7,1407,1407100,800,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","WARDOUJ","وردوج","School, Ghonio","مکتب, غونیو",14,7,1407,1407101,800,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Baharak (Badakhshan)","بهارک","Baharistan School / Female School, Markaz-e-Baharak","مکتب بهارستان / مکتب نسوان, مرکز بهارک",14,8,1408,1408102,1500,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Baharak (Badakhshan)","بهارک","Malang Aab School, Malang Aab","مکتب ملنگ آب, ملنگ آب",14,8,1408,1408103,1200,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Baharak (Badakhshan)","بهارک","Chapachi Yardar School, Chapachi Yardar","مکتب چاپچی یاردار, چاپچی یاردار",14,8,1408,1408104,1200,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Baharak (Badakhshan)","بهارک","Dasht-e-Farukh School, Dasht-e-Farukh","مکتب دشت فرخ, دشت فرخ",14,8,1408,1408105,1200,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Baharak (Badakhshan)","بهارک","Yardar School, Yardar","مکتب یاردار, یاردار",14,8,1408,1408106,1200,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Baharak (Badakhshan)","بهارک","Khair Abad School, Khair Abad","مکتب خیر آباد, خیر آباد",14,8,1408,1408107,1200,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Baharak (Badakhshan)","بهارک","Payan Shahr School, Payan Shahr","مکتب پایان شهر, پایان شهر",14,8,1408,1408108,1200,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Baharak (Badakhshan)","بهارک","Farmaragh School, Farmaragh","مکتب فرمراغ, فرمراغ",14,8,1408,1408109,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Baharak (Badakhshan)","بهارک","Aaryan School, Aaryan","مکتب آرین, آرین",14,8,1408,1408110,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Baharak (Badakhshan)","بهارک","Do Aab Mosque, Do Aab","مسجد دو آب, دو آب",14,8,1408,1408111,1116,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Baharak (Badakhshan)","بهارک","School, Ali Mughul","مکتب, علی مغل",14,8,1408,1408112,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","SHUHADA","شهدا","Mahmoodaan School, Mahmoodaan","مکتب محمودان, محمودان",14,9,1409,1409113,2000,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","SHUHADA","شهدا","Abu Talha School, Joi Baar Village","مکتب ابو طلحه, قریه جویبار",14,9,1409,1409114,2040,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","SHUHADA","شهدا","Shams-ul-Haq School, Abab","مکتب شمس الحق, اباب",14,9,1409,1409115,2000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","SHUHADA","شهدا","District Center, Maidan","مرکز ولسوالی, میدان",14,9,1409,1409116,2300,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","SHUHADA","شهدا","Hamedi School, Shakaran","مکتب حامدی, شکران",14,9,1409,1409117,2420,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","SHUHADA","شهدا","Izro School, Izro","مکتب ایزرو, ایزرو",14,9,1409,1409118,2300,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","SHUHADA","شهدا","Mirza Rahim School, Dasht","مکتب مرزا رحیم, دشت",14,9,1409,1409119,2300,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Kohistan (Badakhshan)","کوهستان","Paspul Mosque, Paspul","مسجد پاسپول, پاسپول",14,10,1410,1410120,1000,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","Kohistan (Badakhshan)","کوهستان","Lakhsh School, Lakhsh","مکتب لخش, لخش",14,10,1410,1410121,1000,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","Kohistan (Badakhshan)","کوهستان","Maidan Mosque, Maidan","مسجد میدان, میدان",14,10,1410,1410122,1000,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","Kohistan (Badakhshan)","کوهستان","Shapugi Mosque, Shapugi Baala","مسجد شاپوگی, شاپوگی بالا",14,10,1410,1410123,1044,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","Kohistan (Badakhshan)","کوهستان","Wal Khanda School, Wal Khenda","مکتب وال خنده, وال خینده",14,10,1410,1410124,1000,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","Kohistan (Badakhshan)","کوهستان","March Mosque, March","مسجد مارچ, مارچ",14,10,1410,1410125,1100,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","Kohistan (Badakhshan)","کوهستان","Waja Garan School, Waja Garan","مکتب وجه گران, وجه گران",14,10,1410,1410126,1200,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","YAWAN","یاوان","Yawan School, Markaz-e-Yawan","مکتب یاون, مرکز یاون",14,11,1411,1411127,1200,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAWAN","یاوان","Sari School","مکتب سامی, سامی",14,11,1411,1411128,1200,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAWAN","یاوان","Manzil-e-Dasht School","مکتب دشت منزیل, دشت منزیل",14,11,1411,1411129,1850,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAWAN","یاوان","Shingan Payan School, Shingan Payan","مکتب شینگان پایان, شینگان پایان",14,11,1411,1411130,1500,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAWAN","یاوان","Roi Raza Mosque","مسجد روی روزه, روی روزاه",14,11,1411,1411131,1550,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","YAWAN","یاوان","Darang Payeen Mosque, Darang Payeen","مسجد درنگ پایین, درنگ پایین",14,11,1411,1411132,1500,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAWAN","یاوان","Qataar Beyd School, Qataar Beyd Payeen","مکتب قطار بید, قطار بید پایین",14,11,1411,1411133,1400,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAWAN","یاوان","Zo School, Zo","مکتب زو, زو",14,11,1411,1411134,1400,2,1,1,0,"مرکب"
"Badakhshan","بدخشان","YAWAN","یاوان","Pitaw School, Pitaw","مکتب پیتاو, پیتاو",14,11,1411,1411135,1600,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","YAWAN","یاوان","Aab Zamj Mosque, Aab Zamj","مسجد اب زمج, اب زمج",14,11,1411,1411136,1200,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","SHAHR-E-BUZURG","شهربزرگ","Khordakan High School, Markaz-e-Shahr-e-Bozorg","لیسه خورداکان, خورداکان",14,12,1412,1412137,3500,4,2,2,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","SHAHR-E-BUZURG","شهربزرگ","Kora Mabain School, Kora Mabain","مکتب کوره مابین, کوره مابین",14,12,1412,1412138,1200,2,1,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","SHAHR-E-BUZURG","شهربزرگ","Wandyan School, Wandyan","مکتب وندیان, وندیان",14,12,1412,1412139,2700,3,2,1,0,"توسط عراده جات راه موتر"
"Badakhshan","بدخشان","SHAHR-E-BUZURG","شهربزرگ","Dasht-e-Freng School, Dasht-e-Freng","مکتب دشت فرنگ, دشت فرنگ",14,12,1412,1412140,950,2,1,1,0,"توسط عراده جات راه موتر"
